"","X","PID","index","time_elapsed","block","stimulus_id","reward_type","reward_amount","see_reward_rt","register_reward_response","register_reward_rt","register_reward_acc"
"2239",2239,"tMhNR",14,4615753,1,48,-1,0,0.733,-1,1.053,1
"2240",2240,"tMhNR",15,4619338,1,31,-1,0,0.561,-1,1.122,1
"2241",2241,"tMhNR",16,4624098,1,42,-1,0,1.728,-1,1.251,1
"2242",2242,"tMhNR",17,4627850,1,36,1,148,0.72,1,0.797,1
"2243",2243,"tMhNR",18,4631585,1,42,-1,0,0.686,-1,1.08,1
"2244",2244,"tMhNR",19,4635609,1,39,1,157,0.982,1,1.132,1
"2245",2245,"tMhNR",2,4568185,1,31,-1,0,1.171,1,1.761,0
"2246",2246,"tMhNR",20,4639234,1,13,-1,0,0.593,-1,1.118,1
"2247",2247,"tMhNR",21,4645108,1,45,1,154,2.854,1,1.039,1
"2248",2248,"tMhNR",22,4649889,1,9,-1,0,1.748,-1,1.043,1
"2249",2249,"tMhNR",23,4653938,1,36,1,148,1.002,1,1.166,1
"2250",2250,"tMhNR",24,4659684,2,39,1,157,0.664,1,1.135,1
"2251",2251,"tMhNR",25,4663369,2,9,-1,0,0.664,-1,0.999,1
"2252",2252,"tMhNR",26,4667218,2,48,-1,0,0.809,-1,0.99,1
"2253",2253,"tMhNR",27,4670984,2,13,-1,0,0.732,-1,0.921,1
"2254",2254,"tMhNR",28,4674706,2,15,-1,0,0.673,-1,1.036,1
"2255",2255,"tMhNR",29,4678362,2,36,1,148,0.626,1,1.087,1
"2256",2256,"tMhNR",3,4572177,1,39,1,157,0.954,1,1.167,1
"2257",2257,"tMhNR",30,4681993,2,42,-1,0,0.598,-1,1.021,1
"2258",2258,"tMhNR",31,4685675,2,45,1,154,0.655,1,1.182,1
"2259",2259,"tMhNR",32,4689394,2,42,-1,0,0.69,-1,1.191,1
"2260",2260,"tMhNR",33,4693112,2,31,-1,0,0.697,-1,1.032,1
"2261",2261,"tMhNR",34,4696874,2,9,-1,0,0.724,-1,1.071,1
"2262",2262,"tMhNR",35,4700490,2,11,1,150,0.575,1,1.189,1
"2263",2263,"tMhNR",36,4704170,2,28,1,156,0.656,1,1.071,1
"2264",2264,"tMhNR",37,4707898,2,19,1,151,0.691,1,1.022,1
"2265",2265,"tMhNR",38,4711498,2,48,-1,0,0.577,-1,0.9,1
"2266",2266,"tMhNR",39,4715386,2,36,1,148,0.857,1,0.334,1
"2267",2267,"tMhNR",4,4576017,1,15,-1,0,0.801,-1,1.288,1
"2268",2268,"tMhNR",40,4719298,2,13,-1,0,0.861,-1,0.698,1
"2269",2269,"tMhNR",41,4723177,2,31,-1,0,0.839,-1,1.423,1
"2270",2270,"tMhNR",42,4726932,2,28,1,156,0.727,1,0.976,1
"2271",2271,"tMhNR",43,4730755,2,19,1,151,0.795,1,0.9,1
"2272",2272,"tMhNR",44,4734412,2,39,1,157,0.618,1,0.962,1
"2273",2273,"tMhNR",45,4738131,2,11,1,150,0.698,1,0.93,1
"2274",2274,"tMhNR",46,4741931,2,45,1,154,0.766,1,1.031,1
"2275",2275,"tMhNR",47,4745587,2,15,-1,0,0.592,-1,1.118,1
"2276",2276,"tMhNR",48,4753187,3,11,1,150,1.325,1,1.118,1
"2277",2277,"tMhNR",49,4756859,3,36,1,148,0.64,1,0.833,1
"2278",2278,"tMhNR",5,4580590,1,45,1,154,1.541,1,1.315,1
"2279",2279,"tMhNR",50,4760579,3,48,-1,0,0.685,-1,0.982,1
"2280",2280,"tMhNR",51,4764635,3,42,-1,0,0.978,-1,0.953,1
"2281",2281,"tMhNR",52,4768482,3,19,1,151,0.817,1,1.232,1
"2282",2282,"tMhNR",53,4772307,3,9,-1,0,0.795,-1,1.23,1
"2283",2283,"tMhNR",54,4776283,3,36,1,148,0.944,1,1.052,1
"2284",2284,"tMhNR",55,4779946,3,28,1,156,0.639,1,1.072,1
"2285",2285,"tMhNR",56,4783712,3,31,-1,0,0.734,-1,0.957,1
"2286",2286,"tMhNR",57,4787329,3,45,1,154,0.601,1,0.904,1
"2287",2287,"tMhNR",58,4791233,3,39,1,157,0.844,1,1.581,1
"2288",2288,"tMhNR",59,4796362,3,13,-1,0,2.081,-1,0.41,1
"2289",2289,"tMhNR",6,4584321,1,19,1,151,0.693,1,1.156,1
"2290",2290,"tMhNR",60,4806235,3,19,1,151,6.856,1,1.005,1
"2291",2291,"tMhNR",61,4810051,3,11,1,150,0.782,1,0.955,1
"2292",2292,"tMhNR",62,4813701,3,13,-1,0,0.625,-1,1.029,1
"2293",2293,"tMhNR",63,4818916,3,48,-1,0,2.189,-1,1.045,1
"2294",2294,"tMhNR",64,4822557,3,28,1,156,0.62,1,0.935,1
"2295",2295,"tMhNR",65,4826242,3,45,1,154,0.654,1,0.953,1
"2296",2296,"tMhNR",66,4830999,3,15,-1,0,1.727,-1,1.32,1
"2297",2297,"tMhNR",67,4835988,3,31,-1,0,1.953,-1,1.239,1
"2298",2298,"tMhNR",68,4839787,3,39,1,157,0.764,1,1.093,1
"2299",2299,"tMhNR",69,4843499,3,9,-1,0,0.681,-1,0.945,1
"2300",2300,"tMhNR",7,4588169,1,48,-1,0,0.807,-1,1.229,1
"2301",2301,"tMhNR",70,4847182,3,42,-1,0,0.667,-1,1.013,1
"2302",2302,"tMhNR",71,4851733,3,15,-1,0,1.52,-1,1.119,1
"2303",2303,"tMhNR",8,4591745,1,11,1,150,0.546,1,1.085,1
"2304",2304,"tMhNR",9,4595657,1,11,1,150,0.876,1,1.444,1
"2377",2377,"vRFa3",0,871454,1,45,1,150,0.773,1,1.94,1
"2378",2378,"vRFa3",1,875149,1,42,-1,0,0.668,-1,1.223,1
"2379",2379,"vRFa3",10,908410,1,14,1,160,1.237,1,0.499,1
"2380",2380,"vRFa3",11,911878,1,21,-1,0,0.439,-1,0.486,1
"2381",2381,"vRFa3",12,915216,1,16,-1,0,0.317,-1,0.473,1
"2382",2382,"vRFa3",13,918723,1,34,-1,0,0.487,-1,0.425,1
"2383",2383,"vRFa3",14,922263,1,42,-1,0,0.489,-1,0.466,1
"2384",2384,"vRFa3",15,925888,1,40,1,142,0.585,1,0.693,1
"2385",2385,"vRFa3",16,929832,1,39,1,155,0.927,1,0.459,1
"2386",2386,"vRFa3",17,933458,1,29,-1,0,0.591,-1,0.573,1
"2387",2387,"vRFa3",18,937119,1,2,-1,0,0.641,-1,0.603,1
"2388",2388,"vRFa3",19,940728,1,40,1,142,0.577,1,0.356,1
"2389",2389,"vRFa3",2,878603,1,39,1,155,0.425,1,1.111,1
"2390",2390,"vRFa3",20,944670,1,45,1,150,0.917,1,0.662,1
"2391",2391,"vRFa3",21,948387,1,31,1,144,0.689,1,1.073,1
"2392",2392,"vRFa3",22,952067,1,2,-1,0,0.655,-1,0.346,1
"2393",2393,"vRFa3",23,955693,1,29,-1,0,0.584,-1,0.197,1
"2394",2394,"vRFa3",24,962191,2,29,-1,0,1.488,-1,0.915,1
"2395",2395,"vRFa3",25,965883,2,45,1,150,0.658,1,0.479,1
"2396",2396,"vRFa3",26,969374,2,2,-1,0,0.452,-1,0.322,1
"2397",2397,"vRFa3",27,972842,2,42,-1,0,0.44,-1,0.287,1
"2398",2398,"vRFa3",28,976181,2,14,1,160,0.312,1,0.545,1
"2399",2399,"vRFa3",29,979700,2,34,-1,0,0.478,-1,0.324,1
"2400",2400,"vRFa3",3,882608,1,18,1,141,0.972,1,1.119,1
"2401",2401,"vRFa3",30,983258,2,45,1,150,0.507,1,0.275,1
"2402",2402,"vRFa3",31,986794,2,21,-1,0,0.513,-1,0.27,1
"2403",2403,"vRFa3",32,990127,2,42,-1,0,0.318,-1,0.588,1
"2404",2404,"vRFa3",33,993599,2,2,-1,0,0.444,-1,0.557,1
"2405",2405,"vRFa3",34,997089,2,21,-1,0,0.461,-1,0.503,1
"2406",2406,"vRFa3",35,1000876,2,40,1,142,0.758,1,0.656,1
"2407",2407,"vRFa3",36,1004548,2,18,1,141,0.634,1,0.58,1
"2408",2408,"vRFa3",37,1008072,2,39,1,155,0.492,1,0.446,1
"2409",2409,"vRFa3",38,1012686,2,16,-1,0,1.594,-1,0.36,1
"2410",2410,"vRFa3",39,1016785,2,29,-1,0,1.066,-1,0.704,1
"2411",2411,"vRFa3",4,886177,1,21,-1,0,0.53,-1,0.763,1
"2412",2412,"vRFa3",40,1020469,2,31,1,144,0.66,1,1.663,1
"2413",2413,"vRFa3",41,1024042,2,31,1,144,0.542,1,0.595,1
"2414",2414,"vRFa3",42,1027492,2,18,1,141,0.416,1,0.554,1
"2415",2415,"vRFa3",43,1031128,2,40,1,142,0.585,1,0.363,1
"2416",2416,"vRFa3",44,1034537,2,39,1,155,0.376,1,0.611,1
"2417",2417,"vRFa3",45,1038063,2,14,1,160,0.493,1,0.664,1
"2418",2418,"vRFa3",46,1041583,2,34,-1,0,0.492,-1,0.558,1
"2419",2419,"vRFa3",47,1045223,2,16,-1,0,0.612,-1,0.3,1
"2420",2420,"vRFa3",48,1050927,3,16,-1,0,1.218,-1,0.333,1
"2421",2421,"vRFa3",49,1054351,3,21,-1,0,0.385,-1,0.605,1
"2422",2422,"vRFa3",5,889742,1,34,-1,0,0.542,-1,0.711,1
"2423",2423,"vRFa3",50,1057682,3,21,-1,0,0.29,-1,0.975,1
"2424",2424,"vRFa3",51,1061029,3,45,1,150,0.333,1,0.468,1
"2425",2425,"vRFa3",52,1064716,3,29,-1,0,0.658,-1,0.308,1
"2426",2426,"vRFa3",53,1068314,3,42,-1,0,0.566,-1,0.326,1
"2427",2427,"vRFa3",54,1071916,3,31,1,144,0.583,1,0.278,1
"2428",2428,"vRFa3",55,1075543,3,2,-1,0,0.585,-1,0.568,1
"2429",2429,"vRFa3",56,1079098,3,34,-1,0,0.522,-1,1.219,1
"2430",2430,"vRFa3",57,1082538,3,2,-1,0,0.424,-1,0.36,1
"2431",2431,"vRFa3",58,1086343,3,16,-1,0,0.788,-1,0.289,1
"2432",2432,"vRFa3",59,1089921,3,29,-1,0,0.546,-1,0.425,1
"2433",2433,"vRFa3",6,893220,1,14,1,160,0.458,1,0.76,1
"2434",2434,"vRFa3",60,1093452,3,18,1,141,0.485,-1,0.349,0
"2435",2435,"vRFa3",61,1097230,3,42,-1,0,0.74,-1,0.461,1
"2436",2436,"vRFa3",62,1100782,3,18,1,141,0.516,1,0.453,1
"2437",2437,"vRFa3",63,1104149,3,45,1,150,0.317,1,0.529,1
"2438",2438,"vRFa3",64,1107606,3,39,1,155,0.422,1,0.345,1
"2439",2439,"vRFa3",65,1111098,3,39,1,155,0.457,1,0.41,1
"2440",2440,"vRFa3",66,1114475,3,14,1,160,0.354,1,0.371,1
"2441",2441,"vRFa3",67,1117905,3,40,1,142,0.407,1,0.332,1
"2442",2442,"vRFa3",68,1121404,3,34,-1,0,0.48,-1,0.353,1
"2443",2443,"vRFa3",69,1125019,3,14,1,160,0.597,-1,0.467,0
"2444",2444,"vRFa3",7,897021,1,31,1,144,0.771,1,0.547,1
"2445",2445,"vRFa3",70,1128614,3,40,1,142,0.55,1,0.553,1
"2446",2446,"vRFa3",71,1132355,3,31,1,144,0.721,1,0.428,1
"2447",2447,"vRFa3",8,900609,1,18,1,141,0.549,1,0.664,1
"2448",2448,"vRFa3",9,904136,1,16,-1,0,0.475,-1,0.911,1
"2521",2521,"WJ2Nv",0,769775,1,19,1,159,0.738,1,0.631,1
"2522",2522,"WJ2Nv",1,773455,1,2,-1,0,0.665,-1,0.848,1
"2523",2523,"WJ2Nv",10,805547,1,0,-1,0,0.497,-1,0.679,1
"2524",2524,"WJ2Nv",11,809052,1,47,1,155,0.474,1,0.591,1
"2525",2525,"WJ2Nv",12,812516,1,26,-1,0,0.443,-1,0.614,1
"2526",2526,"WJ2Nv",13,816060,1,19,1,159,0.501,1,0.439,1
"2527",2527,"WJ2Nv",14,819349,1,14,1,157,0.271,1,0.535,1
"2528",2528,"WJ2Nv",15,822821,1,22,1,151,0.447,1,0.56,1
"2529",2529,"WJ2Nv",16,826110,1,1,1,150,0.267,1,0.527,1
"2530",2530,"WJ2Nv",17,829486,1,22,1,151,0.348,1,0.415,1
"2531",2531,"WJ2Nv",18,833126,1,0,-1,0,0.616,-1,0.631,1
"2532",2532,"WJ2Nv",19,836663,1,8,-1,0,0.515,-1,0.527,1
"2533",2533,"WJ2Nv",2,776887,1,1,1,150,0.413,1,0.639,1
"2534",2534,"WJ2Nv",20,840199,1,36,-1,0,0.51,-1,0.599,1
"2535",2535,"WJ2Nv",21,843832,1,8,-1,0,0.607,-1,0.359,1
"2536",2536,"WJ2Nv",22,847296,1,36,-1,0,0.43,-1,0.279,1
"2537",2537,"WJ2Nv",23,850729,1,35,-1,0,0.411,-1,0.439,1
"2538",2538,"WJ2Nv",24,857122,2,0,-1,0,0.494,-1,0.263,1
"2539",2539,"WJ2Nv",25,860530,2,26,-1,0,0.385,-1,0.343,1
"2540",2540,"WJ2Nv",26,863810,2,35,-1,0,0.251,-1,0.407,1
"2541",2541,"WJ2Nv",27,867203,2,26,-1,0,0.369,-1,0.311,1
"2542",2542,"WJ2Nv",28,870675,2,2,-1,0,0.454,-1,0.496,1
"2543",2543,"WJ2Nv",29,874124,2,47,1,155,0.426,1,0.399,1
"2544",2544,"WJ2Nv",3,780648,1,45,1,159,0.743,1,0.543,1
"2545",2545,"WJ2Nv",30,877701,2,8,-1,0,0.548,-1,0.287,1
"2546",2546,"WJ2Nv",31,880989,2,22,1,151,0.255,1,0.511,1
"2547",2547,"WJ2Nv",32,884397,2,1,1,150,0.375,1,0.375,1
"2548",2548,"WJ2Nv",33,887854,2,2,-1,0,0.42,-1,0.383,1
"2549",2549,"WJ2Nv",34,891398,2,14,1,157,0.509,1,0.319,1
"2550",2550,"WJ2Nv",35,894775,2,19,1,159,0.358,1,0.463,1
"2551",2551,"WJ2Nv",36,898143,2,47,1,155,0.326,1,0.447,1
"2552",2552,"WJ2Nv",37,901527,2,1,1,150,0.361,1,0.383,1
"2553",2553,"WJ2Nv",38,904864,2,8,-1,0,0.305,-1,0.407,1
"2554",2554,"WJ2Nv",39,908272,2,0,-1,0,0.391,-1,0.495,1
"2555",2555,"WJ2Nv",4,784265,1,47,1,155,0.591,1,0.631,1
"2556",2556,"WJ2Nv",40,911705,2,45,1,159,0.406,1,0.399,1
"2557",2557,"WJ2Nv",41,915009,2,35,-1,0,0.274,-1,0.439,1
"2558",2558,"WJ2Nv",42,918289,2,22,1,151,0.258,1,0.447,1
"2559",2559,"WJ2Nv",43,921698,2,19,1,159,0.396,1,0.431,1
"2560",2560,"WJ2Nv",44,925146,2,45,1,159,0.433,1,0.423,1
"2561",2561,"WJ2Nv",45,928531,2,36,-1,0,0.353,-1,0.375,1
"2562",2562,"WJ2Nv",46,931947,2,36,-1,0,0.391,-1,0.408,1
"2563",2563,"WJ2Nv",47,935315,2,14,1,157,0.331,1,0.399,1
"2564",2564,"WJ2Nv",48,940044,3,19,1,159,0.382,1,0.384,1
"2565",2565,"WJ2Nv",49,943356,3,22,1,151,0.29,1,0.343,1
"2566",2566,"WJ2Nv",5,787721,1,26,-1,0,0.43,-1,0.735,1
"2567",2567,"WJ2Nv",50,946829,3,2,-1,0,0.451,-1,0.359,1
"2568",2568,"WJ2Nv",51,950237,3,45,1,159,0.379,1,0.295,1
"2569",2569,"WJ2Nv",52,953502,3,36,-1,0,0.248,-1,0.439,1
"2570",2570,"WJ2Nv",53,956886,3,47,1,155,0.364,1,0.479,1
"2571",2571,"WJ2Nv",54,960207,3,36,-1,0,0.295,-1,0.519,1
"2572",2572,"WJ2Nv",55,963735,3,1,1,150,0.5,1,0.351,1
"2573",2573,"WJ2Nv",56,967312,3,2,-1,0,0.549,-1,0.487,1
"2574",2574,"WJ2Nv",57,970769,3,14,1,157,0.429,1,0.453,1
"2575",2575,"WJ2Nv",58,974192,3,8,-1,0,0.401,-1,0.383,1
"2576",2576,"WJ2Nv",59,977497,3,22,1,151,0.279,1,0.495,1
"2577",2577,"WJ2Nv",6,791233,1,14,1,157,0.489,1,0.527,1
"2578",2578,"WJ2Nv",60,980977,3,45,1,159,0.451,1,0.447,1
"2579",2579,"WJ2Nv",61,984274,3,26,-1,0,0.272,-1,0.543,1
"2580",2580,"WJ2Nv",62,987650,3,0,-1,0,0.351,-1,0.512,1
"2581",2581,"WJ2Nv",63,991163,3,0,-1,0,0.5,-1,0.431,1
"2582",2582,"WJ2Nv",64,994691,3,47,1,155,0.518,1,0.327,1
"2583",2583,"WJ2Nv",65,998147,3,35,-1,0,0.412,-1,0.391,1
"2584",2584,"WJ2Nv",66,1001476,3,1,1,150,0.293,1,0.527,1
"2585",2585,"WJ2Nv",67,1004812,3,8,-1,0,0.309,-1,0.504,1
"2586",2586,"WJ2Nv",68,1008212,3,26,-1,0,0.368,-1,0.599,1
"2587",2587,"WJ2Nv",69,1011621,3,35,-1,0,0.385,-1,0.439,1
"2588",2588,"WJ2Nv",7,794658,1,45,1,159,0.41,1,0.751,1
"2589",2589,"WJ2Nv",70,1015070,3,19,1,159,0.431,1,0.311,1
"2590",2590,"WJ2Nv",71,1018518,3,14,1,157,0.425,1,0.383,1
"2591",2591,"WJ2Nv",8,798258,1,2,-1,0,0.578,-1,0.647,1
"2592",2592,"WJ2Nv",9,802019,1,35,-1,0,0.73,-1,0.614,1
"2593",2593,"wP5Q8",0,1562092,1,42,-1,0,1.34,-1,1.464,1
"2594",2594,"wP5Q8",1,1567219,1,49,-1,0,2.113,-1,1.402,1
"2595",2595,"wP5Q8",10,1603291,1,36,-1,0,0.517,-1,0.698,1
"2596",2596,"wP5Q8",11,1606868,1,40,1,145,0.564,1,0.699,1
"2597",2597,"wP5Q8",12,1610499,1,31,1,154,0.619,1,0.994,1
"2598",2598,"wP5Q8",13,1614053,1,26,1,147,0.537,1,0.561,1
"2599",2599,"wP5Q8",14,1617681,1,43,-1,0,0.613,-1,0.648,1
"2600",2600,"wP5Q8",15,1621245,1,41,1,148,0.549,1,0.645,1
"2601",2601,"wP5Q8",16,1624862,1,30,-1,0,0.601,-1,0.797,1
"2602",2602,"wP5Q8",17,1628529,1,17,1,150,0.652,1,0.802,1
"2603",2603,"wP5Q8",18,1632121,1,36,-1,0,0.576,-1,0.713,1
"2604",2604,"wP5Q8",19,1635561,1,37,-1,0,0.424,-1,0.582,1
"2605",2605,"wP5Q8",2,1571507,1,33,1,160,1.276,NA,NA,NA
"2606",2606,"wP5Q8",20,1639057,1,17,1,150,0.485,1,0.666,1
"2607",2607,"wP5Q8",21,1642579,1,33,1,160,0.51,1,0.839,1
"2608",2608,"wP5Q8",22,1646261,1,31,1,154,0.666,1,1.876,1
"2609",2609,"wP5Q8",23,1649966,1,41,1,148,0.691,1,1.637,1
"2610",2610,"wP5Q8",24,1656302,2,30,-1,0,0.813,-1,0.836,1
"2611",2611,"wP5Q8",25,1659755,2,42,-1,0,0.441,-1,0.567,1
"2612",2612,"wP5Q8",26,1663221,2,33,1,160,0.451,1,0.827,1
"2613",2613,"wP5Q8",27,1666730,2,41,1,148,0.496,1,0.837,1
"2614",2614,"wP5Q8",28,1671627,2,43,-1,0,1.882,-1,0.455,1
"2615",2615,"wP5Q8",29,1675203,2,31,1,154,0.561,1,1.519,1
"2616",2616,"wP5Q8",3,1577139,1,40,1,145,1.114,1,0.631,1
"2617",2617,"wP5Q8",30,1678627,2,40,1,145,0.413,1,0.936,1
"2618",2618,"wP5Q8",31,1682059,2,40,1,145,0.416,1,0.991,1
"2619",2619,"wP5Q8",32,1685836,2,17,1,150,0.765,1,1.347,1
"2620",2620,"wP5Q8",33,1689453,2,49,-1,0,0.603,-1,0.769,1
"2621",2621,"wP5Q8",34,1692924,2,37,-1,0,0.459,-1,0.511,1
"2622",2622,"wP5Q8",35,1696774,2,49,-1,0,0.835,-1,1.36,1
"2623",2623,"wP5Q8",36,1700530,2,31,1,154,0.741,1,1.423,1
"2624",2624,"wP5Q8",37,1704134,2,36,-1,0,0.589,-1,0.733,1
"2625",2625,"wP5Q8",38,1707839,2,30,-1,0,0.691,-1,0.566,1
"2626",2626,"wP5Q8",39,1711475,2,36,-1,0,0.622,-1,0.536,1
"2627",2627,"wP5Q8",4,1581130,1,30,-1,0,0.975,-1,0.795,1
"2628",2628,"wP5Q8",40,1715424,2,26,1,147,0.935,1,1.333,1
"2629",2629,"wP5Q8",41,1719319,2,37,-1,0,0.881,-1,0.486,1
"2630",2630,"wP5Q8",42,1722806,2,33,1,160,0.473,1,0.673,1
"2631",2631,"wP5Q8",43,1726383,2,41,1,148,0.562,1,1.018,1
"2632",2632,"wP5Q8",44,1730171,2,26,1,147,0.774,1,1.715,1
"2633",2633,"wP5Q8",45,1734318,2,17,1,150,1.134,1,0.768,1
"2634",2634,"wP5Q8",46,1740076,2,42,-1,0,2.743,-1,0.785,1
"2635",2635,"wP5Q8",47,1743733,2,43,-1,0,0.643,-1,0.611,1
"2636",2636,"wP5Q8",48,1749548,3,43,-1,0,0.755,-1,0.707,1
"2637",2637,"wP5Q8",49,1753590,3,26,1,147,1.028,1,0.734,1
"2638",2638,"wP5Q8",5,1584950,1,49,-1,0,0.805,-1,0.761,1
"2639",2639,"wP5Q8",50,1757241,3,30,-1,0,0.641,-1,0.523,1
"2640",2640,"wP5Q8",51,1761826,3,31,1,154,1.572,1,0.94,1
"2641",2641,"wP5Q8",52,1765322,3,37,-1,0,0.486,-1,0.535,1
"2642",2642,"wP5Q8",53,1768995,3,42,-1,0,0.66,-1,0.796,1
"2643",2643,"wP5Q8",54,1772740,3,41,1,148,0.729,1,0.967,1
"2644",2644,"wP5Q8",55,1776211,3,40,1,145,0.46,1,1.252,1
"2645",2645,"wP5Q8",56,1780043,3,40,1,145,0.816,1,1,1
"2646",2646,"wP5Q8",57,1783768,3,49,-1,0,0.71,-1,0.489,1
"2647",2647,"wP5Q8",58,1787491,3,30,-1,0,0.713,-1,0.552,1
"2648",2648,"wP5Q8",59,1790936,3,43,-1,0,0.431,-1,0.692,1
"2649",2649,"wP5Q8",6,1588406,1,37,-1,0,0.441,-1,0.684,1
"2650",2650,"wP5Q8",60,1794530,3,41,1,148,0.578,1,1.101,1
"2651",2651,"wP5Q8",61,1798774,3,26,1,147,1.23,1,0.774,1
"2652",2652,"wP5Q8",62,1802347,3,17,1,150,0.56,1,0.967,1
"2653",2653,"wP5Q8",63,1806018,3,36,-1,0,0.656,-1,0.555,1
"2654",2654,"wP5Q8",64,1809601,3,17,1,150,0.569,1,0.821,1
"2655",2655,"wP5Q8",65,1813149,3,37,-1,0,0.537,-1,0.653,1
"2656",2656,"wP5Q8",66,1816689,3,33,1,160,0.526,1,0.917,1
"2657",2657,"wP5Q8",67,1820412,3,33,1,160,0.707,1,0.557,1
"2658",2658,"wP5Q8",68,1824081,3,42,-1,0,0.655,-1,0.458,1
"2659",2659,"wP5Q8",69,1827636,3,36,-1,0,0.539,-1,0.484,1
"2660",2660,"wP5Q8",7,1592280,1,43,-1,0,0.859,-1,0.668,1
"2661",2661,"wP5Q8",70,1831681,3,31,1,154,1.031,1,0.64,1
"2662",2662,"wP5Q8",71,1835287,3,49,-1,0,0.594,-1,0.639,1
"2663",2663,"wP5Q8",8,1596005,1,42,-1,0,0.709,-1,0.662,1
"2664",2664,"wP5Q8",9,1599759,1,26,1,147,0.739,1,0.835,1
"2665",2665,"WUJ86",0,885866,1,36,-1,0,1.01,NA,NA,NA
"2666",2666,"WUJ86",1,891427,1,30,-1,0,1.035,-1,0.541,1
"2667",2667,"WUJ86",10,923843,1,30,-1,0,0.426,-1,0.652,1
"2668",2668,"WUJ86",11,927259,1,48,-1,0,0.395,-1,0.683,1
"2669",2669,"WUJ86",12,930746,1,18,1,153,0.466,1,0.685,1
"2670",2670,"WUJ86",13,934459,1,28,1,149,0.69,1,1.421,1
"2671",2671,"WUJ86",14,938266,1,31,1,152,0.786,1,0.71,1
"2672",2672,"WUJ86",15,941834,1,35,-1,0,0.554,-1,0.662,1
"2673",2673,"WUJ86",16,945539,1,19,1,150,0.683,1,0.677,1
"2674",2674,"WUJ86",17,949659,1,22,-1,0,1.099,-1,0.669,1
"2675",2675,"WUJ86",18,953162,1,18,1,153,0.481,1,0.789,1
"2676",2676,"WUJ86",19,956643,1,49,1,146,0.466,1,0.757,1
"2677",2677,"WUJ86",2,895243,1,32,-1,0,0.795,-1,1.012,1
"2678",2678,"WUJ86",20,960274,1,28,1,149,0.61,1,0.694,1
"2679",2679,"WUJ86",21,963803,1,22,-1,0,0.514,-1,0.613,1
"2680",2680,"WUJ86",22,967435,1,48,-1,0,0.61,-1,0.645,1
"2681",2681,"WUJ86",23,970850,1,36,-1,0,0.394,-1,0.717,1
"2682",2682,"WUJ86",24,979643,2,10,1,155,2.626,1,0.645,1
"2683",2683,"WUJ86",25,983235,2,48,-1,0,0.57,-1,0.621,1
"2684",2684,"WUJ86",26,986562,2,19,1,150,0.307,1,0.749,1
"2685",2685,"WUJ86",27,990187,2,31,1,152,0.602,1,0.652,1
"2686",2686,"WUJ86",28,993810,2,49,1,146,0.602,1,0.702,1
"2687",2687,"WUJ86",29,997363,2,30,-1,0,0.538,-1,0.941,1
"2688",2688,"WUJ86",3,898899,1,19,1,150,0.635,1,0.981,1
"2689",2689,"WUJ86",30,1000859,2,22,-1,0,0.475,-1,0.765,1
"2690",2690,"WUJ86",31,1004355,2,28,1,149,0.474,1,0.597,1
"2691",2691,"WUJ86",32,1007971,2,32,-1,0,0.594,-1,0.717,1
"2692",2692,"WUJ86",33,1011539,2,35,-1,0,0.546,-1,0.612,1
"2693",2693,"WUJ86",34,1015010,2,19,1,150,0.45,1,0.636,1
"2694",2694,"WUJ86",35,1018875,2,18,1,153,0.842,1,0.637,1
"2695",2695,"WUJ86",36,1022443,2,36,-1,0,0.546,-1,0.605,1
"2696",2696,"WUJ86",37,1026075,2,49,1,146,0.611,1,0.653,1
"2697",2697,"WUJ86",38,1029666,2,35,-1,0,0.569,-1,0.718,1
"2698",2698,"WUJ86",39,1033315,2,48,-1,0,0.634,-1,0.637,1
"2699",2699,"WUJ86",4,902707,1,10,1,155,0.786,1,0.973,1
"2700",2700,"WUJ86",40,1037115,2,32,-1,0,0.777,-1,0.747,1
"2701",2701,"WUJ86",41,1040644,2,10,1,155,0.506,1,0.628,1
"2702",2702,"WUJ86",42,1044411,2,28,1,149,0.746,-1,0.636,0
"2703",2703,"WUJ86",43,1047931,2,22,-1,0,0.499,-1,0.749,1
"2704",2704,"WUJ86",44,1051490,2,30,-1,0,0.537,-1,0.691,1
"2705",2705,"WUJ86",45,1055139,2,36,-1,0,0.626,-1,0.717,1
"2706",2706,"WUJ86",46,1058635,2,18,1,153,0.474,1,0.653,1
"2707",2707,"WUJ86",47,1062290,2,31,1,152,0.634,1,0.749,1
"2708",2708,"WUJ86",48,1068923,3,10,1,155,0.834,1,0.709,1
"2709",2709,"WUJ86",49,1072370,3,30,-1,0,0.426,-1,0.589,1
"2710",2710,"WUJ86",5,906426,1,49,1,146,0.699,1,0.565,1
"2711",2711,"WUJ86",50,1076082,3,28,1,149,0.69,1,0.477,1
"2712",2712,"WUJ86",51,1079507,3,36,-1,0,0.402,-1,0.477,1
"2713",2713,"WUJ86",52,1083442,3,32,-1,0,0.914,-1,0.628,1
"2714",2714,"WUJ86",53,1087027,3,35,-1,0,0.562,-1,0.869,1
"2715",2715,"WUJ86",54,1091491,3,31,1,152,1.442,1,0.58,1
"2716",2716,"WUJ86",55,1095202,3,10,1,155,0.69,1,0.781,1
"2717",2717,"WUJ86",56,1099098,3,30,-1,0,0.874,-1,1.116,1
"2718",2718,"WUJ86",57,1102643,3,19,1,150,0.522,1,0.581,1
"2719",2719,"WUJ86",58,1106099,3,49,1,146,0.434,1,0.525,1
