,level_0,index,PID,practice,run,block,trial,item_id,stimulus,path,outcome,iti,isi,response,response_acc,response_rt,long_iti,simulation,version
19,19,23,,0,1,2,24,D,,,,3900.0,2500.0,,,,1,9,2
20,20,24,,0,1,2,25,B,,,,1800.0,2000.0,,,,0,9,2
21,21,25,,0,1,2,26,L,,,,1900.0,1100.0,,,,0,9,2
22,22,26,,0,1,2,27,C,,,,2900.0,2500.0,,,,0,9,2
23,23,27,,0,1,2,28,G,,,,1600.0,2800.0,,,,0,9,2
24,24,28,,0,1,3,29,C,,,,1100.0,1900.0,,,,0,9,2
25,25,29,,0,1,3,30,A,,,,2000.0,3100.0,,,,0,9,2
26,26,30,,0,1,3,31,G,,,,3500.0,1500.0,,,,1,9,2
27,27,31,,0,1,3,32,F,,,,1800.0,2800.0,,,,0,9,2
28,28,32,,0,1,3,33,I,,,,1000.0,1200.0,,,,0,9,2
29,29,33,,0,1,3,34,H,,,,1300.0,1900.0,,,,0,9,2
30,30,34,,0,1,3,35,B,,,,1200.0,2100.0,,,,0,9,2
31,31,35,,0,1,3,36,E,,,,3000.0,1700.0,,,,1,9,2
32,32,36,,0,1,3,37,L,,,,1200.0,3300.0,,,,0,9,2
33,33,37,,0,1,3,38,J,,,,2400.0,2500.0,,,,0,9,2
34,34,38,,0,1,3,39,D,,,,1100.0,2900.0,,,,0,9,2
35,35,39,,0,1,3,40,K,,,,1300.0,1400.0,,,,0,9,2
0,0,4,,0,1,1,5,K,,,,1400.0,2100.0,,,,0,10,2
1,1,5,,0,1,1,6,B,,,,2000.0,1000.0,,,,0,10,2
2,2,6,,0,1,1,7,J,,,,2100.0,1200.0,,,,0,10,2
3,3,7,,0,1,1,8,D,,,,2700.0,1100.0,,,,0,10,2
4,4,8,,0,1,1,9,C,,,,1300.0,2500.0,,,,0,10,2
5,5,9,,0,1,1,10,E,,,,1200.0,2600.0,,,,0,10,2
6,6,10,,0,1,1,11,I,,,,2000.0,1600.0,,,,0,10,2
7,7,11,,0,1,1,12,H,,,,2400.0,1700.0,,,,0,10,2
8,8,12,,0,1,1,13,L,,,,4500.0,1600.0,,,,1,10,2
9,9,13,,0,1,1,14,F,,,,1500.0,1400.0,,,,0,10,2
10,10,14,,0,1,1,15,G,,,,1100.0,2700.0,,,,0,10,2
11,11,15,,0,1,1,16,A,,,,2000.0,3000.0,,,,0,10,2
12,12,16,,0,1,2,17,H,,,,2100.0,1800.0,,,,0,10,2
13,13,17,,0,1,2,18,A,,,,3200.0,1700.0,,,,1,10,2
14,14,18,,0,1,2,19,I,,,,1400.0,2100.0,,,,0,10,2
15,15,19,,0,1,2,20,J,,,,2000.0,3500.0,,,,0,10,2
16,16,20,,0,1,2,21,E,,,,1000.0,1000.0,,,,0,10,2
17,17,21,,0,1,2,22,F,,,,1200.0,3100.0,,,,0,10,2
18,18,22,,0,1,2,23,K,,,,4400.0,1500.0,,,,1,10,2
19,19,23,,0,1,2,24,D,,,,1900.0,2600.0,,,,0,10,2
20,20,24,,0,1,2,25,B,,,,1300.0,1600.0,,,,0,10,2
21,21,25,,0,1,2,26,L,,,,1900.0,2300.0,,,,0,10,2
22,22,26,,0,1,2,27,C,,,,1900.0,2500.0,,,,0,10,2
23,23,27,,0,1,2,28,G,,,,1100.0,1500.0,,,,0,10,2
24,24,28,,0,1,3,29,C,,,,1900.0,1800.0,,,,0,10,2
25,25,29,,0,1,3,30,A,,,,2700.0,1000.0,,,,0,10,2
26,26,30,,0,1,3,31,G,,,,3000.0,1400.0,,,,1,10,2
27,27,31,,0,1,3,32,F,,,,1400.0,3000.0,,,,0,10,2
28,28,32,,0,1,3,33,I,,,,2700.0,3300.0,,,,0,10,2
29,29,33,,0,1,3,34,H,,,,2200.0,2400.0,,,,0,10,2
30,30,34,,0,1,3,35,B,,,,1200.0,1500.0,,,,0,10,2
31,31,35,,0,1,3,36,E,,,,1400.0,3500.0,,,,0,10,2
32,32,36,,0,1,3,37,L,,,,1500.0,1200.0,,,,0,10,2
33,33,37,,0,1,3,38,J,,,,1600.0,1800.0,,,,0,10,2
34,34,38,,0,1,3,39,D,,,,1600.0,2000.0,,,,0,10,2
35,35,39,,0,1,3,40,K,,,,3200.0,1400.0,,,,1,10,2
0,0,4,,0,1,1,5,K,,,,3400.0,1700.0,,,,1,11,2
1,1,5,,0,1,1,6,B,,,,2200.0,1800.0,,,,0,11,2
2,2,6,,0,1,1,7,J,,,,2000.0,1300.0,,,,0,11,2
3,3,7,,0,1,1,8,D,,,,1500.0,1600.0,,,,0,11,2
4,4,8,,0,1,1,9,C,,,,1700.0,2000.0,,,,0,11,2
5,5,9,,0,1,1,10,E,,,,2900.0,1900.0,,,,0,11,2
6,6,10,,0,1,1,11,I,,,,1400.0,2000.0,,,,0,11,2
7,7,11,,0,1,1,12,H,,,,1000.0,1500.0,,,,0,11,2
8,8,12,,0,1,1,13,L,,,,3600.0,1300.0,,,,1,11,2
9,9,13,,0,1,1,14,F,,,,1300.0,1300.0,,,,0,11,2
10,10,14,,0,1,1,15,G,,,,1500.0,3200.0,,,,0,11,2
11,11,15,,0,1,1,16,A,,,,1400.0,1000.0,,,,0,11,2
12,12,16,,0,1,2,17,H,,,,1400.0,2000.0,,,,0,11,2
13,13,17,,0,1,2,18,A,,,,1800.0,3300.0,,,,0,11,2
14,14,18,,0,1,2,19,I,,,,3700.0,2300.0,,,,1,11,2
15,15,19,,0,1,2,20,J,,,,1200.0,1600.0,,,,0,11,2
16,16,20,,0,1,2,21,E,,,,2100.0,2300.0,,,,0,11,2
17,17,21,,0,1,2,22,F,,,,1100.0,3300.0,,,,0,11,2
18,18,22,,0,1,2,23,K,,,,1400.0,2000.0,,,,0,11,2
19,19,23,,0,1,2,24,D,,,,4100.0,2200.0,,,,1,11,2
20,20,24,,0,1,2,25,B,,,,2800.0,1000.0,,,,0,11,2
21,21,25,,0,1,2,26,L,,,,1600.0,1600.0,,,,0,11,2
22,22,26,,0,1,2,27,C,,,,1400.0,1400.0,,,,0,11,2
23,23,27,,0,1,2,28,G,,,,1500.0,2600.0,,,,0,11,2
24,24,28,,0,1,3,29,C,,,,1800.0,3000.0,,,,0,11,2
25,25,29,,0,1,3,30,A,,,,1500.0,1300.0,,,,0,11,2
26,26,30,,0,1,3,31,G,,,,1200.0,1300.0,,,,0,11,2
27,27,31,,0,1,3,32,F,,,,1100.0,1200.0,,,,0,11,2
28,28,32,,0,1,3,33,I,,,,2800.0,2800.0,,,,0,11,2
29,29,33,,0,1,3,34,H,,,,4400.0,1400.0,,,,1,11,2
30,30,34,,0,1,3,35,B,,,,1100.0,3200.0,,,,0,11,2
31,31,35,,0,1,3,36,E,,,,1400.0,2800.0,,,,0,11,2
32,32,36,,0,1,3,37,L,,,,1900.0,1800.0,,,,0,11,2
33,33,37,,0,1,3,38,J,,,,1300.0,3200.0,,,,0,11,2
34,34,38,,0,1,3,39,D,,,,2300.0,2000.0,,,,0,11,2
35,35,39,,0,1,3,40,K,,,,3200.0,1800.0,,,,1,11,2
0,0,4,,0,1,1,5,K,,,,1400.0,1500.0,,,,0,12,2
1,1,5,,0,1,1,6,B,,,,1800.0,2600.0,,,,0,12,2
2,2,6,,0,1,1,7,J,,,,2300.0,2600.0,,,,0,12,2
3,3,7,,0,1,1,8,D,,,,1400.0,1900.0,,,,0,12,2
4,4,8,,0,1,1,9,C,,,,1700.0,1400.0,,,,0,12,2
5,5,9,,0,1,1,10,E,,,,3600.0,1900.0,,,,1,12,2
6,6,10,,0,1,1,11,I,,,,2900.0,3300.0,,,,0,12,2
7,7,11,,0,1,1,12,H,,,,1200.0,1500.0,,,,0,12,2
8,8,12,,0,1,1,13,L,,,,1900.0,2700.0,,,,0,12,2
9,9,13,,0,1,1,14,F,,,,1600.0,1400.0,,,,0,12,2
10,10,14,,0,1,1,15,G,,,,1000.0,2700.0,,,,0,12,2
11,11,15,,0,1,1,16,A,,,,1300.0,1700.0,,,,0,12,2
12,12,16,,0,1,2,17,H,,,,2900.0,1200.0,,,,0,12,2
13,13,17,,0,1,2,18,A,,,,3300.0,3400.0,,,,1,12,2
14,14,18,,0,1,2,19,I,,,,1200.0,1800.0,,,,0,12,2
15,15,19,,0,1,2,20,J,,,,1000.0,2700.0,,,,0,12,2
16,16,20,,0,1,2,21,E,,,,1400.0,1400.0,,,,0,12,2
17,17,21,,0,1,2,22,F,,,,1500.0,2900.0,,,,0,12,2
18,18,22,,0,1,2,23,K,,,,3500.0,2600.0,,,,1,12,2
19,19,23,,0,1,2,24,D,,,,1200.0,1100.0,,,,0,12,2
20,20,24,,0,1,2,25,B,,,,3000.0,1600.0,,,,0,12,2
21,21,25,,0,1,2,26,L,,,,1300.0,2400.0,,,,0,12,2
22,22,26,,0,1,2,27,C,,,,3000.0,2100.0,,,,0,12,2
23,23,27,,0,1,2,28,G,,,,5000.0,1600.0,,,,1,12,2
24,24,28,,0,1,3,29,C,,,,3000.0,1700.0,,,,0,12,2
25,25,29,,0,1,3,30,A,,,,1000.0,2700.0,,,,0,12,2
26,26,30,,0,1,3,31,G,,,,1300.0,2300.0,,,,0,12,2
27,27,31,,0,1,3,32,F,,,,1400.0,1200.0,,,,0,12,2
28,28,32,,0,1,3,33,I,,,,2000.0,2100.0,,,,0,12,2
29,29,33,,0,1,3,34,H,,,,3500.0,1000.0,,,,1,12,2
30,30,34,,0,1,3,35,B,,,,1900.0,1200.0,,,,0,12,2
31,31,35,,0,1,3,36,E,,,,1000.0,2000.0,,,,0,12,2
32,32,36,,0,1,3,37,L,,,,2700.0,1900.0,,,,0,12,2
33,33,37,,0,1,3,38,J,,,,1300.0,2200.0,,,,0,12,2
34,34,38,,0,1,3,39,D,,,,1300.0,2200.0,,,,0,12,2
35,35,39,,0,1,3,40,K,,,,1200.0,1500.0,,,,0,12,2
0,0,4,,0,1,1,5,K,,,,3000.0,3300.0,,,,1,13,2
1,1,5,,0,1,1,6,B,,,,1000.0,1900.0,,,,0,13,2
2,2,6,,0,1,1,7,J,,,,1300.0,1400.0,,,,0,13,2
3,3,7,,0,1,1,8,D,,,,2400.0,1100.0,,,,0,13,2
4,4,8,,0,1,1,9,C,,,,2300.0,2200.0,,,,0,13,2
5,5,9,,0,1,1,10,E,,,,3400.0,1600.0,,,,1,13,2
6,6,10,,0,1,1,11,I,,,,2200.0,1400.0,,,,0,13,2
7,7,11,,0,1,1,12,H,,,,1200.0,1800.0,,,,0,13,2
8,8,12,,0,1,1,13,L,,,,1800.0,1400.0,,,,0,13,2
9,9,13,,0,1,1,14,F,,,,2100.0,3200.0,,,,0,13,2
10,10,14,,0,1,1,15,G,,,,5600.0,2400.0,,,,1,13,2
11,11,15,,0,1,1,16,A,,,,1500.0,1600.0,,,,0,13,2
12,12,16,,0,1,2,17,H,,,,2600.0,2100.0,,,,0,13,2
13,13,17,,0,1,2,18,A,,,,1700.0,2800.0,,,,0,13,2
14,14,18,,0,1,2,19,I,,,,1600.0,2700.0,,,,0,13,2
15,15,19,,0,1,2,20,J,,,,2600.0,2600.0,,,,0,13,2
16,16,20,,0,1,2,21,E,,,,2400.0,1600.0,,,,0,13,2
17,17,21,,0,1,2,22,F,,,,1700.0,2800.0,,,,0,13,2
18,18,22,,0,1,2,23,K,,,,3200.0,1500.0,,,,1,13,2
19,19,23,,0,1,2,24,D,,,,1500.0,1300.0,,,,0,13,2
20,20,24,,0,1,2,25,B,,,,2400.0,2300.0,,,,0,13,2
21,21,25,,0,1,2,26,L,,,,1600.0,1200.0,,,,0,13,2
22,22,26,,0,1,2,27,C,,,,1600.0,1000.0,,,,0,13,2
23,23,27,,0,1,2,28,G,,,,1200.0,2100.0,,,,0,13,2
24,24,28,,0,1,3,29,C,,,,1900.0,1400.0,,,,0,13,2
25,25,29,,0,1,3,30,A,,,,1500.0,3400.0,,,,0,13,2
26,26,30,,0,1,3,31,G,,,,2900.0,1400.0,,,,1,13,2
27,27,31,,0,1,3,32,F,,,,1600.0,1700.0,,,,0,13,2
28,28,32,,0,1,3,33,I,,,,1000.0,2100.0,,,,0,13,2
29,29,33,,0,1,3,34,H,,,,1100.0,2900.0,,,,0,13,2
30,30,34,,0,1,3,35,B,,,,1100.0,1400.0,,,,0,13,2
31,31,35,,0,1,3,36,E,,,,2900.0,2300.0,,,,1,13,2
32,32,36,,0,1,3,37,L,,,,2300.0,1500.0,,,,0,13,2
33,33,37,,0,1,3,38,J,,,,1500.0,2600.0,,,,0,13,2
34,34,38,,0,1,3,39,D,,,,1200.0,2500.0,,,,0,13,2
35,35,39,,0,1,3,40,K,,,,1100.0,1500.0,,,,0,13,2
0,0,4,,0,1,1,5,K,,,,3300.0,1300.0,,,,1,14,2
1,1,5,,0,1,1,6,B,,,,1500.0,2400.0,,,,0,14,2
2,2,6,,0,1,1,7,J,,,,1200.0,1400.0,,,,0,14,2
3,3,7,,0,1,1,8,D,,,,2800.0,1600.0,,,,0,14,2
4,4,8,,0,1,1,9,C,,,,2700.0,1200.0,,,,0,14,2
5,5,9,,0,1,1,10,E,,,,1700.0,1600.0,,,,0,14,2
6,6,10,,0,1,1,11,I,,,,1800.0,3300.0,,,,0,14,2
7,7,11,,0,1,1,12,H,,,,1800.0,2400.0,,,,0,14,2
8,8,12,,0,1,1,13,L,,,,4300.0,1400.0,,,,1,14,2
9,9,13,,0,1,1,14,F,,,,2200.0,2200.0,,,,0,14,2
10,10,14,,0,1,1,15,G,,,,1900.0,2400.0,,,,0,14,2
11,11,15,,0,1,1,16,A,,,,1200.0,2300.0,,,,0,14,2
12,12,16,,0,1,2,17,H,,,,1900.0,1700.0,,,,0,14,2
13,13,17,,0,1,2,18,A,,,,1200.0,2600.0,,,,0,14,2
14,14,18,,0,1,2,19,I,,,,1600.0,1000.0,,,,0,14,2
15,15,19,,0,1,2,20,J,,,,2300.0,1800.0,,,,0,14,2
16,16,20,,0,1,2,21,E,,,,1300.0,1400.0,,,,0,14,2
17,17,21,,0,1,2,22,F,,,,3500.0,1600.0,,,,1,14,2
18,18,22,,0,1,2,23,K,,,,1100.0,2400.0,,,,0,14,2
19,19,23,,0,1,2,24,D,,,,1400.0,2100.0,,,,0,14,2
20,20,24,,0,1,2,25,B,,,,1500.0,3400.0,,,,0,14,2
21,21,25,,0,1,2,26,L,,,,2000.0,1500.0,,,,0,14,2
22,22,26,,0,1,2,27,C,,,,1000.0,2500.0,,,,0,14,2
23,23,27,,0,1,2,28,G,,,,2300.0,1500.0,,,,0,14,2
24,24,28,,0,1,3,29,C,,,,1100.0,1200.0,,,,0,14,2
25,25,29,,0,1,3,30,A,,,,3400.0,2200.0,,,,1,14,2
26,26,30,,0,1,3,31,G,,,,1300.0,1000.0,,,,0,14,2
27,27,31,,0,1,3,32,F,,,,2200.0,1100.0,,,,0,14,2
28,28,32,,0,1,3,33,I,,,,1100.0,1700.0,,,,0,14,2
29,29,33,,0,1,3,34,H,,,,1600.0,1600.0,,,,0,14,2
30,30,34,,0,1,3,35,B,,,,2900.0,3100.0,,,,1,14,2
31,31,35,,0,1,3,36,E,,,,1700.0,3100.0,,,,0,14,2
32,32,36,,0,1,3,37,L,,,,1200.0,3100.0,,,,0,14,2
33,33,37,,0,1,3,38,J,,,,1800.0,1700.0,,,,0,14,2
34,34,38,,0,1,3,39,D,,,,2000.0,2900.0,,,,0,14,2
35,35,39,,0,1,3,40,K,,,,4200.0,2300.0,,,,1,14,2
0,0,4,,0,1,1,5,K,,,,1300.0,1800.0,,,,0,15,2
1,1,5,,0,1,1,6,B,,,,1200.0,1300.0,,,,0,15,2
2,2,6,,0,1,1,7,J,,,,1500.0,1100.0,,,,0,15,2
3,3,7,,0,1,1,8,D,,,,1400.0,1300.0,,,,0,15,2
4,4,8,,0,1,1,9,C,,,,1700.0,1300.0,,,,0,15,2
5,5,9,,0,1,1,10,E,,,,3500.0,2200.0,,,,1,15,2
6,6,10,,0,1,1,11,I,,,,2500.0,2400.0,,,,0,15,2
7,7,11,,0,1,1,12,H,,,,1600.0,1000.0,,,,0,15,2
8,8,12,,0,1,1,13,L,,,,1500.0,1700.0,,,,0,15,2
9,9,13,,0,1,1,14,F,,,,1300.0,1800.0,,,,0,15,2
10,10,14,,0,1,1,15,G,,,,1500.0,3400.0,,,,0,15,2
11,11,15,,0,1,1,16,A,,,,1500.0,2000.0,,,,0,15,2
12,12,16,,0,1,2,17,H,,,,1100.0,2100.0,,,,0,15,2
13,13,17,,0,1,2,18,A,,,,3900.0,1000.0,,,,1,15,2
14,14,18,,0,1,2,19,I,,,,3000.0,2100.0,,,,0,15,2
15,15,19,,0,1,2,20,J,,,,1600.0,2200.0,,,,0,15,2
16,16,20,,0,1,2,21,E,,,,1900.0,2700.0,,,,0,15,2
17,17,21,,0,1,2,22,F,,,,1500.0,2300.0,,,,0,15,2
18,18,22,,0,1,2,23,K,,,,1900.0,2700.0,,,,0,15,2
19,19,23,,0,1,2,24,D,,,,3300.0,1200.0,,,,1,15,2
20,20,24,,0,1,2,25,B,,,,2400.0,1300.0,,,,0,15,2
21,21,25,,0,1,2,26,L,,,,1700.0,1600.0,,,,0,15,2
22,22,26,,0,1,2,27,C,,,,1100.0,2200.0,,,,0,15,2
23,23,27,,0,1,2,28,G,,,,2000.0,3400.0,,,,0,15,2
24,24,28,,0,1,3,29,C,,,,1200.0,2600.0,,,,0,15,2
25,25,29,,0,1,3,30,A,,,,2200.0,2900.0,,,,0,15,2
26,26,30,,0,1,3,31,G,,,,3000.0,2500.0,,,,0,15,2
27,27,31,,0,1,3,32,F,,,,1200.0,1500.0,,,,0,15,2
28,28,32,,0,1,3,33,I,,,,1900.0,1600.0,,,,0,15,2
29,29,33,,0,1,3,34,H,,,,1800.0,1900.0,,,,0,15,2
30,30,34,,0,1,3,35,B,,,,1300.0,2600.0,,,,0,15,2
31,31,35,,0,1,3,36,E,,,,3900.0,1200.0,,,,1,15,2
32,32,36,,0,1,3,37,L,,,,2300.0,1600.0,,,,0,15,2
33,33,37,,0,1,3,38,J,,,,1500.0,1800.0,,,,0,15,2
34,34,38,,0,1,3,39,D,,,,3000.0,3400.0,,,,0,15,2
35,35,39,,0,1,3,40,K,,,,2800.0,2300.0,,,,0,15,2
0,0,4,,0,1,1,5,K,,,,4600.0,2400.0,,,,1,16,2
1,1,5,,0,1,1,6,B,,,,1100.0,1500.0,,,,0,16,2
2,2,6,,0,1,1,7,J,,,,1200.0,1100.0,,,,0,16,2
3,3,7,,0,1,1,8,D,,,,2600.0,1800.0,,,,0,16,2
4,4,8,,0,1,1,9,C,,,,1100.0,2200.0,,,,0,16,2
5,5,9,,0,1,1,10,E,,,,1500.0,2500.0,,,,0,16,2
6,6,10,,0,1,1,11,I,,,,1500.0,2000.0,,,,0,16,2
7,7,11,,0,1,1,12,H,,,,1400.0,2200.0,,,,0,16,2
8,8,12,,0,1,1,13,L,,,,1200.0,2000.0,,,,0,16,2
9,9,13,,0,1,1,14,F,,,,1500.0,1900.0,,,,0,16,2
10,10,14,,0,1,1,15,G,,,,1800.0,1200.0,,,,0,16,2
11,11,15,,0,1,1,16,A,,,,2700.0,2200.0,,,,0,16,2
12,12,16,,0,1,2,17,H,,,,3600.0,3500.0,,,,1,16,2
13,13,17,,0,1,2,18,A,,,,1700.0,1800.0,,,,0,16,2
14,14,18,,0,1,2,19,I,,,,2000.0,2100.0,,,,0,16,2
15,15,19,,0,1,2,20,J,,,,1600.0,1600.0,,,,0,16,2
16,16,20,,0,1,2,21,E,,,,2100.0,1900.0,,,,0,16,2
17,17,21,,0,1,2,22,F,,,,1800.0,1900.0,,,,0,16,2
18,18,22,,0,1,2,23,K,,,,1300.0,2100.0,,,,0,16,2
19,19,23,,0,1,2,24,D,,,,3800.0,1800.0,,,,1,16,2
20,20,24,,0,1,2,25,B,,,,2000.0,2400.0,,,,0,16,2
21,21,25,,0,1,2,26,L,,,,1700.0,3400.0,,,,0,16,2
22,22,26,,0,1,2,27,C,,,,1600.0,2300.0,,,,0,16,2
23,23,27,,0,1,2,28,G,,,,1900.0,1500.0,,,,0,16,2
24,24,28,,0,1,3,29,C,,,,4100.0,2800.0,,,,1,16,2
25,25,29,,0,1,3,30,A,,,,1000.0,1100.0,,,,0,16,2
26,26,30,,0,1,3,31,G,,,,2300.0,1800.0,,,,0,16,2
27,27,31,,0,1,3,32,F,,,,1200.0,1600.0,,,,0,16,2
28,28,32,,0,1,3,33,I,,,,1500.0,2800.0,,,,0,16,2
29,29,33,,0,1,3,34,H,,,,3100.0,2800.0,,,,1,16,2
30,30,34,,0,1,3,35,B,,,,1800.0,2100.0,,,,0,16,2
31,31,35,,0,1,3,36,E,,,,1700.0,1700.0,,,,0,16,2
32,32,36,,0,1,3,37,L,,,,2800.0,1100.0,,,,0,16,2
33,33,37,,0,1,3,38,J,,,,1000.0,1200.0,,,,0,16,2
34,34,38,,0,1,3,39,D,,,,1300.0,1400.0,,,,0,16,2
35,35,39,,0,1,3,40,K,,,,2900.0,2300.0,,,,1,16,2
0,0,4,,0,1,1,5,K,,,,4700.0,1200.0,,,,1,17,2
1,1,5,,0,1,1,6,B,,,,2100.0,3100.0,,,,0,17,2
2,2,6,,0,1,1,7,J,,,,1800.0,1200.0,,,,0,17,2
3,3,7,,0,1,1,8,D,,,,2100.0,1000.0,,,,0,17,2
4,4,8,,0,1,1,9,C,,,,1100.0,3100.0,,,,0,17,2
5,5,9,,0,1,1,10,E,,,,1800.0,2500.0,,,,0,17,2
6,6,10,,0,1,1,11,I,,,,1600.0,2100.0,,,,0,17,2
7,7,11,,0,1,1,12,H,,,,3300.0,1700.0,,,,1,17,2
8,8,12,,0,1,1,13,L,,,,1200.0,2500.0,,,,0,17,2
9,9,13,,0,1,1,14,F,,,,1300.0,2100.0,,,,0,17,2
10,10,14,,0,1,1,15,G,,,,1600.0,2200.0,,,,0,17,2
11,11,15,,0,1,1,16,A,,,,1600.0,1300.0,,,,0,17,2
12,12,16,,0,1,2,17,H,,,,1600.0,1500.0,,,,0,17,2
13,13,17,,0,1,2,18,A,,,,2000.0,3200.0,,,,0,17,2
14,14,18,,0,1,2,19,I,,,,1100.0,2100.0,,,,0,17,2
15,15,19,,0,1,2,20,J,,,,3600.0,2100.0,,,,1,17,2
16,16,20,,0,1,2,21,E,,,,1000.0,2300.0,,,,0,17,2
17,17,21,,0,1,2,22,F,,,,2800.0,3200.0,,,,0,17,2
18,18,22,,0,1,2,23,K,,,,3000.0,1400.0,,,,0,17,2
19,19,23,,0,1,2,24,D,,,,1100.0,1000.0,,,,0,17,2
20,20,24,,0,1,2,25,B,,,,4400.0,2100.0,,,,1,17,2
21,21,25,,0,1,2,26,L,,,,1600.0,2400.0,,,,0,17,2
22,22,26,,0,1,2,27,C,,,,1800.0,3400.0,,,,0,17,2
23,23,27,,0,1,2,28,G,,,,1100.0,2300.0,,,,0,17,2
24,24,28,,0,1,3,29,C,,,,1400.0,1800.0,,,,0,17,2
25,25,29,,0,1,3,30,A,,,,4100.0,2200.0,,,,1,17,2
26,26,30,,0,1,3,31,G,,,,1300.0,1200.0,,,,0,17,2
27,27,31,,0,1,3,32,F,,,,1100.0,1700.0,,,,0,17,2
28,28,32,,0,1,3,33,I,,,,1500.0,1300.0,,,,0,17,2
29,29,33,,0,1,3,34,H,,,,1300.0,1200.0,,,,0,17,2
30,30,34,,0,1,3,35,B,,,,1100.0,3400.0,,,,0,17,2
31,31,35,,0,1,3,36,E,,,,3200.0,1600.0,,,,1,17,2
32,32,36,,0,1,3,37,L,,,,1400.0,1100.0,,,,0,17,2
33,33,37,,0,1,3,38,J,,,,2600.0,2500.0,,,,0,17,2
34,34,38,,0,1,3,39,D,,,,1400.0,1800.0,,,,0,17,2
35,35,39,,0,1,3,40,K,,,,2300.0,1200.0,,,,0,17,2
0,0,4,,0,1,1,5,K,,,,1400.0,2100.0,,,,0,18,2
1,1,5,,0,1,1,6,B,,,,2100.0,2800.0,,,,0,18,2
2,2,6,,0,1,1,7,J,,,,1300.0,1200.0,,,,0,18,2
3,3,7,,0,1,1,8,D,,,,1800.0,1900.0,,,,0,18,2
4,4,8,,0,1,1,9,C,,,,3300.0,2400.0,,,,1,18,2
5,5,9,,0,1,1,10,E,,,,3000.0,1400.0,,,,0,18,2
6,6,10,,0,1,1,11,I,,,,1300.0,2500.0,,,,0,18,2
7,7,11,,0,1,1,12,H,,,,1000.0,2800.0,,,,0,18,2
8,8,12,,0,1,1,13,L,,,,1100.0,2600.0,,,,0,18,2
9,9,13,,0,1,1,14,F,,,,4600.0,1200.0,,,,1,18,2
10,10,14,,0,1,1,15,G,,,,1300.0,2200.0,,,,0,18,2
11,11,15,,0,1,1,16,A,,,,1800.0,2200.0,,,,0,18,2
12,12,16,,0,1,2,17,H,,,,1700.0,1900.0,,,,0,18,2
13,13,17,,0,1,2,18,A,,,,1700.0,1000.0,,,,0,18,2
14,14,18,,0,1,2,19,I,,,,3200.0,2100.0,,,,1,18,2
15,15,19,,0,1,2,20,J,,,,1100.0,2800.0,,,,0,18,2
16,16,20,,0,1,2,21,E,,,,2000.0,2100.0,,,,0,18,2
17,17,21,,0,1,2,22,F,,,,1900.0,1300.0,,,,0,18,2
18,18,22,,0,1,2,23,K,,,,1600.0,2500.0,,,,0,18,2
19,19,23,,0,1,2,24,D,,,,2500.0,1800.0,,,,0,18,2
20,20,24,,0,1,2,25,B,,,,4200.0,2000.0,,,,1,18,2
21,21,25,,0,1,2,26,L,,,,2700.0,3400.0,,,,0,18,2
22,22,26,,0,1,2,27,C,,,,1000.0,1400.0,,,,0,18,2
23,23,27,,0,1,2,28,G,,,,1000.0,1900.0,,,,0,18,2
24,24,28,,0,1,3,29,C,,,,1600.0,2700.0,,,,0,18,2
25,25,29,,0,1,3,30,A,,,,1100.0,1200.0,,,,0,18,2
26,26,30,,0,1,3,31,G,,,,3100.0,1100.0,,,,1,18,2
27,27,31,,0,1,3,32,F,,,,2800.0,2900.0,,,,0,18,2
28,28,32,,0,1,3,33,I,,,,1800.0,3400.0,,,,0,18,2
29,29,33,,0,1,3,34,H,,,,1400.0,1000.0,,,,0,18,2
30,30,34,,0,1,3,35,B,,,,1100.0,2700.0,,,,0,18,2
31,31,35,,0,1,3,36,E,,,,1800.0,1300.0,,,,0,18,2
32,32,36,,0,1,3,37,L,,,,1700.0,1400.0,,,,0,18,2
33,33,37,,0,1,3,38,J,,,,1700.0,2200.0,,,,0,18,2
34,34,38,,0,1,3,39,D,,,,1100.0,1300.0,,,,0,18,2
35,35,39,,0,1,3,40,K,,,,4200.0,1300.0,,,,1,18,2
0,0,4,,0,1,1,5,K,,,,3700.0,2700.0,,,,1,19,2
1,1,5,,0,1,1,6,B,,,,2500.0,2500.0,,,,0,19,2
2,2,6,,0,1,1,7,J,,,,1000.0,1400.0,,,,0,19,2
3,3,7,,0,1,1,8,D,,,,1800.0,2300.0,,,,0,19,2
4,4,8,,0,1,1,9,C,,,,2000.0,1800.0,,,,0,19,2
5,5,9,,0,1,1,10,E,,,,1100.0,2100.0,,,,0,19,2
6,6,10,,0,1,1,11,I,,,,2600.0,1200.0,,,,0,19,2
7,7,11,,0,1,1,12,H,,,,1900.0,1900.0,,,,0,19,2
8,8,12,,0,1,1,13,L,,,,1100.0,1600.0,,,,0,19,2
9,9,13,,0,1,1,14,F,,,,2100.0,1600.0,,,,0,19,2
10,10,14,,0,1,1,15,G,,,,3000.0,1300.0,,,,1,19,2
11,11,15,,0,1,1,16,A,,,,1100.0,2000.0,,,,0,19,2
12,12,16,,0,1,2,17,H,,,,1900.0,2800.0,,,,0,19,2
13,13,17,,0,1,2,18,A,,,,1600.0,1400.0,,,,0,19,2
14,14,18,,0,1,2,19,I,,,,1200.0,1800.0,,,,0,19,2
15,15,19,,0,1,2,20,J,,,,4800.0,2900.0,,,,1,19,2
