,PID,practice,trial,block,run,gain_left,left_item_id,right_item_id,left_pair_id,right_pair_id,left_stimulus,right_stimulus,left_category,right_category,left_path,right_path,no_response,left_chosen,rt,higher_outcome_chosen,choice_type,iti,long_iti,simulation,version
0,,0,5,1,1,0.0,no_gain3,gain3,,,,,,,,,0,,,,unchosen,1100.0,0,3,4
1,,0,6,1,1,0.0,no_gain2,gain6,,,,,,,,,0,,,,unchosen,1200.0,0,3,4
2,,0,7,1,1,0.0,no_gain6,gain5,,,,,,,,,0,,,,unchosen,1700.0,0,3,4
3,,0,8,1,1,0.0,no_gain1,gain5,,,,,,,,,0,,,,chosen,2300.0,0,3,4
4,,0,9,1,1,0.0,no_gain5,gain4,,,,,,,,,0,,,,chosen,2900.0,1,3,4
5,,0,10,1,1,0.0,no_gain5,gain6,,,,,,,,,0,,,,unchosen,2000.0,0,3,4
6,,0,11,1,1,0.0,no_gain4,gain3,,,,,,,,,0,,,,chosen,1500.0,0,3,4
7,,0,12,1,1,1.0,gain1,no_gain3,,,,,,,,,0,,,,chosen,1900.0,0,3,4
8,,0,13,1,1,0.0,no_gain1,gain5,,,,,,,,,0,,,,unchosen,1300.0,0,3,4
9,,0,14,1,1,1.0,gain2,no_gain5,,,,,,,,,0,,,,chosen,3200.0,1,3,4
10,,0,15,1,1,0.0,no_gain3,gain2,,,,,,,,,0,,,,chosen,1900.0,0,3,4
11,,0,16,1,1,1.0,gain3,no_gain5,,,,,,,,,0,,,,unchosen,1200.0,0,3,4
12,,0,17,1,1,1.0,gain2,no_gain4,,,,,,,,,0,,,,chosen,2100.0,0,3,4
13,,0,18,1,1,0.0,no_gain1,gain4,,,,,,,,,0,,,,unchosen,2300.0,0,3,4
14,,0,19,1,1,1.0,gain5,no_gain2,,,,,,,,,0,,,,unchosen,4200.0,1,3,4
15,,0,20,1,1,1.0,gain5,no_gain5,,,,,,,,,0,,,,unchosen,1200.0,0,3,4
16,,0,21,1,1,1.0,gain4,no_gain3,,,,,,,,,0,,,,chosen,2000.0,0,3,4
17,,0,22,1,1,0.0,no_gain4,gain5,,,,,,,,,0,,,,chosen,2100.0,0,3,4
18,,0,23,1,1,1.0,gain2,no_gain3,,,,,,,,,0,,,,unchosen,1400.0,0,3,4
19,,0,24,1,1,1.0,gain1,no_gain3,,,,,,,,,0,,,,unchosen,1000.0,0,3,4
20,,0,25,1,1,1.0,gain6,no_gain6,,,,,,,,,0,,,,chosen,2600.0,0,3,4
21,,0,26,1,1,0.0,no_gain2,gain3,,,,,,,,,0,,,,chosen,1100.0,0,3,4
22,,0,27,1,1,0.0,no_gain4,gain1,,,,,,,,,0,,,,unchosen,1200.0,0,3,4
23,,0,28,1,1,1.0,gain5,no_gain6,,,,,,,,,0,,,,chosen,2700.0,0,3,4
24,,0,29,1,1,1.0,gain5,no_gain3,,,,,,,,,0,,,,chosen,3700.0,1,3,4
25,,0,30,1,1,1.0,gain1,no_gain2,,,,,,,,,0,,,,unchosen,2300.0,0,3,4
26,,0,31,1,1,1.0,gain3,no_gain5,,,,,,,,,0,,,,chosen,1500.0,0,3,4
27,,0,32,1,1,0.0,no_gain2,gain1,,,,,,,,,0,,,,chosen,1800.0,0,3,4
28,,0,33,1,1,0.0,no_gain4,gain2,,,,,,,,,0,,,,unchosen,1600.0,0,3,4
29,,0,34,1,1,1.0,gain6,no_gain3,,,,,,,,,0,,,,chosen,1400.0,0,3,4
30,,0,35,1,1,1.0,gain6,no_gain1,,,,,,,,,0,,,,chosen,2300.0,0,3,4
31,,0,36,1,1,0.0,no_gain6,gain2,,,,,,,,,0,,,,chosen,1800.0,0,3,4
32,,0,37,1,1,0.0,no_gain6,gain6,,,,,,,,,0,,,,unchosen,3900.0,1,3,4
33,,0,38,1,1,1.0,gain6,no_gain4,,,,,,,,,0,,,,chosen,2100.0,0,3,4
34,,0,39,1,1,1.0,gain6,no_gain1,,,,,,,,,0,,,,unchosen,1400.0,0,3,4
35,,0,40,1,1,0.0,no_gain4,gain3,,,,,,,,,0,,,,unchosen,1000.0,0,3,4
36,,0,41,1,1,0.0,no_gain1,gain3,,,,,,,,,0,,,,unchosen,2100.0,0,3,4
37,,0,42,1,1,0.0,no_gain6,gain1,,,,,,,,,0,,,,chosen,4900.0,1,3,4
38,,0,43,1,1,0.0,no_gain6,gain1,,,,,,,,,0,,,,unchosen,1600.0,0,3,4
39,,0,44,1,1,0.0,no_gain2,gain2,,,,,,,,,0,,,,unchosen,2200.0,0,3,4
40,,0,45,1,1,0.0,no_gain3,gain3,,,,,,,,,0,,,,chosen,1700.0,0,3,4
41,,0,46,1,1,0.0,no_gain5,gain1,,,,,,,,,0,,,,unchosen,1900.0,0,3,4
42,,0,47,1,1,0.0,no_gain2,gain4,,,,,,,,,0,,,,chosen,2900.0,1,3,4
43,,0,48,1,1,1.0,gain6,no_gain3,,,,,,,,,0,,,,unchosen,1400.0,0,3,4
44,,0,49,1,1,0.0,no_gain6,gain3,,,,,,,,,0,,,,unchosen,1100.0,0,3,4
45,,0,50,1,1,1.0,gain4,no_gain4,,,,,,,,,0,,,,chosen,1300.0,0,3,4
46,,0,51,1,1,1.0,gain2,no_gain2,,,,,,,,,0,,,,chosen,2000.0,0,3,4
47,,0,52,1,1,1.0,gain1,no_gain5,,,,,,,,,0,,,,chosen,3500.0,1,3,4
48,,0,53,1,1,1.0,gain4,no_gain4,,,,,,,,,0,,,,unchosen,2300.0,0,3,4
49,,0,54,1,1,0.0,no_gain1,gain1,,,,,,,,,0,,,,chosen,1800.0,0,3,4
50,,0,55,1,1,0.0,no_gain5,gain5,,,,,,,,,0,,,,chosen,1100.0,0,3,4
51,,0,56,1,1,1.0,gain6,no_gain4,,,,,,,,,0,,,,unchosen,2000.0,0,3,4
52,,0,57,1,1,0.0,no_gain1,gain4,,,,,,,,,0,,,,chosen,2500.0,0,3,4
53,,0,58,1,1,0.0,no_gain1,gain3,,,,,,,,,0,,,,chosen,1600.0,0,3,4
54,,0,59,1,1,1.0,gain4,no_gain6,,,,,,,,,0,,,,chosen,1500.0,0,3,4
55,,0,60,1,1,1.0,gain2,no_gain5,,,,,,,,,0,,,,unchosen,1800.0,0,3,4
56,,0,61,1,1,0.0,no_gain1,gain1,,,,,,,,,0,,,,unchosen,1300.0,0,3,4
57,,0,62,1,1,0.0,no_gain3,gain5,,,,,,,,,0,,,,unchosen,3000.0,1,3,4
58,,0,63,1,1,0.0,no_gain2,gain5,,,,,,,,,0,,,,chosen,1700.0,0,3,4
59,,0,64,1,1,1.0,gain2,no_gain6,,,,,,,,,0,,,,unchosen,1800.0,0,3,4
60,,0,65,1,1,1.0,gain2,no_gain1,,,,,,,,,0,,,,chosen,2500.0,0,3,4
61,,0,66,1,1,1.0,gain2,no_gain1,,,,,,,,,0,,,,unchosen,1100.0,0,3,4
62,,0,67,1,1,1.0,gain6,no_gain2,,,,,,,,,0,,,,chosen,1500.0,0,3,4
63,,0,68,1,1,1.0,gain5,no_gain4,,,,,,,,,0,,,,unchosen,1400.0,0,3,4
64,,0,69,1,1,1.0,gain4,no_gain5,,,,,,,,,0,,,,unchosen,1600.0,0,3,4
65,,0,70,1,1,0.0,no_gain4,gain1,,,,,,,,,0,,,,chosen,3900.0,1,3,4
66,,0,71,1,1,1.0,gain3,no_gain6,,,,,,,,,0,,,,chosen,1200.0,0,3,4
67,,0,72,1,1,1.0,gain4,no_gain3,,,,,,,,,0,,,,unchosen,1900.0,0,3,4
68,,0,73,1,1,0.0,no_gain5,gain6,,,,,,,,,0,,,,chosen,2800.0,0,3,4
69,,0,74,1,1,1.0,gain4,no_gain2,,,,,,,,,0,,,,unchosen,1400.0,0,3,4
70,,0,75,1,1,1.0,gain3,no_gain2,,,,,,,,,0,,,,unchosen,1800.0,0,3,4
71,,0,76,1,1,0.0,no_gain6,gain4,,,,,,,,,0,,,,unchosen,3000.0,1,3,4
0,,0,5,1,1,1.0,gain2,no_gain5,,,,,,,,,0,,,,chosen,3700.0,1,4,4
1,,0,6,1,1,1.0,gain6,no_gain3,,,,,,,,,0,,,,chosen,2000.0,0,4,4
2,,0,7,1,1,0.0,no_gain3,gain5,,,,,,,,,0,,,,unchosen,1200.0,0,4,4
3,,0,8,1,1,1.0,gain5,no_gain6,,,,,,,,,0,,,,chosen,1600.0,0,4,4
4,,0,9,1,1,0.0,no_gain2,gain4,,,,,,,,,0,,,,chosen,2800.0,0,4,4
5,,0,10,1,1,1.0,gain6,no_gain4,,,,,,,,,0,,,,unchosen,1000.0,0,4,4
6,,0,11,1,1,1.0,gain3,no_gain6,,,,,,,,,0,,,,chosen,3000.0,1,4,4
7,,0,12,1,1,1.0,gain2,no_gain4,,,,,,,,,0,,,,chosen,1200.0,0,4,4
8,,0,13,1,1,0.0,no_gain6,gain3,,,,,,,,,0,,,,unchosen,2100.0,0,4,4
9,,0,14,1,1,0.0,no_gain6,gain1,,,,,,,,,0,,,,chosen,1800.0,0,4,4
10,,0,15,1,1,1.0,gain3,no_gain2,,,,,,,,,0,,,,unchosen,1200.0,0,4,4
11,,0,16,1,1,1.0,gain5,no_gain4,,,,,,,,,0,,,,unchosen,1000.0,0,4,4
12,,0,17,1,1,1.0,gain2,no_gain3,,,,,,,,,0,,,,unchosen,1000.0,0,4,4
13,,0,18,1,1,1.0,gain4,no_gain6,,,,,,,,,0,,,,chosen,3800.0,1,4,4
14,,0,19,1,1,0.0,no_gain6,gain4,,,,,,,,,0,,,,unchosen,1200.0,0,4,4
15,,0,20,1,1,0.0,no_gain2,gain5,,,,,,,,,0,,,,chosen,1800.0,0,4,4
16,,0,21,1,1,1.0,gain2,no_gain5,,,,,,,,,0,,,,unchosen,1400.0,0,4,4
17,,0,22,1,1,1.0,gain6,no_gain2,,,,,,,,,0,,,,chosen,2600.0,0,4,4
18,,0,23,1,1,0.0,no_gain1,gain3,,,,,,,,,0,,,,chosen,1700.0,0,4,4
19,,0,24,1,1,0.0,no_gain6,gain6,,,,,,,,,0,,,,unchosen,1000.0,0,4,4
20,,0,25,1,1,0.0,no_gain4,gain3,,,,,,,,,0,,,,unchosen,1000.0,0,4,4
21,,0,26,1,1,1.0,gain3,no_gain5,,,,,,,,,0,,,,chosen,1800.0,0,4,4
22,,0,27,1,1,0.0,no_gain1,gain4,,,,,,,,,0,,,,unchosen,1400.0,0,4,4
23,,0,28,1,1,1.0,gain4,no_gain3,,,,,,,,,0,,,,chosen,4600.0,1,4,4
24,,0,29,1,1,0.0,no_gain1,gain1,,,,,,,,,0,,,,unchosen,2300.0,0,4,4
25,,0,30,1,1,0.0,no_gain5,gain6,,,,,,,,,0,,,,unchosen,1200.0,0,4,4
26,,0,31,1,1,1.0,gain2,no_gain1,,,,,,,,,0,,,,unchosen,1900.0,0,4,4
27,,0,32,1,1,0.0,no_gain1,gain1,,,,,,,,,0,,,,chosen,2400.0,0,4,4
28,,0,33,1,1,0.0,no_gain3,gain3,,,,,,,,,0,,,,unchosen,1900.0,0,4,4
29,,0,34,1,1,1.0,gain1,no_gain3,,,,,,,,,0,,,,unchosen,2800.0,0,4,4
30,,0,35,1,1,1.0,gain4,no_gain4,,,,,,,,,0,,,,chosen,2100.0,0,4,4
31,,0,36,1,1,0.0,no_gain6,gain2,,,,,,,,,0,,,,chosen,2500.0,0,4,4
32,,0,37,1,1,0.0,no_gain1,gain5,,,,,,,,,0,,,,unchosen,4100.0,1,4,4
33,,0,38,1,1,0.0,no_gain4,gain2,,,,,,,,,0,,,,unchosen,2000.0,0,4,4
34,,0,39,1,1,0.0,no_gain2,gain6,,,,,,,,,0,,,,unchosen,2400.0,0,4,4
35,,0,40,1,1,0.0,no_gain1,gain5,,,,,,,,,0,,,,chosen,1300.0,0,4,4
36,,0,41,1,1,1.0,gain2,no_gain6,,,,,,,,,0,,,,unchosen,1800.0,0,4,4
37,,0,42,1,1,1.0,gain5,no_gain3,,,,,,,,,0,,,,chosen,2400.0,0,4,4
38,,0,43,1,1,0.0,no_gain6,gain5,,,,,,,,,0,,,,unchosen,2000.0,0,4,4
39,,0,44,1,1,0.0,no_gain5,gain1,,,,,,,,,0,,,,unchosen,1700.0,0,4,4
40,,0,45,1,1,0.0,no_gain3,gain3,,,,,,,,,0,,,,chosen,2800.0,0,4,4
41,,0,46,1,1,1.0,gain4,no_gain2,,,,,,,,,0,,,,unchosen,3000.0,1,4,4
42,,0,47,1,1,1.0,gain4,no_gain5,,,,,,,,,0,,,,unchosen,2400.0,0,4,4
43,,0,48,1,1,1.0,gain4,no_gain4,,,,,,,,,0,,,,unchosen,1500.0,0,4,4
44,,0,49,1,1,1.0,gain2,no_gain2,,,,,,,,,0,,,,chosen,1400.0,0,4,4
45,,0,50,1,1,0.0,no_gain2,gain1,,,,,,,,,0,,,,chosen,1700.0,0,4,4
46,,0,51,1,1,0.0,no_gain1,gain3,,,,,,,,,0,,,,unchosen,3500.0,1,4,4
47,,0,52,1,1,1.0,gain1,no_gain2,,,,,,,,,0,,,,unchosen,1900.0,0,4,4
48,,0,53,1,1,1.0,gain1,no_gain3,,,,,,,,,0,,,,chosen,1000.0,0,4,4
49,,0,54,1,1,0.0,no_gain5,gain6,,,,,,,,,0,,,,chosen,1600.0,0,4,4
50,,0,55,1,1,0.0,no_gain2,gain2,,,,,,,,,0,,,,unchosen,1300.0,0,4,4
51,,0,56,1,1,0.0,no_gain5,gain4,,,,,,,,,0,,,,chosen,1400.0,0,4,4
52,,0,57,1,1,1.0,gain5,no_gain5,,,,,,,,,0,,,,unchosen,4000.0,1,4,4
53,,0,58,1,1,1.0,gain4,no_gain3,,,,,,,,,0,,,,unchosen,2600.0,0,4,4
54,,0,59,1,1,0.0,no_gain4,gain1,,,,,,,,,0,,,,chosen,2300.0,0,4,4
55,,0,60,1,1,1.0,gain6,no_gain4,,,,,,,,,0,,,,chosen,1300.0,0,4,4
56,,0,61,1,1,1.0,gain1,no_gain5,,,,,,,,,0,,,,chosen,1000.0,0,4,4
57,,0,62,1,1,1.0,gain3,no_gain5,,,,,,,,,0,,,,unchosen,1200.0,0,4,4
58,,0,63,1,1,1.0,gain6,no_gain6,,,,,,,,,0,,,,chosen,3000.0,1,4,4
59,,0,64,1,1,0.0,no_gain6,gain1,,,,,,,,,0,,,,unchosen,2000.0,0,4,4
60,,0,65,1,1,0.0,no_gain2,gain3,,,,,,,,,0,,,,chosen,2000.0,0,4,4
61,,0,66,1,1,0.0,no_gain3,gain2,,,,,,,,,0,,,,chosen,1200.0,0,4,4
62,,0,67,1,1,0.0,no_gain4,gain1,,,,,,,,,0,,,,unchosen,1500.0,0,4,4
63,,0,68,1,1,0.0,no_gain4,gain5,,,,,,,,,0,,,,chosen,1300.0,0,4,4
64,,0,69,1,1,0.0,no_gain4,gain3,,,,,,,,,0,,,,chosen,3300.0,1,4,4
65,,0,70,1,1,1.0,gain6,no_gain1,,,,,,,,,0,,,,chosen,2500.0,0,4,4
66,,0,71,1,1,1.0,gain6,no_gain1,,,,,,,,,0,,,,unchosen,1400.0,0,4,4
67,,0,72,1,1,1.0,gain6,no_gain3,,,,,,,,,0,,,,unchosen,2000.0,0,4,4
68,,0,73,1,1,0.0,no_gain1,gain4,,,,,,,,,0,,,,chosen,2000.0,0,4,4
69,,0,74,1,1,0.0,no_gain5,gain5,,,,,,,,,0,,,,chosen,1400.0,0,4,4
70,,0,75,1,1,1.0,gain5,no_gain2,,,,,,,,,0,,,,unchosen,2100.0,0,4,4
71,,0,76,1,1,1.0,gain2,no_gain1,,,,,,,,,0,,,,chosen,1700.0,0,4,4
0,,0,5,1,1,0.0,no_gain2,gain4,,,,,,,,,0,,,,chosen,5000.0,1,5,4
1,,0,6,1,1,0.0,no_gain1,gain4,,,,,,,,,0,,,,unchosen,1700.0,0,5,4
2,,0,7,1,1,1.0,gain2,no_gain4,,,,,,,,,0,,,,chosen,1600.0,0,5,4
3,,0,8,1,1,1.0,gain1,no_gain2,,,,,,,,,0,,,,unchosen,1800.0,0,5,4
4,,0,9,1,1,0.0,no_gain6,gain6,,,,,,,,,0,,,,unchosen,1300.0,0,5,4
5,,0,10,1,1,1.0,gain6,no_gain1,,,,,,,,,0,,,,unchosen,1200.0,0,5,4
6,,0,11,1,1,0.0,no_gain4,gain5,,,,,,,,,0,,,,chosen,3800.0,1,5,4
7,,0,12,1,1,0.0,no_gain3,gain2,,,,,,,,,0,,,,chosen,1100.0,0,5,4
8,,0,13,1,1,1.0,gain5,no_gain4,,,,,,,,,0,,,,unchosen,2500.0,0,5,4
9,,0,14,1,1,0.0,no_gain3,gain3,,,,,,,,,0,,,,chosen,1500.0,0,5,4
10,,0,15,1,1,0.0,no_gain6,gain1,,,,,,,,,0,,,,unchosen,1400.0,0,5,4
11,,0,16,1,1,0.0,no_gain2,gain3,,,,,,,,,0,,,,chosen,3300.0,1,5,4
12,,0,17,1,1,0.0,no_gain3,gain3,,,,,,,,,0,,,,unchosen,1800.0,0,5,4
13,,0,18,1,1,0.0,no_gain1,gain3,,,,,,,,,0,,,,unchosen,1900.0,0,5,4
14,,0,19,1,1,0.0,no_gain6,gain4,,,,,,,,,0,,,,unchosen,1100.0,0,5,4
15,,0,20,1,1,0.0,no_gain2,gain1,,,,,,,,,0,,,,chosen,1200.0,0,5,4
16,,0,21,1,1,1.0,gain4,no_gain4,,,,,,,,,0,,,,unchosen,1400.0,0,5,4
17,,0,22,1,1,0.0,no_gain4,gain3,,,,,,,,,0,,,,chosen,1100.0,0,5,4
18,,0,23,1,1,0.0,no_gain3,gain5,,,,,,,,,0,,,,unchosen,1500.0,0,5,4
19,,0,24,1,1,1.0,gain1,no_gain3,,,,,,,,,0,,,,chosen,1600.0,0,5,4
20,,0,25,1,1,1.0,gain2,no_gain1,,,,,,,,,0,,,,unchosen,3000.0,1,5,4
21,,0,26,1,1,1.0,gain6,no_gain4,,,,,,,,,0,,,,chosen,1600.0,0,5,4
22,,0,27,1,1,0.0,no_gain1,gain1,,,,,,,,,0,,,,unchosen,2900.0,0,5,4
23,,0,28,1,1,0.0,no_gain1,gain3,,,,,,,,,0,,,,chosen,2700.0,0,5,4
24,,0,29,1,1,1.0,gain5,no_gain3,,,,,,,,,0,,,,chosen,1800.0,0,5,4
25,,0,30,1,1,1.0,gain5,no_gain5,,,,,,,,,0,,,,unchosen,2300.0,0,5,4
26,,0,31,1,1,0.0,no_gain1,gain4,,,,,,,,,0,,,,chosen,2000.0,0,5,4
27,,0,32,1,1,1.0,gain6,no_gain2,,,,,,,,,0,,,,chosen,2600.0,0,5,4
28,,0,33,1,1,1.0,gain4,no_gain3,,,,,,,,,0,,,,unchosen,3500.0,1,5,4
29,,0,34,1,1,1.0,gain4,no_gain5,,,,,,,,,0,,,,unchosen,1000.0,0,5,4
30,,0,35,1,1,0.0,no_gain5,gain6,,,,,,,,,0,,,,chosen,1600.0,0,5,4
31,,0,36,1,1,1.0,gain1,no_gain5,,,,,,,,,0,,,,chosen,1200.0,0,5,4
32,,0,37,1,1,0.0,no_gain6,gain2,,,,,,,,,0,,,,chosen,1500.0,0,5,4
33,,0,38,1,1,1.0,gain2,no_gain6,,,,,,,,,0,,,,unchosen,4800.0,1,5,4
34,,0,39,1,1,1.0,gain2,no_gain2,,,,,,,,,0,,,,chosen,1500.0,0,5,4
35,,0,40,1,1,0.0,no_gain5,gain1,,,,,,,,,0,,,,unchosen,1700.0,0,5,4
36,,0,41,1,1,0.0,no_gain4,gain1,,,,,,,,,0,,,,unchosen,1200.0,0,5,4
37,,0,42,1,1,1.0,gain5,no_gain2,,,,,,,,,0,,,,unchosen,1400.0,0,5,4
38,,0,43,1,1,1.0,gain6,no_gain6,,,,,,,,,0,,,,chosen,1800.0,0,5,4
39,,0,44,1,1,1.0,gain1,no_gain3,,,,,,,,,0,,,,unchosen,3600.0,1,5,4
40,,0,45,1,1,1.0,gain2,no_gain5,,,,,,,,,0,,,,chosen,1200.0,0,5,4
41,,0,46,1,1,0.0,no_gain2,gain5,,,,,,,,,0,,,,chosen,2700.0,0,5,4
42,,0,47,1,1,0.0,no_gain4,gain3,,,,,,,,,0,,,,unchosen,2100.0,0,5,4
43,,0,48,1,1,1.0,gain6,no_gain4,,,,,,,,,0,,,,unchosen,2500.0,0,5,4
44,,0,49,1,1,1.0,gain3,no_gain6,,,,,,,,,0,,,,chosen,1500.0,0,5,4
45,,0,50,1,1,1.0,gain2,no_gain1,,,,,,,,,0,,,,chosen,1300.0,0,5,4
46,,0,51,1,1,1.0,gain6,no_gain3,,,,,,,,,0,,,,chosen,1000.0,0,5,4
47,,0,52,1,1,1.0,gain6,no_gain3,,,,,,,,,0,,,,unchosen,1500.0,0,5,4
48,,0,53,1,1,0.0,no_gain6,gain3,,,,,,,,,0,,,,unchosen,2200.0,0,5,4
49,,0,54,1,1,1.0,gain2,no_gain5,,,,,,,,,0,,,,unchosen,1300.0,0,5,4
50,,0,55,1,1,1.0,gain4,no_gain6,,,,,,,,,0,,,,chosen,3000.0,1,5,4
51,,0,56,1,1,1.0,gain4,no_gain2,,,,,,,,,0,,,,unchosen,1400.0,0,5,4
52,,0,57,1,1,1.0,gain3,no_gain2,,,,,,,,,0,,,,unchosen,1500.0,0,5,4
53,,0,58,1,1,0.0,no_gain4,gain1,,,,,,,,,0,,,,chosen,1200.0,0,5,4
54,,0,59,1,1,0.0,no_gain2,gain2,,,,,,,,,0,,,,unchosen,1600.0,0,5,4
55,,0,60,1,1,0.0,no_gain6,gain1,,,,,,,,,0,,,,chosen,2300.0,0,5,4
56,,0,61,1,1,1.0,gain2,no_gain3,,,,,,,,,0,,,,unchosen,1400.0,0,5,4
57,,0,62,1,1,0.0,no_gain5,gain4,,,,,,,,,0,,,,chosen,4400.0,1,5,4
58,,0,63,1,1,1.0,gain3,no_gain5,,,,,,,,,0,,,,chosen,1900.0,0,5,4
59,,0,64,1,1,0.0,no_gain6,gain5,,,,,,,,,0,,,,unchosen,2000.0,0,5,4
60,,0,65,1,1,0.0,no_gain5,gain6,,,,,,,,,0,,,,unchosen,1500.0,0,5,4
61,,0,66,1,1,1.0,gain5,no_gain6,,,,,,,,,0,,,,chosen,1600.0,0,5,4
62,,0,67,1,1,0.0,no_gain2,gain6,,,,,,,,,0,,,,unchosen,3000.0,1,5,4
63,,0,68,1,1,0.0,no_gain1,gain1,,,,,,,,,0,,,,chosen,1900.0,0,5,4
64,,0,69,1,1,0.0,no_gain4,gain2,,,,,,,,,0,,,,unchosen,1100.0,0,5,4
65,,0,70,1,1,1.0,gain4,no_gain3,,,,,,,,,0,,,,chosen,1300.0,0,5,4
66,,0,71,1,1,1.0,gain6,no_gain1,,,,,,,,,0,,,,chosen,2600.0,0,5,4
67,,0,72,1,1,0.0,no_gain5,gain5,,,,,,,,,0,,,,chosen,1100.0,0,5,4
68,,0,73,1,1,0.0,no_gain1,gain5,,,,,,,,,0,,,,unchosen,2500.0,0,5,4
69,,0,74,1,1,1.0,gain4,no_gain4,,,,,,,,,0,,,,chosen,2600.0,0,5,4
70,,0,75,1,1,0.0,no_gain1,gain5,,,,,,,,,0,,,,chosen,1100.0,0,5,4
71,,0,76,1,1,1.0,gain3,no_gain5,,,,,,,,,0,,,,unchosen,4200.0,1,5,4
0,,0,5,1,1,1.0,gain6,no_gain3,,,,,,,,,0,,,,chosen,3300.0,1,6,4
1,,0,6,1,1,1.0,gain3,no_gain5,,,,,,,,,0,,,,unchosen,1800.0,0,6,4
2,,0,7,1,1,0.0,no_gain4,gain3,,,,,,,,,0,,,,chosen,2300.0,0,6,4
3,,0,8,1,1,0.0,no_gain6,gain4,,,,,,,,,0,,,,unchosen,2000.0,0,6,4
4,,0,9,1,1,1.0,gain6,no_gain4,,,,,,,,,0,,,,chosen,1500.0,0,6,4
5,,0,10,1,1,0.0,no_gain5,gain6,,,,,,,,,0,,,,chosen,3900.0,1,6,4
6,,0,11,1,1,1.0,gain2,no_gain6,,,,,,,,,0,,,,unchosen,1100.0,0,6,4
7,,0,12,1,1,1.0,gain1,no_gain5,,,,,,,,,0,,,,chosen,1500.0,0,6,4
8,,0,13,1,1,1.0,gain2,no_gain2,,,,,,,,,0,,,,chosen,1200.0,0,6,4
9,,0,14,1,1,1.0,gain4,no_gain4,,,,,,,,,0,,,,unchosen,1700.0,0,6,4
10,,0,15,1,1,0.0,no_gain5,gain5,,,,,,,,,0,,,,chosen,2300.0,0,6,4
11,,0,16,1,1,0.0,no_gain6,gain3,,,,,,,,,0,,,,unchosen,1400.0,0,6,4
12,,0,17,1,1,1.0,gain4,no_gain2,,,,,,,,,0,,,,unchosen,2100.0,0,6,4
13,,0,18,1,1,1.0,gain5,no_gain2,,,,,,,,,0,,,,unchosen,1300.0,0,6,4
14,,0,19,1,1,1.0,gain6,no_gain6,,,,,,,,,0,,,,chosen,1100.0,0,6,4
15,,0,20,1,1,0.0,no_gain6,gain1,,,,,,,,,0,,,,chosen,2000.0,0,6,4
16,,0,21,1,1,1.0,gain2,no_gain1,,,,,,,,,0,,,,chosen,3000.0,1,6,4
17,,0,22,1,1,0.0,no_gain4,gain1,,,,,,,,,0,,,,unchosen,1500.0,0,6,4
18,,0,23,1,1,1.0,gain3,no_gain6,,,,,,,,,0,,,,chosen,1800.0,0,6,4
19,,0,24,1,1,1.0,gain6,no_gain1,,,,,,,,,0,,,,unchosen,1100.0,0,6,4
20,,0,25,1,1,0.0,no_gain4,gain1,,,,,,,,,0,,,,chosen,1800.0,0,6,4
21,,0,26,1,1,0.0,no_gain6,gain6,,,,,,,,,0,,,,unchosen,4300.0,1,6,4
22,,0,27,1,1,1.0,gain4,no_gain3,,,,,,,,,0,,,,chosen,2600.0,0,6,4
23,,0,28,1,1,0.0,no_gain2,gain5,,,,,,,,,0,,,,chosen,2900.0,0,6,4
24,,0,29,1,1,1.0,gain2,no_gain3,,,,,,,,,0,,,,unchosen,1700.0,0,6,4
25,,0,30,1,1,0.0,no_gain4,gain2,,,,,,,,,0,,,,unchosen,2300.0,0,6,4
26,,0,31,1,1,0.0,no_gain3,gain3,,,,,,,,,0,,,,unchosen,3200.0,1,6,4
27,,0,32,1,1,0.0,no_gain3,gain3,,,,,,,,,0,,,,chosen,1400.0,0,6,4
28,,0,33,1,1,0.0,no_gain5,gain4,,,,,,,,,0,,,,chosen,1300.0,0,6,4
29,,0,34,1,1,1.0,gain6,no_gain2,,,,,,,,,0,,,,chosen,2000.0,0,6,4
30,,0,35,1,1,0.0,no_gain1,gain4,,,,,,,,,0,,,,unchosen,1400.0,0,6,4
31,,0,36,1,1,0.0,no_gain1,gain5,,,,,,,,,0,,,,unchosen,2900.0,0,6,4
32,,0,37,1,1,0.0,no_gain4,gain5,,,,,,,,,0,,,,chosen,1900.0,0,6,4
33,,0,38,1,1,0.0,no_gain1,gain1,,,,,,,,,0,,,,chosen,2800.0,0,6,4
34,,0,39,1,1,1.0,gain4,no_gain5,,,,,,,,,0,,,,unchosen,1600.0,0,6,4
35,,0,40,1,1,1.0,gain4,no_gain3,,,,,,,,,0,,,,unchosen,1700.0,0,6,4
36,,0,41,1,1,0.0,no_gain2,gain3,,,,,,,,,0,,,,chosen,1200.0,0,6,4
37,,0,42,1,1,0.0,no_gain6,gain5,,,,,,,,,0,,,,unchosen,1300.0,0,6,4
38,,0,43,1,1,1.0,gain6,no_gain4,,,,,,,,,0,,,,unchosen,1800.0,0,6,4
39,,0,44,1,1,0.0,no_gain1,gain3,,,,,,,,,0,,,,unchosen,1300.0,0,6,4
40,,0,45,1,1,1.0,gain1,no_gain3,,,,,,,,,0,,,,chosen,3500.0,1,6,4
41,,0,46,1,1,0.0,no_gain5,gain1,,,,,,,,,0,,,,unchosen,1700.0,0,6,4
42,,0,47,1,1,0.0,no_gain2,gain6,,,,,,,,,0,,,,unchosen,2100.0,0,6,4
