,PID,practice,run,block,trial,pair_type,old_pair,chosen_left,pair_id,chosen_id,iti,left_stimulus,right_stimulus,left_path,right_path,pair_response,pair_acc,pair_rt,long_iti,simulation,version
6,,0,1,1,10,recombined,0.0,1.0,,K,1200.0,,,,,,,,0,42,1
7,,0,1,1,11,intact,1.0,,H,H,1200.0,,,,,,,,0,42,1
8,,0,1,1,12,recombined,0.0,0.0,,E,1800.0,,,,,,,,0,42,1
9,,0,1,1,13,recombined,0.0,1.0,,F,3000.0,,,,,,,,0,42,1
10,,0,1,1,14,intact,1.0,,B,B,1200.0,,,,,,,,0,42,1
11,,0,1,1,15,recombined,0.0,0.0,,I,1300.0,,,,,,,,0,42,1
12,,0,1,1,16,intact,1.0,,I,I,1500.0,,,,,,,,0,42,1
13,,0,1,1,17,recombined,0.0,0.0,,G,3500.0,,,,,,,,1,42,1
14,,0,1,1,18,recombined,0.0,0.0,,B,1800.0,,,,,,,,0,42,1
15,,0,1,1,19,intact,1.0,,E,E,3200.0,,,,,,,,0,42,1
16,,0,1,1,20,recombined,0.0,1.0,,A,2300.0,,,,,,,,0,42,1
17,,0,1,1,21,intact,1.0,,L,L,1400.0,,,,,,,,0,42,1
18,,0,1,1,22,recombined,0.0,1.0,,D,1600.0,,,,,,,,0,42,1
19,,0,1,1,23,recombined,0.0,0.0,,H,3600.0,,,,,,,,1,42,1
20,,0,1,1,24,intact,1.0,,D,D,1600.0,,,,,,,,0,42,1
21,,0,1,1,25,intact,1.0,,J,J,1100.0,,,,,,,,0,42,1
22,,0,1,1,26,recombined,0.0,1.0,,L,1100.0,,,,,,,,0,42,1
23,,0,1,1,27,intact,1.0,,C,C,1600.0,,,,,,,,0,42,1
24,,0,1,2,28,recombined,0.0,0.0,,F,3800.0,,,,,,,,1,42,1
25,,0,1,2,29,intact,1.0,,K,K,2700.0,,,,,,,,0,42,1
26,,0,1,2,30,intact,1.0,,J,J,1700.0,,,,,,,,0,42,1
27,,0,1,2,31,recombined,0.0,1.0,,K,1400.0,,,,,,,,0,42,1
28,,0,1,2,32,intact,1.0,,G,G,2300.0,,,,,,,,0,42,1
29,,0,1,2,33,recombined,0.0,1.0,,L,3600.0,,,,,,,,1,42,1
30,,0,1,2,34,intact,1.0,,H,H,1100.0,,,,,,,,0,42,1
31,,0,1,2,35,recombined,0.0,1.0,,A,1100.0,,,,,,,,0,42,1
32,,0,1,2,36,recombined,0.0,0.0,,E,1900.0,,,,,,,,0,42,1
33,,0,1,2,37,intact,1.0,,L,L,1200.0,,,,,,,,0,42,1
34,,0,1,2,38,recombined,0.0,0.0,,I,3200.0,,,,,,,,0,42,1
35,,0,1,2,39,intact,1.0,,D,D,3400.0,,,,,,,,1,42,1
36,,0,1,2,40,intact,1.0,,B,B,2000.0,,,,,,,,0,42,1
37,,0,1,2,41,recombined,0.0,1.0,,J,1800.0,,,,,,,,0,42,1
38,,0,1,2,42,intact,1.0,,I,I,1000.0,,,,,,,,0,42,1
39,,0,1,2,43,recombined,0.0,0.0,,H,1900.0,,,,,,,,0,42,1
40,,0,1,2,44,intact,1.0,,F,F,1400.0,,,,,,,,0,42,1
41,,0,1,2,45,recombined,0.0,1.0,,D,4800.0,,,,,,,,1,42,1
42,,0,1,2,46,intact,1.0,,A,A,1500.0,,,,,,,,0,42,1
43,,0,1,2,47,recombined,0.0,1.0,,G,1900.0,,,,,,,,0,42,1
44,,0,1,2,48,recombined,0.0,0.0,,C,1000.0,,,,,,,,0,42,1
45,,0,1,2,49,intact,1.0,,C,C,1500.0,,,,,,,,0,42,1
46,,0,1,2,50,intact,1.0,,E,E,2000.0,,,,,,,,0,42,1
47,,0,1,2,51,recombined,0.0,0.0,,B,3500.0,,,,,,,,1,42,1
0,,0,1,1,4,intact,1.0,,H,H,1400.0,,,,,,,,0,43,1
1,,0,1,1,5,recombined,0.0,0.0,,C,1100.0,,,,,,,,0,43,1
2,,0,1,1,6,recombined,0.0,0.0,,B,1200.0,,,,,,,,0,43,1
3,,0,1,1,7,intact,1.0,,F,F,1400.0,,,,,,,,0,43,1
4,,0,1,1,8,recombined,0.0,1.0,,L,1300.0,,,,,,,,0,43,1
5,,0,1,1,9,intact,1.0,,B,B,3100.0,,,,,,,,1,43,1
6,,0,1,1,10,recombined,0.0,1.0,,D,2500.0,,,,,,,,0,43,1
7,,0,1,1,11,recombined,0.0,0.0,,G,1500.0,,,,,,,,0,43,1
8,,0,1,1,12,intact,1.0,,A,A,1200.0,,,,,,,,0,43,1
9,,0,1,1,13,recombined,0.0,1.0,,A,1900.0,,,,,,,,0,43,1
10,,0,1,1,14,intact,1.0,,K,K,4700.0,,,,,,,,1,43,1
11,,0,1,1,15,intact,1.0,,E,E,2500.0,,,,,,,,0,43,1
12,,0,1,1,16,recombined,0.0,0.0,,E,2900.0,,,,,,,,0,43,1
13,,0,1,1,17,intact,1.0,,L,L,1600.0,,,,,,,,0,43,1
14,,0,1,1,18,recombined,0.0,0.0,,H,1100.0,,,,,,,,0,43,1
15,,0,1,1,19,recombined,0.0,1.0,,F,1200.0,,,,,,,,0,43,1
16,,0,1,1,20,intact,1.0,,C,C,2000.0,,,,,,,,0,43,1
17,,0,1,1,21,intact,1.0,,D,D,2000.0,,,,,,,,0,43,1
18,,0,1,1,22,recombined,0.0,1.0,,J,1200.0,,,,,,,,0,43,1
19,,0,1,1,23,intact,1.0,,J,J,1200.0,,,,,,,,0,43,1
20,,0,1,1,24,recombined,0.0,0.0,,I,1200.0,,,,,,,,0,43,1
21,,0,1,1,25,recombined,0.0,1.0,,K,1600.0,,,,,,,,0,43,1
22,,0,1,1,26,intact,1.0,,G,G,1300.0,,,,,,,,0,43,1
23,,0,1,1,27,intact,1.0,,I,I,1400.0,,,,,,,,0,43,1
24,,0,1,2,28,recombined,0.0,0.0,,B,4800.0,,,,,,,,1,43,1
25,,0,1,2,29,intact,1.0,,A,A,1700.0,,,,,,,,0,43,1
26,,0,1,2,30,intact,1.0,,F,F,2400.0,,,,,,,,0,43,1
27,,0,1,2,31,recombined,0.0,0.0,,H,2300.0,,,,,,,,0,43,1
28,,0,1,2,32,recombined,0.0,1.0,,D,2500.0,,,,,,,,0,43,1
29,,0,1,2,33,intact,1.0,,K,K,2200.0,,,,,,,,0,43,1
30,,0,1,2,34,intact,1.0,,E,E,1700.0,,,,,,,,0,43,1
31,,0,1,2,35,recombined,0.0,1.0,,L,1100.0,,,,,,,,0,43,1
32,,0,1,2,36,recombined,0.0,0.0,,I,1100.0,,,,,,,,0,43,1
33,,0,1,2,37,intact,1.0,,J,J,2900.0,,,,,,,,0,43,1
34,,0,1,2,38,intact,1.0,,C,C,1600.0,,,,,,,,0,43,1
35,,0,1,2,39,recombined,0.0,0.0,,C,3900.0,,,,,,,,1,43,1
36,,0,1,2,40,recombined,0.0,1.0,,G,1000.0,,,,,,,,0,43,1
37,,0,1,2,41,intact,1.0,,G,G,2000.0,,,,,,,,0,43,1
38,,0,1,2,42,intact,1.0,,L,L,2500.0,,,,,,,,0,43,1
39,,0,1,2,43,recombined,0.0,0.0,,F,2900.0,,,,,,,,0,43,1
40,,0,1,2,44,intact,1.0,,D,D,2100.0,,,,,,,,0,43,1
41,,0,1,2,45,intact,1.0,,B,B,1000.0,,,,,,,,0,43,1
42,,0,1,2,46,recombined,0.0,0.0,,E,3000.0,,,,,,,,1,43,1
43,,0,1,2,47,recombined,0.0,1.0,,K,1300.0,,,,,,,,0,43,1
44,,0,1,2,48,intact,1.0,,I,I,1500.0,,,,,,,,0,43,1
45,,0,1,2,49,recombined,0.0,1.0,,A,2700.0,,,,,,,,0,43,1
46,,0,1,2,50,recombined,0.0,1.0,,J,2200.0,,,,,,,,0,43,1
47,,0,1,2,51,intact,1.0,,H,H,3100.0,,,,,,,,1,43,1
0,,0,1,1,4,intact,1.0,,J,J,3000.0,,,,,,,,1,44,1
1,,0,1,1,5,recombined,0.0,1.0,,F,2200.0,,,,,,,,0,44,1
2,,0,1,1,6,intact,1.0,,D,D,1100.0,,,,,,,,0,44,1
3,,0,1,1,7,recombined,0.0,1.0,,L,2200.0,,,,,,,,0,44,1
4,,0,1,1,8,recombined,0.0,0.0,,E,1800.0,,,,,,,,0,44,1
5,,0,1,1,9,intact,1.0,,H,H,1200.0,,,,,,,,0,44,1
6,,0,1,1,10,recombined,0.0,0.0,,H,2700.0,,,,,,,,0,44,1
7,,0,1,1,11,recombined,0.0,0.0,,G,1300.0,,,,,,,,0,44,1
8,,0,1,1,12,intact,1.0,,B,B,1400.0,,,,,,,,0,44,1
9,,0,1,1,13,recombined,0.0,1.0,,D,1700.0,,,,,,,,0,44,1
10,,0,1,1,14,intact,1.0,,L,L,1100.0,,,,,,,,0,44,1
11,,0,1,1,15,recombined,0.0,0.0,,I,4500.0,,,,,,,,1,44,1
12,,0,1,1,16,intact,1.0,,I,I,1700.0,,,,,,,,0,44,1
13,,0,1,1,17,intact,1.0,,E,E,1200.0,,,,,,,,0,44,1
14,,0,1,1,18,recombined,0.0,0.0,,B,1000.0,,,,,,,,0,44,1
15,,0,1,1,19,intact,1.0,,C,C,2400.0,,,,,,,,0,44,1
16,,0,1,1,20,intact,1.0,,G,G,1300.0,,,,,,,,0,44,1
17,,0,1,1,21,recombined,0.0,1.0,,A,1400.0,,,,,,,,0,44,1
18,,0,1,1,22,recombined,0.0,0.0,,C,1100.0,,,,,,,,0,44,1
19,,0,1,1,23,intact,1.0,,K,K,2900.0,,,,,,,,0,44,1
20,,0,1,1,24,intact,1.0,,A,A,1100.0,,,,,,,,0,44,1
21,,0,1,1,25,recombined,0.0,1.0,,K,1500.0,,,,,,,,0,44,1
22,,0,1,1,26,intact,1.0,,F,F,2900.0,,,,,,,,0,44,1
23,,0,1,1,27,recombined,0.0,1.0,,J,4600.0,,,,,,,,1,44,1
24,,0,1,2,28,intact,1.0,,H,H,1000.0,,,,,,,,0,44,1
25,,0,1,2,29,recombined,0.0,1.0,,K,1300.0,,,,,,,,0,44,1
26,,0,1,2,30,intact,1.0,,L,L,1800.0,,,,,,,,0,44,1
27,,0,1,2,31,recombined,0.0,0.0,,F,2000.0,,,,,,,,0,44,1
28,,0,1,2,32,recombined,0.0,0.0,,H,3100.0,,,,,,,,1,44,1
29,,0,1,2,33,intact,1.0,,E,E,2100.0,,,,,,,,0,44,1
30,,0,1,2,34,recombined,0.0,0.0,,E,1000.0,,,,,,,,0,44,1
31,,0,1,2,35,recombined,0.0,1.0,,G,2300.0,,,,,,,,0,44,1
32,,0,1,2,36,intact,1.0,,A,A,2800.0,,,,,,,,0,44,1
33,,0,1,2,37,recombined,0.0,1.0,,A,3200.0,,,,,,,,1,44,1
34,,0,1,2,38,intact,1.0,,K,K,1200.0,,,,,,,,0,44,1
35,,0,1,2,39,recombined,0.0,1.0,,J,2200.0,,,,,,,,0,44,1
36,,0,1,2,40,recombined,0.0,0.0,,C,1000.0,,,,,,,,0,44,1
37,,0,1,2,41,intact,1.0,,C,C,2700.0,,,,,,,,0,44,1
38,,0,1,2,42,intact,1.0,,I,I,1700.0,,,,,,,,0,44,1
39,,0,1,2,43,recombined,0.0,0.0,,I,3300.0,,,,,,,,1,44,1
40,,0,1,2,44,intact,1.0,,F,F,1600.0,,,,,,,,0,44,1
41,,0,1,2,45,intact,1.0,,D,D,1300.0,,,,,,,,0,44,1
42,,0,1,2,46,recombined,0.0,0.0,,B,2700.0,,,,,,,,0,44,1
43,,0,1,2,47,intact,1.0,,B,B,1800.0,,,,,,,,0,44,1
44,,0,1,2,48,intact,1.0,,G,G,2200.0,,,,,,,,0,44,1
45,,0,1,2,49,recombined,0.0,1.0,,L,1500.0,,,,,,,,0,44,1
46,,0,1,2,50,intact,1.0,,J,J,1000.0,,,,,,,,0,44,1
47,,0,1,2,51,recombined,0.0,1.0,,D,3900.0,,,,,,,,1,44,1
0,,0,1,1,4,intact,1.0,,D,D,4800.0,,,,,,,,1,45,1
1,,0,1,1,5,intact,1.0,,F,F,1300.0,,,,,,,,0,45,1
2,,0,1,1,6,recombined,0.0,0.0,,I,2100.0,,,,,,,,0,45,1
3,,0,1,1,7,intact,1.0,,C,C,2100.0,,,,,,,,0,45,1
4,,0,1,1,8,recombined,0.0,1.0,,L,1900.0,,,,,,,,0,45,1
5,,0,1,1,9,recombined,0.0,1.0,,D,1700.0,,,,,,,,0,45,1
6,,0,1,1,10,intact,1.0,,J,J,2300.0,,,,,,,,0,45,1
7,,0,1,1,11,recombined,0.0,0.0,,G,3500.0,,,,,,,,1,45,1
8,,0,1,1,12,intact,1.0,,E,E,1500.0,,,,,,,,0,45,1
9,,0,1,1,13,recombined,0.0,0.0,,C,1800.0,,,,,,,,0,45,1
10,,0,1,1,14,intact,1.0,,K,K,1200.0,,,,,,,,0,45,1
11,,0,1,1,15,intact,1.0,,H,H,2100.0,,,,,,,,0,45,1
12,,0,1,1,16,recombined,0.0,1.0,,A,3700.0,,,,,,,,1,45,1
13,,0,1,1,17,recombined,0.0,1.0,,J,1200.0,,,,,,,,0,45,1
14,,0,1,1,18,intact,1.0,,L,L,1000.0,,,,,,,,0,45,1
15,,0,1,1,19,recombined,0.0,0.0,,E,1500.0,,,,,,,,0,45,1
16,,0,1,1,20,intact,1.0,,G,G,2400.0,,,,,,,,0,45,1
17,,0,1,1,21,intact,1.0,,B,B,2700.0,,,,,,,,1,45,1
18,,0,1,1,22,recombined,0.0,1.0,,F,1100.0,,,,,,,,0,45,1
19,,0,1,1,23,recombined,0.0,0.0,,B,1300.0,,,,,,,,0,45,1
20,,0,1,1,24,intact,1.0,,A,A,2300.0,,,,,,,,0,45,1
21,,0,1,1,25,intact,1.0,,I,I,1300.0,,,,,,,,0,45,1
22,,0,1,1,26,recombined,0.0,0.0,,H,3400.0,,,,,,,,1,45,1
23,,0,1,1,27,recombined,0.0,1.0,,K,2500.0,,,,,,,,0,45,1
24,,0,1,2,28,intact,1.0,,L,L,1800.0,,,,,,,,0,45,1
25,,0,1,2,29,intact,1.0,,C,C,1700.0,,,,,,,,0,45,1
26,,0,1,2,30,recombined,0.0,0.0,,F,1300.0,,,,,,,,0,45,1
27,,0,1,2,31,recombined,0.0,0.0,,E,1000.0,,,,,,,,0,45,1
28,,0,1,2,32,intact,1.0,,B,B,3000.0,,,,,,,,1,45,1
29,,0,1,2,33,recombined,0.0,0.0,,H,1500.0,,,,,,,,0,45,1
30,,0,1,2,34,recombined,0.0,1.0,,G,1200.0,,,,,,,,0,45,1
31,,0,1,2,35,intact,1.0,,H,H,1700.0,,,,,,,,0,45,1
32,,0,1,2,36,intact,1.0,,D,D,2200.0,,,,,,,,0,45,1
33,,0,1,2,37,recombined,0.0,1.0,,J,5000.0,,,,,,,,1,45,1
34,,0,1,2,38,recombined,0.0,1.0,,D,1300.0,,,,,,,,0,45,1
35,,0,1,2,39,intact,1.0,,A,A,1600.0,,,,,,,,0,45,1
36,,0,1,2,40,recombined,0.0,0.0,,C,1800.0,,,,,,,,0,45,1
37,,0,1,2,41,intact,1.0,,J,J,2000.0,,,,,,,,0,45,1
38,,0,1,2,42,recombined,0.0,1.0,,L,1200.0,,,,,,,,0,45,1
39,,0,1,2,43,intact,1.0,,I,I,1600.0,,,,,,,,0,45,1
40,,0,1,2,44,intact,1.0,,K,K,1500.0,,,,,,,,0,45,1
41,,0,1,2,45,recombined,0.0,1.0,,A,2500.0,,,,,,,,0,45,1
42,,0,1,2,46,recombined,0.0,1.0,,K,1300.0,,,,,,,,0,45,1
43,,0,1,2,47,intact,1.0,,F,F,1600.0,,,,,,,,0,45,1
44,,0,1,2,48,recombined,0.0,0.0,,B,1600.0,,,,,,,,0,45,1
45,,0,1,2,49,recombined,0.0,0.0,,I,1700.0,,,,,,,,0,45,1
46,,0,1,2,50,intact,1.0,,E,E,2200.0,,,,,,,,0,45,1
47,,0,1,2,51,intact,1.0,,G,G,3000.0,,,,,,,,1,45,1
0,,0,1,1,4,intact,1.0,,G,G,1500.0,,,,,,,,0,46,1
1,,0,1,1,5,recombined,0.0,0.0,,H,1100.0,,,,,,,,0,46,1
2,,0,1,1,6,recombined,0.0,0.0,,G,1300.0,,,,,,,,0,46,1
3,,0,1,1,7,intact,1.0,,J,J,1000.0,,,,,,,,0,46,1
4,,0,1,1,8,recombined,0.0,1.0,,K,3100.0,,,,,,,,1,46,1
5,,0,1,1,9,intact,1.0,,A,A,1300.0,,,,,,,,0,46,1
6,,0,1,1,10,intact,1.0,,I,I,2700.0,,,,,,,,0,46,1
7,,0,1,1,11,recombined,0.0,0.0,,C,1500.0,,,,,,,,0,46,1
8,,0,1,1,12,intact,1.0,,C,C,1200.0,,,,,,,,0,46,1
9,,0,1,1,13,recombined,0.0,0.0,,I,1800.0,,,,,,,,0,46,1
10,,0,1,1,14,recombined,0.0,1.0,,F,3400.0,,,,,,,,1,46,1
11,,0,1,1,15,intact,1.0,,E,E,2300.0,,,,,,,,0,46,1
12,,0,1,1,16,intact,1.0,,L,L,2000.0,,,,,,,,0,46,1
13,,0,1,1,17,recombined,0.0,1.0,,A,1500.0,,,,,,,,0,46,1
14,,0,1,1,18,intact,1.0,,H,H,1600.0,,,,,,,,0,46,1
15,,0,1,1,19,recombined,0.0,1.0,,J,4000.0,,,,,,,,1,46,1
16,,0,1,1,20,intact,1.0,,F,F,1600.0,,,,,,,,0,46,1
17,,0,1,1,21,recombined,0.0,0.0,,B,1800.0,,,,,,,,0,46,1
18,,0,1,1,22,intact,1.0,,B,B,1200.0,,,,,,,,0,46,1
19,,0,1,1,23,recombined,0.0,1.0,,L,2800.0,,,,,,,,0,46,1
20,,0,1,1,24,intact,1.0,,D,D,2100.0,,,,,,,,0,46,1
21,,0,1,1,25,recombined,0.0,0.0,,E,3900.0,,,,,,,,1,46,1
22,,0,1,1,26,recombined,0.0,1.0,,D,3000.0,,,,,,,,0,46,1
23,,0,1,1,27,intact,1.0,,K,K,2800.0,,,,,,,,0,46,1
24,,0,1,2,28,recombined,0.0,0.0,,F,2400.0,,,,,,,,0,46,1
25,,0,1,2,29,intact,1.0,,L,L,1400.0,,,,,,,,0,46,1
26,,0,1,2,30,recombined,0.0,1.0,,J,1100.0,,,,,,,,0,46,1
27,,0,1,2,31,intact,1.0,,B,B,3600.0,,,,,,,,1,46,1
28,,0,1,2,32,intact,1.0,,K,K,1700.0,,,,,,,,0,46,1
29,,0,1,2,33,recombined,0.0,1.0,,K,1300.0,,,,,,,,0,46,1
30,,0,1,2,34,recombined,0.0,1.0,,G,1300.0,,,,,,,,0,46,1
31,,0,1,2,35,intact,1.0,,H,H,1200.0,,,,,,,,0,46,1
32,,0,1,2,36,recombined,0.0,0.0,,E,1800.0,,,,,,,,0,46,1
33,,0,1,2,37,intact,1.0,,G,G,3400.0,,,,,,,,1,46,1
34,,0,1,2,38,recombined,0.0,1.0,,D,1200.0,,,,,,,,0,46,1
35,,0,1,2,39,intact,1.0,,A,A,2900.0,,,,,,,,0,46,1
36,,0,1,2,40,intact,1.0,,J,J,1200.0,,,,,,,,0,46,1
37,,0,1,2,41,recombined,0.0,1.0,,A,1300.0,,,,,,,,0,46,1
38,,0,1,2,42,intact,1.0,,I,I,3100.0,,,,,,,,1,46,1
39,,0,1,2,43,intact,1.0,,D,D,1000.0,,,,,,,,0,46,1
40,,0,1,2,44,recombined,0.0,0.0,,I,1700.0,,,,,,,,0,46,1
41,,0,1,2,45,recombined,0.0,0.0,,C,2200.0,,,,,,,,0,46,1
42,,0,1,2,46,intact,1.0,,C,C,1900.0,,,,,,,,0,46,1
43,,0,1,2,47,recombined,0.0,1.0,,L,3600.0,,,,,,,,1,46,1
44,,0,1,2,48,intact,1.0,,F,F,1000.0,,,,,,,,0,46,1
45,,0,1,2,49,recombined,0.0,0.0,,H,2200.0,,,,,,,,0,46,1
46,,0,1,2,50,recombined,0.0,0.0,,B,1800.0,,,,,,,,0,46,1
47,,0,1,2,51,intact,1.0,,E,E,1200.0,,,,,,,,0,46,1
0,,0,1,1,4,intact,1.0,,I,I,3300.0,,,,,,,,1,47,1
1,,0,1,1,5,recombined,0.0,1.0,,L,2200.0,,,,,,,,0,47,1
2,,0,1,1,6,intact,1.0,,E,E,2400.0,,,,,,,,0,47,1
3,,0,1,1,7,intact,1.0,,H,H,1300.0,,,,,,,,0,47,1
4,,0,1,1,8,recombined,0.0,0.0,,I,1000.0,,,,,,,,0,47,1
5,,0,1,1,9,intact,1.0,,C,C,3600.0,,,,,,,,1,47,1
6,,0,1,1,10,recombined,0.0,0.0,,C,1600.0,,,,,,,,0,47,1
7,,0,1,1,11,recombined,0.0,1.0,,K,1100.0,,,,,,,,0,47,1
8,,0,1,1,12,intact,1.0,,F,F,1100.0,,,,,,,,0,47,1
9,,0,1,1,13,recombined,0.0,0.0,,E,2400.0,,,,,,,,0,47,1
10,,0,1,1,14,intact,1.0,,A,A,1100.0,,,,,,,,0,47,1
11,,0,1,1,15,recombined,0.0,0.0,,B,2300.0,,,,,,,,0,47,1
12,,0,1,1,16,intact,1.0,,L,L,1400.0,,,,,,,,0,47,1
13,,0,1,1,17,recombined,0.0,0.0,,G,4500.0,,,,,,,,1,47,1
14,,0,1,1,18,intact,1.0,,D,D,1400.0,,,,,,,,0,47,1
15,,0,1,1,19,intact,1.0,,G,G,1600.0,,,,,,,,0,47,1
16,,0,1,1,20,recombined,0.0,1.0,,J,2400.0,,,,,,,,0,47,1
17,,0,1,1,21,intact,1.0,,J,J,2000.0,,,,,,,,0,47,1
18,,0,1,1,22,recombined,0.0,1.0,,A,3100.0,,,,,,,,1,47,1
19,,0,1,1,23,intact,1.0,,B,B,1100.0,,,,,,,,0,47,1
20,,0,1,1,24,recombined,0.0,1.0,,D,2100.0,,,,,,,,0,47,1
21,,0,1,1,25,intact,1.0,,K,K,1100.0,,,,,,,,0,47,1
22,,0,1,1,26,recombined,0.0,1.0,,F,2000.0,,,,,,,,0,47,1
23,,0,1,1,27,recombined,0.0,0.0,,H,1900.0,,,,,,,,0,47,1
24,,0,1,2,28,intact,1.0,,D,D,1100.0,,,,,,,,0,47,1
25,,0,1,2,29,recombined,0.0,1.0,,J,2000.0,,,,,,,,0,47,1
26,,0,1,2,30,intact,1.0,,B,B,1400.0,,,,,,,,0,47,1
27,,0,1,2,31,recombined,0.0,1.0,,A,1800.0,,,,,,,,0,47,1
28,,0,1,2,32,intact,1.0,,F,F,2900.0,,,,,,,,1,47,1
29,,0,1,2,33,intact,1.0,,H,H,2300.0,,,,,,,,0,47,1
30,,0,1,2,34,recombined,0.0,1.0,,K,1500.0,,,,,,,,0,47,1
31,,0,1,2,35,recombined,0.0,1.0,,D,1800.0,,,,,,,,0,47,1
32,,0,1,2,36,intact,1.0,,G,G,1600.0,,,,,,,,0,47,1
33,,0,1,2,37,recombined,0.0,1.0,,G,2300.0,,,,,,,,0,47,1
34,,0,1,2,38,intact,1.0,,L,L,1200.0,,,,,,,,0,47,1
35,,0,1,2,39,intact,1.0,,I,I,3200.0,,,,,,,,1,47,1
36,,0,1,2,40,recombined,0.0,0.0,,I,1800.0,,,,,,,,0,47,1
37,,0,1,2,41,intact,1.0,,K,K,1400.0,,,,,,,,0,47,1
38,,0,1,2,42,intact,1.0,,J,J,2000.0,,,,,,,,0,47,1
39,,0,1,2,43,recombined,0.0,0.0,,H,2700.0,,,,,,,,0,47,1
40,,0,1,2,44,intact,1.0,,C,C,3100.0,,,,,,,,1,47,1
41,,0,1,2,45,recombined,0.0,0.0,,F,1100.0,,,,,,,,0,47,1
42,,0,1,2,46,recombined,0.0,0.0,,B,1800.0,,,,,,,,0,47,1
43,,0,1,2,47,intact,1.0,,A,A,2500.0,,,,,,,,0,47,1
44,,0,1,2,48,recombined,0.0,0.0,,C,1200.0,,,,,,,,0,47,1
45,,0,1,2,49,recombined,0.0,1.0,,L,2500.0,,,,,,,,0,47,1
46,,0,1,2,50,intact,1.0,,E,E,1400.0,,,,,,,,0,47,1
47,,0,1,2,51,recombined,0.0,0.0,,E,3400.0,,,,,,,,1,47,1
0,,0,1,1,4,intact,1.0,,C,C,2700.0,,,,,,,,1,48,1
1,,0,1,1,5,recombined,0.0,1.0,,K,2600.0,,,,,,,,0,48,1
2,,0,1,1,6,recombined,0.0,1.0,,F,1100.0,,,,,,,,0,48,1
3,,0,1,1,7,intact,1.0,,J,J,1400.0,,,,,,,,0,48,1
4,,0,1,1,8,recombined,0.0,1.0,,D,2600.0,,,,,,,,0,48,1
5,,0,1,1,9,intact,1.0,,E,E,1100.0,,,,,,,,0,48,1
6,,0,1,1,10,intact,1.0,,K,K,3800.0,,,,,,,,1,48,1
7,,0,1,1,11,recombined,0.0,0.0,,H,2100.0,,,,,,,,0,48,1
8,,0,1,1,12,intact,1.0,,A,A,1700.0,,,,,,,,0,48,1
9,,0,1,1,13,recombined,0.0,1.0,,A,1900.0,,,,,,,,0,48,1
10,,0,1,1,14,recombined,0.0,1.0,,J,1300.0,,,,,,,,0,48,1
11,,0,1,1,15,intact,1.0,,B,B,2800.0,,,,,,,,1,48,1
12,,0,1,1,16,recombined,0.0,0.0,,C,1900.0,,,,,,,,0,48,1
13,,0,1,1,17,intact,1.0,,H,H,1300.0,,,,,,,,0,48,1
14,,0,1,1,18,recombined,0.0,0.0,,G,1400.0,,,,,,,,0,48,1
15,,0,1,1,19,intact,1.0,,G,G,1200.0,,,,,,,,0,48,1
16,,0,1,1,20,recombined,0.0,0.0,,B,1100.0,,,,,,,,0,48,1
17,,0,1,1,21,intact,1.0,,F,F,2800.0,,,,,,,,1,48,1
18,,0,1,1,22,intact,1.0,,L,L,1200.0,,,,,,,,0,48,1
19,,0,1,1,23,recombined,0.0,0.0,,E,2200.0,,,,,,,,0,48,1
20,,0,1,1,24,intact,1.0,,D,D,2000.0,,,,,,,,0,48,1
21,,0,1,1,25,recombined,0.0,0.0,,I,2500.0,,,,,,,,0,48,1
22,,0,1,1,26,intact,1.0,,I,I,4000.0,,,,,,,,1,48,1
23,,0,1,1,27,recombined,0.0,1.0,,L,1900.0,,,,,,,,0,48,1
24,,0,1,2,28,intact,1.0,,G,G,2100.0,,,,,,,,0,48,1
25,,0,1,2,29,intact,1.0,,B,B,1500.0,,,,,,,,0,48,1
26,,0,1,2,30,recombined,0.0,0.0,,B,1400.0,,,,,,,,0,48,1
27,,0,1,2,31,intact,1.0,,C,C,1300.0,,,,,,,,0,48,1
28,,0,1,2,32,intact,1.0,,F,F,2200.0,,,,,,,,0,48,1
29,,0,1,2,33,recombined,0.0,1.0,,D,1800.0,,,,,,,,0,48,1
30,,0,1,2,34,intact,1.0,,E,E,1800.0,,,,,,,,0,48,1
31,,0,1,2,35,recombined,0.0,1.0,,A,4600.0,,,,,,,,1,48,1
32,,0,1,2,36,intact,1.0,,I,I,1800.0,,,,,,,,0,48,1
33,,0,1,2,37,recombined,0.0,1.0,,G,1500.0,,,,,,,,0,48,1
34,,0,1,2,38,intact,1.0,,A,A,1100.0,,,,,,,,0,48,1
35,,0,1,2,39,recombined,0.0,0.0,,H,1500.0,,,,,,,,0,48,1
36,,0,1,2,40,recombined,0.0,0.0,,I,1200.0,,,,,,,,0,48,1
37,,0,1,2,41,intact,1.0,,J,J,1800.0,,,,,,,,0,48,1
38,,0,1,2,42,intact,1.0,,D,D,1700.0,,,,,,,,0,48,1
39,,0,1,2,43,recombined,0.0,0.0,,F,4400.0,,,,,,,,1,48,1
40,,0,1,2,44,recombined,0.0,0.0,,C,1000.0,,,,,,,,0,48,1
41,,0,1,2,45,intact,1.0,,H,H,1300.0,,,,,,,,0,48,1
42,,0,1,2,46,recombined,0.0,1.0,,J,2500.0,,,,,,,,0,48,1
43,,0,1,2,47,recombined,0.0,1.0,,K,1500.0,,,,,,,,0,48,1
44,,0,1,2,48,intact,1.0,,L,L,1900.0,,,,,,,,0,48,1
