"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","scramble_no_response","warning","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","deliberation_confirmation","","html-keyboard-response","689","756393","0.0-3.0-60.0-2.0-0.0","29","39781","female","null","","","","null","","29","","","754195","","","","","","","2194","122806","2198","123134","2194","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","690","759197","0.0-3.0-60.0-4.0","29","39781","female","null","","","","null","","29","","","756393","","","","","","","2800","125000","2804","125332","2800","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","691","760401","0.0-3.0-62.0-0.0","29","39781","female","null","","","","null","","30","","","759197","1","","","","1","","1200","127800","1204","128136","","","","","","","","","","","A","0","1200","left","scramble","2100","2","4","46","outdoor_scenes","objects","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_mockup-graphics-PNsj6RiHAF4-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","692","760796","0.0-3.0-62.0-1.0-0.0","29","39781","female","392","","","","68","","30","","","760401","","","","","0","","392","129000","395","129340","1800","1","4","46","outdoor_scenes","objects","","","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_mockup-graphics-PNsj6RiHAF4-unsplash.jpg","","","","","","","2","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","693","762208","0.0-3.0-62.0-2.0-0.0","29","39781","female","null","","","","null","","30","","","760796","","","","","","","1408","129392","1412","129735","1408","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","694","764311","0.0-3.0-62.0-4.0","29","39781","female","null","","","","null","","30","","","762208","","","","","","","2100","130800","2103","131147","2100","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","695","764869","0.0-3.0-64.0-0.0","29","39781","female","554","","","","75","","31","","","764311","1","","","","0","","554","132900","558","133250","","0","7","24","outdoor_scenes","body_parts","89","30","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg","I","0","0","","original","3100","2","24","7","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","30","89","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","696","767319","0.0-3.0-64.0-2.0-0.0","29","39781","female","null","","","","null","","31","","","764869","","","","","","","2446","133454","2450","133808","2446","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","697","770423","0.0-3.0-64.0-4.0","29","39781","female","null","","","","null","","31","","","767319","","","","","","","3100","135900","3104","136258","3100","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","698","771727","0.0-3.0-66.0-0.0","29","39781","female","null","","","","null","","32","","","770423","1","","","","1","","1300","139000","1304","139362","","","","","","","","","","","L","0","1300","left","scramble","2300","2","29","16","body_parts","faces","Stimuli/Experimental_stims/scramble/body_parts/scrambled_manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_freddy-kearney-o-ioeoATbIM-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","699","772045","0.0-3.0-66.0-1.0-0.0","29","39781","female","316","","","","68","","32","","","771727","","","","","0","","316","140300","318","140666","1700","1","29","16","body_parts","faces","","","Stimuli/Experimental_stims/scramble/body_parts/scrambled_manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_freddy-kearney-o-ioeoATbIM-unsplash.jpg","","","","","","","2","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","700","773434","0.0-3.0-66.0-2.0-0.0","29","39781","female","null","","","","null","","32","","","772045","","","","","","","1384","140616","1389","140984","1384","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","701","775737","0.0-3.0-66.0-4.0","29","39781","female","null","","","","null","","32","","","773434","","","","","","","2300","142000","2303","142373","2300","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","702","776550","0.0-3.0-68.0-0.0","29","39781","female","811","","","","68","","33","","","775737","1","","","","0","","811","144300","813","144676","","1","13","42","faces","objects","66","40","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","J","0","0","","original","1900","2","13","42","faces","objects","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","66","40","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","703","778743","0.0-3.0-68.0-2.0-0.0","29","39781","female","null","","","","null","","33","","","776550","","","","","","","2189","145111","2193","145489","2189","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","704","780647","0.0-3.0-68.0-4.0","29","39781","female","null","","","","null","","33","","","778743","","","","","","","1900","147300","1904","147682","1900","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","705","782450","0.0-3.0-70.0-0.0","29","39781","female","null","","","","null","","34","","","780647","1","","","","1","","1800","149200","1803","149586","","","","","","","","","","","G","0","1800","right","scramble","2700","2","37","6","objects","outdoor_scenes","Stimuli/Experimental_stims/scramble/objects/scrambled_alexander-andrews-VLGWE_SumrA-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_meng-ji-8BH_M-53CyA-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","706","782783","0.0-3.0-70.0-1.0-0.0","29","39781","female","330","","","","75","","34","","","782450","","","","","0","","330","151000","333","151389","1200","0","6","37","outdoor_scenes","objects","","","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_alexander-andrews-VLGWE_SumrA-unsplash.jpg","","","","","","","2","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","707","783656","0.0-3.0-70.0-2.0-0.0","29","39781","female","null","","","","null","","34","","","782783","","","","","","","870","151330","873","151722","870","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","708","786359","0.0-3.0-70.0-4.0","29","39781","female","null","","","","null","","34","","","783656","","","","","","","2700","152200","2703","152595","2700","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","709","787048","0.0-3.0-72.0-0.0","29","39781","female","684","","","","68","","35","","","786359","1","","","","0","","684","154900","689","155298","","1","21","32","faces","body_parts","73","36","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg","Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","F","0","0","","original","1000","2","21","32","faces","body_parts","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg","Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","73","36","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","710","789368","0.0-3.0-72.0-2.0-0.0","29","39781","female","null","","","","null","","35","","","787048","","","","","","","2316","155584","2320","155987","2316","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","711","790371","0.0-3.0-72.0-4.0","29","39781","female","null","","","","null","","35","","","789368","","","","","","","1000","157900","1003","158307","1000","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","712","790935","0.0-3.0-74.0-0.0","29","39781","female","561","","","","68","","36","","","790371","1","","","","0","","561","158900","564","159310","","1","10","34","outdoor_scenes","body_parts","68","41","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","C","0","0","","original","2400","2","10","34","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","68","41","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","713","793379","0.0-3.0-74.0-2.0-0.0","29","39781","female","null","","","","null","","36","","","790935","","","","","","","2439","159461","2444","159874","2439","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","714","795782","0.0-3.0-74.0-4.0","29","39781","female","null","","","","null","","36","","","793379","","","","","","","2400","161900","2403","162318","2400","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","715","797086","0.0-3.0-76.0-0.0","29","39781","female","null","","","","null","","37","","","795782","1","","","","1","","1300","164300","1304","164721","","","","","","","","","","","I","0","1300","right","scramble","3400","2","24","7","body_parts","outdoor_scenes","Stimuli/Experimental_stims/scramble/body_parts/scrambled_clay-banks-LjqARJaJotc-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","716","797512","0.0-3.0-76.0-1.0-0.0","29","39781","female","423","","","","75","","37","","","797086","","","","","0","","423","165600","426","166025","1700","0","7","24","outdoor_scenes","body_parts","","","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_clay-banks-LjqARJaJotc-unsplash.jpg","","","","","","","2","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","717","798792","0.0-3.0-76.0-2.0-0.0","29","39781","female","null","","","","null","","37","","","797512","","","","","","","1277","166023","1280","166451","1277","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","718","802196","0.0-3.0-76.0-4.0","29","39781","female","null","","","","null","","37","","","798792","","","","","","","3400","167300","3404","167731","3400","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","719","803999","0.0-3.0-78.0-0.0","29","39781","female","null","","","","null","","38","","","802196","1","","","","1","","1800","170700","1803","171135","","","","","","","","","","","J","0","1800","left","scramble","1200","2","13","42","faces","objects","Stimuli/Experimental_stims/scramble/faces/scrambled_daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_jess-bailey-nOeVi8DsN8U-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","720","804361","0.0-3.0-78.0-1.0-0.0","29","39781","female","359","","","","68","","38","","","803999","","","","","0","","359","172500","362","172938","1200","1","13","42","faces","objects","","","Stimuli/Experimental_stims/scramble/faces/scrambled_daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_jess-bailey-nOeVi8DsN8U-unsplash.jpg","","","","","","","2","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","721","805207","0.0-3.0-78.0-2.0-0.0","29","39781","female","null","","","","null","","38","","","804361","","","","","","","841","172859","846","173300","841","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","722","806411","0.0-3.0-78.0-4.0","29","39781","female","null","","","","null","","38","","","805207","","","","","","","1200","173700","1204","174146","1200","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","723","807129","0.0-3.0-80.0-0.0","29","39781","female","715","","","","75","","39","","","806411","1","","","","0","","715","174900","718","175350","","0","6","37","outdoor_scenes","objects","94","57","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","G","0","0","","original","2000","2","37","6","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","57","94","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","724","809418","0.0-3.0-80.0-2.0-0.0","29","39781","female","null","","","","null","","39","","","807129","","","","","","","2285","175615","2289","176068","2285","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","725","811422","0.0-3.0-80.0-4.0","29","39781","female","null","","","","null","","39","","","809418","","","","","","","2000","177900","2004","178357","2000","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","726","812466","0.0-3.0-82.0-0.0","29","39781","female","1041","","","","75","","40","","","811422","1","","","","0","","1041","179900","1044","180361","","0","16","29","faces","body_parts","66","63","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","L","0","0","","original","1600","2","29","16","body_parts","faces","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","63","66","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","727","814429","0.0-3.0-82.0-2.0-0.0","29","39781","female","null","","","","null","","40","","","812466","","","","","","","1959","180941","1963","181405","1959","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","728","816033","0.0-3.0-82.0-4.0","29","39781","female","null","","","","null","","40","","","814429","","","","","","","1600","182900","1604","183368","1600","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","729","817936","0.0-3.0-84.0-0.0","29","39781","female","null","","","","null","","41","","","816033","1","","","","1","","1900","184500","1903","184972","","","","","","","","","","","D","0","1900","left","scramble","2800","2","45","17","objects","faces","Stimuli/Experimental_stims/scramble/objects/scrambled_leohoho-rngTKHXumy0-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_good-faces-xmSWVeGEnJw-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","730","818285","0.0-3.0-84.0-1.0-0.0","29","39781","female","344","","","","68","","41","","","817936","","","","","0","","344","186400","349","186875","1100","1","45","17","objects","faces","","","Stimuli/Experimental_stims/scramble/objects/scrambled_leohoho-rngTKHXumy0-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_good-faces-xmSWVeGEnJw-unsplash.jpg","","","","","","","2","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","731","819045","0.0-3.0-84.0-2.0-0.0","29","39781","female","null","","","","null","","41","","","818285","","","","","","","756","186744","760","187224","756","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","732","821848","0.0-3.0-84.0-4.0","29","39781","female","null","","","","null","","41","","","819045","","","","","","","2800","187500","2803","187984","2800","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","733","823252","0.0-3.0-86.0-0.0","29","39781","female","null","","","","null","","42","","","821848","1","","","","1","","1400","190300","1404","190787","","","","","","","","","","","K","0","1400","right","scramble","1600","2","25","44","body_parts","objects","Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_kuiye-chen-NuOGFo4PudE-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","734","823643","0.0-3.0-86.0-1.0-0.0","29","39781","female","388","","","","75","","42","","","823252","","","","","0","","388","191700","391","192191","1600","0","44","25","objects","body_parts","","","Stimuli/Experimental_stims/scramble/objects/scrambled_kuiye-chen-NuOGFo4PudE-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-Q2rfH3GW39c-unsplash.jpg","","","","","","","2","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","735","824859","0.0-3.0-86.0-2.0-0.0","29","39781","female","null","","","","null","","42","","","823643","","","","","","","1212","192088","1216","192582","1212","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","736","826464","0.0-3.0-86.0-4.0","29","39781","female","null","","","","null","","42","","","824859","","","","","","","1600","193300","1605","193798","1600","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","737","827020","0.0-3.0-88.0-0.0","29","39781","female","553","","","","75","","43","","","826464","1","","","","0","","553","194900","556","195403","","0","17","45","faces","objects","78","67","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","D","0","0","","original","1400","2","45","17","objects","faces","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","67","78","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","738","829470","0.0-3.0-88.0-2.0-0.0","29","39781","female","null","","","","null","","43","","","827020","","","","","","","2447","195453","2450","195959","2447","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","739","830874","0.0-3.0-88.0-4.0","29","39781","female","null","","","","null","","43","","","829470","","","","","","","1400","197900","1404","198409","1400","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","740","831764","0.0-3.0-90.0-0.0","29","39781","female","887","","","","75","","44","","","830874","1","","","","0","","887","199300","890","199813","","0","44","25","objects","body_parts","47","29","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","K","0","0","","original","1900","2","25","44","body_parts","objects","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","29","47","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","741","833881","0.0-3.0-90.0-2.0-0.0","29","39781","female","null","","","","null","","44","","","831764","","","","","","","2113","200187","2117","200703","2113","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","742","835785","0.0-3.0-90.0-4.0","29","39781","female","null","","","","null","","44","","","833881","","","","","","","1900","202300","1904","202820","1900","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","743","837489","0.0-3.0-92.0-0.0","29","39781","female","null","","","","null","","45","","","835785","1","","","","1","","1700","204200","1704","204724","","","","","","","","","","","B","0","1700","right","scramble","3000","2","0","20","outdoor_scenes","faces","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_justin-chen-J7Cf1Gch49E-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","744","837821","0.0-3.0-92.0-1.0-0.0","29","39781","female","329","","","","75","","45","","","837489","","","","","0","","329","205900","332","206428","1300","0","20","0","faces","outdoor_scenes","","","Stimuli/Experimental_stims/scramble/faces/scrambled_justin-chen-J7Cf1Gch49E-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","","","","","","","2","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","745","838795","0.0-3.0-92.0-2.0-0.0","29","39781","female","null","","","","null","","45","","","837821","","","","","","","971","206229","974","206760","971","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","746","841799","0.0-3.0-92.0-4.0","29","39781","female","null","","","","null","","45","","","838795","","","","","","","3000","207200","3004","207734","3000","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","747","842405","0.0-3.0-94.0-0.0","29","39781","female","603","","","","68","","46","","","841799","1","","","","0","","603","210200","606","210738","","1","0","20","outdoor_scenes","faces","82","48","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg","B","0","0","","original","1100","2","0","20","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg","82","48","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","748","844806","0.0-3.0-94.0-2.0-0.0","29","39781","female","null","","","","null","","46","","","842405","","","","","","","2397","210803","2401","211344","2397","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","749","845910","0.0-3.0-94.0-4.0","29","39781","female","null","","","","null","","46","","","844806","","","","","","","1100","213200","1104","213745","1100","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","750","846914","0.0-3.0-96.0-0.0","29","39781","female","null","","","","null","","47","","","845910","1","","","","1","","1000","214300","1004","214849","","","","","","","","","","","E","0","1000","left","scramble","2000","2","36","33","objects","body_parts","Stimuli/Experimental_stims/scramble/objects/scrambled_alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_tucker-good-36skLT5jZcc-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","751","847286","0.0-3.0-96.0-1.0-0.0","29","39781","female","370","","","","68","","47","","","846914","","","","","0","","370","215300","372","215853","2000","1","36","33","objects","body_parts","","","Stimuli/Experimental_stims/scramble/objects/scrambled_alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_tucker-good-36skLT5jZcc-unsplash.jpg","","","","","","","2","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","752","848920","0.0-3.0-96.0-2.0-0.0","29","39781","female","null","","","","null","","47","","","847286","","","","","","","1630","215670","1634","216225","1630","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","753","850923","0.0-3.0-96.0-4.0","29","39781","female","null","","","","null","","47","","","848920","","","","","","","2000","217300","2003","217859","2000","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
