"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","not_enough_deliberation_choices","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","missed_checkup","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","warning","scramble_acc","scramble_no_response"
"","localizer","","html-keyboard-response","162","276920","0.0-2.0-50.0-0.0","25","53725","male","1","NaN","","","","null","NaN","48","","Stimuli/Experimental_stims/localizer/faces/filipe-almeida-mnEWC72eWDM-unsplash.jpg","276516","1","faces","","0","1","0","400","56800","404","57210","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","163","277228","0.0-2.0-50.0-1.0","25","53725","male","1","null","","","","null","","48","","","276920","1","","","","","","300","57200","308","57614","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","164","277633","0.0-2.0-51.0-0.0","25","53725","male","1","NaN","","","","null","NaN","49","","Stimuli/Experimental_stims/localizer/faces/midas-hofstra-tidSLv-UaNs-unsplash.jpg","277228","1","faces","","0","1","0","400","57500","405","57922","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","165","277938","0.0-2.0-51.0-1.0","25","53725","male","1","null","","","","null","","49","","","277633","1","","","","","","300","57900","305","58327","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","166","278343","0.0-2.0-52.0-0.0","25","53725","male","1","NaN","","","","null","NaN","50","","Stimuli/Experimental_stims/localizer/faces/darshan-patel-QJEVpydulGs-unsplash.jpg","277938","1","faces","","0","1","0","400","58200","405","58632","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","167","278648","0.0-2.0-52.0-1.0","25","53725","male","1","null","","","","null","","50","","","278343","1","","","","","","300","58600","305","59037","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","168","279053","0.0-2.0-53.0-0.0","25","53725","male","1","NaN","","","","null","NaN","51","","Stimuli/Experimental_stims/localizer/faces/ivan-dodig-R21SyyJDFgc-unsplash.jpg","278648","1","faces","","0","1","0","400","58900","405","59342","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","169","279358","0.0-2.0-53.0-1.0","25","53725","male","1","null","","","","null","","51","","","279053","1","","","","","","300","59300","305","59747","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","170","279762","0.0-2.0-54.0-0.0","25","53725","male","1","NaN","","","","null","NaN","52","","Stimuli/Experimental_stims/localizer/faces/austin-wade-X6Uj51n5CE8-unsplash.jpg","279358","1","faces","","0","1","0","400","59600","404","60052","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","171","280067","0.0-2.0-54.0-1.0","25","53725","male","1","null","","","","null","","52","","","279762","1","","","","","","300","60000","305","60456","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","172","280471","0.0-2.0-55.0-0.0","25","53725","male","1","NaN","","","","null","NaN","53","","Stimuli/Experimental_stims/localizer/faces/linkedin-sales-solutions-pAtA8xe_iVM-unsplash.jpg","280067","1","faces","","0","1","0","400","60300","404","60761","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","173","280775","0.0-2.0-55.0-1.0","25","53725","male","1","null","","","","null","","53","","","280471","1","","","","","","300","60700","304","61165","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","174","281180","0.0-2.0-56.0-0.0","25","53725","male","1","NaN","","","","null","NaN","54","","Stimuli/Experimental_stims/localizer/faces/pavel-anoshin-d0peGya6R5Y-unsplash.jpg","280775","1","faces","","0","1","0","400","61000","405","61469","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","175","281485","0.0-2.0-56.0-1.0","25","53725","male","1","null","","","","null","","54","","","281180","1","","","","","","300","61400","305","61874","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","176","281890","0.0-2.0-57.0-0.0","25","53725","male","1","NaN","","","","null","NaN","55","","Stimuli/Experimental_stims/localizer/faces/jeffery-erhunse-vp9mRauo68c-unsplash.jpg","281485","1","faces","","0","1","0","400","61700","405","62179","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","177","282195","0.0-2.0-57.0-1.0","25","53725","male","1","null","","","","null","","55","","","281890","1","","","","","","300","62100","305","62584","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","178","282600","0.0-2.0-58.0-0.0","25","53725","male","1","137","","","","68","0","56","","Stimuli/Experimental_stims/localizer/faces/aatik-tasneem-7omHUGhhmZ0-unsplash.jpg","282195","1","faces","","0","0","1","400","62400","405","62889","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","179","282906","0.0-2.0-58.0-1.0","25","53725","male","1","null","","","","null","","56","","","282600","1","","","","","","300","62800","306","63294","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","180","283311","0.0-2.0-59.0-0.0","25","53725","male","1","NaN","","","","null","NaN","57","","Stimuli/Experimental_stims/localizer/faces/abstral-official-cyOKLSgkgCE-unsplash.jpg","282906","1","faces","","0","1","0","400","63100","405","63600","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","181","283616","0.0-2.0-59.0-1.0","25","53725","male","1","null","","","","null","","57","","","283311","1","","","","","","300","63500","305","64005","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","182","284021","0.0-2.0-60.0-0.0","25","53725","male","1","16","","","","68","0","58","","Stimuli/Experimental_stims/localizer/faces/brooke-cagle-Nm70URdtf3c-unsplash (1).jpg","283616","1","faces","","0","0","1","400","63800","405","64310","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","183","284326","0.0-2.0-60.0-1.0","25","53725","male","1","null","","","","null","","58","","","284021","1","","","","","","300","64200","305","64715","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","184","284731","0.0-2.0-61.0-0.0","25","53725","male","1","161","","","","68","0","59","","Stimuli/Experimental_stims/localizer/faces/icons8-team-6LZuSzSwso0-unsplash.jpg","284326","1","faces","","0","0","1","400","64500","405","65020","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","185","285036","0.0-2.0-61.0-1.0","25","53725","male","1","null","","","","null","","59","","","284731","1","","","","","","300","64900","305","65425","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","186","285441","0.0-2.0-62.0-0.0","25","53725","male","1","NaN","","","","null","NaN","60","","Stimuli/Experimental_stims/localizer/faces/christina-wocintechchat-com-0Zx1bDv5BNY-unsplash.jpg","285036","1","faces","","0","1","0","400","65200","405","65730","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","187","285746","0.0-2.0-62.0-1.0","25","53725","male","1","null","","","","null","","60","","","285441","1","","","","","","300","65600","305","66135","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","188","286151","0.0-2.0-63.0-0.0","25","53725","male","1","NaN","","","","null","NaN","61","","Stimuli/Experimental_stims/localizer/faces/juan-encalada-WC7KIHo13Fc-unsplash.jpg","285746","1","faces","","0","1","0","400","65900","405","66440","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","189","286455","0.0-2.0-63.0-1.0","25","53725","male","1","null","","","","null","","61","","","286151","1","","","","","","300","66300","304","66845","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","190","286860","0.0-2.0-64.0-0.0","25","53725","male","1","57","","","","68","0","62","","Stimuli/Experimental_stims/localizer/faces/nick-karvounis-JyO_szjGvUw-unsplash.jpg","286455","1","faces","","0","0","1","400","66600","405","67149","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","191","287165","0.0-2.0-64.0-1.0","25","53725","male","1","null","","","","null","","62","","","286860","1","","","","","","300","67000","305","67554","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","192","287570","0.0-2.0-65.0-0.0","25","53725","male","1","322","","","","68","0","63","","Stimuli/Experimental_stims/localizer/faces/carlos-vaz-KP4bxnxAilU-unsplash.jpg","287165","1","faces","","0","0","1","400","67300","405","67859","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","193","287875","0.0-2.0-65.0-1.0","25","53725","male","1","null","","","","null","","63","","","287570","1","","","","","","300","67700","305","68264","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","194","288280","0.0-2.0-66.0-0.0","25","53725","male","1","NaN","","","","null","NaN","64","","Stimuli/Experimental_stims/localizer/faces/tyler-nix-ZGa9d1a_4tA-unsplash.jpg","287875","1","faces","","1","1","0","400","68000","405","68569","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","195","288584","0.0-2.0-66.0-1.0","25","53725","male","1","null","","","","null","","64","","","288280","1","","","","","","300","68400","304","68974","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","196","288990","0.0-2.0-67.0-0.0","25","53725","male","1","248","","","","75","1","65","","Stimuli/Experimental_stims/localizer/faces/samuel-dixon--fQ5XNOcqFQ-unsplash.jpg","288584","1","faces","","0","0","0","400","68700","406","69278","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","197","302994","0.0-2.0-67.0-1.0","25","53725","male","1","null","","","","null","","65","","","288990","1","","","","","","14000","69100","14004","69684","14000","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","198","303400","0.0-2.0-68.0-0.0","25","53725","male","1","NaN","","","","null","NaN","66","","Stimuli/Experimental_stims/localizer/body_parts/nihal-karkala-LlOfbQD-IJ0-unsplash.jpg","302994","1","body_parts","","1","1","0","400","83100","406","83688","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","199","303705","0.0-2.0-68.0-1.0","25","53725","male","1","null","","","","null","","66","","","303400","1","","","","","","300","83500","305","84094","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","200","304110","0.0-2.0-69.0-0.0","25","53725","male","1","NaN","","","","null","NaN","67","","Stimuli/Experimental_stims/localizer/body_parts/nick-page-WTNmgJtwzGI-unsplash.jpg","303705","1","body_parts","","0","1","0","400","83800","405","84399","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","201","304415","0.0-2.0-69.0-1.0","25","53725","male","1","null","","","","null","","67","","","304110","1","","","","","","300","84200","305","84804","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","202","304820","0.0-2.0-70.0-0.0","25","53725","male","1","326","","","","68","0","68","","Stimuli/Experimental_stims/localizer/body_parts/sina-rezakhani-d1gQi0Jl05U-unsplash (1).jpg","304415","1","body_parts","","0","0","1","400","84500","405","85109","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","203","305124","0.0-2.0-70.0-1.0","25","53725","male","1","null","","","","null","","68","","","304820","1","","","","","","300","84900","304","85514","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","204","305529","0.0-2.0-71.0-0.0","25","53725","male","1","307","","","","68","0","69","","Stimuli/Experimental_stims/localizer/body_parts/meghan-thompson-U1b8OB0QpIo-unsplash.jpg","305124","1","body_parts","","0","0","1","400","85200","405","85818","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","205","305834","0.0-2.0-71.0-1.0","25","53725","male","1","null","","","","null","","69","","","305529","1","","","","","","300","85600","305","86223","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","206","306239","0.0-2.0-72.0-0.0","25","53725","male","1","NaN","","","","null","NaN","70","","Stimuli/Experimental_stims/localizer/body_parts/davidcohen-qghuLqyh3nE-unsplash.jpg","305834","1","body_parts","","0","1","0","400","85900","405","86528","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","207","306544","0.0-2.0-72.0-1.0","25","53725","male","1","null","","","","null","","70","","","306239","1","","","","","","300","86300","305","86933","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","208","306949","0.0-2.0-73.0-0.0","25","53725","male","1","NaN","","","","null","NaN","71","","Stimuli/Experimental_stims/localizer/body_parts/sincerely-media-QyzlAZjm0r0-unsplash.jpg","306544","1","body_parts","","0","1","0","400","86600","405","87238","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","209","307256","0.0-2.0-73.0-1.0","25","53725","male","1","null","","","","null","","71","","","306949","1","","","","","","300","87000","307","87643","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","210","307661","0.0-2.0-74.0-0.0","25","53725","male","1","NaN","","","","null","NaN","72","","Stimuli/Experimental_stims/localizer/body_parts/juja-han-Z8-6EI2tYtw-unsplash.jpg","307256","1","body_parts","","0","1","0","400","87300","405","87950","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","211","307965","0.0-2.0-74.0-1.0","25","53725","male","1","null","","","","null","","72","","","307661","1","","","","","","300","87700","304","88355","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","212","308370","0.0-2.0-75.0-0.0","25","53725","male","1","7","","","","68","0","73","","Stimuli/Experimental_stims/localizer/body_parts/natalie-grainger-8uB5kFKWWkk-unsplash.jpg","307965","1","body_parts","","0","0","1","400","88000","405","88659","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","213","308674","0.0-2.0-75.0-1.0","25","53725","male","1","null","","","","null","","73","","","308370","1","","","","","","300","88400","304","89064","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","214","309079","0.0-2.0-76.0-0.0","25","53725","male","1","NaN","","","","null","NaN","74","","Stimuli/Experimental_stims/localizer/body_parts/debby-hudson--B_757qSA4k-unsplash.jpg","308674","1","body_parts","","0","1","0","400","88700","405","89368","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","215","309384","0.0-2.0-76.0-1.0","25","53725","male","1","null","","","","null","","74","","","309079","1","","","","","","300","89100","305","89773","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","216","309790","0.0-2.0-77.0-0.0","25","53725","male","1","23","","","","68","0","75","","Stimuli/Experimental_stims/localizer/body_parts/pure-julia-E9Q4bqYHtIM-unsplash.jpg","309384","1","body_parts","","0","0","1","400","89400","406","90078","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","217","310095","0.0-2.0-77.0-1.0","25","53725","male","1","null","","","","null","","75","","","309790","1","","","","","","300","89800","305","90484","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","218","310500","0.0-2.0-78.0-0.0","25","53725","male","1","NaN","","","","null","NaN","76","","Stimuli/Experimental_stims/localizer/body_parts/charles-etoroma-1fo0biloDOc-unsplash.jpg","310095","1","body_parts","","0","1","0","400","90100","405","90789","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","219","310805","0.0-2.0-78.0-1.0","25","53725","male","1","null","","","","null","","76","","","310500","1","","","","","","300","90500","305","91194","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","220","311210","0.0-2.0-79.0-0.0","25","53725","male","1","NaN","","","","null","NaN","77","","Stimuli/Experimental_stims/localizer/body_parts/david-fanuel-qnV8X7OViNY-unsplash.jpg","310805","1","body_parts","","0","1","0","400","90800","405","91499","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","221","311515","0.0-2.0-79.0-1.0","25","53725","male","1","null","","","","null","","77","","","311210","1","","","","","","300","91200","305","91904","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","222","311921","0.0-2.0-80.0-0.0","25","53725","male","1","NaN","","","","null","NaN","78","","Stimuli/Experimental_stims/localizer/body_parts/diana-polekhina-SwWjCbIIoFE-unsplash.jpg","311515","1","body_parts","","0","1","0","400","91500","406","92209","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","223","312225","0.0-2.0-80.0-1.0","25","53725","male","1","null","","","","null","","78","","","311921","1","","","","","","300","91900","304","92615","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","224","312631","0.0-2.0-81.0-0.0","25","53725","male","1","NaN","","","","null","NaN","79","","Stimuli/Experimental_stims/localizer/body_parts/ant-rozetsky-bXQd8JXx0vs-unsplash.jpg","312225","1","body_parts","","0","1","0","400","92200","406","92919","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","225","312935","0.0-2.0-81.0-1.0","25","53725","male","1","null","","","","null","","79","","","312631","1","","","","","","300","92600","304","93325","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","226","313340","0.0-2.0-82.0-0.0","25","53725","male","1","33","","","","68","0","80","","Stimuli/Experimental_stims/localizer/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg","312935","1","body_parts","","0","0","1","400","92900","405","93629","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","227","313645","0.0-2.0-82.0-1.0","25","53725","male","1","null","","","","null","","80","","","313340","1","","","","","","300","93300","305","94034","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","228","314050","0.0-2.0-83.0-0.0","25","53725","male","1","48","","","","68","0","81","","Stimuli/Experimental_stims/localizer/body_parts/freestocks-qw9LFf5T790-unsplash.jpg","313645","1","body_parts","","0","0","1","400","93600","405","94339","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","229","314355","0.0-2.0-83.0-1.0","25","53725","male","1","null","","","","null","","81","","","314050","1","","","","","","300","94000","305","94744","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","230","314761","0.0-2.0-84.0-0.0","25","53725","male","1","NaN","","","","null","NaN","82","","Stimuli/Experimental_stims/localizer/body_parts/carlos-henrique-NAOJKwZswbs-unsplash.jpg","314355","1","body_parts","","0","1","0","400","94300","406","95049","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","231","315065","0.0-2.0-84.0-1.0","25","53725","male","1","null","","","","null","","82","","","314761","1","","","","","","300","94700","304","95455","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","232","315470","0.0-2.0-85.0-0.0","25","53725","male","1","NaN","","","","null","NaN","83","","Stimuli/Experimental_stims/localizer/body_parts/boyd-christiansen-uVj7kewrZ-o-unsplash.jpg","315065","1","body_parts","","1","1","0","400","95000","405","95759","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","233","315774","0.0-2.0-85.0-1.0","25","53725","male","1","null","","","","null","","83","","","315470","1","","","","","","300","95400","304","96164","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","234","316179","0.0-2.0-86.0-0.0","25","53725","male","1","289","","","","75","1","84","","Stimuli/Experimental_stims/localizer/body_parts/nick-page-jAGdpOGvLAA-unsplash.jpg","315774","1","body_parts","","0","0","0","400","95700","405","96468","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","235","316484","0.0-2.0-86.0-1.0","25","53725","male","1","null","","","","null","","84","","","316179","1","","","","","","300","96100","305","96873","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","236","316889","0.0-2.0-87.0-0.0","25","53725","male","1","32","","","","68","0","85","","Stimuli/Experimental_stims/localizer/body_parts/lilartsy-1KkhQ8uL28g-unsplash.jpg","316484","1","body_parts","","0","0","1","400","96400","405","97178","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","237","330894","0.0-2.0-87.0-1.0","25","53725","male","1","null","","","","null","","85","","","316889","1","","","","","","14000","96800","14005","97583","14000","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","238","331299","0.0-2.0-88.0-0.0","25","53725","male","1","NaN","","","","null","NaN","86","","Stimuli/Experimental_stims/localizer/objects/yossy-made-yulian-WaEqwDSIeTY-unsplash.jpg","330894","1","objects","","1","1","0","400","110800","405","111588","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","239","331604","0.0-2.0-88.0-1.0","25","53725","male","1","null","","","","null","","86","","","331299","1","","","","","","300","111200","305","111993","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","240","332009","0.0-2.0-89.0-0.0","25","53725","male","1","NaN","","","","null","NaN","87","","Stimuli/Experimental_stims/localizer/objects/namroud-gorguis-FZWivbri0Xk-unsplash.jpg","331604","1","objects","","0","1","0","400","111500","405","112298","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","241","332314","0.0-2.0-89.0-1.0","25","53725","male","1","null","","","","null","","87","","","332009","1","","","","","","300","111900","305","112703","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","242","332719","0.0-2.0-90.0-0.0","25","53725","male","1","173","","","","68","0","88","","Stimuli/Experimental_stims/localizer/objects/muhammad-toqeer-NRJ9ipvz2iE-unsplash.jpg","332314","1","objects","","0","0","1","400","112200","405","113008","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","243","333023","0.0-2.0-90.0-1.0","25","53725","male","1","null","","","","null","","88","","","332719","1","","","","","","300","112600","304","113413","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","244","333429","0.0-2.0-91.0-0.0","25","53725","male","1","NaN","","","","null","NaN","89","","Stimuli/Experimental_stims/localizer/objects/chris-briggs-x9TCnxNBofE-unsplash.jpg","333023","1","objects","","0","1","0","400","112900","406","113717","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","245","333733","0.0-2.0-91.0-1.0","25","53725","male","1","null","","","","null","","89","","","333429","1","","","","","","300","113300","304","114123","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","246","334137","0.0-2.0-92.0-0.0","25","53725","male","1","167","","","","68","0","90","","Stimuli/Experimental_stims/localizer/objects/collab-media-eddtBBbaw0Y-unsplash.jpg","333733","1","objects","","0","0","1","400","113600","404","114427","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","247","334442","0.0-2.0-92.0-1.0","25","53725","male","1","null","","","","null","","90","","","334137","1","","","","","","300","114000","305","114831","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","248","334847","0.0-2.0-93.0-0.0","25","53725","male","1","5","","","","68","0","91","","Stimuli/Experimental_stims/localizer/objects/nordwood-themes-E9tFH39iRPE-unsplash.jpg","334442","1","objects","","0","0","1","400","114300","405","115136","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","249","335152","0.0-2.0-93.0-1.0","25","53725","male","1","null","","","","null","","91","","","334847","1","","","","","","300","114700","305","115541","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","250","335557","0.0-2.0-94.0-0.0","25","53725","male","1","110","","","","68","0","92","","Stimuli/Experimental_stims/localizer/objects/oriento-maVIpNNtmlQ-unsplash.jpg","335152","1","objects","","0","0","1","400","115000","405","115846","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","251","335862","0.0-2.0-94.0-1.0","25","53725","male","1","null","","","","null","","92","","","335557","1","","","","","","300","115400","305","116251","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","252","336267","0.0-2.0-95.0-0.0","25","53725","male","1","310","","","","68","0","93","","Stimuli/Experimental_stims/localizer/objects/alex-lvrs-2zDw14yCYqk-unsplash.jpg","335862","1","objects","","0","0","1","400","115700","405","116556","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","253","336572","0.0-2.0-95.0-1.0","25","53725","male","1","null","","","","null","","93","","","336267","1","","","","","","300","116100","305","116961","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","254","336977","0.0-2.0-96.0-0.0","25","53725","male","1","NaN","","","","null","NaN","94","","Stimuli/Experimental_stims/localizer/objects/quaritsch-photography-lZ8onQ1wuY8-unsplash.jpg","336572","1","objects","","0","1","0","400","116400","405","117266","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","255","337281","0.0-2.0-96.0-1.0","25","53725","male","1","null","","","","null","","94","","","336977","1","","","","","","300","116800","304","117671","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","256","337686","0.0-2.0-97.0-0.0","25","53725","male","1","NaN","","","","null","NaN","95","","Stimuli/Experimental_stims/localizer/objects/saif71-com-VIKdvmGUhq8-unsplash.jpg","337281","1","objects","","0","1","0","400","117100","405","117975","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","257","337991","0.0-2.0-97.0-1.0","25","53725","male","1","null","","","","null","","95","","","337686","1","","","","","","300","117500","305","118380","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","258","338396","0.0-2.0-98.0-0.0","25","53725","male","1","111","","","","68","0","96","","Stimuli/Experimental_stims/localizer/objects/yoann-siloine-_T4w3JDm6ug-unsplash.jpg","337991","1","objects","","0","0","1","400","117800","405","118685","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","259","338701","0.0-2.0-98.0-1.0","25","53725","male","1","null","","","","null","","96","","","338396","1","","","","","","300","118200","305","119090","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
