"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","missed_checkup","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","warning","scramble_acc","scramble_no_response","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally"
"","iti_localizer","","html-keyboard-response","357","469355","0.0-2.0-146.0-1.0","24","65907","female","null","","","","null","","144","","","469051","1","","","","","","300","179200","304","180816","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","358","469761","0.0-2.0-147.0-0.0","24","65907","female","NaN","","","","null","NaN","145","","Stimuli/Experimental_stims/localizer/body_parts/juja-han-Z8-6EI2tYtw-unsplash.jpg","469355","1","body_parts","","0","1","0","400","179500","406","181120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","359","483766","0.0-2.0-147.0-1.0","24","65907","female","null","","","","null","","145","","","469761","1","","","","","","14000","179900","14005","181526","14000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","360","484172","0.0-2.0-148.0-0.0","24","65907","female","NaN","","","","null","NaN","146","","Stimuli/Experimental_stims/localizer/outdoor_scenes/wai-siew-mTFyV8oNDzU-unsplash.jpg","483766","1","outdoor_scenes","","0","1","0","400","193900","406","195531","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","361","484478","0.0-2.0-148.0-1.0","24","65907","female","null","","","","null","","146","","","484172","1","","","","","","300","194300","306","195937","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","362","484883","0.0-2.0-149.0-0.0","24","65907","female","171","","","","68","0","147","","Stimuli/Experimental_stims/localizer/outdoor_scenes/gabriel-garcia-marengo-ht9aLtovtSo-unsplash.jpg","484478","1","outdoor_scenes","","0","0","1","400","194600","405","196243","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","363","485189","0.0-2.0-149.0-1.0","24","65907","female","null","","","","null","","147","","","484883","1","","","","","","300","195000","306","196648","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","364","485595","0.0-2.0-150.0-0.0","24","65907","female","74","","","","68","0","148","","Stimuli/Experimental_stims/localizer/outdoor_scenes/dawid-zawila--G3rw6Y02D0-unsplash.jpg","485189","1","outdoor_scenes","","0","0","1","400","195300","406","196954","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","365","485899","0.0-2.0-150.0-1.0","24","65907","female","null","","","","null","","148","","","485595","1","","","","","","300","195700","304","197360","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","366","486304","0.0-2.0-151.0-0.0","24","65907","female","NaN","","","","null","NaN","149","","Stimuli/Experimental_stims/localizer/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","485899","1","outdoor_scenes","","0","1","0","400","196000","405","197664","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","367","486608","0.0-2.0-151.0-1.0","24","65907","female","null","","","","null","","149","","","486304","1","","","","","","300","196400","304","198069","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","368","487014","0.0-2.0-152.0-0.0","24","65907","female","NaN","","","","null","NaN","150","","Stimuli/Experimental_stims/localizer/outdoor_scenes/wil-stewart-pHANr-CpbYM-unsplash.jpg","486608","1","outdoor_scenes","","0","1","0","400","196700","406","198373","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","369","487319","0.0-2.0-152.0-1.0","24","65907","female","null","","","","null","","150","","","487014","1","","","","","","300","197100","305","198779","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","370","487724","0.0-2.0-153.0-0.0","24","65907","female","71","","","","68","0","151","","Stimuli/Experimental_stims/localizer/outdoor_scenes/john-fowler-aaIN3y2zcMQ-unsplash.jpg","487319","1","outdoor_scenes","","0","0","1","400","197400","405","199084","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","371","488028","0.0-2.0-153.0-1.0","24","65907","female","null","","","","null","","151","","","487724","1","","","","","","300","197800","304","199489","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","372","488433","0.0-2.0-154.0-0.0","24","65907","female","108","","","","68","0","152","","Stimuli/Experimental_stims/localizer/outdoor_scenes/jeremy-cai-ucYWe5mzTMU-unsplash.jpg","488028","1","outdoor_scenes","","1","0","0","400","198100","405","199793","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","373","488738","0.0-2.0-154.0-1.0","24","65907","female","null","","","","null","","152","","","488433","1","","","","","","300","198500","305","200198","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","374","489144","0.0-2.0-155.0-0.0","24","65907","female","127","","","","75","1","153","","Stimuli/Experimental_stims/localizer/outdoor_scenes/luca-bravo-VowIFDxogG4-unsplash.jpg","488738","1","outdoor_scenes","","0","0","0","400","198800","406","200503","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","375","489449","0.0-2.0-155.0-1.0","24","65907","female","null","","","","null","","153","","","489144","1","","","","","","300","199200","305","200909","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","376","489855","0.0-2.0-156.0-0.0","24","65907","female","40","","","","68","0","154","","Stimuli/Experimental_stims/localizer/outdoor_scenes/keith-hardy-UVyavSwslOg-unsplash.jpg","489449","1","outdoor_scenes","","0","0","1","400","199500","406","201214","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","377","490163","0.0-2.0-156.0-1.0","24","65907","female","null","","","","null","","154","","","489855","1","","","","","","300","199900","308","201620","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","378","490570","0.0-2.0-157.0-0.0","24","65907","female","NaN","","","","null","NaN","155","","Stimuli/Experimental_stims/localizer/outdoor_scenes/neom-THlO6Mkf5uI-unsplash.jpg","490163","1","outdoor_scenes","","0","1","0","400","200200","407","201928","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","379","490875","0.0-2.0-157.0-1.0","24","65907","female","null","","","","null","","155","","","490570","1","","","","","","300","200600","305","202335","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","380","491281","0.0-2.0-158.0-0.0","24","65907","female","29","","","","68","0","156","","Stimuli/Experimental_stims/localizer/outdoor_scenes/antoine-beauvillain-qrPqGP-SG8w-unsplash.jpg","490875","1","outdoor_scenes","","0","0","1","400","200900","406","202640","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","381","491585","0.0-2.0-158.0-1.0","24","65907","female","null","","","","null","","156","","","491281","1","","","","","","300","201300","304","203046","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","382","491990","0.0-2.0-159.0-0.0","24","65907","female","0","","","","68","0","157","","Stimuli/Experimental_stims/localizer/outdoor_scenes/alice-donovan-rouse-pZ61ZA8QgcY-unsplash.jpg","491585","1","outdoor_scenes","","0","0","1","400","201600","405","203350","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","383","492295","0.0-2.0-159.0-1.0","24","65907","female","null","","","","null","","157","","","491990","1","","","","","","300","202000","305","203755","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","384","492702","0.0-2.0-160.0-0.0","24","65907","female","NaN","","","","null","NaN","158","","Stimuli/Experimental_stims/localizer/outdoor_scenes/chris-holgersson-zshyCr6HGw0-unsplash.jpg","492295","1","outdoor_scenes","","0","1","0","400","202300","407","204060","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","385","493007","0.0-2.0-160.0-1.0","24","65907","female","null","","","","null","","158","","","492702","1","","","","","","300","202700","305","204467","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","386","493413","0.0-2.0-161.0-0.0","24","65907","female","50","","","","68","0","159","","Stimuli/Experimental_stims/localizer/outdoor_scenes/nikola-majksner-hXNGeAFOgT4-unsplash.jpg","493007","1","outdoor_scenes","","0","0","1","400","203000","406","204772","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","387","493718","0.0-2.0-161.0-1.0","24","65907","female","null","","","","null","","159","","","493413","1","","","","","","300","203400","305","205178","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","388","494125","0.0-2.0-162.0-0.0","24","65907","female","60","","","","68","0","160","","Stimuli/Experimental_stims/localizer/outdoor_scenes/kace-rodriguez-p3OzJuT_Dks-unsplash.jpg","493718","1","outdoor_scenes","","0","0","1","400","203700","407","205483","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","389","494430","0.0-2.0-162.0-1.0","24","65907","female","null","","","","null","","160","","","494125","1","","","","","","300","204100","305","205890","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","390","494837","0.0-2.0-163.0-0.0","24","65907","female","18","","","","68","0","161","","Stimuli/Experimental_stims/localizer/outdoor_scenes/fabian-quintero-UWQP2mh5YJI-unsplash.jpg","494430","1","outdoor_scenes","","1","0","0","400","204400","407","206195","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","391","495141","0.0-2.0-163.0-1.0","24","65907","female","null","","","","null","","161","","","494837","1","","","","","","300","204800","304","206602","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","392","495547","0.0-2.0-164.0-0.0","24","65907","female","153","","","","75","1","162","","Stimuli/Experimental_stims/localizer/outdoor_scenes/chang-qing-2YQoKbyGvDc-unsplash.jpg","495141","1","outdoor_scenes","","0","0","0","400","205100","406","206906","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","393","495852","0.0-2.0-164.0-1.0","24","65907","female","null","","","","null","","162","","","495547","1","","","","","","300","205500","305","207312","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","394","496258","0.0-2.0-165.0-0.0","24","65907","female","69","","","","68","0","163","","Stimuli/Experimental_stims/localizer/outdoor_scenes/sean-oulashin-KMn4VEeEPR8-unsplash.jpg","495852","1","outdoor_scenes","","0","0","1","400","205800","406","207617","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","395","496563","0.0-2.0-165.0-1.0","24","65907","female","null","","","","null","","163","","","496258","1","","","","","","300","206200","305","208023","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","396","496969","0.0-2.0-166.0-0.0","24","65907","female","NaN","","","","null","NaN","164","","Stimuli/Experimental_stims/localizer/outdoor_scenes/ales-krivec-hsX9KpLLsIE-unsplash.jpg","496563","1","outdoor_scenes","","0","1","0","400","206500","406","208328","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","397","497273","0.0-2.0-166.0-1.0","24","65907","female","null","","","","null","","164","","","496969","1","","","","","","300","206900","304","208734","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","398","497683","0.0-2.0-167.0-0.0","24","65907","female","NaN","","","","null","NaN","165","","Stimuli/Experimental_stims/localizer/outdoor_scenes/kalen-emsley-Bkci_8qcdvQ-unsplash.jpg","497273","1","outdoor_scenes","","0","1","0","400","207200","410","209038","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","399","511687","0.0-2.0-167.0-1.0","24","65907","female","null","","","","null","","165","","","497683","1","","","","","","14000","207600","14004","209448","14000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","400","512096","0.0-2.0-168.0-0.0","24","65907","female","NaN","","","","null","NaN","166","","Stimuli/Experimental_stims/localizer/objects/nordwood-themes-nDd3dIkkOLo-unsplash.jpg","511687","1","objects","","0","1","0","400","221600","409","223452","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","401","512402","0.0-2.0-168.0-1.0","24","65907","female","null","","","","null","","166","","","512096","1","","","","","","300","222000","306","223861","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","402","512807","0.0-2.0-169.0-0.0","24","65907","female","270","","","","68","0","167","","Stimuli/Experimental_stims/localizer/objects/nicolas-hippert-kfr_eSrR08M-unsplash.jpg","512402","1","objects","","1","0","0","400","222300","405","224167","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","403","513114","0.0-2.0-169.0-1.0","24","65907","female","null","","","","null","","167","","","512807","1","","","","","","300","222700","307","224572","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","404","513520","0.0-2.0-170.0-0.0","24","65907","female","125","","","","75","1","168","","Stimuli/Experimental_stims/localizer/objects/collab-media-eddtBBbaw0Y-unsplash.jpg","513114","1","objects","","0","0","0","400","223000","406","224879","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","405","513825","0.0-2.0-170.0-1.0","24","65907","female","null","","","","null","","168","","","513520","1","","","","","","300","223400","305","225285","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","406","514234","0.0-2.0-171.0-0.0","24","65907","female","25","","","","68","0","169","","Stimuli/Experimental_stims/localizer/objects/markus-spiske-ANrVtttbNss-unsplash.jpg","513825","1","objects","","0","0","1","400","223700","409","225590","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","407","514541","0.0-2.0-171.0-1.0","24","65907","female","null","","","","null","","169","","","514234","1","","","","","","300","224100","307","225999","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","408","514947","0.0-2.0-172.0-0.0","24","65907","female","27","","","","68","0","170","","Stimuli/Experimental_stims/localizer/objects/lance-reis-v0FYj9iioQg-unsplash.jpg","514541","1","objects","","0","0","1","400","224400","406","226306","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","409","515252","0.0-2.0-172.0-1.0","24","65907","female","null","","","","null","","170","","","514947","1","","","","","","300","224800","305","226712","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","410","515658","0.0-2.0-173.0-0.0","24","65907","female","NaN","","","","null","NaN","171","","Stimuli/Experimental_stims/localizer/objects/florian-klauer-mk7D-4UCfmg-unsplash.jpg","515252","1","objects","","0","1","0","400","225100","406","227017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","411","515963","0.0-2.0-173.0-1.0","24","65907","female","null","","","","null","","171","","","515658","1","","","","","","300","225500","305","227423","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","412","516368","0.0-2.0-174.0-0.0","24","65907","female","76","","","","68","0","172","","Stimuli/Experimental_stims/localizer/objects/girl-with-red-hat-oJG9HOVKGMs-unsplash.jpg","515963","1","objects","","0","0","1","400","225800","405","227728","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","413","516673","0.0-2.0-174.0-1.0","24","65907","female","null","","","","null","","172","","","516368","1","","","","","","300","226200","305","228133","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","414","517081","0.0-2.0-175.0-0.0","24","65907","female","292","","","","68","0","173","","Stimuli/Experimental_stims/localizer/objects/girl-with-red-hat-Xxg-r574pLE-unsplash.jpg","516673","1","objects","","0","0","1","400","226500","408","228438","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","415","517388","0.0-2.0-175.0-1.0","24","65907","female","null","","","","null","","173","","","517081","1","","","","","","300","226900","307","228846","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","416","517795","0.0-2.0-176.0-0.0","24","65907","female","NaN","","","","null","NaN","174","","Stimuli/Experimental_stims/localizer/objects/petr-sidorov-3jm5TGqtULU-unsplash.jpg","517388","1","objects","","0","1","0","400","227200","407","229153","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","417","518101","0.0-2.0-176.0-1.0","24","65907","female","null","","","","null","","174","","","517795","1","","","","","","300","227600","306","229560","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","418","518508","0.0-2.0-177.0-0.0","24","65907","female","NaN","","","","null","NaN","175","","Stimuli/Experimental_stims/localizer/objects/alex-lvrs-2zDw14yCYqk-unsplash.jpg","518101","1","objects","","0","1","0","400","227900","407","229866","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","419","518812","0.0-2.0-177.0-1.0","24","65907","female","null","","","","null","","175","","","518508","1","","","","","","300","228300","304","230273","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","420","519219","0.0-2.0-178.0-0.0","24","65907","female","NaN","","","","null","NaN","176","","Stimuli/Experimental_stims/localizer/objects/muhammad-toqeer-NRJ9ipvz2iE-unsplash.jpg","518812","1","objects","","0","1","0","400","228600","407","230577","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","421","519523","0.0-2.0-178.0-1.0","24","65907","female","null","","","","null","","176","","","519219","1","","","","","","300","229000","304","230984","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","422","519931","0.0-2.0-179.0-0.0","24","65907","female","NaN","","","","null","NaN","177","","Stimuli/Experimental_stims/localizer/objects/mockup-graphics-v_a3DWpOFc0-unsplash.jpg","519523","1","objects","","0","1","0","400","229300","408","231288","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","423","520238","0.0-2.0-179.0-1.0","24","65907","female","null","","","","null","","177","","","519931","1","","","","","","300","229700","307","231696","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","424","520644","0.0-2.0-180.0-0.0","24","65907","female","16","","","","68","0","178","","Stimuli/Experimental_stims/localizer/objects/quino-al-4SNUcHPiC8c-unsplash.jpg","520238","1","objects","","0","0","1","400","230000","406","232003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","425","520949","0.0-2.0-180.0-1.0","24","65907","female","null","","","","null","","178","","","520644","1","","","","","","300","230400","305","232409","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","426","521355","0.0-2.0-181.0-0.0","24","65907","female","NaN","","","","null","NaN","179","","Stimuli/Experimental_stims/localizer/objects/charlesdeluvio-RDjZh9dqlP4-unsplash.jpg","520949","1","objects","","0","1","0","400","230700","406","232714","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","427","521661","0.0-2.0-181.0-1.0","24","65907","female","null","","","","null","","179","","","521355","1","","","","","","300","231100","306","233120","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","428","522067","0.0-2.0-182.0-0.0","24","65907","female","NaN","","","","null","NaN","180","","Stimuli/Experimental_stims/localizer/objects/sam-moghadam-khamseh-xej3GOtAQ-o-unsplash.jpg","521661","1","objects","","0","1","0","400","231400","406","233426","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","429","522371","0.0-2.0-182.0-1.0","24","65907","female","null","","","","null","","180","","","522067","1","","","","","","300","231800","304","233832","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","430","522777","0.0-2.0-183.0-0.0","24","65907","female","0","","","","68","0","181","","Stimuli/Experimental_stims/localizer/objects/saif71-com-VIKdvmGUhq8-unsplash.jpg","522371","1","objects","","0","0","1","400","232100","406","234136","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","431","523082","0.0-2.0-183.0-1.0","24","65907","female","null","","","","null","","181","","","522777","1","","","","","","300","232500","305","234542","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","432","523490","0.0-2.0-184.0-0.0","24","65907","female","NaN","","","","null","NaN","182","","Stimuli/Experimental_stims/localizer/objects/namroud-gorguis-FZWivbri0Xk-unsplash.jpg","523082","1","objects","","0","1","0","400","232800","408","234847","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","433","523794","0.0-2.0-184.0-1.0","24","65907","female","null","","","","null","","182","","","523490","1","","","","","","300","233200","304","235255","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","434","524200","0.0-2.0-185.0-0.0","24","65907","female","NaN","","","","null","NaN","183","","Stimuli/Experimental_stims/localizer/objects/florian-klauer-nptLmg6jqDo-unsplash.jpg","523794","1","objects","","1","1","0","400","233500","406","235559","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","435","524505","0.0-2.0-185.0-1.0","24","65907","female","null","","","","null","","183","","","524200","1","","","","","","300","233900","305","235965","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","436","524910","0.0-2.0-186.0-0.0","24","65907","female","237","","","","75","1","184","","Stimuli/Experimental_stims/localizer/objects/carlos-felipe-ramirez-mesa-x9g65MOXsPY-unsplash.jpg","524505","1","objects","","0","0","0","400","234200","405","236270","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","437","525218","0.0-2.0-186.0-1.0","24","65907","female","null","","","","null","","184","","","524910","1","","","","","","300","234600","308","236675","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","438","525623","0.0-2.0-187.0-0.0","24","65907","female","127","","","","68","0","185","","Stimuli/Experimental_stims/localizer/objects/dan-cristian-padure-ezoshbcxWrM-unsplash.jpg","525218","1","objects","","0","0","1","400","234900","405","236983","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","439","539628","0.0-2.0-187.0-1.0","24","65907","female","null","","","","null","","185","","","525623","1","","","","","","14000","235300","14005","237388","14000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","440","540035","0.0-2.0-188.0-0.0","24","65907","female","NaN","","","","null","NaN","186","","Stimuli/Experimental_stims/localizer/outdoor_scenes/sabeer-darr-Upz-tnx2v2s-unsplash.jpg","539628","1","outdoor_scenes","","0","1","0","400","249300","407","251393","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","441","540340","0.0-2.0-188.0-1.0","24","65907","female","null","","","","null","","186","","","540035","1","","","","","","300","249700","305","251800","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","442","540748","0.0-2.0-189.0-0.0","24","65907","female","142","","","","68","0","187","","Stimuli/Experimental_stims/localizer/outdoor_scenes/adam-kool-ndN00KmbJ1c-unsplash.jpg","540340","1","outdoor_scenes","","0","0","1","400","250000","408","252105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","443","541053","0.0-2.0-189.0-1.0","24","65907","female","null","","","","null","","187","","","540748","1","","","","","","300","250400","305","252513","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","444","541459","0.0-2.0-190.0-0.0","24","65907","female","46","","","","68","0","188","","Stimuli/Experimental_stims/localizer/outdoor_scenes/jay-cai-F_laX9E8CUo-unsplash.jpg","541053","1","outdoor_scenes","","0","0","1","400","250700","406","252818","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","445","541764","0.0-2.0-190.0-1.0","24","65907","female","null","","","","null","","188","","","541459","1","","","","","","300","251100","305","253224","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","446","542170","0.0-2.0-191.0-0.0","24","65907","female","NaN","","","","null","NaN","189","","Stimuli/Experimental_stims/localizer/outdoor_scenes/john-mark-arnold-XNIjmb6Ax04-unsplash.jpg","541764","1","outdoor_scenes","","0","1","0","400","251400","406","253529","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","447","542476","0.0-2.0-191.0-1.0","24","65907","female","null","","","","null","","189","","","542170","1","","","","","","300","251800","306","253935","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","448","542882","0.0-2.0-192.0-0.0","24","65907","female","8","","","","68","0","190","","Stimuli/Experimental_stims/localizer/outdoor_scenes/willian-justen-de-vasconcellos-T_Qe4QlMIvQ-unsplash.jpg","542476","1","outdoor_scenes","","1","0","0","400","252100","406","254241","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","449","543187","0.0-2.0-192.0-1.0","24","65907","female","null","","","","null","","190","","","542882","1","","","","","","300","252500","305","254647","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","450","543593","0.0-2.0-193.0-0.0","24","65907","female","117","","","","75","1","191","","Stimuli/Experimental_stims/localizer/outdoor_scenes/ricardo-gomez-angel-dTSaC-S-7fs-unsplash.jpg","543187","1","outdoor_scenes","","0","0","0","400","252800","406","254952","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
