"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","warning","scramble_acc","scramble_no_response","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","missed_checkup","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating"
"","deliberation","","html-keyboard-response","816","1396267","0.0-3.0-120.0-0.0","35","95708","MALE","72","","","","68","","59","","","1394746","2","","","","0","","1500","38400","1521","38980","","","","","","","","","","","D","0","1500","right","scramble","2500","3","39","14","objects","faces","Stimuli/Experimental_stims/scramble/objects/scrambled_charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_david-siglin-UuW4psOb388-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","817","1397141","0.0-3.0-120.0-1.0-0.0","35","95708","MALE","864","","","","68","","59","","","1396267","","","","","0","","864","39900","874","40501","1500","1","39","14","objects","faces","","","Stimuli/Experimental_stims/scramble/objects/scrambled_charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_david-siglin-UuW4psOb388-unsplash.jpg","","","","","","","3","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","818","1397790","0.0-3.0-120.0-2.0-0.0","35","95708","MALE","null","","","","null","","59","","","1397141","","","","","","","636","40764","649","41375","636","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","819","1400320","0.0-3.0-120.0-4.0","35","95708","MALE","null","","","","null","","59","","","1397790","","","","","","","2500","41400","2530","42024","2500","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","820","1401344","0.0-3.0-122.0-0.0","35","95708","MALE","227","","","","68","","60","","","1400320","2","","","","0","","1000","43900","1024","44554","","","","","","","","","","","C","0","1000","left","scramble","1500","3","5","26","outdoor_scenes","body_parts","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-x_3gyC42btc-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","821","1401696","0.0-3.0-122.0-1.0-0.0","35","95708","MALE","335","","","","68","","60","","","1401344","","","","","0","","335","44900","352","45578","2000","1","5","26","outdoor_scenes","body_parts","","","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-x_3gyC42btc-unsplash.jpg","","","","","","","3","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","822","1403374","0.0-3.0-122.0-2.0-0.0","35","95708","MALE","null","","","","null","","60","","","1401696","","","","","","","1665","45235","1678","45930","1665","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","823","1404891","0.0-3.0-122.0-4.0","35","95708","MALE","null","","","","null","","60","","","1403374","","","","","","","1500","46900","1517","47608","1500","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","824","1405176","0.0-3.0-124.0-0.0","35","95708","MALE","264","","","","68","","61","","","1404891","2","","","","0","","264","48400","285","49125","","1","5","26","outdoor_scenes","body_parts","79","79","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","C","0","0","","original","1500","3","5","26","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","79","79","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","825","1407951","0.0-3.0-124.0-2.0-0.0","35","95708","MALE","null","","","","null","","61","","","1405176","","","","","","","2736","48664","2775","49410","2736","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","826","1409478","0.0-3.0-124.0-4.0","35","95708","MALE","null","","","","null","","61","","","1407951","","","","","","","1500","51400","1527","52185","1500","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","827","1410723","0.0-3.0-126.0-0.0","35","95708","MALE","339","","","","68","","62","","","1409478","2","","","","0","","1200","52900","1245","53712","","","","","","","","","","","L","0","1200","left","scramble","2300","3","25","18","body_parts","faces","Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_jessica-radanavong-mrYkTuAesKE-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","828","1412557","0.0-3.0-126.0-1.0-0.0","35","95708","MALE","null","","","","null","","62","","","1410723","","","","","","","1800","54100","1834","54957","1800","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","3","","","","","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","829","1412890","0.0-3.0-126.0-3.0-0.0","35","95708","MALE","null","","","","null","","62","","","1412557","","","","","1","","300","55900","333","56791","","","","","","","","","","","","","","","","","3","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","830","1414917","0.0-3.0-126.0-4.0","35","95708","MALE","null","","","","null","","62","","","1412890","","","","","","","2000","56200","2027","57124","2000","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","831","1416689","0.0-3.0-128.0-0.0","35","95708","MALE","1758","","","","68","","63","","","1414917","2","","","","0","","1758","58200","1772","59151","","1","43","33","objects","body_parts","89","67","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","E","0","0","","original","1000","3","43","33","objects","body_parts","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","89","67","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","832","1417945","0.0-3.0-128.0-2.0-0.0","35","95708","MALE","null","","","","null","","63","","","1416689","","","","","","","1242","59958","1256","60923","1242","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","833","1418961","0.0-3.0-128.0-4.0","35","95708","MALE","null","","","","null","","63","","","1417945","","","","","","","1000","61200","1016","62179","1000","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","834","1420124","0.0-3.0-130.0-0.0","35","95708","MALE","null","","","","null","","64","","","1418961","2","","","","1","","1100","62200","1163","63195","","","","","","","","","","","F","0","1100","left","scramble","1800","3","19","28","faces","body_parts","Stimuli/Experimental_stims/scramble/faces/scrambled_joel-mott-LaK153ghdig-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","835","1422070","0.0-3.0-130.0-1.0-0.0","35","95708","MALE","null","","","","null","","64","","","1420124","","","","","","","1900","63300","1946","64358","1900","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","3","","","","","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","836","1422392","0.0-3.0-130.0-3.0-0.0","35","95708","MALE","null","","","","null","","64","","","1422070","","","","","1","","300","65200","322","66304","","","","","","","","","","","","","","","","","3","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","837","1423912","0.0-3.0-130.0-4.0","35","95708","MALE","null","","","","null","","64","","","1422392","","","","","","","1500","65500","1520","66626","1500","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","838","1425078","0.0-3.0-132.0-0.0","35","95708","MALE","1147","","","","75","","65","","","1423912","2","","","","0","","1147","67000","1166","68146","","0","45","30","objects","body_parts","73","75","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","K","0","0","","original","1300","3","30","45","body_parts","objects","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","75","73","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","839","1426958","0.0-3.0-132.0-2.0-0.0","35","95708","MALE","null","","","","null","","65","","","1425078","","","","","","","1853","68147","1880","69312","1853","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","840","1428360","0.0-3.0-132.0-4.0","35","95708","MALE","null","","","","null","","65","","","1426958","","","","","","","1300","70000","1402","71192","1300","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","841","1429501","0.0-3.0-134.0-0.0","35","95708","MALE","16","","","","68","","66","","","1428360","2","","","","0","","1100","71300","1141","72594","","","","","","","","","","","H","0","1100","left","scramble","1200","3","17","6","faces","outdoor_scenes","Stimuli/Experimental_stims/scramble/faces/scrambled_good-faces-xmSWVeGEnJw-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_meng-ji-8BH_M-53CyA-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","842","1429783","0.0-3.0-134.0-1.0-0.0","35","95708","MALE","271","","","","68","","66","","","1429501","","","","","0","","271","72400","282","73735","1900","1","17","6","faces","outdoor_scenes","","","Stimuli/Experimental_stims/scramble/faces/scrambled_good-faces-xmSWVeGEnJw-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_meng-ji-8BH_M-53CyA-unsplash.jpg","","","","","","","3","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","843","1431438","0.0-3.0-134.0-2.0-0.0","35","95708","MALE","null","","","","null","","66","","","1429783","","","","","","","1629","72671","1655","74017","1629","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","844","1432659","0.0-3.0-134.0-4.0","35","95708","MALE","null","","","","null","","66","","","1431438","","","","","","","1200","74300","1221","75672","1200","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","845","1434178","0.0-3.0-136.0-0.0","35","95708","MALE","1496","","","","68","","67","","","1432659","2","","","","0","","1496","75500","1519","76893","","1","17","6","faces","outdoor_scenes","75","80","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","H","0","0","","original","1300","3","17","6","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","75","80","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","846","1435701","0.0-3.0-136.0-2.0-0.0","35","95708","MALE","null","","","","null","","67","","","1434178","","","","","","","1504","76996","1523","78412","1504","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","847","1437031","0.0-3.0-136.0-4.0","35","95708","MALE","null","","","","null","","67","","","1435701","","","","","","","1300","78500","1330","79935","1300","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","848","1437759","0.0-3.0-138.0-0.0","35","95708","MALE","33","","","","75","","68","","","1437031","2","","","","0","","700","79800","728","81265","","","","","","","","","","","J","0","700","right","scramble","3300","3","12","46","faces","objects","Stimuli/Experimental_stims/scramble/faces/scrambled_aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_mockup-graphics-PNsj6RiHAF4-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","849","1437955","0.0-3.0-138.0-1.0-0.0","35","95708","MALE","182","","","","75","","68","","","1437759","","","","","0","","182","80500","196","81993","2300","0","46","12","objects","faces","","","Stimuli/Experimental_stims/scramble/objects/scrambled_mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_aiony-haust-jmATI5Q_YgY-unsplash.jpg","","","","","","","3","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","850","1440093","0.0-3.0-138.0-2.0-0.0","35","95708","MALE","null","","","","null","","68","","","1437955","","","","","","","2118","80682","2138","82189","2118","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","851","1443439","0.0-3.0-138.0-4.0","35","95708","MALE","null","","","","null","","68","","","1440093","","","","","","","3300","82800","3346","84327","3300","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","852","1444857","0.0-3.0-140.0-0.0","35","95708","MALE","134","","","","75","","69","","","1443439","2","","","","0","","1400","86100","1418","87673","","","","","","","","","","","A","0","1400","left","scramble","1100","3","2","38","outdoor_scenes","objects","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_art-lasovsky-8XddFc6NkBY-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","853","1444976","0.0-3.0-140.0-1.0-0.0","35","95708","MALE","103","","","","68","","69","","","1444857","","","","","0","","103","87500","119","89091","1600","1","2","38","outdoor_scenes","objects","","","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_art-lasovsky-8XddFc6NkBY-unsplash.jpg","","","","","","","3","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","854","1446485","0.0-3.0-140.0-2.0-0.0","35","95708","MALE","null","","","","null","","69","","","1444976","","","","","","","1497","87603","1509","89210","1497","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","855","1447605","0.0-3.0-140.0-4.0","35","95708","MALE","null","","","","null","","69","","","1446485","","","","","","","1100","89100","1120","90719","1100","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","856","1447628","0.0-3.0-142.0-0.0","35","95708","MALE","12","","","","75","","70","","","1447605","2","","","","0","","12","90200","23","91839","","0","46","12","objects","faces","74","72","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","J","0","0","","original","1700","3","12","46","faces","objects","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","72","74","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","857","1450642","0.0-3.0-142.0-2.0-0.0","35","95708","MALE","null","","","","null","","70","","","1447628","","","","","","","2988","90212","3014","91862","2988","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","858","1452399","0.0-3.0-142.0-4.0","35","95708","MALE","null","","","","null","","70","","","1450642","","","","","","","1700","93200","1757","94876","1700","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","859","1453144","0.0-3.0-144.0-0.0","35","95708","MALE","733","","","","68","","71","","","1452399","2","","","","0","","733","94900","745","96633","","1","25","18","body_parts","faces","84","73","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","L","0","0","","original","2500","3","25","18","body_parts","faces","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","84","73","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","860","1455421","0.0-3.0-144.0-2.0-0.0","35","95708","MALE","null","","","","null","","71","","","1453144","","","","","","","2267","95633","2277","97378","2267","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","861","1457935","0.0-3.0-144.0-4.0","35","95708","MALE","null","","","","null","","71","","","1455421","","","","","","","2500","97900","2514","99655","2500","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","862","1459361","0.0-3.0-146.0-0.0","35","95708","MALE","36","","","","68","","72","","","1457935","2","","","","0","","1400","100400","1426","102169","","","","","","","","","","","B","0","1400","right","scramble","2200","3","9","21","outdoor_scenes","faces","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_leilani-angel-K84vnnzxmTQ-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","863","1459470","0.0-3.0-146.0-1.0-0.0","35","95708","MALE","97","","","","68","","72","","","1459361","","","","","0","","97","101800","109","103595","1600","1","9","21","outdoor_scenes","faces","","","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_leilani-angel-K84vnnzxmTQ-unsplash.jpg","","","","","","","3","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","864","1460992","0.0-3.0-146.0-2.0-0.0","35","95708","MALE","null","","","","null","","72","","","1459470","","","","","","","1503","101897","1522","103704","1503","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","865","1463208","0.0-3.0-146.0-4.0","35","95708","MALE","null","","","","null","","72","","","1460992","","","","","","","2200","103400","2216","105226","2200","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","866","1464326","0.0-3.0-148.0-0.0","35","95708","MALE","114","","","","75","","73","","","1463208","2","","","","0","","1100","105600","1118","107442","","","","","","","","","","","I","0","1100","right","scramble","1400","3","31","4","body_parts","outdoor_scenes","Stimuli/Experimental_stims/scramble/body_parts/scrambled_sincerely-media-VN6DbKajo5s-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","867","1464361","0.0-3.0-148.0-1.0-0.0","35","95708","MALE","21","","","","75","","73","","","1464326","","","","","0","","21","106700","35","108560","1900","0","4","31","outdoor_scenes","body_parts","","","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_sincerely-media-VN6DbKajo5s-unsplash.jpg","","","","","","","3","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","868","1466269","0.0-3.0-148.0-2.0-0.0","35","95708","MALE","null","","","","null","","73","","","1464361","","","","","","","1879","106721","1908","108595","1879","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","869","1467688","0.0-3.0-148.0-4.0","35","95708","MALE","null","","","","null","","73","","","1466269","","","","","","","1400","108600","1419","110503","1400","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","870","1467790","0.0-3.0-150.0-0.0","35","95708","MALE","90","","","","75","","74","","","1467688","2","","","","0","","90","110000","102","111922","","0","28","19","body_parts","faces","50","73","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","F","0","0","","original","2800","3","19","28","faces","body_parts","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","73","50","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","871","1470713","0.0-3.0-150.0-2.0-0.0","35","95708","MALE","null","","","","null","","74","","","1467790","","","","","","","2910","110090","2923","112024","2910","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","872","1473535","0.0-3.0-150.0-4.0","35","95708","MALE","null","","","","null","","74","","","1470713","","","","","","","2800","113000","2822","114947","2800","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","873","1473663","0.0-3.0-152.0-0.0","35","95708","MALE","109","","","","75","","75","","","1473535","2","","","","0","","109","115800","128","117769","","0","0","42","outdoor_scenes","objects","81","78","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","G","0","0","","original","1600","3","42","0","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","78","81","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","874","1476633","0.0-3.0-152.0-2.0-0.0","35","95708","MALE","null","","","","null","","75","","","1473663","","","","","","","2891","115909","2970","117897","2891","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","875","1478269","0.0-3.0-152.0-4.0","35","95708","MALE","null","","","","null","","75","","","1476633","","","","","","","1600","118800","1636","120867","1600","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","876","1478988","0.0-3.0-154.0-0.0","35","95708","MALE","1","","","","68","","76","","","1478269","2","","","","0","","700","120400","719","122503","","","","","","","","","","","I","0","700","left","scramble","1700","4","31","4","body_parts","outdoor_scenes","Stimuli/Experimental_stims/scramble/body_parts/scrambled_sincerely-media-VN6DbKajo5s-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","877","1479160","0.0-3.0-154.0-1.0-0.0","35","95708","MALE","162","","","","68","","76","","","1478988","","","","","0","","162","121100","172","123222","2300","1","31","4","body_parts","outdoor_scenes","","","Stimuli/Experimental_stims/scramble/body_parts/scrambled_sincerely-media-VN6DbKajo5s-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","","","","","","","4","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","878","1481320","0.0-3.0-154.0-2.0-0.0","35","95708","MALE","null","","","","null","","76","","","1479160","","","","","","","2138","121262","2160","123394","2138","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","879","1483044","0.0-3.0-154.0-4.0","35","95708","MALE","null","","","","null","","76","","","1481320","","","","","","","1700","123400","1724","125554","1700","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","880","1486129","0.0-3.0-156.0-0.0","35","95708","MALE","null","","","","null","","77","","","1483044","2","","","","1","","3000","125100","3085","127278","","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","A","0","0","","original","1700","4","2","38","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg","66","83","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
