"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","missed_checkup","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","warning","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","final_decisions_confirmation","","html-keyboard-response","1662","2474302","0.0-5.0-144.0-1.0-0.0","34","22705","male","null","","","","null","","142","","","2473796","2","","","","","","500","173092","506","174366","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1663","2475709","0.0-5.0-144.0-3.0","34","22705","male","null","","","","null","","142","","","2474302","2","","","","","","1400","173592","1407","174872","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1664","2475844","0.0-5.0-145.0-0.0","34","22705","male","130","","","","75","","143","","","2475709","2","","","","0","","130","174992","135","176279","","0","24","28","body_parts","body_parts","","","","","","0","","","","1400","2","28","24","body_parts","body_parts","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg","84","70","","","","","","","","unchosen","1","gain3","no_gain5","0","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1665","2476351","0.0-5.0-145.0-1.0-0.0","34","22705","male","null","","","","null","","143","","","2475844","2","","","","","","500","175122","507","176414","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1666","2477757","0.0-5.0-145.0-3.0","34","22705","male","null","","","","null","","143","","","2476351","2","","","","","","1400","175622","1406","176921","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1667","2477812","0.0-5.0-146.0-0.0","34","22705","male","50","","","","75","","144","","","2477757","2","","","","0","","50","177022","55","178327","","0","13","10","faces","outdoor_scenes","","","","","","0","","","","1600","2","10","13","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","75","68","","","","","","","","chosen","0","no_gain4","gain3","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1668","2478318","0.0-5.0-146.0-1.0-0.0","34","22705","male","null","","","","null","","144","","","2477812","2","","","","","","500","177072","506","178382","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1669","2479924","0.0-5.0-146.0-3.0","34","22705","male","null","","","","null","","144","","","2478318","2","","","","","","1600","177572","1606","178888","1600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1670","2479972","0.0-5.0-147.0-0.0","34","22705","male","42","","","","75","","145","","","2479924","2","","","","0","","42","179172","48","180494","","0","0","26","outdoor_scenes","body_parts","","","","","","0","","","","2000","2","26","0","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","61","73","","","","","","","","unchosen","1","gain1","no_gain3","0","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1671","2480479","0.0-5.0-147.0-1.0-0.0","34","22705","male","null","","","","null","","145","","","2479972","2","","","","","","500","179214","507","180542","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1672","2482484","0.0-5.0-147.0-3.0","34","22705","male","null","","","","null","","145","","","2480479","2","","","","","","2000","179714","2005","181049","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1673","2482580","0.0-5.0-148.0-0.0","34","22705","male","90","","","","68","","146","","","2482484","2","","","","0","","90","181714","96","183054","","1","8","26","outdoor_scenes","body_parts","","","","","","0","","","","2500","2","8","26","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","72","61","","","","","","","","unchosen","0","no_gain1","gain1","0","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1674","2483086","0.0-5.0-148.0-1.0-0.0","34","22705","male","null","","","","null","","146","","","2482580","2","","","","","","500","181804","506","183150","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1675","2485592","0.0-5.0-148.0-3.0","34","22705","male","null","","","","null","","146","","","2483086","2","","","","","","2500","182304","2506","183656","2500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1676","2485716","0.0-5.0-149.0-0.0","34","22705","male","118","","","","75","","147","","","2485592","2","","","","0","","118","184804","124","186162","","0","47","27","objects","body_parts","","","","","","0","","","","3300","2","27","47","body_parts","objects","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","77","79","","","","","","","","chosen","1","gain2","no_gain3","0","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1677","2486222","0.0-5.0-149.0-1.0-0.0","34","22705","male","null","","","","null","","147","","","2485716","2","","","","","","500","184922","506","186286","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1678","2489529","0.0-5.0-149.0-3.0","34","22705","male","null","","","","null","","147","","","2486222","2","","","","","","3300","185422","3307","186792","3300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions_run_over","","html-keyboard-response","1679","2510036","0.0-5.0-149.0-5.0-0.0","34","22705","male","20501","","","","68","","147","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","start_run","","html-keyboard-response","1680","2511507","0.0-5.0-149.0-5.0-1.0","34","22705","male","1466","","","","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1681","2512292","0.0-5.0-150.0-0.0","34","22705","male","778","","","","75","","148","","","2511507","3","","","","0","","778","0","785","0","","0","1","8","outdoor_scenes","outdoor_scenes","","","","","","0","","","","2200","3","8","1","outdoor_scenes","outdoor_scenes","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","72","67","","","","","","","","unchosen","0","no_gain1","gain2","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1682","2512798","0.0-5.0-150.0-1.0-0.0","34","22705","male","null","","","","null","","148","","","2512292","3","","","","","","500","778","506","785","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1683","2515004","0.0-5.0-150.0-3.0","34","22705","male","null","","","","null","","148","","","2512798","3","","","","","","2200","1278","2206","1291","2200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1684","2515107","0.0-5.0-151.0-0.0","34","22705","male","97","","","","75","","149","","","2515004","3","","","","0","","97","3478","103","3497","","0","22","1","faces","outdoor_scenes","","","","","","0","","","","1200","3","1","22","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","67","83","","","","","","","","unchosen","1","gain2","no_gain4","0","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1685","2515614","0.0-5.0-151.0-1.0-0.0","34","22705","male","null","","","","null","","149","","","2515107","3","","","","","","500","3575","507","3600","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1686","2516820","0.0-5.0-151.0-3.0","34","22705","male","null","","","","null","","149","","","2515614","3","","","","","","1200","4075","1206","4107","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1687","2516915","0.0-5.0-152.0-0.0","34","22705","male","89","","","","75","","150","","","2516820","3","","","","0","","89","5275","95","5313","","0","26","24","body_parts","body_parts","","","","","","0","","","","1700","3","24","26","body_parts","body_parts","Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","70","61","","","","","","","","unchosen","0","no_gain5","gain1","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1688","2517421","0.0-5.0-152.0-1.0-0.0","34","22705","male","null","","","","null","","150","","","2516915","3","","","","","","500","5364","506","5408","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1689","2519128","0.0-5.0-152.0-3.0","34","22705","male","null","","","","null","","150","","","2517421","3","","","","","","1700","5864","1707","5914","1700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1690","2519251","0.0-5.0-153.0-0.0","34","22705","male","117","","","","75","","151","","","2519128","3","","","","0","","117","7564","123","7621","","0","16","5","faces","outdoor_scenes","","","","","","0","","","","1100","3","5","16","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","86","45","","","","","","","","chosen","0","no_gain6","gain4","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1691","2519758","0.0-5.0-153.0-1.0-0.0","34","22705","male","null","","","","null","","151","","","2519251","3","","","","","","500","7681","507","7744","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1692","2520864","0.0-5.0-153.0-3.0","34","22705","male","null","","","","null","","151","","","2519758","3","","","","","","1100","8181","1106","8251","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1693","2520870","0.0-5.0-154.0-0.0","34","22705","male","0","","","","68","","152","","","2520864","3","","","","0","","0","9281","6","9357","","1","46","13","objects","faces","","","","","","0","","","","1000","3","46","13","objects","faces","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","71","68","","","","","","","","chosen","0","no_gain1","gain3","0","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1694","2521378","0.0-5.0-154.0-1.0-0.0","34","22705","male","null","","","","null","","152","","","2520870","3","","","","","","500","9281","508","9363","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1695","2522384","0.0-5.0-154.0-3.0","34","22705","male","null","","","","null","","152","","","2521378","3","","","","","","1000","9781","1006","9871","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1696","2522436","0.0-5.0-155.0-0.0","34","22705","male","45","","","","68","","153","","","2522384","3","","","","0","","45","10781","52","10877","","1","42","0","objects","outdoor_scenes","","","","","","0","","","","1900","3","42","0","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","71","73","","","","","","","","unchosen","1","gain4","no_gain3","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1697","2522941","0.0-5.0-155.0-1.0-0.0","34","22705","male","null","","","","null","","153","","","2522436","3","","","","","","500","10826","505","10929","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1698","2524847","0.0-5.0-155.0-3.0","34","22705","male","null","","","","null","","153","","","2522941","3","","","","","","1900","11326","1906","11434","1900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1699","2524868","0.0-5.0-156.0-0.0","34","22705","male","14","","","","68","","154","","","2524847","3","","","","0","","14","13226","21","13340","","1","28","0","body_parts","outdoor_scenes","","","","","","0","","","","4700","3","28","0","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","84","73","","","","","","","","unchosen","1","gain3","no_gain3","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1700","2525375","0.0-5.0-156.0-1.0-0.0","34","22705","male","null","","","","null","","154","","","2524868","3","","","","","","500","13240","507","13361","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1701","2530080","0.0-5.0-156.0-3.0","34","22705","male","null","","","","null","","154","","","2525375","3","","","","","","4700","13740","4705","13868","4700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1702","2530115","0.0-5.0-157.0-0.0","34","22705","male","29","","","","68","","155","","","2530080","3","","","","0","","29","18440","35","18573","","1","9","23","outdoor_scenes","faces","","","","","","0","","","","2400","3","9","23","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","84","59","","","","","","","","chosen","1","gain5","no_gain5","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1703","2530622","0.0-5.0-157.0-1.0-0.0","34","22705","male","null","","","","null","","155","","","2530115","3","","","","","","500","18469","507","18608","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1704","2533028","0.0-5.0-157.0-3.0","34","22705","male","null","","","","null","","155","","","2530622","3","","","","","","2400","18969","2406","19115","2400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1705","2533075","0.0-5.0-158.0-0.0","34","22705","male","41","","","","68","","156","","","2533028","3","","","","0","","41","21369","47","21521","","1","20","0","faces","outdoor_scenes","","","","","","0","","","","1900","3","20","0","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","73","73","","","","","","","","unchosen","1","gain6","no_gain3","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1706","2533581","0.0-5.0-158.0-1.0-0.0","34","22705","male","null","","","","null","","156","","","2533075","3","","","","","","500","21410","506","21568","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1707","2535488","0.0-5.0-158.0-3.0","34","22705","male","null","","","","null","","156","","","2533581","3","","","","","","1900","21910","1907","22074","1900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1708","2535603","0.0-5.0-159.0-0.0","34","22705","male","110","","","","68","","157","","","2535488","3","","","","0","","110","23810","115","23981","","1","38","10","objects","outdoor_scenes","","","","","","0","","","","1000","3","38","10","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","77","75","","","","","","","","chosen","1","gain1","no_gain4","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1709","2536110","0.0-5.0-159.0-1.0-0.0","34","22705","male","null","","","","null","","157","","","2535603","3","","","","","","500","23920","507","24096","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1710","2537116","0.0-5.0-159.0-3.0","34","22705","male","null","","","","null","","157","","","2536110","3","","","","","","1000","24420","1006","24603","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1711","2537331","0.0-5.0-160.0-0.0","34","22705","male","209","","","","68","","158","","","2537116","3","","","","0","","209","25420","215","25609","","1","33","40","body_parts","objects","","","","","","0","","","","1800","3","33","40","body_parts","objects","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","39","66","","","","","","","","chosen","0","no_gain2","gain6","0","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1712","2537838","0.0-5.0-160.0-1.0-0.0","34","22705","male","null","","","","null","","158","","","2537331","3","","","","","","500","25629","507","25824","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1713","2539643","0.0-5.0-160.0-3.0","34","22705","male","null","","","","null","","158","","","2537838","3","","","","","","1800","26129","1805","26331","1800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1714","2539779","0.0-5.0-161.0-0.0","34","22705","male","130","","","","68","","159","","","2539643","3","","","","0","","130","27929","136","28136","","1","42","22","objects","faces","","","","","","0","","","","1800","3","42","22","objects","faces","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","71","83","","","","","","","","unchosen","1","gain4","no_gain4","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1715","2540285","0.0-5.0-161.0-1.0-0.0","34","22705","male","null","","","","null","","159","","","2539779","3","","","","","","500","28059","506","28272","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1716","2542092","0.0-5.0-161.0-3.0","34","22705","male","null","","","","null","","159","","","2540285","3","","","","","","1800","28559","1807","28778","1800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1717","2542211","0.0-5.0-162.0-0.0","34","22705","male","113","","","","68","","160","","","2542092","3","","","","0","","113","30359","119","30585","","1","22","28","faces","body_parts","","","","","","0","","","","4700","3","22","28","faces","body_parts","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","83","84","","","","","","","","unchosen","0","no_gain4","gain3","0","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1718","2542717","0.0-5.0-162.0-1.0-0.0","34","22705","male","null","","","","null","","160","","","2542211","3","","","","","","500","30472","506","30704","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1719","2547424","0.0-5.0-162.0-3.0","34","22705","male","null","","","","null","","160","","","2542717","3","","","","","","4700","30972","4707","31210","4700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1720","2547587","0.0-5.0-163.0-0.0","34","22705","male","157","","","","75","","161","","","2547424","3","","","","0","","157","35672","163","35917","","0","42","8","objects","outdoor_scenes","","","","","","0","","","","1300","3","8","42","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","72","71","","","","","","","","unchosen","0","no_gain1","gain4","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1721","2548093","0.0-5.0-163.0-1.0-0.0","34","22705","male","null","","","","null","","161","","","2547587","3","","","","","","500","35829","506","36080","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1722","2549401","0.0-5.0-163.0-3.0","34","22705","male","null","","","","null","","161","","","2548093","3","","","","","","1300","36329","1308","36586","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1723","2549555","0.0-5.0-164.0-0.0","34","22705","male","148","","","","75","","162","","","2549401","3","","","","0","","148","37629","154","37894","","0","23","27","faces","body_parts","","","","","","0","","","","1200","3","27","23","body_parts","faces","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","77","59","","","","","","","","chosen","1","gain2","no_gain5","0","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1724","2550061","0.0-5.0-164.0-1.0-0.0","34","22705","male","null","","","","null","","162","","","2549555","3","","","","","","500","37777","506","38048","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1725","2551267","0.0-5.0-164.0-3.0","34","22705","male","null","","","","null","","162","","","2550061","3","","","","","","1200","38277","1206","38554","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1726","2551315","0.0-5.0-165.0-0.0","34","22705","male","42","","","","75","","163","","","2551267","3","","","","0","","42","39477","48","39760","","0","16","47","faces","objects","","","","","","0","","","","1600","3","47","16","objects","faces","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","79","45","","","","","","","","chosen","0","no_gain3","gain4","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1727","2551821","0.0-5.0-165.0-1.0-0.0","34","22705","male","null","","","","null","","163","","","2551315","3","","","","","","500","39519","506","39808","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1728","2553427","0.0-5.0-165.0-3.0","34","22705","male","null","","","","null","","163","","","2551821","3","","","","","","1600","40019","1606","40314","1600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1729","2553539","0.0-5.0-166.0-0.0","34","22705","male","106","","","","68","","164","","","2553427","3","","","","0","","106","41619","112","41920","","1","41","25","objects","body_parts","","","","","","0","","","","1200","3","41","25","objects","body_parts","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","83","34","","","","","","","","unchosen","0","no_gain2","gain5","0","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1730","2554045","0.0-5.0-166.0-1.0-0.0","34","22705","male","null","","","","null","","164","","","2553539","3","","","","","","500","41725","506","42032","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1731","2555251","0.0-5.0-166.0-3.0","34","22705","male","null","","","","null","","164","","","2554045","3","","","","","","1200","42225","1206","42538","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1732","2555331","0.0-5.0-167.0-0.0","34","22705","male","74","","","","68","","165","","","2555251","3","","","","0","","74","43425","80","43744","","1","20","24","faces","body_parts","","","","","","0","","","","1100","3","20","24","faces","body_parts","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg","Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg","73","70","","","","","","","","unchosen","1","gain6","no_gain5","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1733","2555837","0.0-5.0-167.0-1.0-0.0","34","22705","male","null","","","","null","","165","","","2555331","3","","","","","","500","43499","506","43824","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1734","2556943","0.0-5.0-167.0-3.0","34","22705","male","null","","","","null","","165","","","2555837","3","","","","","","1100","43999","1106","44330","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
