"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","missed_checkup","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","warning","scramble_acc","scramble_no_response","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","localizer","","html-keyboard-response","477","1319674","0.0-2.0-206.0-0.0","34","40201","male","NaN","","","","null","NaN","204","","Stimuli/Experimental_stims/localizer/faces/toa-heftiba-2O1EUSTRBrY-unsplash.jpg","","1319260","1","faces","","0","1","0","400","261900","414","267468","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","478","1319991","0.0-2.0-206.0-1.0","34","40201","male","null","","","","null","","204","","","","1319674","1","","","","","","300","262300","317","267882","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","479","1320410","0.0-2.0-207.0-0.0","34","40201","male","NaN","","","","null","NaN","205","","Stimuli/Experimental_stims/localizer/faces/mubariz-mehdizadeh-o-wlIFT4zE4-unsplash.jpg","","1319991","1","faces","","0","1","0","400","262600","419","268199","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","480","1334430","0.0-2.0-207.0-1.0","34","40201","male","null","","","","null","","205","","","","1320410","1","","","","","","14000","263000","14020","268618","14000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","481","1334847","0.0-2.0-208.0-0.0","34","40201","male","163","","","","68","0","206","","Stimuli/Experimental_stims/localizer/outdoor_scenes/pietro-de-grandi-T7K4aEPoGGk-unsplash.jpg","","1334430","1","outdoor_scenes","","0","0","1","400","277000","417","282638","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","482","1335165","0.0-2.0-208.0-1.0","34","40201","male","null","","","","null","","206","","","","1334847","1","","","","","","300","277400","318","283055","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","483","1335582","0.0-2.0-209.0-0.0","34","40201","male","NaN","","","","null","NaN","207","","Stimuli/Experimental_stims/localizer/outdoor_scenes/niko-photos-tGTVxeOr_Rs-unsplash.jpg","","1335165","1","outdoor_scenes","","0","1","0","400","277700","417","283373","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","484","1335896","0.0-2.0-209.0-1.0","34","40201","male","null","","","","null","","207","","","","1335582","1","","","","","","300","278100","314","283790","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","485","1336309","0.0-2.0-210.0-0.0","34","40201","male","NaN","","","","null","NaN","208","","Stimuli/Experimental_stims/localizer/outdoor_scenes/gabriel-garcia-marengo-ht9aLtovtSo-unsplash.jpg","","1335896","1","outdoor_scenes","","0","1","0","400","278400","413","284104","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","486","1336621","0.0-2.0-210.0-1.0","34","40201","male","null","","","","null","","208","","","","1336309","1","","","","","","300","278800","312","284517","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","487","1337028","0.0-2.0-211.0-0.0","34","40201","male","NaN","","","","null","NaN","209","","Stimuli/Experimental_stims/localizer/outdoor_scenes/simon-berger-UqCnDyc_3vA-unsplash.jpg","","1336621","1","outdoor_scenes","","1","1","0","400","279100","407","284829","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","488","1337345","0.0-2.0-211.0-1.0","34","40201","male","null","","","","null","","209","","","","1337028","1","","","","","","300","279500","317","285236","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","489","1337755","0.0-2.0-212.0-0.0","34","40201","male","225","","","","75","1","210","","Stimuli/Experimental_stims/localizer/outdoor_scenes/michael-martinelli-mFbrMEVKCkc-unsplash.jpg","","1337345","1","outdoor_scenes","","0","0","0","400","279800","410","285553","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","490","1338065","0.0-2.0-212.0-1.0","34","40201","male","null","","","","null","","210","","","","1337755","1","","","","","","300","280200","310","285963","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","491","1338478","0.0-2.0-213.0-0.0","34","40201","male","310","","","","75","1","211","","Stimuli/Experimental_stims/localizer/outdoor_scenes/alessio-furlan-Vw3a0HgE7AM-unsplash.jpg","","1338065","1","outdoor_scenes","","0","0","0","400","280500","413","286273","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","492","1338787","0.0-2.0-213.0-1.0","34","40201","male","null","","","","null","","211","","","","1338478","1","","","","","","300","280900","309","286686","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","493","1339199","0.0-2.0-214.0-0.0","34","40201","male","192","","","","75","1","212","","Stimuli/Experimental_stims/localizer/outdoor_scenes/john-fowler-aaIN3y2zcMQ-unsplash.jpg","","1338787","1","outdoor_scenes","","0","0","0","400","281200","412","286995","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","494","1339515","0.0-2.0-214.0-1.0","34","40201","male","null","","","","null","","212","","","","1339199","1","","","","","","300","281600","316","287407","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","495","1339934","0.0-2.0-215.0-0.0","34","40201","male","160","","","","75","1","213","","Stimuli/Experimental_stims/localizer/outdoor_scenes/samuel-ferrara-IEHPDNk2-8w-unsplash.jpg","","1339515","1","outdoor_scenes","","0","0","0","400","281900","419","287723","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","496","1340246","0.0-2.0-215.0-1.0","34","40201","male","null","","","","null","","213","","","","1339934","1","","","","","","300","282300","312","288142","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","497","1340659","0.0-2.0-216.0-0.0","34","40201","male","2","","","","75","1","214","","Stimuli/Experimental_stims/localizer/outdoor_scenes/willian-justen-de-vasconcellos-T_Qe4QlMIvQ-unsplash.jpg","","1340246","1","outdoor_scenes","","0","0","0","400","282600","413","288454","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","498","1340972","0.0-2.0-216.0-1.0","34","40201","male","null","","","","null","","214","","","","1340659","1","","","","","","300","283000","313","288867","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","499","1341387","0.0-2.0-217.0-0.0","34","40201","male","189","","","","75","1","215","","Stimuli/Experimental_stims/localizer/outdoor_scenes/sebastian-unrau-v4e3JI7DDHI-unsplash.jpg","","1340972","1","outdoor_scenes","","0","0","0","400","283300","415","289180","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","500","1341702","0.0-2.0-217.0-1.0","34","40201","male","null","","","","null","","215","","","","1341387","1","","","","","","300","283700","315","289595","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","501","1342119","0.0-2.0-218.0-0.0","34","40201","male","NaN","","","","null","NaN","216","","Stimuli/Experimental_stims/localizer/outdoor_scenes/ken-cheung-KonWFWUaAuk-unsplash.jpg","","1341702","1","outdoor_scenes","","0","1","0","400","284000","417","289910","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","502","1342438","0.0-2.0-218.0-1.0","34","40201","male","null","","","","null","","216","","","","1342119","1","","","","","","300","284400","319","290327","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","503","1342851","0.0-2.0-219.0-0.0","34","40201","male","NaN","","","","null","NaN","217","","Stimuli/Experimental_stims/localizer/outdoor_scenes/dawid-zawila--G3rw6Y02D0-unsplash.jpg","","1342438","1","outdoor_scenes","","0","1","0","400","284700","413","290646","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","504","1343160","0.0-2.0-219.0-1.0","34","40201","male","null","","","","null","","217","","","","1342851","1","","","","","","300","285100","309","291059","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","505","1343581","0.0-2.0-220.0-0.0","34","40201","male","NaN","","","","null","NaN","218","","Stimuli/Experimental_stims/localizer/outdoor_scenes/damian-denis-D8R_txR_0PE-unsplash.jpg","","1343160","1","outdoor_scenes","","0","1","0","400","285400","421","291368","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","506","1343904","0.0-2.0-220.0-1.0","34","40201","male","null","","","","null","","218","","","","1343581","1","","","","","","300","285800","323","291789","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","507","1344321","0.0-2.0-221.0-0.0","34","40201","male","NaN","","","","null","NaN","219","","Stimuli/Experimental_stims/localizer/outdoor_scenes/ales-krivec-hsX9KpLLsIE-unsplash.jpg","","1343904","1","outdoor_scenes","","0","1","0","400","286100","417","292112","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","508","1344632","0.0-2.0-221.0-1.0","34","40201","male","null","","","","null","","219","","","","1344321","1","","","","","","300","286500","311","292529","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","509","1345045","0.0-2.0-222.0-0.0","34","40201","male","NaN","","","","null","NaN","220","","Stimuli/Experimental_stims/localizer/outdoor_scenes/sean-oulashin-KMn4VEeEPR8-unsplash.jpg","","1344632","1","outdoor_scenes","","0","1","0","400","286800","413","292840","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","510","1345353","0.0-2.0-222.0-1.0","34","40201","male","null","","","","null","","220","","","","1345045","1","","","","","","300","287200","308","293253","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","511","1345775","0.0-2.0-223.0-0.0","34","40201","male","NaN","","","","null","NaN","221","","Stimuli/Experimental_stims/localizer/outdoor_scenes/pascal-debrunner-1WQ5RZuH9xo-unsplash.jpg","","1345353","1","outdoor_scenes","","0","1","0","400","287500","422","293561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","512","1346089","0.0-2.0-223.0-1.0","34","40201","male","null","","","","null","","221","","","","1345775","1","","","","","","300","287900","314","293983","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","513","1346503","0.0-2.0-224.0-0.0","34","40201","male","NaN","","","","null","NaN","222","","Stimuli/Experimental_stims/localizer/outdoor_scenes/cayetano-gil-rguHxZmOF5U-unsplash.jpg","","1346089","1","outdoor_scenes","","0","1","0","400","288200","414","294297","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","514","1346814","0.0-2.0-224.0-1.0","34","40201","male","null","","","","null","","222","","","","1346503","1","","","","","","300","288600","311","294711","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","515","1347230","0.0-2.0-225.0-0.0","34","40201","male","206","","","","68","0","223","","Stimuli/Experimental_stims/localizer/outdoor_scenes/adam-kool-ndN00KmbJ1c-unsplash.jpg","","1346814","1","outdoor_scenes","","0","0","1","400","288900","416","295022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","516","1347545","0.0-2.0-225.0-1.0","34","40201","male","null","","","","null","","223","","","","1347230","1","","","","","","300","289300","315","295438","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","517","1347962","0.0-2.0-226.0-0.0","34","40201","male","NaN","","","","null","NaN","224","","Stimuli/Experimental_stims/localizer/outdoor_scenes/john-mark-arnold-XNIjmb6Ax04-unsplash.jpg","","1347545","1","outdoor_scenes","","0","1","0","400","289600","417","295753","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","518","1348275","0.0-2.0-226.0-1.0","34","40201","male","null","","","","null","","224","","","","1347962","1","","","","","","300","290000","313","296170","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","519","1348687","0.0-2.0-227.0-0.0","34","40201","male","117","","","","68","0","225","","Stimuli/Experimental_stims/localizer/outdoor_scenes/neom-THlO6Mkf5uI-unsplash.jpg","","1348275","1","outdoor_scenes","","1","0","0","400","290300","412","296483","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","520","1362715","0.0-2.0-227.0-1.0","34","40201","male","null","","","","null","","225","","","","1348687","1","","","","","","14000","290700","14028","296895","14000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","521","1363141","0.0-2.0-228.0-0.0","34","40201","male","NaN","","","","null","NaN","226","","Stimuli/Experimental_stims/localizer/objects/mockup-graphics-v_a3DWpOFc0-unsplash.jpg","","1362715","1","objects","","0","1","0","400","304700","426","310923","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","522","1363451","0.0-2.0-228.0-1.0","34","40201","male","null","","","","null","","226","","","","1363141","1","","","","","","300","305100","310","311349","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","523","1363875","0.0-2.0-229.0-0.0","34","40201","male","NaN","","","","null","NaN","227","","Stimuli/Experimental_stims/localizer/objects/ales-krivec-ZMZHcvIVgbg-unsplash.jpg","","1363451","1","objects","","0","1","0","400","305400","424","311659","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","524","1364185","0.0-2.0-229.0-1.0","34","40201","male","null","","","","null","","227","","","","1363875","1","","","","","","300","305800","310","312083","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","525","1364614","0.0-2.0-230.0-0.0","34","40201","male","NaN","","","","null","NaN","228","","Stimuli/Experimental_stims/localizer/objects/barrett-ward-0lMpQaXfOCg-unsplash.jpg","","1364185","1","objects","","0","1","0","400","306100","429","312393","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","526","1364928","0.0-2.0-230.0-1.0","34","40201","male","null","","","","null","","228","","","","1364614","1","","","","","","300","306500","314","312822","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","527","1365344","0.0-2.0-231.0-0.0","34","40201","male","NaN","","","","null","NaN","229","","Stimuli/Experimental_stims/localizer/objects/nicolas-hippert-SVgX47QIUlc-unsplash.jpg","","1364928","1","objects","","1","1","0","400","306800","416","313136","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","528","1365655","0.0-2.0-231.0-1.0","34","40201","male","null","","","","null","","229","","","","1365344","1","","","","","","300","307200","311","313552","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","529","1366073","0.0-2.0-232.0-0.0","34","40201","male","NaN","","","","null","NaN","230","","Stimuli/Experimental_stims/localizer/objects/girl-with-red-hat-Xxg-r574pLE-unsplash.jpg","","1365655","1","objects","","0","1","0","400","307500","418","313863","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","530","1366387","0.0-2.0-232.0-1.0","34","40201","male","null","","","","null","","230","","","","1366073","1","","","","","","300","307900","314","314281","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","531","1366801","0.0-2.0-233.0-0.0","34","40201","male","NaN","","","","null","NaN","231","","Stimuli/Experimental_stims/localizer/objects/maria-lupan-Rlakka_pZMU-unsplash.jpg","","1366387","1","objects","","0","1","0","400","308200","414","314595","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","532","1367113","0.0-2.0-233.0-1.0","34","40201","male","null","","","","null","","231","","","","1366801","1","","","","","","300","308600","312","315009","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","533","1367530","0.0-2.0-234.0-0.0","34","40201","male","NaN","","","","null","NaN","232","","Stimuli/Experimental_stims/localizer/objects/girl-with-red-hat-oJG9HOVKGMs-unsplash.jpg","","1367113","1","objects","","0","1","0","400","308900","417","315321","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","534","1367851","0.0-2.0-234.0-1.0","34","40201","male","null","","","","null","","232","","","","1367530","1","","","","","","300","309300","321","315738","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","535","1368269","0.0-2.0-235.0-0.0","34","40201","male","NaN","","","","null","NaN","233","","Stimuli/Experimental_stims/localizer/objects/sam-moghadam-khamseh-xej3GOtAQ-o-unsplash.jpg","","1367851","1","objects","","0","1","0","400","309600","418","316059","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","536","1368579","0.0-2.0-235.0-1.0","34","40201","male","null","","","","null","","233","","","","1368269","1","","","","","","300","310000","310","316477","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","537","1368990","0.0-2.0-236.0-0.0","34","40201","male","NaN","","","","null","NaN","234","","Stimuli/Experimental_stims/localizer/objects/chris-briggs-FobzAZJGM9M-unsplash.jpg","","1368579","1","objects","","0","1","0","400","310300","411","316787","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","538","1369305","0.0-2.0-236.0-1.0","34","40201","male","null","","","","null","","234","","","","1368990","1","","","","","","300","310700","315","317198","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","539","1369723","0.0-2.0-237.0-0.0","34","40201","male","NaN","","","","null","NaN","235","","Stimuli/Experimental_stims/localizer/objects/miti-MZPdB1DU4a4-unsplash.jpg","","1369305","1","objects","","0","1","0","400","311000","418","317513","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","540","1370039","0.0-2.0-237.0-1.0","34","40201","male","null","","","","null","","235","","","","1369723","1","","","","","","300","311400","316","317931","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","541","1370456","0.0-2.0-238.0-0.0","34","40201","male","NaN","","","","null","NaN","236","","Stimuli/Experimental_stims/localizer/objects/quino-al-8gWEAAXJjtI-unsplash.jpg","","1370039","1","objects","","0","1","0","400","311700","417","318247","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","542","1370767","0.0-2.0-238.0-1.0","34","40201","male","null","","","","null","","236","","","","1370456","1","","","","","","300","312100","311","318664","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","543","1371181","0.0-2.0-239.0-0.0","34","40201","male","NaN","","","","null","NaN","237","","Stimuli/Experimental_stims/localizer/objects/florian-klauer-mk7D-4UCfmg-unsplash.jpg","","1370767","1","objects","","0","1","0","400","312400","414","318975","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","544","1371494","0.0-2.0-239.0-1.0","34","40201","male","null","","","","null","","237","","","","1371181","1","","","","","","300","312800","313","319389","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","545","1371915","0.0-2.0-240.0-0.0","34","40201","male","NaN","","","","null","NaN","238","","Stimuli/Experimental_stims/localizer/objects/recha-oktaviani-t__61ap00Mc-unsplash.jpg","","1371494","1","objects","","0","1","0","400","313100","421","319702","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","546","1372230","0.0-2.0-240.0-1.0","34","40201","male","null","","","","null","","238","","","","1371915","1","","","","","","300","313500","315","320123","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","547","1372654","0.0-2.0-241.0-0.0","34","40201","male","NaN","","","","null","NaN","239","","Stimuli/Experimental_stims/localizer/objects/nordwood-themes-nDd3dIkkOLo-unsplash.jpg","","1372230","1","objects","","0","1","0","400","313800","424","320438","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","548","1372982","0.0-2.0-241.0-1.0","34","40201","male","null","","","","null","","239","","","","1372654","1","","","","","","300","314200","328","320862","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","549","1373401","0.0-2.0-242.0-0.0","34","40201","male","NaN","","","","null","NaN","240","","Stimuli/Experimental_stims/localizer/objects/ian-talmacs-ugqU0a4P18U-unsplash.jpg","","1372982","1","objects","","0","1","0","400","314500","419","321190","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","550","1373710","0.0-2.0-242.0-1.0","34","40201","male","null","","","","null","","240","","","","1373401","1","","","","","","300","314900","309","321609","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","551","1374131","0.0-2.0-243.0-0.0","34","40201","male","NaN","","","","null","NaN","241","","Stimuli/Experimental_stims/localizer/objects/dan-cristian-padure-ezoshbcxWrM-unsplash.jpg","","1373710","1","objects","","0","1","0","400","315200","421","321918","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","552","1374448","0.0-2.0-243.0-1.0","34","40201","male","null","","","","null","","241","","","","1374131","1","","","","","","300","315600","317","322339","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","553","1374867","0.0-2.0-244.0-0.0","34","40201","male","NaN","","","","null","NaN","242","","Stimuli/Experimental_stims/localizer/objects/markus-spiske-ANrVtttbNss-unsplash.jpg","","1374448","1","objects","","0","1","0","400","315900","419","322656","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","554","1375180","0.0-2.0-244.0-1.0","34","40201","male","null","","","","null","","242","","","","1374867","1","","","","","","300","316300","313","323075","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","555","1375724","0.0-2.0-245.0-0.0","34","40201","male","NaN","","","","null","NaN","243","","Stimuli/Experimental_stims/localizer/objects/carlos-felipe-ramirez-mesa-x9g65MOXsPY-unsplash.jpg","","1375180","1","objects","","0","1","0","400","316600","544","323388","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","556","1376040","0.0-2.0-245.0-1.0","34","40201","male","null","","","","null","","243","","","","1375724","1","","","","","","300","317000","316","323932","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
