"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","no_response","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","run","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","scramble_acc","scramble_no_response","warning","chosen_left","old_pair","pair_type","old_response","pair_acc","choice_type","reward_type","stimulus_id","outcome_response","outcome_rt","outcome_acc"
"","deliberation","","html-keyboard-response","266","129197","0.0-3.0-120.0-0.0","11","36963","11","217","","","","75","","59","","","128975","0","8","19","outdoor_scenes","faces","50","50","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","0","H","0","0","","original","1400","3","2","19","8","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","50","50","217","8000","222","8431","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","267","129991","0.0-3.0-120.0-2.0-0.0","11","36963","11","null","","","","null","","59","","","129197","","","","","","","","","","","","","","","","","3","","","","","","","","","","783","8217","794","8653","783","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","268","130101","0.0-3.0-120.0-4.0","11","36963","11","null","","","","null","","59","","","129991","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","9000","110","9447","100","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","269","131509","0.0-3.0-122.0-0.0","11","36963","11","53","","","","75","","60","","","130101","","","","","","","","","","0","A","0","1400","left","scramble","1500","3","2","6","37","outdoor_scenes","objects","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_alexander-andrews-VLGWE_SumrA-unsplash.jpg","NaN","NaN","1400","9100","1408","9557","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","270","131514","0.0-3.0-122.0-1.0-0.0","11","36963","11","null","","","","null","","60","","","131509","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","3","","","","","","","","","","-400","10500","5","10965","-400","0","1","","","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","271","131621","0.0-3.0-122.0-3.0-0.0","11","36963","11","null","","","","null","","60","","","131514","","","","","","","","","","1","","","","","","","3","","","","","","","","","","100","10100","107","10970","","","","1","","","","","","","","","","",""
"","iti","","html-keyboard-response","272","131737","0.0-3.0-122.0-4.0","11","36963","11","null","","","","null","","60","","","131621","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","10200","116","11077","100","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","273","132751","0.0-3.0-124.0-0.0","11","36963","11","130","","","","75","","61","","","131737","","","","","","","","","","0","C","0","1000","left","scramble","2900","3","2","5","34","outdoor_scenes","body_parts","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_wagner-santos-mBWMvIuVnso-unsplash.jpg","NaN","NaN","1000","10300","1014","11193","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","274","132759","0.0-3.0-124.0-1.0-0.0","11","36963","11","null","","","","null","","61","","","132751","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","3","","","","","","","","","","0","11300","8","12207","0","0","1","","","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","275","132871","0.0-3.0-124.0-3.0-0.0","11","36963","11","null","","","","null","","61","","","132759","","","","","","","","","","1","","","","","","","3","","","","","","","","","","100","11300","112","12215","","","","1","","","","","","","","","","",""
"","iti","","html-keyboard-response","276","132983","0.0-3.0-124.0-4.0","11","36963","11","null","","","","null","","61","","","132871","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","11400","112","12327","100","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","277","132992","0.0-3.0-126.0-0.0","11","36963","11","7","","","","75","","62","","","132983","0","34","5","body_parts","outdoor_scenes","50","50","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","0","C","0","0","","original","2000","3","2","5","34","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","50","50","7","11500","9","12439","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","278","133999","0.0-3.0-126.0-2.0-0.0","11","36963","11","null","","","","null","","62","","","132992","","","","","","","","","","","","","","","","","3","","","","","","","","","","993","11507","1007","12448","993","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","279","134108","0.0-3.0-126.0-4.0","11","36963","11","null","","","","null","","62","","","133999","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","12500","109","13455","100","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","280","134243","0.0-3.0-128.0-0.0","11","36963","11","131","","","","75","","63","","","134108","0","4","42","outdoor_scenes","objects","50","50","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","0","G","0","0","","original","2000","3","2","42","4","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","50","50","131","12600","135","13564","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","281","135125","0.0-3.0-128.0-2.0-0.0","11","36963","11","null","","","","null","","63","","","134243","","","","","","","","","","","","","","","","","3","","","","","","","","","","869","12731","882","13699","869","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","282","135236","0.0-3.0-128.0-4.0","11","36963","11","null","","","","null","","63","","","135125","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","13600","111","14581","100","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","283","136544","0.0-3.0-130.0-0.0","11","36963","11","203","","","","75","","64","","","135236","","","","","","","","","","0","G","0","1300","right","scramble","2100","3","2","42","4","objects","outdoor_scenes","Stimuli/Experimental_stims/scramble/objects/scrambled_jess-bailey-nOeVi8DsN8U-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","NaN","NaN","1300","13700","1308","14692","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","284","136549","0.0-3.0-130.0-1.0-0.0","11","36963","11","null","","","","null","","64","","","136544","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","3","","","","","","","","","","-300","15000","5","16000","-300","0","1","","","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","285","136652","0.0-3.0-130.0-3.0-0.0","11","36963","11","null","","","","null","","64","","","136549","","","","","","","","","","1","","","","","","","3","","","","","","","","","","100","14700","103","16005","","","","1","","","","","","","","","","",""
"","iti","","html-keyboard-response","286","136769","0.0-3.0-130.0-4.0","11","36963","11","null","","","","null","","64","","","136652","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","14800","117","16108","100","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","287","137881","0.0-3.0-132.0-0.0","11","36963","11","105","","","","75","","65","","","136769","","","","","","","","","","0","F","0","1100","left","scramble","2100","3","2","16","35","faces","body_parts","Stimuli/Experimental_stims/scramble/faces/scrambled_freddy-kearney-o-ioeoATbIM-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_wc-so-KH4AAPjb-tI-unsplash.jpg","NaN","NaN","1100","14900","1112","16225","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","288","137889","0.0-3.0-132.0-1.0-0.0","11","36963","11","null","","","","null","","65","","","137881","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","3","","","","","","","","","","-100","16000","8","17337","-100","0","1","","","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","289","137996","0.0-3.0-132.0-3.0-0.0","11","36963","11","null","","","","null","","65","","","137889","","","","","","","","","","1","","","","","","","3","","","","","","","","","","100","15900","107","17345","","","","1","","","","","","","","","","",""
"","iti","","html-keyboard-response","290","138101","0.0-3.0-132.0-4.0","11","36963","11","null","","","","null","","65","","","137996","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","16000","105","17452","100","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","291","138131","0.0-3.0-134.0-0.0","11","36963","11","27","","","","75","","66","","","138101","0","21","30","faces","body_parts","50","50","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","0","L","0","0","","original","4500","3","2","30","21","body_parts","faces","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg","50","50","27","16100","30","17557","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","292","139112","0.0-3.0-134.0-2.0-0.0","11","36963","11","null","","","","null","","66","","","138131","","","","","","","","","","","","","","","","","3","","","","","","","","","","973","16127","981","17587","973","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","293","139222","0.0-3.0-134.0-4.0","11","36963","11","null","","","","null","","66","","","139112","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","17100","110","18568","100","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","294","140633","0.0-3.0-136.0-0.0","11","36963","11","133","","","","75","","67","","","139222","","","","","","","","","","0","B","0","1400","right","scramble","1500","3","2","0","15","outdoor_scenes","faces","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_erik-lucatero-d2MSDujJl2g-unsplash.jpg","NaN","NaN","1400","17200","1411","18678","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","295","140638","0.0-3.0-136.0-1.0-0.0","11","36963","11","null","","","","null","","67","","","140633","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","3","","","","","","","","","","-400","18600","5","20089","-400","0","1","","","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","296","140745","0.0-3.0-136.0-3.0-0.0","11","36963","11","null","","","","null","","67","","","140638","","","","","","","","","","1","","","","","","","3","","","","","","","","","","100","18200","107","20094","","","","1","","","","","","","","","","",""
"","iti","","html-keyboard-response","297","140857","0.0-3.0-136.0-4.0","11","36963","11","null","","","","null","","67","","","140745","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","18300","112","20201","100","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","298","142367","0.0-3.0-138.0-0.0","11","36963","11","264","","","","75","","68","","","140857","","","","","","","","","","0","D","0","1500","right","scramble","1500","3","2","43","17","objects","faces","Stimuli/Experimental_stims/scramble/objects/scrambled_jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_good-faces-xmSWVeGEnJw-unsplash.jpg","NaN","NaN","1500","18400","1510","20313","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","299","142375","0.0-3.0-138.0-1.0-0.0","11","36963","11","null","","","","null","","68","","","142367","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","3","","","","","","","","","","-500","19900","8","21823","-500","0","1","","","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","300","142478","0.0-3.0-138.0-3.0-0.0","11","36963","11","null","","","","null","","68","","","142375","","","","","","","","","","1","","","","","","","3","","","","","","","","","","100","19400","103","21831","","","","1","","","","","","","","","","",""
"","iti","","html-keyboard-response","301","142589","0.0-3.0-138.0-4.0","11","36963","11","null","","","","null","","68","","","142478","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","19500","111","21934","100","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","302","142682","0.0-3.0-140.0-0.0","11","36963","11","90","","","","75","","69","","","142589","0","2","25","outdoor_scenes","body_parts","50","50","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","0","I","0","0","","original","1300","3","2","25","2","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","50","50","90","19600","93","22045","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","303","143600","0.0-3.0-140.0-2.0-0.0","11","36963","11","null","","","","null","","69","","","142682","","","","","","","","","","","","","","","","","3","","","","","","","","","","910","19690","918","22138","910","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","304","143711","0.0-3.0-140.0-4.0","11","36963","11","null","","","","null","","69","","","143600","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","20600","111","23056","100","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","305","143835","0.0-3.0-142.0-0.0","11","36963","11","120","","","","75","","70","","","143711","0","35","16","body_parts","faces","50","50","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","0","F","0","0","","original","1200","3","2","16","35","faces","body_parts","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","50","50","120","20700","124","23167","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","306","144727","0.0-3.0-142.0-2.0-0.0","11","36963","11","null","","","","null","","70","","","143835","","","","","","","","","","","","","","","","","3","","","","","","","","","","880","20820","892","23291","880","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","307","144836","0.0-3.0-142.0-4.0","11","36963","11","null","","","","null","","70","","","144727","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","21700","109","24183","100","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","308","145551","0.0-3.0-144.0-0.0","11","36963","11","null","","","","null","","71","","","144836","","","","","","","","","","1","J","0","700","right","scramble","2300","3","2","23","47","faces","objects","Stimuli/Experimental_stims/scramble/faces/scrambled_rikonavt-HQjfrvdTfak-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","NaN","NaN","700","21800","715","24292","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","309","145865","0.0-3.0-144.0-1.0-0.0","11","36963","11","null","","","","null","","71","","","145551","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","3","","","","","","","","","","300","22500","314","25007","300","0","1","","","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","310","145975","0.0-3.0-144.0-3.0-0.0","11","36963","11","null","","","","null","","71","","","145865","","","","","","","","","","1","","","","","","","3","","","","","","","","","","100","22800","110","25321","","","","1","","","","","","","","","","",""
"","iti","","html-keyboard-response","311","146086","0.0-3.0-144.0-4.0","11","36963","11","null","","","","null","","71","","","145975","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","22900","111","25431","100","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","312","147095","0.0-3.0-146.0-0.0","11","36963","11","null","","","","null","","72","","","146086","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1","D","0","0","","original","1400","3","2","43","17","objects","faces","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","50","50","1000","23000","1009","25542","","","","","","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","313","147205","0.0-3.0-146.0-3.0-0.0","11","36963","11","null","","","","null","","72","","","147095","","","","","","","","","","1","","","","","","","3","","","","","","","","","","100","24000","110","26551","","","","1","","","","","","","","","","",""
"","iti","","html-keyboard-response","314","147317","0.0-3.0-146.0-4.0","11","36963","11","null","","","","null","","72","","","147205","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","24100","112","26661","100","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","315","148324","0.0-3.0-148.0-0.0","11","36963","11","null","","","","null","","73","","","147317","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1","B","0","0","","original","2800","3","2","0","15","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","50","50","1000","24200","1007","26773","","","","","","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","316","148437","0.0-3.0-148.0-3.0-0.0","11","36963","11","null","","","","null","","73","","","148324","","","","","","","","","","1","","","","","","","3","","","","","","","","","","100","25200","113","27780","","","","1","","","","","","","","","","",""
"","iti","","html-keyboard-response","317","148551","0.0-3.0-148.0-4.0","11","36963","11","null","","","","null","","73","","","148437","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","25300","114","27893","100","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","318","149662","0.0-3.0-150.0-0.0","11","36963","11","null","","","","null","","74","","","148551","","","","","","","","","","1","I","0","1100","right","scramble","1300","3","2","25","2","body_parts","outdoor_scenes","Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","NaN","NaN","1100","25400","1111","28007","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","319","149670","0.0-3.0-150.0-1.0-0.0","11","36963","11","null","","","","null","","74","","","149662","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","3","","","","","","","","","","-100","26500","8","29118","-100","0","1","","","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","320","149777","0.0-3.0-150.0-3.0-0.0","11","36963","11","null","","","","null","","74","","","149670","","","","","","","","","","1","","","","","","","3","","","","","","","","","","100","26400","107","29126","","","","1","","","","","","","","","","",""
"","iti","","html-keyboard-response","321","149887","0.0-3.0-150.0-4.0","11","36963","11","null","","","","null","","74","","","149777","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","26500","110","29233","100","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","322","150997","0.0-3.0-152.0-0.0","11","36963","11","null","","","","null","","75","","","149887","","","","","","","","","","1","H","0","1100","left","scramble","2300","3","2","19","8","faces","outdoor_scenes","Stimuli/Experimental_stims/scramble/faces/scrambled_joel-mott-LaK153ghdig-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_samsommer-vddccTqwal8-unsplash.jpg","NaN","NaN","1100","26600","1110","29343","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","323","151006","0.0-3.0-152.0-1.0-0.0","11","36963","11","null","","","","null","","75","","","150997","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","3","","","","","","","","","","-100","27700","9","30453","-100","0","1","","","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","324","151113","0.0-3.0-152.0-3.0-0.0","11","36963","11","null","","","","null","","75","","","151006","","","","","","","","","","1","","","","","","","3","","","","","","","","","","100","27600","107","30462","","","","1","","","","","","","","","","",""
"","iti","","html-keyboard-response","325","151223","0.0-3.0-152.0-4.0","11","36963","11","null","","","","null","","75","","","151113","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","27700","110","30569","100","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","326","152230","0.0-3.0-154.0-0.0","11","36963","11","null","","","","null","","76","","","151223","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1","E","0","0","","original","1900","4","2","36","28","objects","body_parts","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","50","50","1000","27800","1007","30679","","","","","","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","327","152340","0.0-3.0-154.0-3.0-0.0","11","36963","11","null","","","","null","","76","","","152230","","","","","","","","","","1","","","","","","","4","","","","","","","","","","100","28800","110","31686","","","","1","","","","","","","","","","",""
"","iti","","html-keyboard-response","328","152448","0.0-3.0-154.0-4.0","11","36963","11","null","","","","null","","76","","","152340","","","","","","","","","","","","","","","","","4","","","","","","","","","","100","28900","108","31796","100","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","329","152959","0.0-3.0-156.0-0.0","11","36963","11","null","","","","null","","77","","","152448","","","","","","","","","","1","A","0","500","left","scramble","1300","4","2","6","37","outdoor_scenes","objects","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_alexander-andrews-VLGWE_SumrA-unsplash.jpg","NaN","NaN","500","29000","511","31904","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","330","153472","0.0-3.0-156.0-1.0-0.0","11","36963","11","null","","","","null","","77","","","152959","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","4","","","","","","","","","","500","29500","513","32415","500","0","1","","","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","331","153580","0.0-3.0-156.0-3.0-0.0","11","36963","11","null","","","","null","","77","","","153472","","","","","","","","","","1","","","","","","","4","","","","","","","","","","100","30000","108","32928","","","","1","","","","","","","","","","",""
"","iti","","html-keyboard-response","332","153687","0.0-3.0-156.0-4.0","11","36963","11","null","","","","null","","77","","","153580","","","","","","","","","","","","","","","","","4","","","","","","","","","","100","30100","107","33036","100","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","333","154693","0.0-3.0-158.0-0.0","11","36963","11","null","","","","null","","78","","","153687","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1","C","0","0","","original","3000","4","2","5","34","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","50","50","1000","30200","1006","33143","","","","","","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","334","154810","0.0-3.0-158.0-3.0-0.0","11","36963","11","null","","","","null","","78","","","154693","","","","","","","","","","1","","","","","","","4","","","","","","","","","","100","31200","117","34149","","","","1","","","","","","","","","","",""
"","iti","","html-keyboard-response","335","154921","0.0-3.0-158.0-4.0","11","36963","11","null","","","","null","","78","","","154810","","","","","","","","","","","","","","","","","4","","","","","","","","","","100","31300","111","34266","100","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","336","156428","0.0-3.0-160.0-0.0","11","36963","11","null","","","","null","","79","","","154921","","","","","","","","","","1","H","0","1500","left","scramble","1600","4","2","19","8","faces","outdoor_scenes","Stimuli/Experimental_stims/scramble/faces/scrambled_joel-mott-LaK153ghdig-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_samsommer-vddccTqwal8-unsplash.jpg","NaN","NaN","1500","31400","1507","34377","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","337","156436","0.0-3.0-160.0-1.0-0.0","11","36963","11","null","","","","null","","79","","","156428","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","4","","","","","","","","","","-500","32900","8","35884","-500","0","1","","","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","338","156541","0.0-3.0-160.0-3.0-0.0","11","36963","11","null","","","","null","","79","","","156436","","","","","","","","","","1","","","","","","","4","","","","","","","","","","100","32400","105","35892","","","","1","","","","","","","","","","",""
"","iti","","html-keyboard-response","339","156656","0.0-3.0-160.0-4.0","11","36963","11","null","","","","null","","79","","","156541","","","","","","","","","","","","","","","","","4","","","","","","","","","","100","32500","115","35997","100","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","340","157673","0.0-3.0-162.0-0.0","11","36963","11","null","","","","null","","80","","","156656","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1","J","0","0","","original","2100","4","2","23","47","faces","objects","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","50","50","1000","32600","1017","36112","","","","","","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","341","157785","0.0-3.0-162.0-3.0-0.0","11","36963","11","null","","","","null","","80","","","157673","","","","","","","","","","1","","","","","","","4","","","","","","","","","","100","33600","112","37129","","","","1","","","","","","","","","","",""
"","iti","","html-keyboard-response","342","157897","0.0-3.0-162.0-4.0","11","36963","11","null","","","","null","","80","","","157785","","","","","","","","","","","","","","","","","4","","","","","","","","","","100","33700","112","37241","100","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","343","158908","0.0-3.0-164.0-0.0","11","36963","11","null","","","","null","","81","","","157897","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1","B","0","0","","original","2400","4","2","0","15","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","50","50","1000","33800","1011","37353","","","","","","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","344","159026","0.0-3.0-164.0-3.0-0.0","11","36963","11","null","","","","null","","81","","","158908","","","","","","","","","","1","","","","","","","4","","","","","","","","","","100","34800","118","38364","","","","1","","","","","","","","","","",""
"","iti","","html-keyboard-response","345","159137","0.0-3.0-164.0-4.0","11","36963","11","null","","","","null","","81","","","159026","","","","","","","","","","","","","","","","","4","","","","","","","","","","100","34900","111","38482","100","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","346","159351","0.0-3.0-166.0-0.0","11","36963","11","null","","","","null","","82","","","159137","","","","","","","","","","1","F","0","200","left","scramble","1200","4","2","16","35","faces","body_parts","Stimuli/Experimental_stims/scramble/faces/scrambled_freddy-kearney-o-ioeoATbIM-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_wc-so-KH4AAPjb-tI-unsplash.jpg","NaN","NaN","200","35000","214","38593","","","","","","","","","","","","","","",""
