"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","scramble_no_response","warning","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating"
"","localizer","","html-keyboard-response","264","426836","0.0-2.0-93.0-0.0","32","68112","female","261","","","","68","0","91","","Stimuli/Experimental_stims/localizer/body_parts/nihal-karkala-LlOfbQD-IJ0-unsplash.jpg","426419","1","body_parts","","0","0","1","400","114300","417","115896","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","265","427151","0.0-2.0-93.0-1.0","32","68112","female","null","","","","null","","91","","","426836","1","","","","","","300","114700","315","116313","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","266","427557","0.0-2.0-94.0-0.0","32","68112","female","299","","","","68","0","92","","Stimuli/Experimental_stims/localizer/body_parts/niu-niu-5HzOtV-FSlw-unsplash.jpg","427151","1","body_parts","","0","0","1","400","115000","406","116628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","267","427866","0.0-2.0-94.0-1.0","32","68112","female","null","","","","null","","92","","","427557","1","","","","","","300","115400","309","117034","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","268","428271","0.0-2.0-95.0-0.0","32","68112","female","292","","","","68","0","93","","Stimuli/Experimental_stims/localizer/body_parts/igordoon-primus-CdyHqfrbGIs-unsplash.jpg","427866","1","body_parts","","0","0","1","400","115700","405","117343","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","269","428583","0.0-2.0-95.0-1.0","32","68112","female","null","","","","null","","93","","","428271","1","","","","","","300","116100","312","117748","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","270","428988","0.0-2.0-96.0-0.0","32","68112","female","279","","","","68","0","94","","Stimuli/Experimental_stims/localizer/body_parts/carlos-henrique-NAOJKwZswbs-unsplash.jpg","428583","1","body_parts","","0","0","1","400","116400","405","118060","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","271","429298","0.0-2.0-96.0-1.0","32","68112","female","null","","","","null","","94","","","428988","1","","","","","","300","116800","310","118465","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","272","429716","0.0-2.0-97.0-0.0","32","68112","female","247","","","","68","0","95","","Stimuli/Experimental_stims/localizer/body_parts/liv-bruce-M0oVPGsWk1E-unsplash.jpg","429298","1","body_parts","","0","0","1","400","117100","418","118775","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","273","430023","0.0-2.0-97.0-1.0","32","68112","female","null","","","","null","","95","","","429716","1","","","","","","300","117500","307","119193","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","274","430428","0.0-2.0-98.0-0.0","32","68112","female","266","","","","68","0","96","","Stimuli/Experimental_stims/localizer/body_parts/sincerely-media-9Zf6yh7RYbQ-unsplash.jpg","430023","1","body_parts","","0","0","1","400","117800","405","119500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","275","430739","0.0-2.0-98.0-1.0","32","68112","female","null","","","","null","","96","","","430428","1","","","","","","300","118200","311","119905","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","276","431148","0.0-2.0-99.0-0.0","32","68112","female","245","","","","68","0","97","","Stimuli/Experimental_stims/localizer/body_parts/debby-hudson--B_757qSA4k-unsplash.jpg","430739","1","body_parts","","0","0","1","400","118500","409","120216","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","277","431458","0.0-2.0-99.0-1.0","32","68112","female","null","","","","null","","97","","","431148","1","","","","","","300","118900","310","120625","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","278","431866","0.0-2.0-100.0-0.0","32","68112","female","238","","","","68","0","98","","Stimuli/Experimental_stims/localizer/body_parts/betzy-arosemena-YHdgnygtVCQ-unsplash.jpg","431458","1","body_parts","","0","0","1","400","119200","408","120935","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","279","432178","0.0-2.0-100.0-1.0","32","68112","female","null","","","","null","","98","","","431866","1","","","","","","300","119600","312","121343","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","280","432594","0.0-2.0-101.0-0.0","32","68112","female","246","","","","68","0","99","","Stimuli/Experimental_stims/localizer/body_parts/sincerely-media-Q7qRyaurQfo-unsplash.jpg","432178","1","body_parts","","1","0","0","400","119900","416","121655","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","281","432911","0.0-2.0-101.0-1.0","32","68112","female","null","","","","null","","99","","","432594","1","","","","","","300","120300","317","122071","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","282","433317","0.0-2.0-102.0-0.0","32","68112","female","304","","","","68","0","100","","Stimuli/Experimental_stims/localizer/body_parts/deborah-diem-ieVxpPjl1e0-unsplash.jpg","432911","1","body_parts","","0","0","1","400","120600","406","122388","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","283","433622","0.0-2.0-102.0-1.0","32","68112","female","null","","","","null","","100","","","433317","1","","","","","","300","121000","305","122794","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","284","434028","0.0-2.0-103.0-0.0","32","68112","female","313","","","","68","0","101","","Stimuli/Experimental_stims/localizer/body_parts/jasper-garratt-Ng_Kl7K6V8Y-unsplash.jpg","433622","1","body_parts","","0","0","1","400","121300","406","123099","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","285","434338","0.0-2.0-103.0-1.0","32","68112","female","null","","","","null","","101","","","434028","1","","","","","","300","121700","310","123505","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","286","434742","0.0-2.0-104.0-0.0","32","68112","female","377","","","","68","0","102","","Stimuli/Experimental_stims/localizer/body_parts/jan-romero-DL4DDQb8yjc-unsplash.jpg","434338","1","body_parts","","0","0","1","400","122000","404","123815","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","287","435059","0.0-2.0-104.0-1.0","32","68112","female","null","","","","null","","102","","","434742","1","","","","","","300","122400","317","124219","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","288","435462","0.0-2.0-105.0-0.0","32","68112","female","355","","","","68","0","103","","Stimuli/Experimental_stims/localizer/body_parts/i-am_nah--S4OsO0c6Ts-unsplash.jpg","435059","1","body_parts","","0","0","1","400","122700","403","124536","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","289","435772","0.0-2.0-105.0-1.0","32","68112","female","null","","","","null","","103","","","435462","1","","","","","","300","123100","310","124939","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","290","436190","0.0-2.0-106.0-0.0","32","68112","female","331","","","","68","0","104","","Stimuli/Experimental_stims/localizer/body_parts/semen-zhuravlev-_XxH_mV8dnk-unsplash (1).jpg","435772","1","body_parts","","0","0","1","400","123400","418","125249","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","291","436500","0.0-2.0-106.0-1.0","32","68112","female","null","","","","null","","104","","","436190","1","","","","","","300","123800","310","125667","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","292","436905","0.0-2.0-107.0-0.0","32","68112","female","316","","","","68","0","105","","Stimuli/Experimental_stims/localizer/body_parts/sippakorn-yamkasikorn-32_sJlJa5gA-unsplash.jpg","436500","1","body_parts","","0","0","1","400","124100","405","125977","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","293","450922","0.0-2.0-107.0-1.0","32","68112","female","null","","","","null","","105","","","436905","1","","","","","","14000","124500","14017","126382","14000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","294","451337","0.0-2.0-108.0-0.0","32","68112","female","412","","","","68","0","106","","Stimuli/Experimental_stims/localizer/objects/quino-al-8gWEAAXJjtI-unsplash.jpg","450922","1","objects","","1","0","0","400","138500","415","140399","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","295","451653","0.0-2.0-108.0-1.0","32","68112","female","null","","","","null","","106","","","451337","1","","","","","","300","138900","316","140814","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","296","452056","0.0-2.0-109.0-0.0","32","68112","female","NaN","","","","null","NaN","107","","Stimuli/Experimental_stims/localizer/objects/oriento-maVIpNNtmlQ-unsplash.jpg","451653","1","objects","","0","1","0","400","139200","403","141130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","297","452366","0.0-2.0-109.0-1.0","32","68112","female","null","","","","null","","107","","","452056","1","","","","","","300","139600","310","141533","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","298","452784","0.0-2.0-110.0-0.0","32","68112","female","298","","","","68","0","108","","Stimuli/Experimental_stims/localizer/objects/chris-briggs-x9TCnxNBofE-unsplash.jpg","452366","1","objects","","0","0","1","400","139900","418","141843","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","299","453095","0.0-2.0-110.0-1.0","32","68112","female","null","","","","null","","108","","","452784","1","","","","","","300","140300","311","142261","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","300","453501","0.0-2.0-111.0-0.0","32","68112","female","269","","","","68","0","109","","Stimuli/Experimental_stims/localizer/objects/saif71-com-VIKdvmGUhq8-unsplash.jpg","453095","1","objects","","0","0","1","400","140600","406","142572","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","301","453811","0.0-2.0-111.0-1.0","32","68112","female","null","","","","null","","109","","","453501","1","","","","","","300","141000","310","142978","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","302","454214","0.0-2.0-112.0-0.0","32","68112","female","331","","","","68","0","110","","Stimuli/Experimental_stims/localizer/objects/nicolas-hippert-kfr_eSrR08M-unsplash.jpg","453811","1","objects","","0","0","1","400","141300","403","143288","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","303","454534","0.0-2.0-112.0-1.0","32","68112","female","null","","","","null","","110","","","454214","1","","","","","","300","141700","320","143691","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","304","454939","0.0-2.0-113.0-0.0","32","68112","female","329","","","","68","0","111","","Stimuli/Experimental_stims/localizer/objects/adriano-pucciarelli-BE7yaZnZX6o-unsplash.jpg","454534","1","objects","","0","0","1","400","142000","405","144011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","305","455244","0.0-2.0-113.0-1.0","32","68112","female","null","","","","null","","111","","","454939","1","","","","","","300","142400","305","144416","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","306","455647","0.0-2.0-114.0-0.0","32","68112","female","372","","","","68","0","112","","Stimuli/Experimental_stims/localizer/objects/girl-with-red-hat-Xxg-r574pLE-unsplash.jpg","455244","1","objects","","0","0","1","400","142700","403","144721","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","307","455958","0.0-2.0-114.0-1.0","32","68112","female","null","","","","null","","112","","","455647","1","","","","","","300","143100","311","145124","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","308","456364","0.0-2.0-115.0-0.0","32","68112","female","NaN","","","","null","NaN","113","","Stimuli/Experimental_stims/localizer/objects/mulyadi-tWp0VSlSdMI-unsplash.jpg","455958","1","objects","","0","1","0","400","143400","406","145435","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","309","456672","0.0-2.0-115.0-1.0","32","68112","female","null","","","","null","","113","","","456364","1","","","","","","300","143800","308","145841","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","310","457078","0.0-2.0-116.0-0.0","32","68112","female","374","","","","68","0","114","","Stimuli/Experimental_stims/localizer/objects/yoann-siloine-_T4w3JDm6ug-unsplash.jpg","456672","1","objects","","0","0","1","400","144100","406","146149","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","311","457392","0.0-2.0-116.0-1.0","32","68112","female","null","","","","null","","114","","","457078","1","","","","","","300","144500","314","146555","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","312","457796","0.0-2.0-117.0-0.0","32","68112","female","312","","","","68","0","115","","Stimuli/Experimental_stims/localizer/objects/designecologist-hvgd0ygXuQQ-unsplash.jpg","457392","1","objects","","0","0","1","400","144800","404","146869","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","313","458106","0.0-2.0-117.0-1.0","32","68112","female","null","","","","null","","115","","","457796","1","","","","","","300","145200","310","147273","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","314","458513","0.0-2.0-118.0-0.0","32","68112","female","327","","","","68","0","116","","Stimuli/Experimental_stims/localizer/objects/namroud-gorguis-FZWivbri0Xk-unsplash.jpg","458106","1","objects","","0","0","1","400","145500","407","147583","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","315","458824","0.0-2.0-118.0-1.0","32","68112","female","null","","","","null","","116","","","458513","1","","","","","","300","145900","311","147990","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","316","459229","0.0-2.0-119.0-0.0","32","68112","female","352","","","","68","0","117","","Stimuli/Experimental_stims/localizer/objects/andrew-petrov-TVJqDat4MAw-unsplash.jpg","458824","1","objects","","0","0","1","400","146200","405","148301","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","317","459538","0.0-2.0-119.0-1.0","32","68112","female","null","","","","null","","117","","","459229","1","","","","","","300","146600","309","148706","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","318","459956","0.0-2.0-120.0-0.0","32","68112","female","NaN","","","","null","NaN","118","","Stimuli/Experimental_stims/localizer/objects/mockup-graphics-v_a3DWpOFc0-unsplash.jpg","459538","1","objects","","0","1","0","400","146900","418","149015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","319","460267","0.0-2.0-120.0-1.0","32","68112","female","null","","","","null","","118","","","459956","1","","","","","","300","147300","311","149433","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","320","460676","0.0-2.0-121.0-0.0","32","68112","female","NaN","","","","null","NaN","119","","Stimuli/Experimental_stims/localizer/objects/carlos-felipe-ramirez-mesa-HW7bfB3ERSQ-unsplash.jpg","460267","1","objects","","0","1","0","400","147600","409","149744","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","321","460984","0.0-2.0-121.0-1.0","32","68112","female","null","","","","null","","119","","","460676","1","","","","","","300","148000","308","150153","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","322","461392","0.0-2.0-122.0-0.0","32","68112","female","321","","","","68","0","120","","Stimuli/Experimental_stims/localizer/objects/dario-mendez-hnJ2VNZzbns-unsplash.jpg","460984","1","objects","","0","0","1","400","148300","408","150461","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","323","461705","0.0-2.0-122.0-1.0","32","68112","female","null","","","","null","","120","","","461392","1","","","","","","300","148700","313","150869","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","324","462124","0.0-2.0-123.0-0.0","32","68112","female","300","","","","68","0","121","","Stimuli/Experimental_stims/localizer/objects/mockup-graphics-aUkYaG12Dgs-unsplash.jpg","461705","1","objects","","0","0","1","400","149000","419","151182","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","325","462437","0.0-2.0-123.0-1.0","32","68112","female","null","","","","null","","121","","","462124","1","","","","","","300","149400","313","151601","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","326","462841","0.0-2.0-124.0-0.0","32","68112","female","310","","","","68","0","122","","Stimuli/Experimental_stims/localizer/objects/sam-moghadam-khamseh-kvmdsTrGOBM-unsplash.jpg","462437","1","objects","","0","0","1","400","149700","404","151914","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","327","463155","0.0-2.0-124.0-1.0","32","68112","female","null","","","","null","","122","","","462841","1","","","","","","300","150100","314","152318","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","328","463560","0.0-2.0-125.0-0.0","32","68112","female","354","","","","68","0","123","","Stimuli/Experimental_stims/localizer/objects/sam-moghadam-khamseh-L_7MQsHl_aU-unsplash.jpg","463155","1","objects","","0","0","1","400","150400","405","152632","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","329","463867","0.0-2.0-125.0-1.0","32","68112","female","null","","","","null","","123","","","463560","1","","","","","","300","150800","307","153037","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","330","464272","0.0-2.0-126.0-0.0","32","68112","female","330","","","","75","1","124","","Stimuli/Experimental_stims/localizer/objects/adriano-pucciarelli-Jl3S1yM8gi8-unsplash.jpg","463867","1","objects","","0","0","0","400","151100","405","153344","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","331","464586","0.0-2.0-126.0-1.0","32","68112","female","null","","","","null","","124","","","464272","1","","","","","","300","151500","314","153749","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","332","464994","0.0-2.0-127.0-0.0","32","68112","female","152","","","","68","0","125","","Stimuli/Experimental_stims/localizer/objects/dario-mendez-WmF_XLF4-Rs-unsplash.jpg","464586","1","objects","","1","0","0","400","151800","408","154063","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","333","479012","0.0-2.0-127.0-1.0","32","68112","female","null","","","","null","","125","","","464994","1","","","","","","14000","152200","14018","154471","14000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","334","479417","0.0-2.0-128.0-0.0","32","68112","female","NaN","","","","null","NaN","126","","Stimuli/Experimental_stims/localizer/outdoor_scenes/andres-sanz-uILhNE1VcwA-unsplash.jpg","479012","1","outdoor_scenes","","0","1","0","400","166200","405","168489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","335","479727","0.0-2.0-128.0-1.0","32","68112","female","null","","","","null","","126","","","479417","1","","","","","","300","166600","310","168894","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","336","480130","0.0-2.0-129.0-0.0","32","68112","female","356","","","","68","0","127","","Stimuli/Experimental_stims/localizer/outdoor_scenes/pascal-debrunner-1WQ5RZuH9xo-unsplash.jpg","479727","1","outdoor_scenes","","0","0","1","400","166900","403","169204","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","337","480445","0.0-2.0-129.0-1.0","32","68112","female","null","","","","null","","127","","","480130","1","","","","","","300","167300","315","169607","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","338","480853","0.0-2.0-130.0-0.0","32","68112","female","303","","","","68","0","128","","Stimuli/Experimental_stims/localizer/outdoor_scenes/chris-holgersson-zshyCr6HGw0-unsplash.jpg","480445","1","outdoor_scenes","","0","0","1","400","167600","408","169922","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","339","481165","0.0-2.0-130.0-1.0","32","68112","female","null","","","","null","","128","","","480853","1","","","","","","300","168000","312","170330","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","340","481567","0.0-2.0-131.0-0.0","32","68112","female","395","","","","75","1","129","","Stimuli/Experimental_stims/localizer/outdoor_scenes/antoine-beauvillain-qrPqGP-SG8w-unsplash.jpg","481165","1","outdoor_scenes","","1","0","1","400","168300","402","170642","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","341","481884","0.0-2.0-131.0-1.0","32","68112","female","null","","","","null","","129","","","481567","1","","","","","","300","168700","317","171044","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","342","482303","0.0-2.0-132.0-0.0","32","68112","female","269","","","","68","0","130","","Stimuli/Experimental_stims/localizer/outdoor_scenes/neom-THlO6Mkf5uI-unsplash.jpg","481884","1","outdoor_scenes","","0","0","1","400","169000","419","171361","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","343","482614","0.0-2.0-132.0-1.0","32","68112","female","null","","","","null","","130","","","482303","1","","","","","","300","169400","311","171780","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","344","483020","0.0-2.0-133.0-0.0","32","68112","female","296","","","","68","0","131","","Stimuli/Experimental_stims/localizer/outdoor_scenes/john-lee-oMneOBYhJxY-unsplash.jpg","482614","1","outdoor_scenes","","0","0","1","400","169700","406","172091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","345","483330","0.0-2.0-133.0-1.0","32","68112","female","null","","","","null","","131","","","483020","1","","","","","","300","170100","310","172497","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","346","483736","0.0-2.0-134.0-0.0","32","68112","female","263","","","","68","0","132","","Stimuli/Experimental_stims/localizer/outdoor_scenes/darrell-cassell-hoCXpPUMCoE-unsplash.jpg","483330","1","outdoor_scenes","","0","0","1","400","170400","406","172807","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","347","484047","0.0-2.0-134.0-1.0","32","68112","female","null","","","","null","","132","","","483736","1","","","","","","300","170800","311","173213","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
