"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","missed_checkup","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","warning","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","deliberation_confirmation","","html-keyboard-response","603","765325","0.0-3.0-2.0-2.0-0.0","25","64283","Male","null","","","","null","","0","","","764163","","","","","","","1147","334253","1162","337947","1147","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","604","766834","0.0-3.0-2.0-4.0","25","64283","Male","null","","","","null","","0","","","765325","","","","","","","1500","335400","1509","339109","1500","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","605","769349","0.0-3.0-4.0-0.0","25","64283","Male","null","","","","null","","1","","","766834","0","","","","1","","2500","336900","2515","340618","","","","","","","","","","","prac2","1","2500","left","scramble","2500","0","","","","","Stimuli/Practice_stims/Deliberation/scramble/scrambled_clay-banks-1KPfcPdbWFM-unsplash.jpg","Stimuli/Practice_stims/Deliberation/scramble/scrambled_melissa-keizer-sV4Pd8wq5_o-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","606","769785","0.0-3.0-4.0-1.0-0.0","25","64283","Male","425","","","","68","","1","","","769349","","","","","0","","425","339400","436","343133","500","1","","","","","","","Stimuli/Practice_stims/Deliberation/scramble/scrambled_clay-banks-1KPfcPdbWFM-unsplash.jpg","Stimuli/Practice_stims/Deliberation/scramble/scrambled_melissa-keizer-sV4Pd8wq5_o-unsplash.jpg","","","","","","","0","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","607","769866","0.0-3.0-4.0-2.0-0.0","25","64283","Male","null","","","","null","","1","","","769785","","","","","","","75","339825","81","343569","75","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","608","772371","0.0-3.0-4.0-4.0","25","64283","Male","null","","","","null","","1","","","769866","","","","","","","2500","339900","2505","343650","2500","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","609","773877","0.0-3.0-6.0-0.0","25","64283","Male","null","","","","null","","2","","","772371","0","","","","1","","1500","342400","1506","346155","","","","","","","","","","","prac3","1","1500","right","scramble","3000","0","","","","","Stimuli/Practice_stims/Deliberation/scramble/scrambled_anthony-delanoix-Q0-fOL2nqZc-unsplash.jpg","Stimuli/Practice_stims/Deliberation/scramble/scrambled_becca-tapert-sY5RjMB1KkE-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","610","774231","0.0-3.0-6.0-1.0-0.0","25","64283","Male","350","","","","75","","2","","","773877","","","","","0","","350","343900","354","347661","1500","0","","","","","","","Stimuli/Practice_stims/Deliberation/scramble/scrambled_becca-tapert-sY5RjMB1KkE-unsplash.jpg","Stimuli/Practice_stims/Deliberation/scramble/scrambled_anthony-delanoix-Q0-fOL2nqZc-unsplash.jpg","","","","","","","0","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","611","775387","0.0-3.0-6.0-2.0-0.0","25","64283","Male","null","","","","null","","2","","","774231","","","","","","","1150","344250","1156","348015","1150","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","612","778395","0.0-3.0-6.0-4.0","25","64283","Male","null","","","","null","","2","","","775387","","","","","","","3000","345400","3008","349171","3000","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","613","779928","0.0-3.0-8.0-0.0","25","64283","Male","1525","","","","75","","3","","","778395","0","","","","0","","1525","348400","1533","352179","","0","","","","","","","Stimuli/Practice_stims/Deliberation/melissa-keizer-sV4Pd8wq5_o-unsplash.jpg","Stimuli/Practice_stims/Deliberation/clay-banks-1KPfcPdbWFM-unsplash.jpg","prac4","1","0","","original","2000","0","","","","","Stimuli/Practice_stims/Deliberation/clay-banks-1KPfcPdbWFM-unsplash.jpg","Stimuli/Practice_stims/Deliberation/melissa-keizer-sV4Pd8wq5_o-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","614","781409","0.0-3.0-8.0-2.0-0.0","25","64283","Male","null","","","","null","","3","","","779928","","","","","","","1475","349925","1481","353712","1475","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","615","783415","0.0-3.0-8.0-4.0","25","64283","Male","null","","","","null","","3","","","781409","","","","","","","2000","351400","2006","355193","2000","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","practice_over","","html-keyboard-response","616","796303","0.0-3.0-8.0-5.0-0.0","25","64283","Male","12883","","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","start_run","","html-keyboard-response","617","797870","0.0-3.0-8.0-5.0-1.0","25","64283","Male","1565","","","","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","618","799176","0.0-3.0-10.0-0.0","25","64283","Male","null","","","","null","","4","","","797870","1","","","","1","","1300","0","1306","0","","","","","","","","","","","D","0","1300","right","scramble","3300","1","41","21","objects","faces","Stimuli/Experimental_stims/scramble/objects/scrambled_insung-yoon-w2JtIQQXoRU-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_leilani-angel-K84vnnzxmTQ-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","619","799670","0.0-3.0-10.0-1.0-0.0","25","64283","Male","484","","","","75","","4","","","799176","","","","","0","","484","1300","494","1306","1700","0","21","41","faces","objects","","","Stimuli/Experimental_stims/scramble/faces/scrambled_leilani-angel-K84vnnzxmTQ-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_insung-yoon-w2JtIQQXoRU-unsplash.jpg","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","620","800898","0.0-3.0-10.0-2.0-0.0","25","64283","Male","null","","","","null","","4","","","799670","","","","","","","1216","1784","1228","1800","1216","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","621","804211","0.0-3.0-10.0-4.0","25","64283","Male","null","","","","null","","4","","","800898","","","","","","","3300","3000","3313","3028","3300","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","622","805718","0.0-3.0-12.0-0.0","25","64283","Male","null","","","","null","","5","","","804211","1","","","","1","","1500","6300","1507","6341","","","","","","","","","","","B","0","1500","right","scramble","1100","1","4","19","outdoor_scenes","faces","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_joel-mott-LaK153ghdig-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","623","806105","0.0-3.0-12.0-1.0-0.0","25","64283","Male","381","","","","75","","5","","","805718","","","","","0","","381","7800","387","7848","1500","0","19","4","faces","outdoor_scenes","","","Stimuli/Experimental_stims/scramble/faces/scrambled_joel-mott-LaK153ghdig-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","624","807231","0.0-3.0-12.0-2.0-0.0","25","64283","Male","null","","","","null","","5","","","806105","","","","","","","1119","8181","1126","8235","1119","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","625","808336","0.0-3.0-12.0-4.0","25","64283","Male","null","","","","null","","5","","","807231","","","","","","","1100","9300","1105","9361","1100","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","626","809566","0.0-3.0-14.0-0.0","25","64283","Male","1221","","","","68","","6","","","808336","1","","","","0","","1221","10400","1230","10466","","1","1","36","outdoor_scenes","objects","79","55","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","A","0","0","","original","1800","1","1","36","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","79","55","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","627","811355","0.0-3.0-14.0-2.0-0.0","25","64283","Male","null","","","","null","","6","","","809566","","","","","","","1779","11621","1789","11696","1779","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","628","813160","0.0-3.0-14.0-4.0","25","64283","Male","null","","","","null","","6","","","811355","","","","","","","1800","13400","1805","13485","1800","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","629","814469","0.0-3.0-16.0-0.0","25","64283","Male","1300","","","","75","","7","","","813160","1","","","","0","","1300","15200","1309","15290","","0","34","38","body_parts","objects","36","63","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg","E","0","0","","original","1500","1","38","34","objects","body_parts","Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","63","36","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","630","816178","0.0-3.0-16.0-2.0-0.0","25","64283","Male","null","","","","null","","7","","","814469","","","","","","","1700","16500","1709","16599","1700","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","631","817682","0.0-3.0-16.0-4.0","25","64283","Male","null","","","","null","","7","","","816178","","","","","","","1500","18200","1504","18308","1500","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","632","819492","0.0-3.0-18.0-0.0","25","64283","Male","null","","","","null","","8","","","817682","1","","","","1","","1800","19700","1810","19812","","","","","","","","","","","K","0","1800","left","scramble","2200","1","30","45","body_parts","objects","Stimuli/Experimental_stims/scramble/body_parts/scrambled_mika-korhonen-Xodzxosar18-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_leohoho-rngTKHXumy0-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","633","820080","0.0-3.0-18.0-1.0-0.0","25","64283","Male","577","","","","68","","8","","","819492","","","","","0","","577","21500","588","21622","1200","1","30","45","body_parts","objects","","","Stimuli/Experimental_stims/scramble/body_parts/scrambled_mika-korhonen-Xodzxosar18-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_leohoho-rngTKHXumy0-unsplash.jpg","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","634","820710","0.0-3.0-18.0-2.0-0.0","25","64283","Male","null","","","","null","","8","","","820080","","","","","","","623","22077","630","22210","623","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","635","822919","0.0-3.0-18.0-4.0","25","64283","Male","null","","","","null","","8","","","820710","","","","","","","2200","22700","2209","22840","2200","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","636","824711","0.0-3.0-20.0-0.0","25","64283","Male","1784","","","","68","","9","","","822919","1","","","","0","","1784","24900","1792","25049","","1","18","40","faces","objects","40","49","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","J","0","0","","original","2400","1","18","40","faces","objects","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","40","49","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","637","825933","0.0-3.0-20.0-2.0-0.0","25","64283","Male","null","","","","null","","9","","","824711","","","","","","","1216","26684","1222","26841","1216","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","638","828344","0.0-3.0-20.0-4.0","25","64283","Male","null","","","","null","","9","","","825933","","","","","","","2400","27900","2411","28063","2400","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","639","829058","0.0-3.0-22.0-0.0","25","64283","Male","null","","","","null","","10","","","828344","1","","","","1","","700","30300","714","30474","","","","","","","","","","","L","0","700","left","scramble","3000","1","32","17","body_parts","faces","Stimuli/Experimental_stims/scramble/body_parts/scrambled_towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_good-faces-xmSWVeGEnJw-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","640","829832","0.0-3.0-22.0-1.0-0.0","25","64283","Male","767","","","","68","","10","","","829058","","","","","0","","767","31000","774","31188","2300","1","32","17","body_parts","faces","","","Stimuli/Experimental_stims/scramble/body_parts/scrambled_towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_good-faces-xmSWVeGEnJw-unsplash.jpg","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","641","831372","0.0-3.0-22.0-2.0-0.0","25","64283","Male","null","","","","null","","10","","","829832","","","","","","","1533","31767","1540","31962","1533","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","642","834379","0.0-3.0-22.0-4.0","25","64283","Male","null","","","","null","","10","","","831372","","","","","","","3000","33300","3007","33502","3000","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","643","835184","0.0-3.0-24.0-0.0","25","64283","Male","799","","","","68","","11","","","834379","1","","","","0","","799","36300","805","36509","","1","10","29","outdoor_scenes","body_parts","78","63","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","C","0","0","","original","1100","1","10","29","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","78","63","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","644","837398","0.0-3.0-24.0-2.0-0.0","25","64283","Male","null","","","","null","","11","","","835184","","","","","","","2201","37099","2214","37314","2201","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","645","838512","0.0-3.0-24.0-4.0","25","64283","Male","null","","","","null","","11","","","837398","","","","","","","1100","39300","1114","39528","1100","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","646","839920","0.0-3.0-26.0-0.0","25","64283","Male","1398","","","","75","","12","","","838512","1","","","","0","","1398","40400","1408","40642","","0","28","14","body_parts","faces","30","56","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","F","0","0","","original","2300","1","14","28","faces","body_parts","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","56","30","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","647","841529","0.0-3.0-26.0-2.0-0.0","25","64283","Male","null","","","","null","","12","","","839920","","","","","","","1602","41798","1609","42050","1602","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","648","843836","0.0-3.0-26.0-4.0","25","64283","Male","null","","","","null","","12","","","841529","","","","","","","2300","43400","2307","43659","2300","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","649","845458","0.0-3.0-28.0-0.0","25","64283","Male","null","","","","null","","13","","","843836","1","","","","1","","1600","45700","1622","45966","","","","","","","","","","","I","0","1600","left","scramble","1400","1","33","0","body_parts","outdoor_scenes","Stimuli/Experimental_stims/scramble/body_parts/scrambled_tucker-good-36skLT5jZcc-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","650","845896","0.0-3.0-28.0-1.0-0.0","25","64283","Male","430","","","","68","","13","","","845458","","","","","0","","430","47300","438","47588","1400","1","33","0","body_parts","outdoor_scenes","","","Stimuli/Experimental_stims/scramble/body_parts/scrambled_tucker-good-36skLT5jZcc-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","651","846871","0.0-3.0-28.0-2.0-0.0","25","64283","Male","null","","","","null","","13","","","845896","","","","","","","970","47730","975","48026","970","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","652","848280","0.0-3.0-28.0-4.0","25","64283","Male","null","","","","null","","13","","","846871","","","","","","","1400","48700","1409","49001","1400","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","653","849766","0.0-3.0-30.0-0.0","25","64283","Male","1473","","","","75","","14","","","848280","1","","","","0","","1473","50100","1486","50410","","0","3","12","outdoor_scenes","faces","91","46","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","H","0","0","","original","2600","1","12","3","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","46","91","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","654","851301","0.0-3.0-30.0-2.0-0.0","25","64283","Male","null","","","","null","","14","","","849766","","","","","","","1527","51573","1535","51896","1527","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","655","853912","0.0-3.0-30.0-4.0","25","64283","Male","null","","","","null","","14","","","851301","","","","","","","2600","53100","2611","53431","2600","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","656","855425","0.0-3.0-32.0-0.0","25","64283","Male","null","","","","null","","15","","","853912","1","","","","1","","1500","55700","1513","56042","","","","","","","","","","","C","0","1500","right","scramble","4300","1","10","29","outdoor_scenes","body_parts","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_shannon-kunkle-dM8INmkyDas-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","657","855820","0.0-3.0-32.0-1.0-0.0","25","64283","Male","385","","","","75","","15","","","855425","","","","","0","","385","57200","395","57555","1500","0","29","10","body_parts","outdoor_scenes","","","Stimuli/Experimental_stims/scramble/body_parts/scrambled_manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_shannon-kunkle-dM8INmkyDas-unsplash.jpg","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","658","856943","0.0-3.0-32.0-2.0-0.0","25","64283","Male","null","","","","null","","15","","","855820","","","","","","","1115","57585","1123","57950","1115","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","659","861256","0.0-3.0-32.0-4.0","25","64283","Male","null","","","","null","","15","","","856943","","","","","","","4300","58700","4313","59073","4300","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","660","862338","0.0-3.0-34.0-0.0","25","64283","Male","1067","","","","68","","16","","","861256","1","","","","0","","1067","63000","1082","63386","","1","30","45","body_parts","objects","30","65","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","K","0","0","","original","1900","1","30","45","body_parts","objects","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","30","65","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","661","864281","0.0-3.0-34.0-2.0-0.0","25","64283","Male","null","","","","null","","16","","","862338","","","","","","","1933","64067","1943","64468","1933","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","662","866186","0.0-3.0-34.0-4.0","25","64283","Male","null","","","","null","","16","","","864281","","","","","","","1900","66000","1905","66411","1900","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","663","867492","0.0-3.0-36.0-0.0","25","64283","Male","null","","","","null","","17","","","866186","1","","","","1","","1300","67900","1306","68316","","","","","","","","","","","J","0","1300","right","scramble","1100","1","18","40","faces","objects","Stimuli/Experimental_stims/scramble/faces/scrambled_jessica-radanavong-mrYkTuAesKE-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_fabian-blank-pElSkGRA2NU-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","664","867863","0.0-3.0-36.0-1.0-0.0","25","64283","Male","366","","","","75","","17","","","867492","","","","","0","","366","69200","371","69622","1700","0","40","18","objects","faces","","","Stimuli/Experimental_stims/scramble/objects/scrambled_fabian-blank-pElSkGRA2NU-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_jessica-radanavong-mrYkTuAesKE-unsplash.jpg","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","665","869202","0.0-3.0-36.0-2.0-0.0","25","64283","Male","null","","","","null","","17","","","867863","","","","","","","1334","69566","1339","69993","1334","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","666","870313","0.0-3.0-36.0-4.0","25","64283","Male","null","","","","null","","17","","","869202","","","","","","","1100","70900","1111","71332","1100","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","667","871450","0.0-3.0-38.0-0.0","25","64283","Male","1127","","","","75","","18","","","870313","1","","","","0","","1127","72000","1137","72443","","0","8","44","outdoor_scenes","objects","81","46","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","G","0","0","","original","1500","1","44","8","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","46","81","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","668","873330","0.0-3.0-38.0-2.0-0.0","25","64283","Male","null","","","","null","","18","","","871450","","","","","","","1873","73127","1880","73580","1873","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","669","874838","0.0-3.0-38.0-4.0","25","64283","Male","null","","","","null","","18","","","873330","","","","","","","1500","75000","1508","75460","1500","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
