"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","missed_checkup","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","warning","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","deliberation_confirmation","","html-keyboard-response","743","1577452","0.0-3.0-96.0-2.0-0.0","32","45313","Female","null","","","","null","","47","","","1575861","","","","","","","1584","215716","1591","216631","1584","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","744","1579458","0.0-3.0-96.0-4.0","32","45313","Female","null","","","","null","","47","","","1577452","","","","","","","2000","217300","2006","218222","2000","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","745","1580645","0.0-3.0-98.0-0.0","32","45313","Female","1181","","","","75","","48","","","1579458","1","","","","0","","1181","219300","1187","220228","","","0","47","6","objects","outdoor_scenes","62","24","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","A","0","0","","original","1100","2","6","47","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","24","62","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","746","1582470","0.0-3.0-98.0-2.0-0.0","32","45313","Female","null","","","","null","","48","","","1580645","","","","","","","1819","220481","1825","221415","1819","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","747","1583576","0.0-3.0-98.0-4.0","32","45313","Female","null","","","","null","","48","","","1582470","","","","","","","1100","222300","1106","223240","1100","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","748","1585383","0.0-3.0-100.0-0.0","32","45313","Female","null","","","","null","","49","","","1583576","1","","","","1","","1800","223400","1807","224346","","","","","","","","","","","","F","0","1800","right","scramble","2400","2","12","33","faces","body_parts","Stimuli/Experimental_stims/scramble/faces/scrambled_aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_tucker-good-36skLT5jZcc-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","749","1585773","0.0-3.0-100.0-1.0-0.0","32","45313","Female","386","","","","75","","49","","","1585383","","","","","0","","386","225200","390","226153","1200","","0","33","12","body_parts","faces","","","Stimuli/Experimental_stims/scramble/body_parts/scrambled_tucker-good-36skLT5jZcc-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_aiony-haust-jmATI5Q_YgY-unsplash.jpg","","","","","","","2","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","750","1586594","0.0-3.0-100.0-2.0-0.0","32","45313","Female","null","","","","null","","49","","","1585773","","","","","","","814","225586","821","226543","814","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","751","1588999","0.0-3.0-100.0-4.0","32","45313","Female","null","","","","null","","49","","","1586594","","","","","","","2400","226400","2405","227364","2400","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","752","1590607","0.0-3.0-102.0-0.0","32","45313","Female","null","","","","null","","50","","","1588999","1","","","","1","","1600","228800","1608","229769","","","","","","","","","","","","C","0","1600","right","scramble","2100","2","2","29","outdoor_scenes","body_parts","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","753","1591032","0.0-3.0-102.0-1.0-0.0","32","45313","Female","418","","","","75","","50","","","1590607","","","","","0","","418","230400","425","231377","1400","","0","29","2","body_parts","outdoor_scenes","","","Stimuli/Experimental_stims/scramble/body_parts/scrambled_manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","","","","","","","2","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","754","1592021","0.0-3.0-102.0-2.0-0.0","32","45313","Female","null","","","","null","","50","","","1591032","","","","","","","982","230818","989","231802","982","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","755","1594127","0.0-3.0-102.0-4.0","32","45313","Female","null","","","","null","","50","","","1592021","","","","","","","2100","231800","2106","232791","2100","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","756","1595171","0.0-3.0-104.0-0.0","32","45313","Female","1037","","","","75","","51","","","1594127","1","","","","0","","1037","233900","1044","234897","","","0","0","22","outdoor_scenes","faces","100","13","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","H","0","0","","original","3100","2","22","0","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","13","100","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","757","1597140","0.0-3.0-104.0-2.0-0.0","32","45313","Female","null","","","","null","","51","","","1595171","","","","","","","1963","234937","1969","235941","1963","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","758","1600245","0.0-3.0-104.0-4.0","32","45313","Female","null","","","","null","","51","","","1597140","","","","","","","3100","236900","3105","237910","3100","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_run_over","","html-keyboard-response","759","1617053","0.0-3.0-104.0-6.0-0.0","32","45313","Female","16804","","","","68","","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","start_run","","html-keyboard-response","760","1618728","0.0-3.0-104.0-6.0-1.0","32","45313","Female","1670","","","","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","761","1619634","0.0-3.0-106.0-0.0","32","45313","Female","null","","","","null","","52","","","1618728","2","","","","1","","900","0","906","0","","","","","","","","","","","","K","0","900","left","scramble","1500","3","26","44","body_parts","objects","Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-x_3gyC42btc-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_kuiye-chen-NuOGFo4PudE-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","762","1620124","0.0-3.0-106.0-1.0-0.0","32","45313","Female","486","","","","68","","52","","","1619634","","","","","0","","486","900","490","906","2100","","1","26","44","body_parts","objects","","","Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-x_3gyC42btc-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_kuiye-chen-NuOGFo4PudE-unsplash.jpg","","","","","","","3","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","763","1621744","0.0-3.0-106.0-2.0-0.0","32","45313","Female","null","","","","null","","52","","","1620124","","","","","","","1614","1386","1620","1396","1614","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","764","1623250","0.0-3.0-106.0-4.0","32","45313","Female","null","","","","null","","52","","","1621744","","","","","","","1500","3000","1506","3016","1500","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","765","1624358","0.0-3.0-108.0-0.0","32","45313","Female","null","","","","null","","53","","","1623250","2","","","","1","","1100","4500","1108","4522","","","","","","","","","","","","H","0","1100","left","scramble","1300","3","22","0","faces","outdoor_scenes","Stimuli/Experimental_stims/scramble/faces/scrambled_ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","766","1624778","0.0-3.0-108.0-1.0-0.0","32","45313","Female","414","","","","68","","53","","","1624358","","","","","0","","414","5600","420","5630","1900","","1","22","0","faces","outdoor_scenes","","","Stimuli/Experimental_stims/scramble/faces/scrambled_ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","","","","","","","3","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","767","1626267","0.0-3.0-108.0-2.0-0.0","32","45313","Female","null","","","","null","","53","","","1624778","","","","","","","1486","6014","1489","6050","1486","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","768","1627573","0.0-3.0-108.0-4.0","32","45313","Female","null","","","","null","","53","","","1626267","","","","","","","1300","7500","1306","7539","1300","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","769","1628566","0.0-3.0-110.0-0.0","32","45313","Female","989","","","","68","","54","","","1627573","2","","","","0","","989","8800","993","8845","","","1","12","33","faces","body_parts","19","0","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","F","0","0","","original","2300","3","12","33","faces","body_parts","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","19","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","770","1630583","0.0-3.0-110.0-2.0-0.0","32","45313","Female","null","","","","null","","54","","","1628566","","","","","","","2011","9789","2017","9838","2011","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","771","1632890","0.0-3.0-110.0-4.0","32","45313","Female","null","","","","null","","54","","","1630583","","","","","","","2300","11800","2307","11855","2300","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","772","1633632","0.0-3.0-112.0-0.0","32","45313","Female","735","","","","75","","55","","","1632890","2","","","","0","","735","14100","742","14162","","","0","14","27","faces","body_parts","88","100","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","L","0","0","","original","1400","3","27","14","body_parts","faces","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","100","88","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","773","1635904","0.0-3.0-112.0-2.0-0.0","32","45313","Female","null","","","","null","","55","","","1633632","","","","","","","2265","14835","2272","14904","2265","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","774","1637308","0.0-3.0-112.0-4.0","32","45313","Female","null","","","","null","","55","","","1635904","","","","","","","1400","17100","1404","17176","1400","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","775","1638615","0.0-3.0-114.0-0.0","32","45313","Female","null","","","","null","","56","","","1637308","2","","","","1","","1300","18500","1307","18580","","","","","","","","","","","","G","0","1300","right","scramble","3100","3","43","10","objects","outdoor_scenes","Stimuli/Experimental_stims/scramble/objects/scrambled_jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_shannon-kunkle-dM8INmkyDas-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","776","1639011","0.0-3.0-114.0-1.0-0.0","32","45313","Female","391","","","","75","","56","","","1638615","","","","","0","","391","19800","396","19887","1700","","0","10","43","outdoor_scenes","objects","","","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_shannon-kunkle-dM8INmkyDas-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","","","","","","","3","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","777","1640325","0.0-3.0-114.0-2.0-0.0","32","45313","Female","null","","","","null","","56","","","1639011","","","","","","","1309","20191","1314","20283","1309","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","778","1643431","0.0-3.0-114.0-4.0","32","45313","Female","null","","","","null","","56","","","1640325","","","","","","","3100","21500","3106","21597","3100","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","779","1644235","0.0-3.0-116.0-0.0","32","45313","Female","799","","","","68","","57","","","1643431","2","","","","0","","799","24600","804","24703","","","1","23","46","faces","objects","75","68","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","J","0","0","","original","1500","3","23","46","faces","objects","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","75","68","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","780","1646442","0.0-3.0-116.0-2.0-0.0","32","45313","Female","null","","","","null","","57","","","1644235","","","","","","","2201","25399","2207","25507","2201","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","781","1647948","0.0-3.0-116.0-4.0","32","45313","Female","null","","","","null","","57","","","1646442","","","","","","","1500","27600","1506","27714","1500","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","782","1649018","0.0-3.0-118.0-0.0","32","45313","Female","1064","","","","68","","58","","","1647948","2","","","","0","","1064","29100","1070","29220","","","1","43","10","objects","outdoor_scenes","66","69","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","G","0","0","","original","1200","3","43","10","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","66","69","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","783","1650961","0.0-3.0-118.0-2.0-0.0","32","45313","Female","null","","","","null","","58","","","1649018","","","","","","","1936","30164","1943","30290","1936","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","784","1652166","0.0-3.0-118.0-4.0","32","45313","Female","null","","","","null","","58","","","1650961","","","","","","","1200","32100","1205","32233","1200","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","785","1653172","0.0-3.0-120.0-0.0","32","45313","Female","null","","","","null","","59","","","1652166","2","","","","1","","1000","33300","1006","33438","","","","","","","","","","","","C","0","1000","left","scramble","1500","3","2","29","outdoor_scenes","body_parts","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","786","1653762","0.0-3.0-120.0-1.0-0.0","32","45313","Female","585","","","","68","","59","","","1653172","","","","","0","","585","34300","590","34444","2000","","1","2","29","outdoor_scenes","body_parts","","","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","","","","","","","3","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","787","1655183","0.0-3.0-120.0-2.0-0.0","32","45313","Female","null","","","","null","","59","","","1653762","","","","","","","1415","34885","1421","35034","1415","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","788","1656689","0.0-3.0-120.0-4.0","32","45313","Female","null","","","","null","","59","","","1655183","","","","","","","1500","36300","1506","36455","1500","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","789","1657795","0.0-3.0-122.0-0.0","32","45313","Female","null","","","","null","","60","","","1656689","2","","","","1","","1100","37800","1106","37961","","","","","","","","","","","","F","0","1100","left","scramble","1500","3","12","33","faces","body_parts","Stimuli/Experimental_stims/scramble/faces/scrambled_aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_tucker-good-36skLT5jZcc-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","790","1658239","0.0-3.0-122.0-1.0-0.0","32","45313","Female","439","","","","68","","60","","","1657795","","","","","0","","439","38900","444","39067","1900","","1","12","33","faces","body_parts","","","Stimuli/Experimental_stims/scramble/faces/scrambled_aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_tucker-good-36skLT5jZcc-unsplash.jpg","","","","","","","3","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","791","1659706","0.0-3.0-122.0-2.0-0.0","32","45313","Female","null","","","","null","","60","","","1658239","","","","","","","1461","39339","1467","39511","1461","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","792","1661210","0.0-3.0-122.0-4.0","32","45313","Female","null","","","","null","","60","","","1659706","","","","","","","1500","40800","1504","40978","1500","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","793","1662188","0.0-3.0-124.0-0.0","32","45313","Female","971","","","","75","","61","","","1661210","2","","","","0","","971","42300","978","42482","","","0","7","35","outdoor_scenes","body_parts","64","21","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","I","0","0","","original","1500","3","35","7","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","21","64","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","794","1664222","0.0-3.0-124.0-2.0-0.0","32","45313","Female","null","","","","null","","61","","","1662188","","","","","","","2029","43271","2034","43460","2029","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","795","1665728","0.0-3.0-124.0-4.0","32","45313","Female","null","","","","null","","61","","","1664222","","","","","","","1500","45300","1506","45494","1500","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","796","1666654","0.0-3.0-126.0-0.0","32","45313","Female","919","","","","75","","62","","","1665728","2","","","","0","","919","46800","926","47000","","","0","47","6","objects","outdoor_scenes","62","24","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","A","0","0","","original","3200","3","6","47","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","24","62","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","797","1668741","0.0-3.0-126.0-2.0-0.0","32","45313","Female","null","","","","null","","62","","","1666654","","","","","","","2081","47719","2087","47926","2081","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","798","1671947","0.0-3.0-126.0-4.0","32","45313","Female","null","","","","null","","62","","","1668741","","","","","","","3200","49800","3206","50013","3200","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","799","1673355","0.0-3.0-128.0-0.0","32","45313","Female","null","","","","null","","63","","","1671947","2","","","","1","","1400","53000","1408","53219","","","","","","","","","","","","A","0","1400","left","scramble","1600","3","6","47","outdoor_scenes","objects","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","800","1673821","0.0-3.0-128.0-1.0-0.0","32","45313","Female","460","","","","68","","63","","","1673355","","","","","0","","460","54400","466","54627","1600","","1","6","47","outdoor_scenes","objects","","","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","","","","","","","3","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","801","1674967","0.0-3.0-128.0-2.0-0.0","32","45313","Female","null","","","","null","","63","","","1673821","","","","","","","1140","54860","1146","55093","1140","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","802","1676574","0.0-3.0-128.0-4.0","32","45313","Female","null","","","","null","","63","","","1674967","","","","","","","1600","56000","1607","56239","1600","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","803","1677264","0.0-3.0-130.0-0.0","32","45313","Female","683","","","","75","","64","","","1676574","2","","","","0","","683","57600","690","57846","","","0","29","2","body_parts","outdoor_scenes","91","73","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","C","0","0","","original","2000","3","2","29","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","73","91","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","804","1679586","0.0-3.0-130.0-2.0-0.0","32","45313","Female","null","","","","null","","64","","","1677264","","","","","","","2317","58283","2322","58536","2317","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","805","1681593","0.0-3.0-130.0-4.0","32","45313","Female","null","","","","null","","64","","","1679586","","","","","","","2000","60600","2007","60858","2000","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","806","1682500","0.0-3.0-132.0-0.0","32","45313","Female","null","","","","null","","65","","","1681593","2","","","","1","","900","62600","907","62865","","","","","","","","","","","","E","0","900","right","scramble","1800","3","39","30","objects","body_parts","Stimuli/Experimental_stims/scramble/objects/scrambled_charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_mika-korhonen-Xodzxosar18-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","807","1682888","0.0-3.0-132.0-1.0-0.0","32","45313","Female","383","","","","75","","65","","","1682500","","","","","0","","383","63500","388","63772","2100","","0","30","39","body_parts","objects","","","Stimuli/Experimental_stims/scramble/body_parts/scrambled_mika-korhonen-Xodzxosar18-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","","","","","","","3","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
