"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","warning","scramble_acc","scramble_no_response","missed_checkup","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","localizer","","html-keyboard-response","372","489129","0.0-2.0-157.0-0.0","25","32234","male","NaN","","","","null","NaN","155","","Stimuli/Experimental_stims/localizer/outdoor_scenes/sebastian-unrau-v4e3JI7DDHI-unsplash.jpg","488712","1","outdoor_scenes","","0","1","0","400","200200","417","209550","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","373","489458","0.0-2.0-157.0-1.0","25","32234","male","null","","","","null","","155","","","489129","1","","","","","","300","200600","329","209967","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","374","489898","0.0-2.0-158.0-0.0","25","32234","male","NaN","","","","null","NaN","156","","Stimuli/Experimental_stims/localizer/outdoor_scenes/luca-micheli-ruWkmt3nU58-unsplash.jpg","489458","1","outdoor_scenes","","0","1","0","400","200900","440","210296","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","375","490263","0.0-2.0-158.0-1.0","25","32234","male","null","","","","null","","156","","","489898","1","","","","","","300","201300","365","210736","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","376","490682","0.0-2.0-159.0-0.0","25","32234","male","152","","","","68","0","157","","Stimuli/Experimental_stims/localizer/outdoor_scenes/cosmic-timetraveler-pYyOZ8q7AII-unsplash.jpg","490263","1","outdoor_scenes","","0","0","1","400","201600","419","211101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","377","491001","0.0-2.0-159.0-1.0","25","32234","male","null","","","","null","","157","","","490682","1","","","","","","300","202000","319","211520","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","378","491552","0.0-2.0-160.0-0.0","25","32234","male","46","","","","68","0","158","","Stimuli/Experimental_stims/localizer/outdoor_scenes/chris-holgersson-zshyCr6HGw0-unsplash.jpg","491001","1","outdoor_scenes","","0","0","1","400","202300","551","211839","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","379","491873","0.0-2.0-160.0-1.0","25","32234","male","null","","","","null","","158","","","491552","1","","","","","","300","202700","321","212390","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","380","492286","0.0-2.0-161.0-0.0","25","32234","male","58","","","","75","1","159","","Stimuli/Experimental_stims/localizer/outdoor_scenes/daniel-roe-lpjb_UMOyx8-unsplash.jpg","491873","1","outdoor_scenes","","1","0","1","400","203000","413","212711","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","381","492687","0.0-2.0-161.0-1.0","25","32234","male","null","","","","null","","159","","","492286","1","","","","","","300","203400","401","213124","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","382","493105","0.0-2.0-162.0-0.0","25","32234","male","37","","","","68","0","160","","Stimuli/Experimental_stims/localizer/outdoor_scenes/michael-martinelli-mFbrMEVKCkc-unsplash.jpg","492687","1","outdoor_scenes","","0","0","1","400","203700","418","213525","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","383","493430","0.0-2.0-162.0-1.0","25","32234","male","null","","","","null","","160","","","493105","1","","","","","","300","204100","325","213943","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","384","493880","0.0-2.0-163.0-0.0","25","32234","male","115","","","","75","1","161","","Stimuli/Experimental_stims/localizer/outdoor_scenes/damian-patkowski-T-LfvX-7IVg-unsplash.jpg","493430","1","outdoor_scenes","","0","0","0","400","204400","450","214268","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","385","494200","0.0-2.0-163.0-1.0","25","32234","male","null","","","","null","","161","","","493880","1","","","","","","300","204800","320","214718","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","386","494612","0.0-2.0-164.0-0.0","25","32234","male","147","","","","68","0","162","","Stimuli/Experimental_stims/localizer/outdoor_scenes/wai-siew-mTFyV8oNDzU-unsplash.jpg","494200","1","outdoor_scenes","","0","0","1","400","205100","412","215038","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","387","495095","0.0-2.0-164.0-1.0","25","32234","male","null","","","","null","","162","","","494612","1","","","","","","300","205500","483","215450","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","388","495506","0.0-2.0-165.0-0.0","25","32234","male","20","","","","75","1","163","","Stimuli/Experimental_stims/localizer/outdoor_scenes/redd-f-Lm5rkxzgiFQ-unsplash.jpg","495095","1","outdoor_scenes","","0","0","0","400","205800","411","215933","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","389","495976","0.0-2.0-165.0-1.0","25","32234","male","null","","","","null","","163","","","495506","1","","","","","","300","206200","470","216344","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","390","496425","0.0-2.0-166.0-0.0","25","32234","male","86","","","","68","0","164","","Stimuli/Experimental_stims/localizer/outdoor_scenes/keith-hardy-PP8Escz15d8-unsplash.jpg","495976","1","outdoor_scenes","","0","0","1","400","206500","449","216814","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","391","496771","0.0-2.0-166.0-1.0","25","32234","male","null","","","","null","","164","","","496425","1","","","","","","300","206900","346","217263","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","392","497182","0.0-2.0-167.0-0.0","25","32234","male","165","","","","75","1","165","","Stimuli/Experimental_stims/localizer/outdoor_scenes/antoine-beauvillain-qrPqGP-SG8w-unsplash.jpg","496771","1","outdoor_scenes","","0","0","0","400","207200","411","217609","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","393","511230","0.0-2.0-167.0-1.0","25","32234","male","null","","","","null","","165","","","497182","1","","","","","","14000","207600","14048","218020","14000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","394","511645","0.0-2.0-168.0-0.0","25","32234","male","22","","","","75","1","166","","Stimuli/Experimental_stims/localizer/objects/nordwood-themes-nDd3dIkkOLo-unsplash.jpg","511230","1","objects","","0","0","0","400","221600","415","232068","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","395","511974","0.0-2.0-168.0-1.0","25","32234","male","null","","","","null","","166","","","511645","1","","","","","","300","222000","329","232483","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","396","512390","0.0-2.0-169.0-0.0","25","32234","male","28","","","","75","1","167","","Stimuli/Experimental_stims/localizer/objects/alex-lvrs-2zDw14yCYqk-unsplash.jpg","511974","1","objects","","0","0","0","400","222300","416","232812","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","397","512710","0.0-2.0-169.0-1.0","25","32234","male","null","","","","null","","167","","","512390","1","","","","","","300","222700","320","233228","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","398","513176","0.0-2.0-170.0-0.0","25","32234","male","5","","","","68","0","168","","Stimuli/Experimental_stims/localizer/objects/mulyadi-tWp0VSlSdMI-unsplash.jpg","512710","1","objects","","0","0","1","400","223000","466","233548","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","399","513499","0.0-2.0-170.0-1.0","25","32234","male","null","","","","null","","168","","","513176","1","","","","","","300","223400","323","234014","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","400","513913","0.0-2.0-171.0-0.0","25","32234","male","82","","","","75","1","169","","Stimuli/Experimental_stims/localizer/objects/yossy-made-yulian-WaEqwDSIeTY-unsplash.jpg","513499","1","objects","","0","0","0","400","223700","414","234337","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","401","514246","0.0-2.0-171.0-1.0","25","32234","male","null","","","","null","","169","","","513913","1","","","","","","300","224100","333","234751","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","402","514677","0.0-2.0-172.0-0.0","25","32234","male","29","","","","68","0","170","","Stimuli/Experimental_stims/localizer/objects/engin-akyurt-bbbKzTmY2Gg-unsplash.jpg","514246","1","objects","","0","0","1","400","224400","431","235084","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","403","514990","0.0-2.0-172.0-1.0","25","32234","male","null","","","","null","","170","","","514677","1","","","","","","300","224800","313","235515","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","404","515434","0.0-2.0-173.0-0.0","25","32234","male","222","","","","75","1","171","","Stimuli/Experimental_stims/localizer/objects/mockup-graphics-aUkYaG12Dgs-unsplash.jpg","514990","1","objects","","0","0","0","400","225100","444","235828","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","405","515778","0.0-2.0-173.0-1.0","25","32234","male","null","","","","null","","171","","","515434","1","","","","","","300","225500","344","236272","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","406","516186","0.0-2.0-174.0-0.0","25","32234","male","75","","","","75","1","172","","Stimuli/Experimental_stims/localizer/objects/quino-al-4SNUcHPiC8c-unsplash.jpg","515778","1","objects","","1","0","1","400","225800","408","236616","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","407","516500","0.0-2.0-174.0-1.0","25","32234","male","null","","","","null","","172","","","516186","1","","","","","","300","226200","314","237024","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","408","516919","0.0-2.0-175.0-0.0","25","32234","male","19","","","","68","0","173","","Stimuli/Experimental_stims/localizer/objects/ian-talmacs-ugqU0a4P18U-unsplash.jpg","516500","1","objects","","0","0","1","400","226500","419","237338","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","409","517230","0.0-2.0-175.0-1.0","25","32234","male","null","","","","null","","173","","","516919","1","","","","","","300","226900","311","237757","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","410","517691","0.0-2.0-176.0-0.0","25","32234","male","14","","","","68","0","174","","Stimuli/Experimental_stims/localizer/objects/nicolas-hippert-kfr_eSrR08M-unsplash.jpg","517230","1","objects","","0","0","1","400","227200","461","238068","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","411","518001","0.0-2.0-176.0-1.0","25","32234","male","null","","","","null","","174","","","517691","1","","","","","","300","227600","310","238529","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","412","518447","0.0-2.0-177.0-0.0","25","32234","male","3","","","","68","0","175","","Stimuli/Experimental_stims/localizer/objects/jiangxulei1990-eIzzzwtkBjU-unsplash.jpg","518001","1","objects","","0","0","1","400","227900","446","238839","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","413","518764","0.0-2.0-177.0-1.0","25","32234","male","null","","","","null","","175","","","518447","1","","","","","","300","228300","317","239285","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","414","519178","0.0-2.0-178.0-0.0","25","32234","male","34","","","","68","0","176","","Stimuli/Experimental_stims/localizer/objects/miti-MZPdB1DU4a4-unsplash.jpg","518764","1","objects","","0","0","1","400","228600","414","239602","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","415","519495","0.0-2.0-178.0-1.0","25","32234","male","null","","","","null","","176","","","519178","1","","","","","","300","229000","317","240016","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","416","519906","0.0-2.0-179.0-0.0","25","32234","male","5","","","","68","0","177","","Stimuli/Experimental_stims/localizer/objects/mockup-graphics-v_a3DWpOFc0-unsplash.jpg","519495","1","objects","","0","0","1","400","229300","411","240333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","417","520216","0.0-2.0-179.0-1.0","25","32234","male","null","","","","null","","177","","","519906","1","","","","","","300","229700","310","240744","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","418","520636","0.0-2.0-180.0-0.0","25","32234","male","133","","","","68","0","178","","Stimuli/Experimental_stims/localizer/objects/oriento-maVIpNNtmlQ-unsplash.jpg","520216","1","objects","","0","0","1","400","230000","420","241054","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","419","521003","0.0-2.0-180.0-1.0","25","32234","male","null","","","","null","","178","","","520636","1","","","","","","300","230400","367","241474","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","420","521458","0.0-2.0-181.0-0.0","25","32234","male","16","","","","75","1","179","","Stimuli/Experimental_stims/localizer/objects/annie-spratt-fbAnIjhrOL4-unsplash.jpg","521003","1","objects","","0","0","0","400","230700","455","241841","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","421","521788","0.0-2.0-181.0-1.0","25","32234","male","null","","","","null","","179","","","521458","1","","","","","","300","231100","330","242296","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","422","522211","0.0-2.0-182.0-0.0","25","32234","male","83","","","","75","1","180","","Stimuli/Experimental_stims/localizer/objects/mockup-graphics-U6ZMEefFGx8-unsplash.jpg","521788","1","objects","","0","0","0","400","231400","423","242626","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","423","522521","0.0-2.0-182.0-1.0","25","32234","male","null","","","","null","","180","","","522211","1","","","","","","300","231800","310","243049","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","424","522931","0.0-2.0-183.0-0.0","25","32234","male","108","","","","68","0","181","","Stimuli/Experimental_stims/localizer/objects/girl-with-red-hat-oJG9HOVKGMs-unsplash.jpg","522521","1","objects","","0","0","1","400","232100","410","243359","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","425","523241","0.0-2.0-183.0-1.0","25","32234","male","null","","","","null","","181","","","522931","1","","","","","","300","232500","310","243769","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","426","523651","0.0-2.0-184.0-0.0","25","32234","male","180","","","","68","0","182","","Stimuli/Experimental_stims/localizer/objects/mae-mu-yl2d0CKW130-unsplash.jpg","523241","1","objects","","1","0","0","400","232800","410","244079","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","427","523958","0.0-2.0-184.0-1.0","25","32234","male","null","","","","null","","182","","","523651","1","","","","","","300","233200","307","244489","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","428","524421","0.0-2.0-185.0-0.0","25","32234","male","213","","","","75","1","183","","Stimuli/Experimental_stims/localizer/objects/sam-moghadam-khamseh-xej3GOtAQ-o-unsplash.jpg","523958","1","objects","","0","0","0","400","233500","463","244796","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","429","524730","0.0-2.0-185.0-1.0","25","32234","male","null","","","","null","","183","","","524421","1","","","","","","300","233900","309","245259","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","430","525139","0.0-2.0-186.0-0.0","25","32234","male","198","","","","68","0","184","","Stimuli/Experimental_stims/localizer/objects/nicolas-hippert-SVgX47QIUlc-unsplash.jpg","524730","1","objects","","0","0","1","400","234200","409","245568","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","431","525556","0.0-2.0-186.0-1.0","25","32234","male","null","","","","null","","184","","","525139","1","","","","","","300","234600","417","245977","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","432","525965","0.0-2.0-187.0-0.0","25","32234","male","133","","","","75","1","185","","Stimuli/Experimental_stims/localizer/objects/dario-mendez-WmF_XLF4-Rs-unsplash.jpg","525556","1","objects","","0","0","0","400","234900","409","246394","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","433","539991","0.0-2.0-187.0-1.0","25","32234","male","null","","","","null","","185","","","525965","1","","","","","","14000","235300","14026","246803","14000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","434","540405","0.0-2.0-188.0-0.0","25","32234","male","284","","","","68","0","186","","Stimuli/Experimental_stims/localizer/outdoor_scenes/quino-al-vmZ2DehWQ3Q-unsplash.jpg","539991","1","outdoor_scenes","","0","0","1","400","249300","414","260829","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","435","540739","0.0-2.0-188.0-1.0","25","32234","male","null","","","","null","","186","","","540405","1","","","","","","300","249700","334","261243","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","436","541157","0.0-2.0-189.0-0.0","25","32234","male","129","","","","68","0","187","","Stimuli/Experimental_stims/localizer/outdoor_scenes/jordan-heath-4z_SYrG5mgA-unsplash.jpg","540739","1","outdoor_scenes","","0","0","1","400","250000","418","261577","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","437","541509","0.0-2.0-189.0-1.0","25","32234","male","null","","","","null","","187","","","541157","1","","","","","","300","250400","352","261995","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","438","541962","0.0-2.0-190.0-0.0","25","32234","male","214","","","","68","0","188","","Stimuli/Experimental_stims/localizer/outdoor_scenes/niko-photos-tGTVxeOr_Rs-unsplash.jpg","541509","1","outdoor_scenes","","0","0","1","400","250700","453","262347","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","439","542278","0.0-2.0-190.0-1.0","25","32234","male","null","","","","null","","188","","","541962","1","","","","","","300","251100","316","262800","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","440","542690","0.0-2.0-191.0-0.0","25","32234","male","197","","","","68","0","189","","Stimuli/Experimental_stims/localizer/outdoor_scenes/willian-justen-de-vasconcellos-T_Qe4QlMIvQ-unsplash.jpg","542278","1","outdoor_scenes","","1","0","0","400","251400","412","263116","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","441","543070","0.0-2.0-191.0-1.0","25","32234","male","null","","","","null","","189","","","542690","1","","","","","","300","251800","380","263528","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","442","543490","0.0-2.0-192.0-0.0","25","32234","male","7","","","","68","0","190","","Stimuli/Experimental_stims/localizer/outdoor_scenes/pascal-debrunner-1WQ5RZuH9xo-unsplash.jpg","543070","1","outdoor_scenes","","0","0","1","400","252100","420","263908","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","443","543866","0.0-2.0-192.0-1.0","25","32234","male","null","","","","null","","190","","","543490","1","","","","","","300","252500","376","264328","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","444","544350","0.0-2.0-193.0-0.0","25","32234","male","154","","","","68","0","191","","Stimuli/Experimental_stims/localizer/outdoor_scenes/luca-bravo-VowIFDxogG4-unsplash.jpg","543866","1","outdoor_scenes","","0","0","1","400","252800","484","264704","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","445","544674","0.0-2.0-193.0-1.0","25","32234","male","null","","","","null","","191","","","544350","1","","","","","","300","253200","324","265188","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","446","545093","0.0-2.0-194.0-0.0","25","32234","male","47","","","","68","0","192","","Stimuli/Experimental_stims/localizer/outdoor_scenes/kenneth-thewissen-D76DklsG-5U-unsplash.jpg","544674","1","outdoor_scenes","","0","0","1","400","253500","419","265512","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","447","545423","0.0-2.0-194.0-1.0","25","32234","male","null","","","","null","","192","","","545093","1","","","","","","300","253900","330","265931","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","448","545923","0.0-2.0-195.0-0.0","25","32234","male","358","","","","68","0","193","","Stimuli/Experimental_stims/localizer/outdoor_scenes/marcelo-quinan-u0ZgqJD55pE-unsplash.jpg","545423","1","outdoor_scenes","","0","0","1","400","254200","500","266261","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","449","546268","0.0-2.0-195.0-1.0","25","32234","male","null","","","","null","","193","","","545923","1","","","","","","300","254600","345","266761","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","450","546696","0.0-2.0-196.0-0.0","25","32234","male","37","","","","75","1","194","","Stimuli/Experimental_stims/localizer/outdoor_scenes/kace-rodriguez-p3OzJuT_Dks-unsplash.jpg","546268","1","outdoor_scenes","","0","0","0","400","254900","428","267106","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","451","547019","0.0-2.0-196.0-1.0","25","32234","male","null","","","","null","","194","","","546696","1","","","","","","300","255300","323","267534","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","452","547429","0.0-2.0-197.0-0.0","25","32234","male","152","","","","68","0","195","","Stimuli/Experimental_stims/localizer/outdoor_scenes/ryan-schroeder-Gg7uKdHFb_c-unsplash.jpg","547019","1","outdoor_scenes","","0","0","1","400","255600","410","267857","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","453","547740","0.0-2.0-197.0-1.0","25","32234","male","null","","","","null","","195","","","547429","1","","","","","","300","256000","311","268267","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
