"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","missed_checkup","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","warning","scramble_acc","scramble_no_response","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","deliberation","","html-keyboard-response","943","1747106","0.0-3.0-130.0-0.0","30","30126","female","1404","","","","68","","64","","","1745683","2","","","","0","","1404","60800","1423","62051","","","1","46","32","objects","body_parts","46","34","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","E","0","0","","original","2000","3","46","32","objects","body_parts","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","46","34","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","944","1748736","0.0-3.0-130.0-2.0-0.0","30","30126","female","null","","","","null","","64","","","1747106","","","","","","","1596","62204","1630","63474","1596","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","945","1750772","0.0-3.0-130.0-4.0","30","30126","female","null","","","","null","","64","","","1748736","","","","","","","2000","63800","2036","65104","2000","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","946","1751906","0.0-3.0-132.0-0.0","30","30126","female","null","","","","null","","65","","","1750772","2","","","","1","","1100","65800","1134","67140","","","","","","","","","","","","H","0","1100","left","scramble","1100","3","14","9","faces","outdoor_scenes","Stimuli/Experimental_stims/scramble/faces/scrambled_david-siglin-UuW4psOb388-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","947","1752937","0.0-3.0-132.0-1.0-0.0","30","30126","female","1016","","","","68","","65","","","1751906","","","","","0","","1016","66900","1031","68274","1900","","1","14","9","faces","outdoor_scenes","","","Stimuli/Experimental_stims/scramble/faces/scrambled_david-siglin-UuW4psOb388-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","","","","","","","3","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","948","1753869","0.0-3.0-132.0-2.0-0.0","30","30126","female","null","","","","null","","65","","","1752937","","","","","","","884","67916","932","69305","884","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","949","1755001","0.0-3.0-132.0-4.0","30","30126","female","null","","","","null","","65","","","1753869","","","","","","","1100","68800","1132","70237","1100","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","950","1756498","0.0-3.0-134.0-0.0","30","30126","female","1482","","","","75","","66","","","1755001","2","","","","0","","1482","69900","1497","71369","","","0","3","36","outdoor_scenes","objects","59","14","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","G","0","0","","original","1000","3","36","3","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","14","59","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","951","1758045","0.0-3.0-134.0-2.0-0.0","30","30126","female","null","","","","null","","66","","","1756498","","","","","","","1518","71382","1547","72866","1518","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","952","1759079","0.0-3.0-134.0-4.0","30","30126","female","null","","","","null","","66","","","1758045","","","","","","","1000","72900","1034","74413","1000","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","953","1760534","0.0-3.0-136.0-0.0","30","30126","female","null","","","","null","","67","","","1759079","2","","","","1","","1400","73900","1455","75447","","","","","","","","","","","","A","0","1400","left","scramble","2800","3","2","39","outdoor_scenes","objects","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","954","1761335","0.0-3.0-136.0-1.0-0.0","30","30126","female","783","","","","75","","67","","","1760534","","","","","0","","783","75300","801","76902","1600","","0","39","2","objects","outdoor_scenes","","","Stimuli/Experimental_stims/scramble/objects/scrambled_charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","","","","","","","3","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","955","1762176","0.0-3.0-136.0-2.0-0.0","30","30126","female","null","","","","null","","67","","","1761335","","","","","","","817","76083","841","77703","817","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","956","1765008","0.0-3.0-136.0-4.0","30","30126","female","null","","","","null","","67","","","1762176","","","","","","","2800","76900","2832","78544","2800","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","957","1765936","0.0-3.0-138.0-0.0","30","30126","female","null","","","","null","","68","","","1765008","2","","","","1","","900","79700","928","81376","","","","","","","","","","","","K","0","900","left","scramble","3100","3","26","42","body_parts","objects","Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-x_3gyC42btc-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_jess-bailey-nOeVi8DsN8U-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","958","1766852","0.0-3.0-138.0-1.0-0.0","30","30126","female","902","","","","68","","68","","","1765936","","","","","0","","902","80600","916","82304","2100","","1","26","42","body_parts","objects","","","Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-x_3gyC42btc-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_jess-bailey-nOeVi8DsN8U-unsplash.jpg","","","","","","","3","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","959","1768069","0.0-3.0-138.0-2.0-0.0","30","30126","female","null","","","","null","","68","","","1766852","","","","","","","1198","81502","1217","83220","1198","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","960","1771196","0.0-3.0-138.0-4.0","30","30126","female","null","","","","null","","68","","","1768069","","","","","","","3100","82700","3127","84437","3100","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","961","1772668","0.0-3.0-140.0-0.0","30","30126","female","1449","","","","68","","69","","","1771196","2","","","","0","","1449","85800","1472","87564","","","1","14","9","faces","outdoor_scenes","19","59","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","H","0","0","","original","1100","3","14","9","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","19","59","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","962","1774266","0.0-3.0-140.0-2.0-0.0","30","30126","female","null","","","","null","","69","","","1772668","","","","","","","1551","87249","1598","89036","1551","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","963","1775399","0.0-3.0-140.0-4.0","30","30126","female","null","","","","null","","69","","","1774266","","","","","","","1100","88800","1133","90634","1100","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","964","1776522","0.0-3.0-142.0-0.0","30","30126","female","null","","","","null","","70","","","1775399","2","","","","1","","1100","89900","1123","91767","","","","","","","","","","","","I","0","1100","right","scramble","1200","3","35","10","body_parts","outdoor_scenes","Stimuli/Experimental_stims/scramble/body_parts/scrambled_wc-so-KH4AAPjb-tI-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_shannon-kunkle-dM8INmkyDas-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","965","1777447","0.0-3.0-142.0-1.0-0.0","30","30126","female","913","","","","75","","70","","","1776522","","","","","0","","913","91000","925","92890","1900","","0","10","35","outdoor_scenes","body_parts","","","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_shannon-kunkle-dM8INmkyDas-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_wc-so-KH4AAPjb-tI-unsplash.jpg","","","","","","","3","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","966","1778459","0.0-3.0-142.0-2.0-0.0","30","30126","female","null","","","","null","","70","","","1777447","","","","","","","987","91913","1012","93815","987","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","967","1779707","0.0-3.0-142.0-4.0","30","30126","female","null","","","","null","","70","","","1778459","","","","","","","1200","92900","1248","94827","1200","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","968","1781059","0.0-3.0-144.0-0.0","30","30126","female","1325","","","","68","","71","","","1779707","2","","","","0","","1325","94100","1352","96075","","","1","2","39","outdoor_scenes","objects","72","67","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","A","0","0","","original","2500","3","2","39","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","72","67","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","969","1782753","0.0-3.0-144.0-2.0-0.0","30","30126","female","null","","","","null","","71","","","1781059","","","","","","","1675","95425","1694","97427","1675","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","970","1785284","0.0-3.0-144.0-4.0","30","30126","female","null","","","","null","","71","","","1782753","","","","","","","2500","97100","2531","99121","2500","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","971","1786508","0.0-3.0-146.0-0.0","30","30126","female","null","","","","null","","72","","","1785284","2","","","","1","","1200","99600","1224","101652","","","","","","","","","","","","L","0","1200","left","scramble","1300","3","27","18","body_parts","faces","Stimuli/Experimental_stims/scramble/body_parts/scrambled_heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_jessica-radanavong-mrYkTuAesKE-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","972","1787577","0.0-3.0-146.0-1.0-0.0","30","30126","female","1040","","","","68","","72","","","1786508","","","","","0","","1040","100800","1069","102876","1800","","1","27","18","body_parts","faces","","","Stimuli/Experimental_stims/scramble/body_parts/scrambled_heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_jessica-radanavong-mrYkTuAesKE-unsplash.jpg","","","","","","","3","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","973","1788378","0.0-3.0-146.0-2.0-0.0","30","30126","female","null","","","","null","","72","","","1787577","","","","","","","760","101840","801","103945","760","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","974","1789713","0.0-3.0-146.0-4.0","30","30126","female","null","","","","null","","72","","","1788378","","","","","","","1300","102600","1335","104746","1300","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","975","1791044","0.0-3.0-148.0-0.0","30","30126","female","null","","","","null","","73","","","1789713","2","","","","1","","1300","103900","1331","106081","","","","","","","","","","","","G","0","1300","right","scramble","3200","3","36","3","objects","outdoor_scenes","Stimuli/Experimental_stims/scramble/objects/scrambled_alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_henry-be-NLF6hTe4PAg-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","976","1792015","0.0-3.0-148.0-1.0-0.0","30","30126","female","959","","","","75","","73","","","1791044","","","","","0","","959","105200","971","107412","1700","","0","3","36","outdoor_scenes","objects","","","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_henry-be-NLF6hTe4PAg-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_alexander-andrews-JYGnB9gTCls-unsplash.jpg","","","","","","","3","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","977","1792779","0.0-3.0-148.0-2.0-0.0","30","30126","female","null","","","","null","","73","","","1792015","","","","","","","741","106159","764","108383","741","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","978","1795993","0.0-3.0-148.0-4.0","30","30126","female","null","","","","null","","73","","","1792779","","","","","","","3200","106900","3214","109147","3200","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","979","1797355","0.0-3.0-150.0-0.0","30","30126","female","1345","","","","75","","74","","","1795993","2","","","","0","","1345","110100","1362","112361","","","0","24","17","body_parts","faces","42","32","Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","F","0","0","","original","1800","3","17","24","faces","body_parts","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg","32","42","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","980","1799023","0.0-3.0-150.0-2.0-0.0","30","30126","female","null","","","","null","","74","","","1797355","","","","","","","1655","111445","1668","113723","1655","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","981","1800840","0.0-3.0-150.0-4.0","30","30126","female","null","","","","null","","74","","","1799023","","","","","","","1800","113100","1817","115391","1800","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","982","1802667","0.0-3.0-152.0-0.0","30","30126","female","1810","","","","75","","75","","","1800840","2","","","","0","","1810","114900","1827","117208","","","0","34","0","body_parts","outdoor_scenes","15","69","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","C","0","0","","original","2100","3","0","34","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","69","15","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","983","1803883","0.0-3.0-152.0-2.0-0.0","30","30126","female","null","","","","null","","75","","","1802667","","","","","","","1190","116710","1216","119035","1190","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","984","1806013","0.0-3.0-152.0-4.0","30","30126","female","null","","","","null","","75","","","1803883","","","","","","","2100","117900","2130","120251","2100","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","985","1806735","0.0-3.0-154.0-0.0","30","30126","female","null","","","","null","","76","","","1806013","2","","","","1","","700","120000","722","122381","","","","","","","","","","","","I","0","700","left","scramble","1700","4","35","10","body_parts","outdoor_scenes","Stimuli/Experimental_stims/scramble/body_parts/scrambled_wc-so-KH4AAPjb-tI-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_shannon-kunkle-dM8INmkyDas-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","986","1807707","0.0-3.0-154.0-1.0-0.0","30","30126","female","943","","","","68","","76","","","1806735","","","","","0","","943","120700","972","123103","2300","","1","35","10","body_parts","outdoor_scenes","","","Stimuli/Experimental_stims/scramble/body_parts/scrambled_wc-so-KH4AAPjb-tI-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_shannon-kunkle-dM8INmkyDas-unsplash.jpg","","","","","","","4","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","987","1809101","0.0-3.0-154.0-2.0-0.0","30","30126","female","null","","","","null","","76","","","1807707","","","","","","","1357","121643","1394","124075","1357","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","988","1810831","0.0-3.0-154.0-4.0","30","30126","female","null","","","","null","","76","","","1809101","","","","","","","1700","123000","1730","125469","1700","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","989","1812474","0.0-3.0-156.0-0.0","30","30126","female","null","","","","null","","77","","","1810831","2","","","","1","","1500","124700","1643","127199","","","","","","","","","","","","H","0","1500","left","scramble","1100","4","14","9","faces","outdoor_scenes","Stimuli/Experimental_stims/scramble/faces/scrambled_david-siglin-UuW4psOb388-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","990","1813538","0.0-3.0-156.0-1.0-0.0","30","30126","female","1049","","","","68","","77","","","1812474","","","","","0","","1049","126200","1064","128842","1500","","1","14","9","faces","outdoor_scenes","","","Stimuli/Experimental_stims/scramble/faces/scrambled_david-siglin-UuW4psOb388-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","","","","","","","4","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","991","1814048","0.0-3.0-156.0-2.0-0.0","30","30126","female","null","","","","null","","77","","","1813538","","","","","","","451","127249","510","129906","451","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","992","1815161","0.0-3.0-156.0-4.0","30","30126","female","null","","","","null","","77","","","1814048","","","","","","","1100","127700","1113","130416","1100","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","993","1817050","0.0-3.0-158.0-0.0","30","30126","female","1878","","","","68","","78","","","1815161","2","","","","0","","1878","128800","1889","131529","","","1","36","3","objects","outdoor_scenes","14","59","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","G","0","0","","original","1900","4","36","3","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","14","59","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","994","1818204","0.0-3.0-158.0-2.0-0.0","30","30126","female","null","","","","null","","78","","","1817050","","","","","","","1122","130678","1154","133418","1122","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","995","1820120","0.0-3.0-158.0-4.0","30","30126","female","null","","","","null","","78","","","1818204","","","","","","","1900","131800","1916","134572","1900","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","996","1821636","0.0-3.0-160.0-0.0","30","30126","female","null","","","","null","","79","","","1820120","2","","","","1","","1500","133700","1516","136488","","","","","","","","","","","","D","0","1500","right","scramble","3600","4","47","22","objects","faces","Stimuli/Experimental_stims/scramble/objects/scrambled_ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_ravi-patel-VMGAbeeJTKo-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","997","1822832","0.0-3.0-160.0-1.0-0.0","30","30126","female","1171","","","","75","","79","","","1821636","","","","","0","","1171","135200","1196","138004","1500","","0","22","47","faces","objects","","","Stimuli/Experimental_stims/scramble/faces/scrambled_ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","","","","","","","4","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","998","1823202","0.0-3.0-160.0-2.0-0.0","30","30126","female","null","","","","null","","79","","","1822832","","","","","","","329","136371","370","139200","329","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","999","1826832","0.0-3.0-160.0-4.0","30","30126","female","null","","","","null","","79","","","1823202","","","","","","","3600","136700","3630","139570","3600","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","1000","1828932","0.0-3.0-162.0-0.0","30","30126","female","2087","","","","68","","80","","","1826832","2","","","","0","","2087","140300","2100","143200","","","1","0","34","outdoor_scenes","body_parts","69","15","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","C","0","0","","original","1200","4","0","34","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","69","15","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","1001","1829860","0.0-3.0-162.0-2.0-0.0","30","30126","female","null","","","","null","","80","","","1828932","","","","","","","913","142387","928","145300","913","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","1002","1831087","0.0-3.0-162.0-4.0","30","30126","female","null","","","","null","","80","","","1829860","","","","","","","1200","143300","1227","146228","1200","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","1003","1833883","0.0-3.0-164.0-0.0","30","30126","female","2774","","","","75","","81","","","1831087","2","","","","0","","2774","144500","2796","147455","","","0","24","17","body_parts","faces","42","32","Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","F","0","0","","original","2300","4","17","24","faces","body_parts","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg","32","42","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","1004","1834138","0.0-3.0-164.0-2.0-0.0","30","30126","female","null","","","","null","","81","","","1833883","","","","","","","226","147274","255","150251","226","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","1005","1836492","0.0-3.0-164.0-4.0","30","30126","female","null","","","","null","","81","","","1834138","","","","","","","2300","147500","2354","150506","2300","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","1006","1837809","0.0-3.0-166.0-0.0","30","30126","female","1292","","","","68","","82","","","1836492","2","","","","0","","1300","149800","1317","152860","","","","","","","","","","","","J","0","1300","right","scramble","1300","4","20","43","faces","objects","Stimuli/Experimental_stims/scramble/faces/scrambled_justin-chen-J7Cf1Gch49E-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
