"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","missed_checkup","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","warning","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","iti_localizer","","html-keyboard-response","226","330435","0.0-2.0-78.0-1.0","25","44945","Female","null","","","","null","","76","","","","330127","1","","","","","","300","90500","308","93643","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","227","330847","0.0-2.0-79.0-0.0","25","44945","Female","156","","","","68","0","77","","Stimuli/Experimental_stims/localizer/body_parts/david-fanuel-qnV8X7OViNY-unsplash.jpg","","330435","1","body_parts","","0","0","1","400","90800","412","93951","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","228","331159","0.0-2.0-79.0-1.0","25","44945","Female","null","","","","null","","77","","","","330847","1","","","","","","300","91200","312","94363","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","229","331581","0.0-2.0-80.0-0.0","25","44945","Female","72","","","","68","0","78","","Stimuli/Experimental_stims/localizer/body_parts/diana-polekhina-SwWjCbIIoFE-unsplash.jpg","","331159","1","body_parts","","0","0","1","400","91500","422","94675","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","230","331978","0.0-2.0-80.0-1.0","25","44945","Female","null","","","","null","","78","","","","331581","1","","","","","","300","91900","397","95097","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","231","332394","0.0-2.0-81.0-0.0","25","44945","Female","21","","","","68","0","79","","Stimuli/Experimental_stims/localizer/body_parts/ant-rozetsky-bXQd8JXx0vs-unsplash.jpg","","331978","1","body_parts","","0","0","1","400","92200","416","95494","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","232","332712","0.0-2.0-81.0-1.0","25","44945","Female","null","","","","null","","79","","","","332394","1","","","","","","300","92600","318","95910","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","233","333128","0.0-2.0-82.0-0.0","25","44945","Female","261","","","","75","1","80","","Stimuli/Experimental_stims/localizer/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg","","332712","1","body_parts","","0","0","0","400","92900","416","96228","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","234","333451","0.0-2.0-82.0-1.0","25","44945","Female","null","","","","null","","80","","","","333128","1","","","","","","300","93300","323","96644","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","235","333864","0.0-2.0-83.0-0.0","25","44945","Female","NaN","","","","null","NaN","81","","Stimuli/Experimental_stims/localizer/body_parts/freestocks-qw9LFf5T790-unsplash.jpg","","333451","1","body_parts","","0","1","0","400","93600","413","96967","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","236","334178","0.0-2.0-83.0-1.0","25","44945","Female","null","","","","null","","81","","","","333864","1","","","","","","300","94000","314","97380","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","237","334601","0.0-2.0-84.0-0.0","25","44945","Female","NaN","","","","null","NaN","82","","Stimuli/Experimental_stims/localizer/body_parts/carlos-henrique-NAOJKwZswbs-unsplash.jpg","","334178","1","body_parts","","0","1","0","400","94300","423","97694","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","238","334914","0.0-2.0-84.0-1.0","25","44945","Female","null","","","","null","","82","","","","334601","1","","","","","","300","94700","313","98117","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","239","335337","0.0-2.0-85.0-0.0","25","44945","Female","78","","","","68","0","83","","Stimuli/Experimental_stims/localizer/body_parts/boyd-christiansen-uVj7kewrZ-o-unsplash.jpg","","334914","1","body_parts","","1","0","0","400","95000","423","98430","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","240","335666","0.0-2.0-85.0-1.0","25","44945","Female","null","","","","null","","83","","","","335337","1","","","","","","300","95400","329","98853","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","241","336090","0.0-2.0-86.0-0.0","25","44945","Female","121","","","","75","1","84","","Stimuli/Experimental_stims/localizer/body_parts/nick-page-jAGdpOGvLAA-unsplash.jpg","","335666","1","body_parts","","0","0","0","400","95700","424","99182","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","242","336404","0.0-2.0-86.0-1.0","25","44945","Female","null","","","","null","","84","","","","336090","1","","","","","","300","96100","314","99606","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","243","336822","0.0-2.0-87.0-0.0","25","44945","Female","NaN","","","","null","NaN","85","","Stimuli/Experimental_stims/localizer/body_parts/lilartsy-1KkhQ8uL28g-unsplash.jpg","","336404","1","body_parts","","0","1","0","400","96400","418","99920","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","244","350850","0.0-2.0-87.0-1.0","25","44945","Female","null","","","","null","","85","","","","336822","1","","","","","","14000","96800","14028","100338","14000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","245","351270","0.0-2.0-88.0-0.0","25","44945","Female","370","","","","68","0","86","","Stimuli/Experimental_stims/localizer/objects/yossy-made-yulian-WaEqwDSIeTY-unsplash.jpg","","350850","1","objects","","1","0","0","400","110800","420","114366","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","246","351578","0.0-2.0-88.0-1.0","25","44945","Female","null","","","","null","","86","","","","351270","1","","","","","","300","111200","308","114786","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","247","352009","0.0-2.0-89.0-0.0","25","44945","Female","NaN","","","","null","NaN","87","","Stimuli/Experimental_stims/localizer/objects/namroud-gorguis-FZWivbri0Xk-unsplash.jpg","","351578","1","objects","","0","1","0","400","111500","431","115094","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","248","352327","0.0-2.0-89.0-1.0","25","44945","Female","null","","","","null","","87","","","","352009","1","","","","","","300","111900","318","115525","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","249","352741","0.0-2.0-90.0-0.0","25","44945","Female","26","","","","68","0","88","","Stimuli/Experimental_stims/localizer/objects/muhammad-toqeer-NRJ9ipvz2iE-unsplash.jpg","","352327","1","objects","","0","0","1","400","112200","414","115843","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","250","353049","0.0-2.0-90.0-1.0","25","44945","Female","null","","","","null","","88","","","","352741","1","","","","","","300","112600","308","116257","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","251","353464","0.0-2.0-91.0-0.0","25","44945","Female","NaN","","","","null","NaN","89","","Stimuli/Experimental_stims/localizer/objects/chris-briggs-x9TCnxNBofE-unsplash.jpg","","353049","1","objects","","0","1","0","400","112900","415","116565","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","252","353780","0.0-2.0-91.0-1.0","25","44945","Female","null","","","","null","","89","","","","353464","1","","","","","","300","113300","316","116980","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","253","354201","0.0-2.0-92.0-0.0","25","44945","Female","NaN","","","","null","NaN","90","","Stimuli/Experimental_stims/localizer/objects/collab-media-eddtBBbaw0Y-unsplash.jpg","","353780","1","objects","","0","1","0","400","113600","421","117296","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","254","354513","0.0-2.0-92.0-1.0","25","44945","Female","null","","","","null","","90","","","","354201","1","","","","","","300","114000","312","117717","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","255","354931","0.0-2.0-93.0-0.0","25","44945","Female","NaN","","","","null","NaN","91","","Stimuli/Experimental_stims/localizer/objects/nordwood-themes-E9tFH39iRPE-unsplash.jpg","","354513","1","objects","","0","1","0","400","114300","418","118029","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","256","355244","0.0-2.0-93.0-1.0","25","44945","Female","null","","","","null","","91","","","","354931","1","","","","","","300","114700","313","118447","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","257","355659","0.0-2.0-94.0-0.0","25","44945","Female","NaN","","","","null","NaN","92","","Stimuli/Experimental_stims/localizer/objects/oriento-maVIpNNtmlQ-unsplash.jpg","","355244","1","objects","","0","1","0","400","115000","415","118760","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","258","355986","0.0-2.0-94.0-1.0","25","44945","Female","null","","","","null","","92","","","","355659","1","","","","","","300","115400","327","119175","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","259","356403","0.0-2.0-95.0-0.0","25","44945","Female","4","","","","68","0","93","","Stimuli/Experimental_stims/localizer/objects/alex-lvrs-2zDw14yCYqk-unsplash.jpg","","355986","1","objects","","0","0","1","400","115700","417","119502","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","260","356724","0.0-2.0-95.0-1.0","25","44945","Female","null","","","","null","","93","","","","356403","1","","","","","","300","116100","321","119919","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","261","357141","0.0-2.0-96.0-0.0","25","44945","Female","2","","","","68","0","94","","Stimuli/Experimental_stims/localizer/objects/quaritsch-photography-lZ8onQ1wuY8-unsplash.jpg","","356724","1","objects","","0","0","1","400","116400","417","120240","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","262","357456","0.0-2.0-96.0-1.0","25","44945","Female","null","","","","null","","94","","","","357141","1","","","","","","300","116800","315","120657","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","263","357909","0.0-2.0-97.0-0.0","25","44945","Female","78","","","","68","0","95","","Stimuli/Experimental_stims/localizer/objects/saif71-com-VIKdvmGUhq8-unsplash.jpg","","357456","1","objects","","0","0","1","400","117100","453","120972","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","264","358225","0.0-2.0-97.0-1.0","25","44945","Female","null","","","","null","","95","","","","357909","1","","","","","","300","117500","316","121425","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","265","358643","0.0-2.0-98.0-0.0","25","44945","Female","NaN","","","","null","NaN","96","","Stimuli/Experimental_stims/localizer/objects/yoann-siloine-_T4w3JDm6ug-unsplash.jpg","","358225","1","objects","","0","1","0","400","117800","418","121741","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","266","358965","0.0-2.0-98.0-1.0","25","44945","Female","null","","","","null","","96","","","","358643","1","","","","","","300","118200","322","122159","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","267","359389","0.0-2.0-99.0-0.0","25","44945","Female","NaN","","","","null","NaN","97","","Stimuli/Experimental_stims/localizer/objects/nicolas-hippert-kfr_eSrR08M-unsplash.jpg","","358965","1","objects","","0","1","0","400","118500","424","122481","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","268","359800","0.0-2.0-99.0-1.0","25","44945","Female","null","","","","null","","97","","","","359389","1","","","","","","300","118900","411","122905","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","269","360224","0.0-2.0-100.0-0.0","25","44945","Female","NaN","","","","null","NaN","98","","Stimuli/Experimental_stims/localizer/objects/designecologist-hvgd0ygXuQQ-unsplash.jpg","","359800","1","objects","","0","1","0","400","119200","424","123316","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","270","360541","0.0-2.0-100.0-1.0","25","44945","Female","null","","","","null","","98","","","","360224","1","","","","","","300","119600","317","123740","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","271","360948","0.0-2.0-101.0-0.0","25","44945","Female","35","","","","68","0","99","","Stimuli/Experimental_stims/localizer/objects/dario-mendez-WmF_XLF4-Rs-unsplash.jpg","","360541","1","objects","","0","0","1","400","119900","407","124057","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","272","361270","0.0-2.0-101.0-1.0","25","44945","Female","null","","","","null","","99","","","","360948","1","","","","","","300","120300","322","124464","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","273","361717","0.0-2.0-102.0-0.0","25","44945","Female","160","","","","68","0","100","","Stimuli/Experimental_stims/localizer/objects/quino-al-4SNUcHPiC8c-unsplash.jpg","","361270","1","objects","","0","0","1","400","120600","447","124786","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","274","362033","0.0-2.0-102.0-1.0","25","44945","Female","null","","","","null","","100","","","","361717","1","","","","","","300","121000","316","125233","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","275","362454","0.0-2.0-103.0-0.0","25","44945","Female","NaN","","","","null","NaN","101","","Stimuli/Experimental_stims/localizer/objects/hipster-mum-XookgCxFw6Q-unsplash.jpg","","362033","1","objects","","0","1","0","400","121300","421","125549","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","276","362764","0.0-2.0-103.0-1.0","25","44945","Female","null","","","","null","","101","","","","362454","1","","","","","","300","121700","310","125970","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","277","363187","0.0-2.0-104.0-0.0","25","44945","Female","NaN","","","","null","NaN","102","","Stimuli/Experimental_stims/localizer/objects/ryunosuke-kikuno-viEzuL1ouDs-unsplash.jpg","","362764","1","objects","","0","1","0","400","122000","423","126280","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","278","363497","0.0-2.0-104.0-1.0","25","44945","Female","null","","","","null","","102","","","","363187","1","","","","","","300","122400","310","126703","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","279","363922","0.0-2.0-105.0-0.0","25","44945","Female","NaN","","","","null","NaN","103","","Stimuli/Experimental_stims/localizer/objects/mae-mu-yl2d0CKW130-unsplash.jpg","","363497","1","objects","","1","1","0","400","122700","425","127013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","280","364274","0.0-2.0-105.0-1.0","25","44945","Female","null","","","","null","","103","","","","363922","1","","","","","","300","123100","352","127438","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","281","364700","0.0-2.0-106.0-0.0","25","44945","Female","10","","","","68","0","104","","Stimuli/Experimental_stims/localizer/objects/jonny-caspari-wsvCC6UyKjs-unsplash.jpg","","364274","1","objects","","0","0","1","400","123400","426","127790","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","282","365015","0.0-2.0-106.0-1.0","25","44945","Female","null","","","","null","","104","","","","364700","1","","","","","","300","123800","315","128216","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","283","365429","0.0-2.0-107.0-0.0","25","44945","Female","97","","","","68","0","105","","Stimuli/Experimental_stims/localizer/objects/mulyadi-tWp0VSlSdMI-unsplash.jpg","","365015","1","objects","","0","0","1","400","124100","414","128531","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","284","379459","0.0-2.0-107.0-1.0","25","44945","Female","null","","","","null","","105","","","","365429","1","","","","","","14000","124500","14030","128945","14000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","285","379915","0.0-2.0-108.0-0.0","25","44945","Female","NaN","","","","null","NaN","106","","Stimuli/Experimental_stims/localizer/outdoor_scenes/johny-goerend-U_diPCXCBxU-unsplash.jpg","","379459","1","outdoor_scenes","","1","1","0","400","138500","456","142975","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","286","380231","0.0-2.0-108.0-1.0","25","44945","Female","null","","","","null","","106","","","","379915","1","","","","","","300","138900","316","143431","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","287","380646","0.0-2.0-109.0-0.0","25","44945","Female","66","","","","68","0","107","","Stimuli/Experimental_stims/localizer/outdoor_scenes/jordan-heath-4z_SYrG5mgA-unsplash.jpg","","380231","1","outdoor_scenes","","0","0","1","400","139200","415","143747","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","288","380961","0.0-2.0-109.0-1.0","25","44945","Female","null","","","","null","","107","","","","380646","1","","","","","","300","139600","315","144162","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","289","381393","0.0-2.0-110.0-0.0","25","44945","Female","71","","","","75","1","108","","Stimuli/Experimental_stims/localizer/outdoor_scenes/nicolas-jehly-LzVB84KkZOE-unsplash.jpg","","380961","1","outdoor_scenes","","0","0","0","400","139900","432","144477","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","290","381788","0.0-2.0-110.0-1.0","25","44945","Female","null","","","","null","","108","","","","381393","1","","","","","","300","140300","395","144909","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","291","382222","0.0-2.0-111.0-0.0","25","44945","Female","98","","","","68","0","109","","Stimuli/Experimental_stims/localizer/outdoor_scenes/kenneth-thewissen-D76DklsG-5U-unsplash.jpg","","381788","1","outdoor_scenes","","0","0","1","400","140600","434","145304","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","292","382533","0.0-2.0-111.0-1.0","25","44945","Female","null","","","","null","","109","","","","382222","1","","","","","","300","141000","311","145738","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","293","382949","0.0-2.0-112.0-0.0","25","44945","Female","79","","","","68","0","110","","Stimuli/Experimental_stims/localizer/outdoor_scenes/ryan-schroeder-Gg7uKdHFb_c-unsplash.jpg","","382533","1","outdoor_scenes","","0","0","1","400","141300","416","146049","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","294","383257","0.0-2.0-112.0-1.0","25","44945","Female","null","","","","null","","110","","","","382949","1","","","","","","300","141700","308","146465","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","295","383696","0.0-2.0-113.0-0.0","25","44945","Female","NaN","","","","null","NaN","111","","Stimuli/Experimental_stims/localizer/outdoor_scenes/kalen-emsley-Bkci_8qcdvQ-unsplash.jpg","","383257","1","outdoor_scenes","","0","1","0","400","142000","439","146773","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","296","384008","0.0-2.0-113.0-1.0","25","44945","Female","null","","","","null","","111","","","","383696","1","","","","","","300","142400","312","147212","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","297","384504","0.0-2.0-114.0-0.0","25","44945","Female","NaN","","","","null","NaN","112","","Stimuli/Experimental_stims/localizer/outdoor_scenes/fabian-quintero-UWQP2mh5YJI-unsplash.jpg","","384008","1","outdoor_scenes","","0","1","0","400","142700","496","147524","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","298","384820","0.0-2.0-114.0-1.0","25","44945","Female","null","","","","null","","112","","","","384504","1","","","","","","300","143100","316","148020","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","299","385244","0.0-2.0-115.0-0.0","25","44945","Female","NaN","","","","null","NaN","113","","Stimuli/Experimental_stims/localizer/outdoor_scenes/quentin-zwzeorQPepo-unsplash.jpg","","384820","1","outdoor_scenes","","0","1","0","400","143400","424","148336","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","300","385568","0.0-2.0-115.0-1.0","25","44945","Female","null","","","","null","","113","","","","385244","1","","","","","","300","143800","324","148760","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","301","386204","0.0-2.0-116.0-0.0","25","44945","Female","24","","","","68","0","114","","Stimuli/Experimental_stims/localizer/outdoor_scenes/tomasz-filipek-CUWC-6MRcNg-unsplash.jpg","","385568","1","outdoor_scenes","","0","0","1","400","144100","636","149084","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","302","386518","0.0-2.0-116.0-1.0","25","44945","Female","null","","","","null","","114","","","","386204","1","","","","","","300","144500","314","149720","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","303","386940","0.0-2.0-117.0-0.0","25","44945","Female","NaN","","","","null","NaN","115","","Stimuli/Experimental_stims/localizer/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","","386518","1","outdoor_scenes","","0","1","0","400","144800","422","150034","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","304","387258","0.0-2.0-117.0-1.0","25","44945","Female","null","","","","null","","115","","","","386940","1","","","","","","300","145200","318","150456","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","305","387678","0.0-2.0-118.0-0.0","25","44945","Female","141","","","","68","0","116","","Stimuli/Experimental_stims/localizer/outdoor_scenes/sabeer-darr-Upz-tnx2v2s-unsplash.jpg","","387258","1","outdoor_scenes","","0","0","1","400","145500","420","150774","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","306","388021","0.0-2.0-118.0-1.0","25","44945","Female","null","","","","null","","116","","","","387678","1","","","","","","300","145900","343","151194","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","307","388443","0.0-2.0-119.0-0.0","25","44945","Female","67","","","","68","0","117","","Stimuli/Experimental_stims/localizer/outdoor_scenes/andres-sanz-uILhNE1VcwA-unsplash.jpg","","388021","1","outdoor_scenes","","0","0","1","400","146200","422","151537","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","308","388759","0.0-2.0-119.0-1.0","25","44945","Female","null","","","","null","","117","","","","388443","1","","","","","","300","146600","316","151959","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
