"","success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","missed_checkup","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","warning","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"846","","deliberation","","html-keyboard-response",845,1062290,"0.0-3.0-162.0-0.0",33,21859,"Female","75","","",NA,"75","",80,NA,"",NA,1062202,2,"",NA,NA,0,NA,75,140600,88,143835,NA,0,47,15,"objects","faces",70,75,"Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","J",0,0,"","original","2100",4,15,47,"faces","objects","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg",75,70,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"847","","deliberation_confirmation","","html-keyboard-response",846,1065271,"0.0-3.0-162.0-2.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",80,NA,"",NA,1062290,NA,"",NA,NA,NA,NA,2925,140675,2981,143923,2925,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",4,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"848","","iti","","html-keyboard-response",847,1067406,"0.0-3.0-162.0-4.0",33,21859,"Female",NA,"","",NA,NA,"",80,NA,"",NA,1065271,NA,"",NA,NA,NA,NA,2100,143600,2135,146904,2100,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",4,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"849","","deliberation","","html-keyboard-response",848,1067907,"0.0-3.0-164.0-0.0",33,21859,"Female","483","","",NA,"68","",81,NA,"",NA,1067406,2,"",NA,NA,0,NA,483,145700,501,149039,NA,1,1,14,"outdoor_scenes","faces",30,28,"Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","B",0,0,"","original","2400",4,1,14,"outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg",30,28,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"850","","deliberation_confirmation","","html-keyboard-response",849,1070444,"0.0-3.0-164.0-2.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",81,NA,"",NA,1067907,NA,"",NA,NA,NA,NA,2517,146183,2537,149540,2517,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",4,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"851","","iti","","html-keyboard-response",850,1072899,"0.0-3.0-164.0-4.0",33,21859,"Female",NA,"","",NA,NA,"",81,NA,"",NA,1070444,NA,"",NA,NA,NA,NA,2400,148700,2455,152077,2400,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",4,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"852","","deliberation","","html-keyboard-response",851,1073115,"0.0-3.0-166.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",82,NA,"",NA,1072899,2,"",NA,NA,1,NA,200,151100,216,154532,NA,NA,NA,NA,"","",NA,NA,"","","F",0,200,"left","scramble","1200",4,20,25,"faces","body_parts","Stimuli/Experimental_stims/scramble/faces/scrambled_justin-chen-J7Cf1Gch49E-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-Q2rfH3GW39c-unsplash.jpg",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"853","","scramble_prompt","","html-keyboard-response",852,1073372,"0.0-3.0-166.0-1.0-0.0",33,21859,"Female","244","","",NA,"68","",82,NA,"",NA,1073115,NA,"",NA,NA,0,NA,244,151300,257,154748,2800,1,20,25,"faces","body_parts",NA,NA,"Stimuli/Experimental_stims/scramble/faces/scrambled_justin-chen-J7Cf1Gch49E-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-Q2rfH3GW39c-unsplash.jpg","",NA,NA,"","","",4,NA,NA,"","","","",NA,NA,1,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"854","","deliberation_confirmation","","html-keyboard-response",853,1075948,"0.0-3.0-166.0-2.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",82,NA,"",NA,1073372,NA,"",NA,NA,NA,NA,2556,151544,2576,155005,2556,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",4,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"855","","iti","","html-keyboard-response",854,1077209,"0.0-3.0-166.0-4.0",33,21859,"Female",NA,"","",NA,NA,"",82,NA,"",NA,1075948,NA,"",NA,NA,NA,NA,1200,154100,1261,157581,1200,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",4,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"856","","deliberation","","html-keyboard-response",855,1077742,"0.0-3.0-168.0-0.0",33,21859,"Female","17","","",NA,"75","",83,NA,"",NA,1077209,2,"",NA,NA,0,NA,500,155300,533,158842,NA,NA,NA,NA,"","",NA,NA,"","","L",0,500,"right","scramble","1000",4,33,13,"body_parts","faces","Stimuli/Experimental_stims/scramble/body_parts/scrambled_tucker-good-36skLT5jZcc-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_daniel-rigdon-dXmXKPP2L4E-unsplash.jpg",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"857","","scramble_prompt","","html-keyboard-response",856,1077795,"0.0-3.0-168.0-1.0-0.0",33,21859,"Female","39","","",NA,"75","",83,NA,"",NA,1077742,NA,"",NA,NA,0,NA,39,155800,53,159375,2500,0,13,33,"faces","body_parts",NA,NA,"Stimuli/Experimental_stims/scramble/faces/scrambled_daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_tucker-good-36skLT5jZcc-unsplash.jpg","",NA,NA,"","","",4,NA,NA,"","","","",NA,NA,1,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"858","","deliberation_confirmation","","html-keyboard-response",857,1080287,"0.0-3.0-168.0-2.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",83,NA,"",NA,1077795,NA,"",NA,NA,NA,NA,2461,155839,2492,159428,2461,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",4,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"859","","iti","","html-keyboard-response",858,1081306,"0.0-3.0-168.0-4.0",33,21859,"Female",NA,"","",NA,NA,"",83,NA,"",NA,1080287,NA,"",NA,NA,NA,NA,1000,158300,1019,161920,1000,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",4,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"860","","deliberation","","html-keyboard-response",859,1081615,"0.0-3.0-170.0-0.0",33,21859,"Female","290","","",NA,"68","",84,NA,"",NA,1081306,2,"",NA,NA,0,NA,290,159300,309,162939,NA,1,33,13,"body_parts","faces",24,75,"Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","L",0,0,"","original","2500",4,33,13,"body_parts","faces","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg",24,75,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"861","","deliberation_confirmation","","html-keyboard-response",860,1084340,"0.0-3.0-170.0-2.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",84,NA,"",NA,1081615,NA,"",NA,NA,NA,NA,2710,159590,2725,163248,2710,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",4,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"862","","iti","","html-keyboard-response",861,1086857,"0.0-3.0-170.0-4.0",33,21859,"Female",NA,"","",NA,NA,"",84,NA,"",NA,1084340,NA,"",NA,NA,NA,NA,2500,162300,2517,165973,2500,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",4,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"863","","deliberation","","html-keyboard-response",862,1086992,"0.0-3.0-172.0-0.0",33,21859,"Female","111","","",NA,"68","",85,NA,"",NA,1086857,2,"",NA,NA,0,NA,111,164800,135,168490,NA,1,6,38,"outdoor_scenes","objects",35,39,"Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg","A",0,0,"","original","2800",4,6,38,"outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg",35,39,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"864","","deliberation_confirmation","","html-keyboard-response",863,1089909,"0.0-3.0-172.0-2.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",85,NA,"",NA,1086992,NA,"",NA,NA,NA,NA,2889,164911,2917,168625,2889,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",4,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"865","","iti","","html-keyboard-response",864,1092746,"0.0-3.0-172.0-4.0",33,21859,"Female",NA,"","",NA,NA,"",85,NA,"",NA,1089909,NA,"",NA,NA,NA,NA,2800,167800,2837,171542,2800,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",4,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"866","","deliberation","","html-keyboard-response",865,1093818,"0.0-3.0-174.0-0.0",33,21859,"Female","6","","",NA,"68","",86,NA,"",NA,1092746,2,"",NA,NA,0,NA,1000,170600,1072,174379,NA,NA,NA,NA,"","",NA,NA,"","","B",0,1000,"left","scramble","2000",4,1,14,"outdoor_scenes","faces","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_david-siglin-UuW4psOb388-unsplash.jpg",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"867","","scramble_prompt","","html-keyboard-response",866,1093919,"0.0-3.0-174.0-1.0-0.0",33,21859,"Female","85","","",NA,"68","",86,NA,"",NA,1093818,NA,"",NA,NA,0,NA,85,171600,101,175451,2000,1,1,14,"outdoor_scenes","faces",NA,NA,"Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_david-siglin-UuW4psOb388-unsplash.jpg","",NA,NA,"","","",4,NA,NA,"","","","",NA,NA,1,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"868","","deliberation_confirmation","","html-keyboard-response",867,1095863,"0.0-3.0-174.0-2.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",86,NA,"",NA,1093919,NA,"",NA,NA,NA,NA,1915,171685,1944,175552,1915,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",4,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"869","","iti","","html-keyboard-response",868,1097876,"0.0-3.0-174.0-4.0",33,21859,"Female",NA,"","",NA,NA,"",86,NA,"",NA,1095863,NA,"",NA,NA,NA,NA,2000,173600,2013,177496,2000,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",4,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"870","","deliberation","","html-keyboard-response",869,1098159,"0.0-3.0-176.0-0.0",33,21859,"Female","271","","",NA,"68","",87,NA,"",NA,1097876,2,"",NA,NA,0,NA,271,175600,283,179509,NA,1,40,3,"objects","outdoor_scenes",31,80,"Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","G",0,0,"","original","1100",4,40,3,"objects","outdoor_scenes","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg",31,80,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"871","","deliberation_confirmation","","html-keyboard-response",870,1100907,"0.0-3.0-176.0-2.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",87,NA,"",NA,1098159,NA,"",NA,NA,NA,NA,2729,175871,2748,179792,2729,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",4,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"872","","iti","","html-keyboard-response",871,1102038,"0.0-3.0-176.0-4.0",33,21859,"Female",NA,"","",NA,NA,"",87,NA,"",NA,1100907,NA,"",NA,NA,NA,NA,1100,178600,1131,182540,1100,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",4,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"873","","deliberation","","html-keyboard-response",872,1103364,"0.0-3.0-178.0-0.0",33,21859,"Female","45","","",NA,"68","",88,NA,"",NA,1102038,2,"",NA,NA,0,NA,1300,179700,1326,183671,NA,NA,NA,NA,"","",NA,NA,"","","J",0,1300,"right","scramble","1800",4,15,47,"faces","objects","Stimuli/Experimental_stims/scramble/faces/scrambled_erik-lucatero-d2MSDujJl2g-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"874","","scramble_prompt","","html-keyboard-response",873,1103420,"0.0-3.0-178.0-1.0-0.0",33,21859,"Female","45","","",NA,"68","",88,NA,"",NA,1103364,NA,"",NA,NA,0,NA,45,181000,56,184997,1700,1,15,47,"faces","objects",NA,NA,"Stimuli/Experimental_stims/scramble/faces/scrambled_erik-lucatero-d2MSDujJl2g-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","",NA,NA,"","","",4,NA,NA,"","","","",NA,NA,0,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"875","","deliberation_confirmation","","html-keyboard-response",874,1105087,"0.0-3.0-178.0-2.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",88,NA,"",NA,1103420,NA,"",NA,NA,NA,NA,1655,181045,1667,185053,1655,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",4,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"876","","iti","","html-keyboard-response",875,1106908,"0.0-3.0-178.0-4.0",33,21859,"Female",NA,"","",NA,NA,"",88,NA,"",NA,1105087,NA,"",NA,NA,NA,NA,1800,182700,1821,186720,1800,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",4,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"877","","deliberation","","html-keyboard-response",876,1107021,"0.0-3.0-180.0-0.0",33,21859,"Female","28","","",NA,"68","",89,NA,"",NA,1106908,2,"",NA,NA,0,NA,100,184500,113,188541,NA,NA,NA,NA,"","",NA,NA,"","","K",0,100,"right","scramble","1600",4,24,46,"body_parts","objects","Stimuli/Experimental_stims/scramble/body_parts/scrambled_clay-banks-LjqARJaJotc-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_mockup-graphics-PNsj6RiHAF4-unsplash.jpg",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"878","","scramble_prompt","","html-keyboard-response",877,1107222,"0.0-3.0-180.0-1.0-0.0",33,21859,"Female","186","","",NA,"75","",89,NA,"",NA,1107021,NA,"",NA,NA,0,NA,186,184600,201,188654,2900,0,46,24,"objects","body_parts",NA,NA,"Stimuli/Experimental_stims/scramble/objects/scrambled_mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_clay-banks-LjqARJaJotc-unsplash.jpg","",NA,NA,"","","",4,NA,NA,"","","","",NA,NA,1,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"879","","deliberation_confirmation","","html-keyboard-response",878,1109948,"0.0-3.0-180.0-2.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",89,NA,"",NA,1107222,NA,"",NA,NA,NA,NA,2714,184786,2726,188855,2714,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",4,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"880","","iti","","html-keyboard-response",879,1111587,"0.0-3.0-180.0-4.0",33,21859,"Female",NA,"","",NA,NA,"",89,NA,"",NA,1109948,NA,"",NA,NA,NA,NA,1600,187500,1639,191581,1600,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",4,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"881","","deliberation","","html-keyboard-response",880,1113714,"0.0-3.0-182.0-0.0",33,21859,"Female","2096","","",NA,"68","",90,NA,"",NA,1111587,2,"",NA,NA,0,NA,2096,189100,2127,193220,NA,1,43,18,"objects","faces",67,20,"Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","D",0,0,"","original","1500",4,43,18,"objects","faces","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg",67,20,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"882","","deliberation_confirmation","","html-keyboard-response",881,1114675,"0.0-3.0-182.0-2.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",90,NA,"",NA,1113714,NA,"",NA,NA,NA,NA,904,191196,961,195347,904,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",4,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"883","","iti","","html-keyboard-response",882,1116260,"0.0-3.0-182.0-4.0",33,21859,"Female",NA,"","",NA,NA,"",90,NA,"",NA,1114675,NA,"",NA,NA,NA,NA,1500,192100,1585,196308,1500,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",4,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"884","","deliberation","","html-keyboard-response",883,1116436,"0.0-3.0-184.0-0.0",33,21859,"Female","119","","",NA,"68","",91,NA,"",NA,1116260,2,"",NA,NA,0,NA,119,193600,176,197893,NA,1,24,46,"body_parts","objects",75,68,"Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","K",0,0,"","original","1500",4,24,46,"body_parts","objects","Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg",75,68,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"885","","deliberation_confirmation","","html-keyboard-response",884,1119338,"0.0-3.0-184.0-2.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",91,NA,"",NA,1116436,NA,"",NA,NA,NA,NA,2881,193719,2902,198069,2881,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",4,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"886","","iti","","html-keyboard-response",885,1120849,"0.0-3.0-184.0-4.0",33,21859,"Female",NA,"","",NA,NA,"",91,NA,"",NA,1119338,NA,"",NA,NA,NA,NA,1500,196600,1511,200971,1500,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",4,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"887","","deliberation","","html-keyboard-response",886,1122497,"0.0-3.0-186.0-0.0",33,21859,"Female","136","","",NA,"75","",92,NA,"",NA,1120849,2,"",NA,NA,0,NA,1500,198100,1648,202482,NA,NA,NA,NA,"","",NA,NA,"","","D",0,1500,"right","scramble","4900",4,43,18,"objects","faces","Stimuli/Experimental_stims/scramble/objects/scrambled_jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_jessica-radanavong-mrYkTuAesKE-unsplash.jpg",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"888","","scramble_prompt","","html-keyboard-response",887,1122676,"0.0-3.0-186.0-1.0-0.0",33,21859,"Female","166","","",NA,"68","",92,NA,"",NA,1122497,NA,"",NA,NA,0,NA,166,199600,179,204130,1500,1,43,18,"objects","faces",NA,NA,"Stimuli/Experimental_stims/scramble/objects/scrambled_jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_jessica-radanavong-mrYkTuAesKE-unsplash.jpg","",NA,NA,"","","",4,NA,NA,"","","","",NA,NA,0,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"889","","deliberation_confirmation","","html-keyboard-response",888,1124024,"0.0-3.0-186.0-2.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",92,NA,"",NA,1122676,NA,"",NA,NA,NA,NA,1334,199766,1348,204309,1334,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",4,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"890","","iti","","html-keyboard-response",889,1128942,"0.0-3.0-186.0-4.0",33,21859,"Female",NA,"","",NA,NA,"",92,NA,"",NA,1124024,NA,"",NA,NA,NA,NA,4900,201100,4918,205657,4900,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",4,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"891","","deliberation","","html-keyboard-response",890,1129677,"0.0-3.0-188.0-0.0",33,21859,"Female","143","","",NA,"75","",93,NA,"",NA,1128942,2,"",NA,NA,0,NA,700,206000,735,210575,NA,NA,NA,NA,"","",NA,NA,"","","I",0,700,"left","scramble","2500",4,27,0,"body_parts","outdoor_scenes","Stimuli/Experimental_stims/scramble/body_parts/scrambled_heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
