"","PID","time_elapsed","index","block","rt","chosen_trial","gain_left","left_chosen","higher_outcome_chosen","chosen_obj","unchosen_obj","stimulus_left","stimulus_right","rating_left","rating_right","painting_left","painting_right","stimulus_left_deliberation_ind","stimulus_right_deliberation_ind"
"18261","Gh7vV",1471275,108,2,0.978,0,0,0,1,38,22,22,38,32,83,"jessica-radanavong-mrYkTuAesKE-unsplash.jpg","petr-sevcovic-HzDF-rxlSeM-unsplash.jpg",30,26
"18264","Gh7vV",1473644,109,2,0.844,1,1,1,1,20,21,20,21,62,81,"houcine-ncib-B4TjXnI0Y2c-unsplash.jpg","jessica-felicio-_cvwXhGqG-o-unsplash.jpg",34,30
"18267","Gh7vV",1476043,110,2,0.863,1,1,1,1,42,24,42,24,68,79,"prince-akachi-l3IHXOdMyHQ-unsplash.jpg","joel-mott-LaK153ghdig-unsplash.jpg",26,33
"18270","Gh7vV",1478588,111,2,1.012,0,1,1,1,33,22,33,22,72,32,"olena-sergienko-0TSd6uCKTKc-unsplash.jpg","jessica-radanavong-mrYkTuAesKE-unsplash.jpg",25,30
"18273","Gh7vV",1481010,112,2,0.896,0,1,1,1,38,12,38,12,83,45,"petr-sevcovic-HzDF-rxlSeM-unsplash.jpg","daniel-rigdon-dXmXKPP2L4E-unsplash.jpg",26,28
"18276","Gh7vV",1483443,113,2,0.914,0,0,1,0,45,4,45,4,78,45,"sarah-noltner-pL5ZzPp1zqg-unsplash.jpg","barna-bartis-2x3vfVxwR7o-unsplash.jpg",33,32
"18279","Gh7vV",1485755,114,2,0.773,1,0,0,1,17,21,21,17,81,78,"jessica-felicio-_cvwXhGqG-o-unsplash.jpg","gleb-lukomets-paBzWCPN23k-unsplash.jpg",30,29
"18282","Gh7vV",1488267,115,2,0.979,0,0,0,1,4,25,25,4,29,45,"joseph-gonzalez-iFgRcqHznqg-unsplash.jpg","barna-bartis-2x3vfVxwR7o-unsplash.jpg",27,32
"18285","Gh7vV",1490644,116,2,0.844,1,0,0,1,42,1,1,42,36,68,"aiony-haust-jmATI5Q_YgY-unsplash.jpg","prince-akachi-l3IHXOdMyHQ-unsplash.jpg",28,26
"18288","Gh7vV",1492860,117,2,0.691,1,1,1,1,0,40,0,40,34,58,"abstral-official-cyOKLSgkgCE-unsplash.jpg","prince-akachi-4Yv84VgQkRM-unsplash.jpg",35,24
"18291","Gh7vV",1495362,118,2,0.977,0,1,1,1,38,25,38,25,83,29,"petr-sevcovic-HzDF-rxlSeM-unsplash.jpg","joseph-gonzalez-iFgRcqHznqg-unsplash.jpg",26,27
"18294","Gh7vV",1497833,119,2,0.95,0,0,0,1,33,12,12,33,45,72,"daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","olena-sergienko-0TSd6uCKTKc-unsplash.jpg",28,25
"18297","Gh7vV",1500251,120,2,0.881,0,0,0,1,29,22,22,29,32,57,"jessica-radanavong-mrYkTuAesKE-unsplash.jpg","leilani-angel-K84vnnzxmTQ-unsplash.jpg",30,34
"18300","Gh7vV",1502644,121,2,0.864,1,0,0,1,42,40,40,42,58,68,"prince-akachi-4Yv84VgQkRM-unsplash.jpg","prince-akachi-l3IHXOdMyHQ-unsplash.jpg",24,26
"18303","Gh7vV",1504948,122,2,0.783,1,1,1,1,20,24,20,24,62,79,"houcine-ncib-B4TjXnI0Y2c-unsplash.jpg","joel-mott-LaK153ghdig-unsplash.jpg",34,33
"18306","Gh7vV",1507331,123,2,0.857,0,0,0,1,11,12,12,11,45,82,"daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","christian-ferrer-8vT-DgHZDG4-unsplash.jpg",28,29
"18309","Gh7vV",1509571,124,2,0.707,0,1,1,1,11,44,11,44,82,84,"christian-ferrer-8vT-DgHZDG4-unsplash.jpg","rikonavt-HQjfrvdTfak-unsplash.jpg",29,24
"18312","Gh7vV",1511973,125,2,0.877,1,1,1,1,20,9,20,9,62,39,"houcine-ncib-B4TjXnI0Y2c-unsplash.jpg","carlos-andres-gomez-vJuk8Y86mRw-unsplash.jpg",34,31
"18315","Gh7vV",1514315,126,2,0.817,1,1,1,1,0,24,0,24,34,79,"abstral-official-cyOKLSgkgCE-unsplash.jpg","joel-mott-LaK153ghdig-unsplash.jpg",35,33
"18318","Gh7vV",1518124,127,2,2.281,0,0,0,1,33,18,18,33,42,72,"good-faces-xmSWVeGEnJw-unsplash.jpg","olena-sergienko-0TSd6uCKTKc-unsplash.jpg",31,25
"18321","Gh7vV",1520483,128,2,0.834,1,0,0,1,42,21,21,42,81,68,"jessica-felicio-_cvwXhGqG-o-unsplash.jpg","prince-akachi-l3IHXOdMyHQ-unsplash.jpg",30,26
"18324","Gh7vV",1523547,129,2,1.53,0,1,0,0,44,38,38,44,83,84,"petr-sevcovic-HzDF-rxlSeM-unsplash.jpg","rikonavt-HQjfrvdTfak-unsplash.jpg",26,24
"18327","Gh7vV",1525852,130,2,0.784,1,1,1,1,14,1,14,1,65,36,"freddy-kearney-o-ioeoATbIM-unsplash.jpg","aiony-haust-jmATI5Q_YgY-unsplash.jpg",32,28
"18330","Gh7vV",1528812,131,2,1.434,0,1,0,0,45,38,38,45,83,78,"petr-sevcovic-HzDF-rxlSeM-unsplash.jpg","sarah-noltner-pL5ZzPp1zqg-unsplash.jpg",26,33
"18333","Gh7vV",1531131,132,2,0.786,1,0,0,1,16,24,24,16,79,65,"joel-mott-LaK153ghdig-unsplash.jpg","giano-currie-5-9YOsmf8IQ-unsplash.jpg",33,25
"18336","Gh7vV",1533571,133,2,0.918,0,1,1,1,15,25,15,25,64,29,"gabriel-silverio-u3WmDyKGsrY-unsplash.jpg","joseph-gonzalez-iFgRcqHznqg-unsplash.jpg",35,27
"18339","Gh7vV",1536417,134,2,1.315,0,1,0,0,44,33,33,44,72,84,"olena-sergienko-0TSd6uCKTKc-unsplash.jpg","rikonavt-HQjfrvdTfak-unsplash.jpg",25,24
"18342","Gh7vV",1539057,135,2,1.125,0,1,1,1,15,18,15,18,64,42,"gabriel-silverio-u3WmDyKGsrY-unsplash.jpg","good-faces-xmSWVeGEnJw-unsplash.jpg",35,31
"18345","Gh7vV",1541859,136,2,1.278,0,1,1,1,33,45,33,45,72,78,"olena-sergienko-0TSd6uCKTKc-unsplash.jpg","sarah-noltner-pL5ZzPp1zqg-unsplash.jpg",25,33
"18348","Gh7vV",1544355,137,2,0.97,0,1,0,0,44,15,15,44,64,84,"gabriel-silverio-u3WmDyKGsrY-unsplash.jpg","rikonavt-HQjfrvdTfak-unsplash.jpg",35,24
"18351","Gh7vV",1547027,138,2,1.148,0,0,0,1,11,25,25,11,29,82,"joseph-gonzalez-iFgRcqHznqg-unsplash.jpg","christian-ferrer-8vT-DgHZDG4-unsplash.jpg",27,29
"18354","Gh7vV",1549452,139,2,0.885,1,1,1,1,14,9,14,9,65,39,"freddy-kearney-o-ioeoATbIM-unsplash.jpg","carlos-andres-gomez-vJuk8Y86mRw-unsplash.jpg",32,31
"18357","Gh7vV",1552443,140,2,1.457,0,0,1,0,18,4,18,4,42,45,"good-faces-xmSWVeGEnJw-unsplash.jpg","barna-bartis-2x3vfVxwR7o-unsplash.jpg",31,32
"18360","Gh7vV",1554924,141,2,0.955,0,0,1,0,18,29,18,29,42,57,"good-faces-xmSWVeGEnJw-unsplash.jpg","leilani-angel-K84vnnzxmTQ-unsplash.jpg",31,34
"18363","Gh7vV",1557252,142,2,0.802,1,1,1,1,42,3,42,3,68,30,"prince-akachi-l3IHXOdMyHQ-unsplash.jpg","art-hauntington-jzY0KRJopEI-unsplash.jpg",26,27
"18366","Gh7vV",1559659,143,2,0.871,1,0,0,1,17,40,40,17,58,78,"prince-akachi-4Yv84VgQkRM-unsplash.jpg","gleb-lukomets-paBzWCPN23k-unsplash.jpg",24,29
"18370","Gh7vV",1563852,144,3,0.666,1,1,1,1,16,3,16,3,65,30,"giano-currie-5-9YOsmf8IQ-unsplash.jpg","art-hauntington-jzY0KRJopEI-unsplash.jpg",25,27
"18373","Gh7vV",1566323,145,3,0.939,0,0,1,0,18,38,18,38,42,83,"good-faces-xmSWVeGEnJw-unsplash.jpg","petr-sevcovic-HzDF-rxlSeM-unsplash.jpg",31,26
"18376","Gh7vV",1568667,146,3,0.817,1,0,0,1,0,24,24,0,79,34,"joel-mott-LaK153ghdig-unsplash.jpg","abstral-official-cyOKLSgkgCE-unsplash.jpg",33,35
"18379","Gh7vV",1570980,147,3,0.786,1,1,1,1,14,9,14,9,65,39,"freddy-kearney-o-ioeoATbIM-unsplash.jpg","carlos-andres-gomez-vJuk8Y86mRw-unsplash.jpg",32,31
"18382","Gh7vV",1573819,148,3,1.305,0,1,0,0,44,29,29,44,57,84,"leilani-angel-K84vnnzxmTQ-unsplash.jpg","rikonavt-HQjfrvdTfak-unsplash.jpg",34,24
"18385","Gh7vV",1576225,149,3,0.879,1,0,0,1,20,40,40,20,58,62,"prince-akachi-4Yv84VgQkRM-unsplash.jpg","houcine-ncib-B4TjXnI0Y2c-unsplash.jpg",24,34
"18388","Gh7vV",1578635,150,3,0.885,1,0,0,1,14,21,21,14,81,65,"jessica-felicio-_cvwXhGqG-o-unsplash.jpg","freddy-kearney-o-ioeoATbIM-unsplash.jpg",30,32
"18391","Gh7vV",1581036,151,3,0.869,1,0,0,1,14,24,24,14,79,65,"joel-mott-LaK153ghdig-unsplash.jpg","freddy-kearney-o-ioeoATbIM-unsplash.jpg",33,32
"18394","Gh7vV",1583409,152,3,0.841,1,1,1,1,20,21,20,21,62,81,"houcine-ncib-B4TjXnI0Y2c-unsplash.jpg","jessica-felicio-_cvwXhGqG-o-unsplash.jpg",34,30
"18397","Gh7vV",1586083,153,3,1.147,0,0,0,1,11,12,12,11,45,82,"daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","christian-ferrer-8vT-DgHZDG4-unsplash.jpg",28,29
"18400","Gh7vV",1588883,154,3,1.262,0,1,1,1,15,45,15,45,64,78,"gabriel-silverio-u3WmDyKGsrY-unsplash.jpg","sarah-noltner-pL5ZzPp1zqg-unsplash.jpg",35,33
"18403","Gh7vV",1591404,155,3,0.991,1,0,0,1,17,24,24,17,79,78,"joel-mott-LaK153ghdig-unsplash.jpg","gleb-lukomets-paBzWCPN23k-unsplash.jpg",33,29
"18406","Gh7vV",1593987,156,3,1.063,0,1,0,0,45,29,29,45,57,78,"leilani-angel-K84vnnzxmTQ-unsplash.jpg","sarah-noltner-pL5ZzPp1zqg-unsplash.jpg",34,33
"18409","Gh7vV",1596555,157,3,1.04,0,1,0,0,44,33,33,44,72,84,"olena-sergienko-0TSd6uCKTKc-unsplash.jpg","rikonavt-HQjfrvdTfak-unsplash.jpg",25,24
"18412","Gh7vV",1599004,158,3,0.913,1,0,0,1,42,3,3,42,30,68,"art-hauntington-jzY0KRJopEI-unsplash.jpg","prince-akachi-l3IHXOdMyHQ-unsplash.jpg",27,26
"18415","Gh7vV",1601275,159,3,0.742,1,1,1,1,42,9,42,9,68,39,"prince-akachi-l3IHXOdMyHQ-unsplash.jpg","carlos-andres-gomez-vJuk8Y86mRw-unsplash.jpg",26,31
"18418","Gh7vV",1603728,160,3,0.928,1,0,0,1,17,21,21,17,81,78,"jessica-felicio-_cvwXhGqG-o-unsplash.jpg","gleb-lukomets-paBzWCPN23k-unsplash.jpg",30,29
"18421","Gh7vV",1606476,161,3,1.212,0,1,1,1,4,25,4,25,45,29,"barna-bartis-2x3vfVxwR7o-unsplash.jpg","joseph-gonzalez-iFgRcqHznqg-unsplash.jpg",32,27
"18424","Gh7vV",1608876,162,3,0.867,1,1,1,1,0,3,0,3,34,30,"abstral-official-cyOKLSgkgCE-unsplash.jpg","art-hauntington-jzY0KRJopEI-unsplash.jpg",35,27
"18427","Gh7vV",1612044,163,3,1.63,0,1,1,1,15,25,15,25,64,29,"gabriel-silverio-u3WmDyKGsrY-unsplash.jpg","joseph-gonzalez-iFgRcqHznqg-unsplash.jpg",35,27
"18430","Gh7vV",1614332,164,3,0.75,1,1,1,1,16,24,16,24,65,79,"giano-currie-5-9YOsmf8IQ-unsplash.jpg","joel-mott-LaK153ghdig-unsplash.jpg",25,33
"18433","Gh7vV",1616722,165,3,0.865,1,1,1,1,0,21,0,21,34,81,"abstral-official-cyOKLSgkgCE-unsplash.jpg","jessica-felicio-_cvwXhGqG-o-unsplash.jpg",35,30
"18436","Gh7vV",1619068,166,3,0.806,0,0,0,1,11,22,22,11,32,82,"jessica-radanavong-mrYkTuAesKE-unsplash.jpg","christian-ferrer-8vT-DgHZDG4-unsplash.jpg",30,29
"18439","Gh7vV",1621596,167,3,1.001,0,0,0,1,33,25,25,33,29,72,"joseph-gonzalez-iFgRcqHznqg-unsplash.jpg","olena-sergienko-0TSd6uCKTKc-unsplash.jpg",27,25
"18442","Gh7vV",1624754,168,3,1.633,0,0,1,0,45,33,45,33,78,72,"sarah-noltner-pL5ZzPp1zqg-unsplash.jpg","olena-sergienko-0TSd6uCKTKc-unsplash.jpg",33,25
"18445","Gh7vV",1627548,169,3,1.258,0,1,1,1,38,12,38,12,83,45,"petr-sevcovic-HzDF-rxlSeM-unsplash.jpg","daniel-rigdon-dXmXKPP2L4E-unsplash.jpg",26,28
"18448","Gh7vV",1630259,170,3,1.188,1,1,1,1,16,1,16,1,65,36,"giano-currie-5-9YOsmf8IQ-unsplash.jpg","aiony-haust-jmATI5Q_YgY-unsplash.jpg",25,28
"18451","Gh7vV",1632644,171,3,0.847,0,1,1,1,11,25,11,25,82,29,"christian-ferrer-8vT-DgHZDG4-unsplash.jpg","joseph-gonzalez-iFgRcqHznqg-unsplash.jpg",29,27
"18454","Gh7vV",1635828,172,3,1.647,0,0,1,0,45,4,45,4,78,45,"sarah-noltner-pL5ZzPp1zqg-unsplash.jpg","barna-bartis-2x3vfVxwR7o-unsplash.jpg",33,32
"18457","Gh7vV",1638132,173,3,0.771,1,0,0,1,42,1,1,42,36,68,"aiony-haust-jmATI5Q_YgY-unsplash.jpg","prince-akachi-l3IHXOdMyHQ-unsplash.jpg",28,26
"18460","Gh7vV",1640668,174,3,1.012,0,1,0,0,44,15,15,44,64,84,"gabriel-silverio-u3WmDyKGsrY-unsplash.jpg","rikonavt-HQjfrvdTfak-unsplash.jpg",35,24
"18463","Gh7vV",1643057,175,3,0.859,0,0,0,1,38,22,22,38,32,83,"jessica-radanavong-mrYkTuAesKE-unsplash.jpg","petr-sevcovic-HzDF-rxlSeM-unsplash.jpg",30,26
"18466","Gh7vV",1645484,176,3,0.898,1,0,0,1,0,1,1,0,36,34,"aiony-haust-jmATI5Q_YgY-unsplash.jpg","abstral-official-cyOKLSgkgCE-unsplash.jpg",28,35
"18469","Gh7vV",1648084,177,3,1.078,1,0,0,1,42,21,21,42,81,68,"jessica-felicio-_cvwXhGqG-o-unsplash.jpg","prince-akachi-l3IHXOdMyHQ-unsplash.jpg",30,26
"18472","Gh7vV",1650467,178,3,0.857,1,1,1,1,0,9,0,9,34,39,"abstral-official-cyOKLSgkgCE-unsplash.jpg","carlos-andres-gomez-vJuk8Y86mRw-unsplash.jpg",35,31
"18475","Gh7vV",1652836,179,3,0.842,1,0,0,1,16,40,40,16,58,65,"prince-akachi-4Yv84VgQkRM-unsplash.jpg","giano-currie-5-9YOsmf8IQ-unsplash.jpg",24,25
"18478","Gh7vV",1655265,180,3,0.906,0,0,1,0,44,4,44,4,84,45,"rikonavt-HQjfrvdTfak-unsplash.jpg","barna-bartis-2x3vfVxwR7o-unsplash.jpg",24,32
"18481","Gh7vV",1657740,181,3,0.948,1,0,0,1,20,24,24,20,79,62,"joel-mott-LaK153ghdig-unsplash.jpg","houcine-ncib-B4TjXnI0Y2c-unsplash.jpg",33,34
"18484","Gh7vV",1660298,182,3,1.025,0,0,1,0,18,33,18,33,42,72,"good-faces-xmSWVeGEnJw-unsplash.jpg","olena-sergienko-0TSd6uCKTKc-unsplash.jpg",31,25
"18487","Gh7vV",1662644,183,3,0.814,0,0,0,1,11,18,18,11,42,82,"good-faces-xmSWVeGEnJw-unsplash.jpg","christian-ferrer-8vT-DgHZDG4-unsplash.jpg",31,29
"18490","Gh7vV",1665260,184,3,1.087,0,0,1,0,18,29,18,29,42,57,"good-faces-xmSWVeGEnJw-unsplash.jpg","leilani-angel-K84vnnzxmTQ-unsplash.jpg",31,34
"18493","Gh7vV",1667684,185,3,0.895,1,1,1,1,20,1,20,1,62,36,"houcine-ncib-B4TjXnI0Y2c-unsplash.jpg","aiony-haust-jmATI5Q_YgY-unsplash.jpg",34,28
"18496","Gh7vV",1670092,186,3,0.876,1,1,1,1,42,24,42,24,68,79,"prince-akachi-l3IHXOdMyHQ-unsplash.jpg","joel-mott-LaK153ghdig-unsplash.jpg",26,33
"18499","Gh7vV",1673100,187,3,1.486,0,0,1,0,18,15,18,15,42,64,"good-faces-xmSWVeGEnJw-unsplash.jpg","gabriel-silverio-u3WmDyKGsrY-unsplash.jpg",31,35
"18502","Gh7vV",1675668,188,3,1.045,0,1,1,1,29,22,29,22,57,32,"leilani-angel-K84vnnzxmTQ-unsplash.jpg","jessica-radanavong-mrYkTuAesKE-unsplash.jpg",34,30
"18505","Gh7vV",1678204,189,3,1.002,0,1,1,1,33,12,33,12,72,45,"olena-sergienko-0TSd6uCKTKc-unsplash.jpg","daniel-rigdon-dXmXKPP2L4E-unsplash.jpg",25,28
"18508","Gh7vV",1681044,190,3,1.312,0,0,0,1,4,22,22,4,32,45,"jessica-radanavong-mrYkTuAesKE-unsplash.jpg","barna-bartis-2x3vfVxwR7o-unsplash.jpg",30,32
"18511","Gh7vV",1683452,191,3,0.881,0,1,1,1,33,22,33,22,72,32,"olena-sergienko-0TSd6uCKTKc-unsplash.jpg","jessica-radanavong-mrYkTuAesKE-unsplash.jpg",25,30
"18514","Gh7vV",1685844,192,3,0.87,1,0,0,1,20,9,9,20,39,62,"carlos-andres-gomez-vJuk8Y86mRw-unsplash.jpg","houcine-ncib-B4TjXnI0Y2c-unsplash.jpg",31,34
"18517","Gh7vV",1688978,193,3,1.596,0,0,1,0,45,38,45,38,78,83,"sarah-noltner-pL5ZzPp1zqg-unsplash.jpg","petr-sevcovic-HzDF-rxlSeM-unsplash.jpg",33,26
"18520","Gh7vV",1691380,194,3,0.877,1,1,1,1,14,40,14,40,65,58,"freddy-kearney-o-ioeoATbIM-unsplash.jpg","prince-akachi-4Yv84VgQkRM-unsplash.jpg",32,24
"18523","Gh7vV",1693740,195,3,0.831,1,0,0,1,0,40,40,0,58,34,"prince-akachi-4Yv84VgQkRM-unsplash.jpg","abstral-official-cyOKLSgkgCE-unsplash.jpg",24,35
"18526","Gh7vV",1696188,196,3,0.927,0,1,1,1,29,25,29,25,57,29,"leilani-angel-K84vnnzxmTQ-unsplash.jpg","joseph-gonzalez-iFgRcqHznqg-unsplash.jpg",34,27
"18529","Gh7vV",1698596,197,3,0.886,0,1,1,1,15,22,15,22,64,32,"gabriel-silverio-u3WmDyKGsrY-unsplash.jpg","jessica-radanavong-mrYkTuAesKE-unsplash.jpg",35,30
"18532","Gh7vV",1701012,198,3,0.887,0,1,1,1,38,25,38,25,83,29,"petr-sevcovic-HzDF-rxlSeM-unsplash.jpg","joseph-gonzalez-iFgRcqHznqg-unsplash.jpg",26,27
"18535","Gh7vV",1703356,199,3,0.81,0,0,0,1,11,45,45,11,78,82,"sarah-noltner-pL5ZzPp1zqg-unsplash.jpg","christian-ferrer-8vT-DgHZDG4-unsplash.jpg",33,29
"18538","Gh7vV",1706284,200,3,1.401,0,1,0,0,18,4,4,18,45,42,"barna-bartis-2x3vfVxwR7o-unsplash.jpg","good-faces-xmSWVeGEnJw-unsplash.jpg",32,31
"18541","Gh7vV",1708692,201,3,0.877,0,0,1,0,44,38,44,38,84,83,"rikonavt-HQjfrvdTfak-unsplash.jpg","petr-sevcovic-HzDF-rxlSeM-unsplash.jpg",24,26
"18544","Gh7vV",1711268,202,3,1.055,0,1,1,1,11,44,11,44,82,84,"christian-ferrer-8vT-DgHZDG4-unsplash.jpg","rikonavt-HQjfrvdTfak-unsplash.jpg",29,24
"18547","Gh7vV",1713660,203,3,0.863,0,0,0,1,15,12,12,15,45,64,"daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","gabriel-silverio-u3WmDyKGsrY-unsplash.jpg",28,35
"18550","Gh7vV",1715988,204,3,0.802,0,1,1,1,29,12,29,12,57,45,"leilani-angel-K84vnnzxmTQ-unsplash.jpg","daniel-rigdon-dXmXKPP2L4E-unsplash.jpg",34,28
"18553","Gh7vV",1718308,205,3,0.795,1,1,1,1,17,40,17,40,78,58,"gleb-lukomets-paBzWCPN23k-unsplash.jpg","prince-akachi-4Yv84VgQkRM-unsplash.jpg",29,24
"18556","Gh7vV",1720604,206,3,0.769,1,0,0,1,17,3,3,17,30,78,"art-hauntington-jzY0KRJopEI-unsplash.jpg","gleb-lukomets-paBzWCPN23k-unsplash.jpg",27,29
"18559","Gh7vV",1722852,207,3,0.722,1,0,0,1,16,9,9,16,39,65,"carlos-andres-gomez-vJuk8Y86mRw-unsplash.jpg","giano-currie-5-9YOsmf8IQ-unsplash.jpg",31,25
"18562","Gh7vV",1725036,208,3,0.661,1,1,1,1,14,3,14,3,65,30,"freddy-kearney-o-ioeoATbIM-unsplash.jpg","art-hauntington-jzY0KRJopEI-unsplash.jpg",32,27
"18565","Gh7vV",1727436,209,3,0.872,1,1,1,1,17,1,17,1,78,36,"gleb-lukomets-paBzWCPN23k-unsplash.jpg","aiony-haust-jmATI5Q_YgY-unsplash.jpg",29,28
"18568","Gh7vV",1729996,210,3,1.032,1,1,1,1,16,21,16,21,65,81,"giano-currie-5-9YOsmf8IQ-unsplash.jpg","jessica-felicio-_cvwXhGqG-o-unsplash.jpg",25,30
"18571","Gh7vV",1732332,211,3,0.812,1,1,1,1,14,1,14,1,65,36,"freddy-kearney-o-ioeoATbIM-unsplash.jpg","aiony-haust-jmATI5Q_YgY-unsplash.jpg",32,28
"18574","Gh7vV",1734612,212,3,0.756,1,0,0,1,17,9,9,17,39,78,"carlos-andres-gomez-vJuk8Y86mRw-unsplash.jpg","gleb-lukomets-paBzWCPN23k-unsplash.jpg",31,29
"18577","Gh7vV",1736987,213,3,0.841,0,0,0,1,4,12,12,4,45,45,"daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","barna-bartis-2x3vfVxwR7o-unsplash.jpg",28,32
"18580","Gh7vV",1739450,214,3,0.931,1,0,0,1,42,40,40,42,58,68,"prince-akachi-4Yv84VgQkRM-unsplash.jpg","prince-akachi-l3IHXOdMyHQ-unsplash.jpg",24,26
"18583","Gh7vV",1741724,215,3,0.744,1,1,1,1,20,3,20,3,62,30,"houcine-ncib-B4TjXnI0Y2c-unsplash.jpg","art-hauntington-jzY0KRJopEI-unsplash.jpg",34,27
"19262","iDB50",3431598,0,1,1.254,0,1,0,0,38,23,23,38,66,59,"joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg","petr-sevcovic-HzDF-rxlSeM-unsplash.jpg",27,26
"19265","iDB50",3433811,1,1,0.675,1,1,1,1,30,17,30,17,73,52,"matheus-ferrero-pg_WCHWSdT8-unsplash.jpg","gleb-lukomets-paBzWCPN23k-unsplash.jpg",34,31
"19268","iDB50",3436094,2,1,0.747,1,1,1,1,11,17,11,17,75,52,"christian-ferrer-8vT-DgHZDG4-unsplash.jpg","gleb-lukomets-paBzWCPN23k-unsplash.jpg",30,31
"19271","iDB50",3438470,3,1,0.837,1,0,0,1,43,35,35,43,68,68,"oliver-ragfelt-khV4fTy6-D8-unsplash.jpg","raamin-ka-0qJBEzudn5E-unsplash.jpg",33,25
"19274","iDB50",3441312,4,1,1.306,0,0,1,0,33,22,33,22,52,40,"olena-sergienko-0TSd6uCKTKc-unsplash.jpg","jessica-radanavong-mrYkTuAesKE-unsplash.jpg",32,29
"19277","iDB50",3443569,5,1,0.72,1,0,1,0,47,43,47,43,37,68,"tyler-nix-ZGa9d1a_4tA-unsplash.jpg","raamin-ka-0qJBEzudn5E-unsplash.jpg",24,25
"19280","iDB50",3446453,6,1,1.34,0,0,1,0,26,49,26,49,71,59,"juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg","vicky-hladynets-_gDoyVv5F4c-unsplash.jpg",31,30
"19283","iDB50",3448960,7,1,0.973,1,0,0,1,30,41,41,30,73,73,"prince-akachi-i2hoD-C2RUA-unsplash.jpg","matheus-ferrero-pg_WCHWSdT8-unsplash.jpg",32,34
"19286","iDB50",3451408,8,1,0.911,1,1,1,1,40,41,40,41,65,73,"prince-akachi-4Yv84VgQkRM-unsplash.jpg","prince-akachi-i2hoD-C2RUA-unsplash.jpg",29,32
"19289","iDB50",3454421,9,1,1.479,0,0,0,1,22,39,39,22,45,40,"philip-martin-5aGUyCW_PJw-unsplash.jpg","jessica-radanavong-mrYkTuAesKE-unsplash.jpg",24,29
"19292","iDB50",3457088,10,1,1.128,0,0,1,0,26,22,26,22,71,40,"juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg","jessica-radanavong-mrYkTuAesKE-unsplash.jpg",31,29
"19295","iDB50",3459405,11,1,0.785,1,1,1,1,42,41,42,41,39,73,"prince-akachi-l3IHXOdMyHQ-unsplash.jpg","prince-akachi-i2hoD-C2RUA-unsplash.jpg",27,32
"19298","iDB50",3461583,12,1,0.638,1,1,1,1,40,10,40,10,65,64,"prince-akachi-4Yv84VgQkRM-unsplash.jpg","charles-etoroma-95UF6LXe-Lo-unsplash.jpg",29,28
"19301","iDB50",3464159,13,1,1.039,0,0,1,0,39,49,39,49,45,59,"philip-martin-5aGUyCW_PJw-unsplash.jpg","vicky-hladynets-_gDoyVv5F4c-unsplash.jpg",24,30
"19304","iDB50",3466780,14,1,0.943,1,0,0,1,43,6,6,43,66,68,"ben-o-bro-C5XyLljkMrY-unsplash.jpg","raamin-ka-0qJBEzudn5E-unsplash.jpg",26,25
"19307","iDB50",3469088,15,1,0.772,1,1,1,1,11,10,11,10,75,64,"christian-ferrer-8vT-DgHZDG4-unsplash.jpg","charles-etoroma-95UF6LXe-Lo-unsplash.jpg",30,28
"19310","iDB50",3471378,16,1,0.748,1,0,0,1,42,10,10,42,64,39,"charles-etoroma-95UF6LXe-Lo-unsplash.jpg","prince-akachi-l3IHXOdMyHQ-unsplash.jpg",28,27
"19313","iDB50",3473695,17,1,0.779,1,1,1,1,11,47,11,47,75,37,"christian-ferrer-8vT-DgHZDG4-unsplash.jpg","tyler-nix-ZGa9d1a_4tA-unsplash.jpg",30,24
"19316","iDB50",3475883,18,1,0.645,1,0,0,1,40,6,6,40,66,65,"ben-o-bro-C5XyLljkMrY-unsplash.jpg","prince-akachi-4Yv84VgQkRM-unsplash.jpg",26,29
"19319","iDB50",3478765,19,1,1.346,0,1,0,0,39,23,23,39,66,45,"joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg","philip-martin-5aGUyCW_PJw-unsplash.jpg",27,24
"19322","iDB50",3481728,20,1,1.428,0,0,1,0,34,45,34,45,70,54,"oliver-johnson-1TUIcKob7Zs-unsplash.jpg","sarah-noltner-pL5ZzPp1zqg-unsplash.jpg",28,35
"19325","iDB50",3484449,21,1,1.18,0,1,0,0,33,27,27,33,68,52,"jurica-koletic-7YVZYZeITc8-unsplash.jpg","olena-sergienko-0TSd6uCKTKc-unsplash.jpg",34,32
"19328","iDB50",3487048,22,1,1.056,0,1,0,0,28,49,49,28,59,61,"vicky-hladynets-_gDoyVv5F4c-unsplash.jpg","justin-chen-J7Cf1Gch49E-unsplash.jpg",30,33
"19331","iDB50",3489637,23,1,1.048,0,1,0,0,26,45,45,26,54,71,"sarah-noltner-pL5ZzPp1zqg-unsplash.jpg","juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg",35,31
